P_3ph (kW),Q_3ph (kVAr),S_3ph (kVA),hour,timestep, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3,circuit_folder,substation,feeder,scenario,row_type,n_loads,n_evs,n_storage,n_pv,substation_xfmr_kva
,,,0.0,1,900.0,7415.54,-3.9332e-05,7415.54,-120.0,7415.54,120.0,656.927,-11.7556,643.928,-131.866,675.143,108.186,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,0.0,2,1800.0,7415.54,-3.77253e-05,7415.54,-120.0,7415.54,120.0,624.031,-11.3893,606.729,-131.206,654.436,108.591,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,0.0,3,2700.0,7415.54,-3.72539e-05,7415.54,-120.0,7415.54,120.0,615.467,-11.3417,608.645,-131.425,656.08,108.621,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,1.0,4,0.0,7415.54,-3.68192e-05,7415.54,-120.0,7415.54,120.0,610.702,-11.4923,605.124,-131.795,656.866,108.188,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,1.0,5,900.0,7415.54,-3.57469e-05,7415.54,-120.0,7415.54,120.0,592.124,-11.4409,579.285,-131.467,633.282,108.618,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,1.0,6,1800.0,7415.54,-3.51896e-05,7415.54,-120.0,7415.54,120.0,586.234,-11.6569,576.547,-131.593,634.831,108.358,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,1.0,7,2700.0,7415.54,-3.45962e-05,7415.54,-120.0,7415.54,120.0,577.318,-11.7199,564.195,-131.815,626.072,108.357,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,2.0,8,0.0,7415.54,-3.37407e-05,7415.54,-120.0,7415.54,120.0,560.063,-11.5191,546.05,-131.431,607.227,108.424,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,2.0,9,900.0,7415.54,-3.32795e-05,7415.54,-120.0,7415.54,120.0,552.831,-11.5477,543.524,-131.329,590.202,108.506,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,2.0,10,1800.0,7415.54,-3.31178e-05,7415.54,-120.0,7415.54,120.0,551.908,-11.6685,537.781,-131.443,578.329,108.424,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,2.0,11,2700.0,7415.54,-3.21003e-05,7415.54,-120.0,7415.54,120.0,534.144,-11.6109,533.458,-131.269,565.518,108.548,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,3.0,12,0.0,7415.54,-3.21661e-05,7415.54,-120.0,7415.54,120.0,534.149,-11.5339,528.196,-131.29,558.675,108.553,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,3.0,13,900.0,7415.54,-3.18534e-05,7415.54,-120.0,7415.54,120.0,528.309,-11.4871,525.383,-131.201,555.529,108.652,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,3.0,14,1800.0,7415.54,-3.15974e-05,7415.54,-120.0,7415.54,120.0,523.498,-11.446,522.255,-131.102,552.05,108.734,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,3.0,15,2700.0,7415.54,-3.15921e-05,7415.54,-120.0,7415.54,120.0,524.427,-11.5196,517.139,-131.195,548.801,108.641,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,4.0,16,0.0,7415.54,-3.14928e-05,7415.54,-120.0,7415.54,120.0,522.547,-11.5027,517.665,-131.297,546.342,108.668,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,4.0,17,900.0,7415.54,-3.10585e-05,7415.54,-120.0,7415.54,120.0,514.199,-11.4182,507.085,-131.179,540.342,108.754,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,4.0,18,1800.0,7415.54,-3.12297e-05,7415.54,-120.0,7415.54,120.0,517.8,-11.4746,513.344,-131.244,544.936,108.622,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,4.0,19,2700.0,7415.54,-3.10583e-05,7415.54,-120.0,7415.54,120.0,516.144,-11.5617,509.909,-131.35,539.484,108.533,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,5.0,20,0.0,7415.54,-3.09641e-05,7415.54,-120.0,7415.54,120.0,511.068,-11.3013,503.608,-131.266,536.993,108.667,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,5.0,21,900.0,7415.54,-3.11206e-05,7415.54,-120.0,7415.54,120.0,512.907,-11.2459,506.415,-131.214,541.486,108.582,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,5.0,22,1800.0,7415.54,-3.10456e-05,7415.54,-120.0,7415.54,120.0,517.399,-11.6688,507.155,-131.405,544.426,108.279,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,5.0,23,2700.0,7415.54,-3.12527e-05,7415.54,-120.0,7415.54,120.0,520.174,-11.6199,509.421,-131.365,548.232,108.299,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,6.0,24,0.0,7415.54,-3.14651e-05,7415.54,-120.0,7415.54,120.0,524.618,-11.6855,511.644,-131.304,549.038,108.381,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,6.0,25,900.0,7415.54,-3.13253e-05,7415.54,-120.0,7415.54,120.0,522.549,-11.7042,515.869,-131.46,549.448,108.383,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
