substation,feeder_name,circuit_folder,mix,season,share_baseline,share_dm,share_un,n_daily_baseline,n_daily_dm,n_daily_un,N_daily_total,n_base_baseline,n_base_dm,n_base_un,N_base_total
uhs0_1247,uhs0_1247--udt12274,uhs0_1247_circuit_1_0,0,summer,0.2,0.0,0.8,41,0,162,203,371,0,1250,1621
uhs0_1247,uhs0_1247--udt12274,uhs0_1247_circuit_1_1,1,summer,0.2,0.6,0.2,37,121,45,203,474,559,588,1621
uhs0_1247,uhs0_1247--udt14717,uhs0_1247_circuit_2_0,0,summer,0.2,0.0,0.8,61,0,231,292,590,0,1235,1825
uhs0_1247,uhs0_1247--udt14717,uhs0_1247_circuit_2_1,1,summer,0.2,0.6,0.2,63,171,58,292,335,1098,392,1825
uhs0_1247,uhs0_1247--udt16115,uhs0_1247_circuit_3_0,0,summer,0.2,0.0,0.8,20,0,80,100,44,0,256,300
uhs0_1247,uhs0_1247--udt16115,uhs0_1247_circuit_3_1,1,summer,0.2,0.6,0.2,16,68,16,100,36,233,31,300
uhs10_1247,uhs10_1247--udt11713,uhs10_1247_circuit_33_0,0,summer,0.2,0.0,0.8,51,0,220,271,230,0,820,1050
uhs10_1247,uhs10_1247--udt11713,uhs10_1247_circuit_33_1,1,summer,0.2,0.6,0.2,62,143,66,271,191,650,209,1050
uhs10_1247,uhs10_1247--udt12084,uhs10_1247_circuit_34_0,0,summer,0.2,0.0,0.8,32,0,204,236,192,0,1049,1241
uhs10_1247,uhs10_1247--udt12084,uhs10_1247_circuit_34_1,1,summer,0.2,0.6,0.2,51,134,51,236,559,473,209,1241
uhs10_1247,uhs10_1247--udt13528,uhs10_1247_circuit_35_0,0,summer,0.2,0.0,0.8,47,0,157,204,145,0,441,586
uhs10_1247,uhs10_1247--udt13528,uhs10_1247_circuit_35_1,1,summer,0.2,0.6,0.2,37,129,38,204,66,382,138,586
uhs11_1247,uhs11_1247--udt7105,uhs11_1247_circuit_37_0,0,summer,0.2,0.0,0.8,38,0,161,199,217,0,928,1145
uhs11_1247,uhs11_1247--udt7105,uhs11_1247_circuit_37_1,1,summer,0.2,0.6,0.2,42,116,41,199,109,718,318,1145
uhs11_1247,uhs11_1247--udt8110,uhs11_1247_circuit_38_0,0,summer,0.2,0.0,0.8,44,0,204,248,143,0,1421,1564
uhs11_1247,uhs11_1247--udt8110,uhs11_1247_circuit_38_1,1,summer,0.2,0.6,0.2,57,137,54,248,161,1050,353,1564
uhs12_1247,uhs12_1247--udt1278,uhs12_1247_circuit_39_0,0,summer,0.2,0.0,0.8,33,0,186,219,394,0,1472,1866
uhs12_1247,uhs12_1247--udt1278,uhs12_1247_circuit_39_1,1,summer,0.2,0.6,0.2,39,137,43,219,381,1197,288,1866
uhs12_1247,uhs12_1247--udt15482,uhs12_1247_circuit_40_0,0,summer,0.2,0.0,0.8,48,0,181,229,325,0,594,919
uhs12_1247,uhs12_1247--udt15482,uhs12_1247_circuit_40_1,1,summer,0.2,0.6,0.2,40,138,51,229,148,435,336,919
uhs12_1247,uhs12_1247--udt15805,uhs12_1247_circuit_41_0,0,summer,0.2,0.0,0.8,25,0,94,119,53,0,397,450
uhs12_1247,uhs12_1247--udt15805,uhs12_1247_circuit_41_1,1,summer,0.2,0.6,0.2,24,68,27,119,67,310,73,450
uhs12_1247,uhs12_1247--udt17650,uhs12_1247_circuit_42_0,0,summer,0.2,0.0,0.8,31,0,157,188,432,0,936,1368
uhs12_1247,uhs12_1247--udt17650,uhs12_1247_circuit_42_1,1,summer,0.2,0.6,0.2,35,114,39,188,120,1017,231,1368
uhs13_1247,uhs13_1247--udt4015,uhs13_1247_circuit_43_0,0,summer,0.2,0.0,0.8,52,0,230,282,155,0,611,766
uhs13_1247,uhs13_1247--udt4015,uhs13_1247_circuit_43_1,1,summer,0.2,0.6,0.2,50,177,55,282,83,555,128,766
uhs13_1247,uhs13_1247--udt4819,uhs13_1247_circuit_44_0,0,summer,0.2,0.0,0.8,46,0,143,189,237,0,742,979
uhs13_1247,uhs13_1247--udt4819,uhs13_1247_circuit_44_1,1,summer,0.2,0.6,0.2,33,117,39,189,277,582,120,979
