hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2, S3 (kVA), Ang3
0, 900.00000, 6923.82, 19.6859, 6250.74, 18.6709, 6035.2, 19.1011
0, 1800.00000, 6835.22, 20.4286, 6137.31, 19.4135, 5917.59, 19.9911
0, 2700.00000, 6914.71, 20.5619, 6207.17, 19.6871, 5971.15, 20.138
1, 0.00000, 7016.81, 20.7264, 6302.68, 19.7881, 6220.52, 20.3151
1, 900.00000, 6961.33, 21.1374, 6214.09, 20.0521, 6185.94, 20.6542
1, 1800.00000, 6498.54, 20.6962, 5743.02, 20.0073, 5572.38, 19.9966
1, 2700.00000, 6508.08, 21.5082, 5892.44, 20.5989, 5759.3, 20.5602
2, 0.00000, 6334.93, 21.7054, 5639.08, 20.7962, 5463.11, 21.0547
2, 900.00000, 6474.52, 21.8114, 5718.92, 20.9201, 5589.61, 21.1035
2, 1800.00000, 6319.71, 21.8645, 5601.42, 20.7924, 5503.74, 21.0924
2, 2700.00000, 6428.09, 22.4578, 5669.08, 21.4412, 5549.67, 21.5878
3, 0.00000, 6379.44, 22.3751, 5675.21, 21.4658, 5548.57, 21.567
3, 900.00000, 6308.55, 22.5807, 5732.75, 21.4509, 5569.7, 21.6702
3, 1800.00000, 6406.77, 22.7857, 5785.69, 21.8736, 5632.05, 22.0326
3, 2700.00000, 6399.96, 22.7451, 5831.45, 22.083, 5643.99, 22.0206
4, 0.00000, 6341.08, 22.8486, 5865.84, 21.9596, 5629.35, 21.911
4, 900.00000, 6354.9, 23.1255, 5764.1, 22.1661, 5573.39, 22.0935
4, 1800.00000, 6270.52, 23.2688, 5613.56, 22.1692, 5538.76, 22.2597
4, 2700.00000, 6296.65, 23.2917, 5666.05, 22.2413, 5519.13, 22.2658
5, 0.00000, 6380.86, 23.4799, 5700.07, 22.5142, 5574.77, 22.4846
5, 900.00000, 6542.74, 23.4431, 5795.4, 22.6203, 5717.55, 22.4978
5, 1800.00000, 6550.68, 23.3033, 5929.71, 22.5043, 5859.9, 22.563
5, 2700.00000, 6634.95, 23.5862, 5983.06, 22.8496, 5905.85, 22.9314
6, 0.00000, 6675.25, 23.5101, 6020.92, 22.8433, 5979.3, 22.8687
6, 900.00000, 6793.47, 23.4942, 6140.02, 22.7688, 6109.74, 22.8141
6, 1800.00000, 6754.66, 22.8582, 6032.79, 22.0029, 6003.87, 22.126
6, 2700.00000, 6725.16, 22.8339, 6038.74, 21.8926, 6011.51, 21.8724
7, 0.00000, 6578.93, 22.3496, 5967.23, 21.4162, 5877.89, 21.3789
7, 900.00000, 6576.39, 21.0248, 5995.07, 20.2365, 5904.81, 20.385
7, 1800.00000, 6852.76, 20.3982, 6179.11, 19.3989, 6161.13, 19.6688
7, 2700.00000, 6868.81, 21.5548, 6210.61, 20.3043, 6180.82, 20.3665
8, 0.00000, 6925.15, 21.7035, 6240.68, 20.4411, 6233.15, 20.5242
8, 900.00000, 6960.65, 20.6689, 6348.02, 19.7856, 6298.34, 19.7217
8, 1800.00000, 7377.83, 21.1425, 6728.91, 20.041, 6651.88, 20.2739
8, 2700.00000, 7555.19, 21.3173, 6837.96, 20.4831, 6805.54, 20.3525
9, 0.00000, 7689.68, 21.3235, 7005.45, 20.5085, 6991.04, 20.3007
9, 900.00000, 7727.05, 21.5571, 7124.96, 20.7563, 7042.01, 20.6527
9, 1800.00000, 8197.19, 21.3256, 7591.71, 20.2225, 7469.38, 20.2737
9, 2700.00000, 8365.37, 20.7464, 7851.4, 19.6551, 7661.61, 19.5726
10, 0.00000, 8595.54, 21.0241, 8090.27, 19.802, 7807.55, 20.1144
10, 900.00000, 8767.55, 21.0215, 8285.8, 19.8981, 7988.16, 20.1789
10, 1800.00000, 9391.84, 21.741, 9084.85, 20.9048, 8936.4, 21.1637
10, 2700.00000, 9449.15, 21.3587, 9026.33, 20.6465, 8941.35, 20.7955
11, 0.00000, 9519.17, 21.2818, 9063.14, 20.5508, 9005.92, 20.7137
11, 900.00000, 9442.42, 21.2087, 8978.41, 20.4603, 8924.46, 20.7113
11, 1800.00000, 9561.38, 21.1831, 8964.22, 20.2957, 8907.12, 20.6341
11, 2700.00000, 9644.42, 21.3157, 9004.51, 20.4697, 8971.73, 20.9425
12, 0.00000, 9711.73, 21.4323, 9083.55, 20.6162, 9075.03, 21.0598
12, 900.00000, 9699.94, 21.2828, 8995.41, 20.2432, 9121.34, 20.846
12, 1800.00000, 9548.73, 21.0436, 8805.22, 19.9383, 8938.6, 20.6623
12, 2700.00000, 9441.68, 20.8725, 8632.98, 19.7532, 8781.4, 20.4415
13, 0.00000, 9349.62, 20.6814, 8551.09, 19.6374, 8643.86, 20.1426
13, 900.00000, 9308.73, 20.3998, 8457.03, 19.2896, 8554.76, 19.7629
13, 1800.00000, 9346.18, 20.215, 8480.54, 19.236, 8458.93, 19.2853
13, 2700.00000, 9377.92, 20.4905, 8567.72, 19.5324, 8495.6, 19.3994
14, 0.00000, 9199.14, 20.2726, 8305.04, 19.207, 8368.35, 19.3015
14, 900.00000, 8814.89, 19.9775, 8032.56, 19.0211, 8082.76, 19.0763
14, 1800.00000, 9194.2, 20.4511, 8334.59, 19.4438, 8246.86, 19.4923
14, 2700.00000, 9337.27, 20.5657, 8394.73, 19.4978, 8444.05, 19.7211
15, 0.00000, 9175.93, 20.331, 8261.19, 19.2789, 8272.97, 19.4201
15, 900.00000, 8801.51, 20.1208, 7952.08, 19.0885, 7923.87, 19.1586
15, 1800.00000, 8715.47, 19.9279, 7927.99, 18.8829, 7907.15, 18.9675
15, 2700.00000, 8534.16, 19.5406, 7735.72, 18.5722, 7733, 18.7001
16, 0.00000, 8434, 19.8982, 7687.86, 18.9701, 7628.66, 19.1447
16, 900.00000, 8244.82, 19.22, 7471.73, 18.2703, 7433.46, 18.3759
16, 1800.00000, 8101.81, 17.9839, 7415.13, 17.0497, 7343.55, 17.1736
16, 2700.00000, 8038.67, 17.5329, 7344, 16.726, 7239.62, 16.8217
17, 0.00000, 8148.05, 18.4111, 7383.64, 17.5761, 7271.05, 17.388
17, 900.00000, 7930.02, 17.5894, 7227.33, 16.9079, 7063.32, 16.7688
17, 1800.00000, 6229.11, 14.6235, 5805.27, 14.3476, 5729.33, 14.3393
17, 2700.00000, 6114.01, 14.4077, 5666.17, 14.0536, 5538.4, 14.0778
18, 0.00000, 6189.45, 14.4209, 5676.65, 13.9457, 5518.09, 14.2151
18, 900.00000, 6120.69, 13.8873, 5632.57, 13.4305, 5546.46, 13.7028
18, 1800.00000, 6053.72, 13.1628, 5620.18, 12.7876, 5491.68, 12.8374
18, 2700.00000, 6058.9, 13.0616, 5625.46, 12.7254, 5466.9, 12.6797
19, 0.00000, 6036.21, 12.8868, 5669.48, 12.656, 5447.18, 12.5073
19, 900.00000, 6136.44, 13.0782, 5702.39, 12.6732, 5571.45, 12.4597
19, 1800.00000, 6518.77, 13.1753, 5944.34, 12.8061, 5839.35, 12.496
19, 2700.00000, 6815.36, 13.5571, 6132.94, 13.0663, 6165.21, 12.8204
20, 0.00000, 8082.09, 15.2341, 7050.89, 14.668, 7283.25, 14.3976
20, 900.00000, 8237.59, 15.4846, 7193.29, 14.9334, 7335.34, 14.7332
20, 1800.00000, 8075.57, 15.8083, 7073.51, 15.1488, 7137.31, 15.0326
20, 2700.00000, 7051.98, 14.5816, 6347.46, 13.9391, 6349.1, 14.0882
21, 0.00000, 6949.23, 14.4646, 6242.3, 13.8404, 6261.07, 13.9613
21, 900.00000, 6903.68, 14.2613, 6201.57, 13.7121, 6156.1, 13.9724
21, 1800.00000, 6874.22, 14.8335, 6038.7, 14.3901, 6065.45, 14.4949
21, 2700.00000, 6718.05, 14.8443, 6038.41, 14.4599, 6045.03, 14.5152
22, 0.00000, 6683.23, 15.0631, 6079.38, 14.5746, 5986.33, 14.769
22, 900.00000, 6607.06, 15.5281, 6048.02, 14.8528, 5950.95, 14.9607
22, 1800.00000, 6398.89, 15.8697, 5801.76, 15.4026, 5763.19, 15.0861
22, 2700.00000, 6425.29, 15.6818, 5830.38, 15.2258, 5731.13, 14.964
23, 0.00000, 6281.94, 16.0256, 5772.61, 15.4178, 5585.23, 15.0462
23, 900.00000, 7357.19, 18.9184, 6576.03, 17.6008, 6465.85, 17.553
23, 1800.00000, 7221.57, 19.3653, 6556.04, 17.9532, 6366.16, 18.2412
23, 2700.00000, 6245.39, 18.2526, 6017.02, 17.0044, 5583.57, 17.3652
24, 0.00000, 6356.1, 18.6228, 5868.55, 17.5697, 5622.97, 18.0659
