hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2, S3 (kVA), Ang3
6, 2700.00000, 2286.71, 12.8752, 2013.14, 11.6919, 2067, 12.1988
7, 0.00000, 2319.69, 11.8795, 2002.82, 10.4309, 2098.52, 11.1493
7, 900.00000, 2258.95, 11.4873, 1953.32, 10.4611, 2050.55, 11.0661
7, 1800.00000, 2669.95, 12.5565, 2398.05, 11.5135, 2400.49, 12.038
7, 2700.00000, 2717.16, 11.297, 2426.23, 10.4165, 2416.05, 10.9988
8, 0.00000, 2704.12, 11.467, 2439.76, 10.6644, 2413.12, 11.3167
8, 900.00000, 2751.65, 11.4145, 2435.07, 10.5924, 2422.8, 11.0198
8, 1800.00000, 2770.82, 10.8595, 2423.7, 10.1255, 2383.11, 10.5329
8, 2700.00000, 2615.1, 11.2037, 2332.35, 10.4153, 2293.35, 11.019
9, 0.00000, 2894.25, 11.9445, 2567.32, 11.2597, 2551.66, 11.9093
9, 900.00000, 3120.11, 12.1665, 2754.79, 11.2503, 2823.01, 12.1727
9, 1800.00000, 3270.41, 12.6989, 2931.83, 11.8256, 2942.21, 12.6993
9, 2700.00000, 3693.02, 13.1441, 3333.23, 12.4999, 3382.78, 13.4644
10, 0.00000, 3905.44, 13.1719, 3552.41, 12.5047, 3609.84, 13.4842
10, 900.00000, 4092.83, 14.5464, 3687, 13.8049, 3789.37, 14.716
10, 1800.00000, 3912.58, 14.0991, 3529.27, 13.3871, 3470.67, 14.1111
10, 2700.00000, 4075.88, 13.5652, 3693.06, 12.7877, 3636.93, 13.5866
11, 0.00000, 4062.61, 13.8443, 3726.53, 13.2799, 3692.75, 13.957
11, 900.00000, 4127.88, 13.8312, 3798.84, 13.386, 3743.31, 13.998
11, 1800.00000, 4288.13, 13.4223, 3908.12, 12.6749, 3944.93, 13.3689
11, 2700.00000, 4478, 14.2707, 4095.85, 13.7141, 4138.06, 14.4201
12, 0.00000, 4680.88, 14.6127, 4320.21, 13.9775, 4359.88, 14.701
12, 900.00000, 4811.71, 13.8714, 4422.49, 13.1356, 4453.4, 13.8543
12, 1800.00000, 5058.56, 15.0682, 4651.4, 14.3616, 4745.74, 15.0542
12, 2700.00000, 5038.43, 15.0694, 4694.63, 14.4513, 4645.98, 15.0067
13, 0.00000, 5168.52, 15.2331, 4800.47, 14.6787, 4819.68, 15.2054
13, 900.00000, 5351.02, 15.3477, 4918.03, 14.7809, 4957.98, 15.254
13, 1800.00000, 5487.27, 15.6871, 5012.13, 15.0228, 5101.3, 15.6172
13, 2700.00000, 5638.41, 14.9809, 5148.26, 14.2847, 5206.25, 14.8775
14, 0.00000, 5982.67, 16.5149, 5488.91, 16.0621, 5549.02, 16.6193
14, 900.00000, 5998.08, 16.6105, 5493.83, 16.1677, 5547.46, 16.6552
14, 1800.00000, 5894.35, 15.7864, 5368.48, 15.4504, 5450.87, 15.8176
14, 2700.00000, 6085.57, 16.6321, 5540.48, 16.2675, 5612.26, 16.7285
15, 0.00000, 6130.74, 16.6668, 5647.41, 16.3284, 5634.21, 16.6903
15, 900.00000, 6159.28, 16.2808, 5642.88, 15.8869, 5704.44, 16.2836
15, 1800.00000, 6378.13, 17.0038, 5778.62, 16.5935, 5869.76, 16.9468
15, 2700.00000, 6468.02, 17.0278, 5892.52, 16.5585, 5993.6, 16.8618
16, 0.00000, 6492.4, 16.4225, 5898.54, 15.9261, 5960.14, 16.1793
16, 900.00000, 6316.59, 16.7502, 5690.28, 16.4123, 5773.62, 16.591
16, 1800.00000, 5948.32, 16.2321, 5372.69, 15.8296, 5413.23, 15.9965
16, 2700.00000, 5849.74, 15.7567, 5272.45, 15.3213, 5341.08, 15.6514
17, 0.00000, 6014.02, 16.1163, 5401.92, 15.7221, 5557.79, 15.9703
17, 900.00000, 6073.97, 15.7992, 5490.56, 15.4049, 5540.91, 15.5511
17, 1800.00000, 6164.3, 15.4798, 5591.39, 14.9218, 5665.89, 15.0976
17, 2700.00000, 6194.15, 15.5085, 5605.29, 14.9897, 5755.02, 15.2538
18, 0.00000, 6341.32, 15.6757, 5712.89, 14.9612, 5842.73, 15.2742
18, 900.00000, 6451.84, 15.4149, 5802.19, 14.9094, 5870.88, 15.1664
18, 1800.00000, 6766.45, 15.9743, 6045.19, 15.3451, 6103.16, 15.827
18, 2700.00000, 6654.43, 15.8616, 6037.23, 15.2356, 6030.24, 15.4695
19, 0.00000, 6482.61, 15.3164, 6011.21, 14.5976, 5877.15, 14.9675
19, 900.00000, 6317.76, 15.1728, 5832.2, 14.4336, 5715.51, 14.8157
19, 1800.00000, 6316.35, 14.8186, 5815.62, 14.0947, 5749.45, 14.4292
19, 2700.00000, 6366.59, 14.6894, 5823.76, 13.9292, 5768.8, 14.257
20, 0.00000, 6367.28, 14.8501, 5824.86, 13.9372, 5840.91, 14.2903
20, 900.00000, 6332.78, 14.9002, 5858.5, 13.9438, 5797.53, 14.4107
20, 1800.00000, 6115.75, 13.917, 5598.18, 13.2283, 5549.76, 13.6109
20, 2700.00000, 6019.21, 13.676, 5435.93, 13.1008, 5482.29, 13.4016
21, 0.00000, 5967.36, 14.0254, 5358.94, 13.3663, 5463.21, 13.7496
21, 900.00000, 5980.37, 13.9446, 5360.07, 13.1755, 5397.12, 13.5099
21, 1800.00000, 5934.39, 14.2172, 5288.62, 13.3521, 5355.12, 13.7931
21, 2700.00000, 5762.36, 14.4548, 5114.29, 13.6019, 5135.63, 14.0235
22, 0.00000, 5636.67, 14.6978, 4972.48, 13.7919, 5022.05, 14.2611
22, 900.00000, 5649.55, 14.3999, 4946.35, 13.5872, 4903.64, 14.191
22, 1800.00000, 5347.09, 14.5942, 4568.33, 14.041, 4760.35, 14.4204
22, 2700.00000, 5390.43, 14.3107, 4712.96, 13.6853, 4869.38, 14.1237
23, 0.00000, 5151.71, 14.5571, 4696.96, 13.4901, 4718.35, 14.0433
23, 900.00000, 5013.7, 14.9113, 4440.74, 14.0352, 4516.78, 14.6307
23, 1800.00000, 4963.23, 15.1707, 4334.64, 14.4269, 4567.5, 14.9366
23, 2700.00000, 4780.88, 14.8937, 4256, 13.7762, 4415.15, 14.3405
24, 0.00000, 4528.14, 14.9518, 4105.5, 13.6507, 4184.67, 14.4976
