hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2, S3 (kVA), Ang3
0, 900.00000, 4456.17, 15.5329, 4015.99, 14.0322, 4169.81, 14.6957
0, 1800.00000, 4090.09, 15.0286, 3740.29, 13.4465, 3797.07, 14.2781
0, 2700.00000, 3902.16, 14.8791, 3601.6, 13.3684, 3626.83, 13.8935
1, 0.00000, 3729.43, 14.9202, 3420.51, 13.5607, 3458.08, 13.7518
1, 900.00000, 3575.32, 14.9466, 3325.96, 13.3541, 3366.21, 13.9373
1, 1800.00000, 3323.18, 15.4069, 3076.87, 13.6141, 3117.25, 14.2509
1, 2700.00000, 3278.99, 15.6951, 3040.2, 14.0245, 3045.84, 14.6023
2, 0.00000, 3139.53, 14.6815, 2798.01, 12.9865, 2883.28, 13.7099
2, 900.00000, 2963.63, 14.4609, 2645.36, 12.443, 2735.28, 13.4335
2, 1800.00000, 2853.83, 14.304, 2504.5, 12.3221, 2555.09, 13.3891
2, 2700.00000, 2744.28, 14.1001, 2380.52, 11.9583, 2452.02, 13.0908
3, 0.00000, 2594.92, 13.6874, 2249.28, 11.7399, 2337.05, 12.8047
3, 900.00000, 2533.35, 13.7458, 2219.34, 11.9114, 2309.72, 12.7172
3, 1800.00000, 2453.04, 13.3275, 2118.79, 11.6982, 2217.29, 12.4046
3, 2700.00000, 2388.37, 14.3123, 2083.95, 12.828, 2162.29, 13.7101
4, 0.00000, 2378.61, 14.2575, 2073.08, 12.7454, 2183.17, 13.6276
4, 900.00000, 2336.54, 13.3658, 2036.55, 11.7616, 2143.03, 12.7465
4, 1800.00000, 2240.9, 12.7626, 1973.7, 11.0468, 2048.11, 12.0629
4, 2700.00000, 2211.68, 12.2726, 1934.46, 10.5712, 2034.47, 11.4546
5, 0.00000, 2163.15, 12.0705, 1897.32, 10.3124, 1984.8, 11.2626
5, 900.00000, 2147.22, 11.7533, 1883.61, 10.0528, 1951.54, 10.8693
5, 1800.00000, 2210.32, 11.7342, 1963.54, 10.3685, 2054.45, 11.0953
5, 2700.00000, 2155.34, 11.3505, 1914.52, 10.1408, 2003.85, 10.8366
6, 0.00000, 2145.81, 10.9277, 1941.45, 9.89917, 1968.52, 10.3868
6, 900.00000, 2145.09, 11.2428, 1918.14, 9.90036, 2012.99, 10.7706
6, 1800.00000, 2196.57, 12.5973, 1944.72, 11.4188, 2024.09, 12.1844
