hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2, S3 (kVA), Ang3, S4 (kVA), Ang4
0, 900.00000, 5.78161, 179.964, 5.77317, -179.871, 5.7571, 179.903, 0, 0
0, 1800.00000, 0.0577819, -0.0386209, 0.0577365, 0.10069, 0.0576018, -0.062183, 0, 0
0, 2700.00000, 0.0578021, -0.0176679, 0.0577177, 0.102471, 0.0576004, -0.0849495, 0, 0
1, 0.00000, 0.057768, -0.0364325, 0.0577357, 0.0918718, 0.0576164, -0.0555335, 0, 0
1, 900.00000, 0.0577436, -0.0165254, 0.0577242, 0.049596, 0.0576523, -0.033106, 0, 0
1, 1800.00000, 0.0577209, -0.0300415, 0.0577404, 0.0387514, 0.0576588, -0.00863683, 0, 0
1, 2700.00000, 0.0577428, -0.0382124, 0.0577386, 0.0643996, 0.0576387, -0.0261729, 0, 0
2, 0.00000, 0.0577534, -0.0120393, 0.0577169, 0.0558729, 0.0576498, -0.0438742, 0, 0
2, 900.00000, 0.0577585, -0.0297735, 0.0577319, 0.0737907, 0.0576297, -0.0440051, 0, 0
2, 1800.00000, 0.0577199, -0.0527874, 0.0577619, 0.0546178, 0.0576383, -0.00178935, 0, 0
2, 2700.00000, 0.0577251, -0.0575447, 0.0577616, 0.0651673, 0.0576334, -0.00762865, 0, 0
3, 0.00000, 0.0577121, -0.0556921, 0.057764, 0.0514968, 0.057644, 0.00421582, 0, 0
3, 900.00000, 0.0577027, -0.0601744, 0.05777, 0.0467208, 0.0576474, 0.0134204, 0, 0
3, 1800.00000, 0.0576961, -0.0838786, 0.0577861, 0.0610709, 0.0576379, 0.0228003, 0, 0
3, 2700.00000, 0.0576982, -0.066044, 0.0577727, 0.0457168, 0.0576491, 0.0202691, 0, 0
4, 0.00000, 0.0577059, -0.0566359, 0.0577644, 0.047192, 0.0576498, 0.0094181, 0, 0
4, 900.00000, 0.0577009, -0.0624957, 0.0577686, 0.0464747, 0.0576506, 0.0160121, 0, 0
4, 1800.00000, 0.0577078, -0.0508299, 0.05776, 0.0424677, 0.0576523, 0.00836109, 0, 0
4, 2700.00000, 0.0577076, -0.0518232, 0.0577594, 0.0448524, 0.0576531, 0.00697549, 0, 0
5, 0.00000, 0.0577096, -0.0428386, 0.0577513, 0.0385529, 0.0576591, 0.00426032, 0, 0
5, 900.00000, 0.0577099, -0.0440015, 0.0577494, 0.0395854, 0.0576609, 0.00448879, 0, 0
5, 1800.00000, 0.0577174, -0.0395563, 0.0577415, 0.043026, 0.0576611, -0.00350733, 0, 0
