hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
0, 900.00000, 7415.54, -3.22813E-005, 7415.54, -120, 7415.54, 120, 600.924, -15.5329, 541.565, -134.032, 562.307, 105.304
0, 1800.00000, 7415.54, -3.00884E-005, 7415.54, -120, 7415.54, 120, 551.557, -15.0287, 504.386, -133.447, 512.042, 105.722
0, 2700.00000, 7415.54, -2.8835E-005, 7415.54, -120, 7415.54, 120, 526.214, -14.8791, 485.683, -133.368, 489.086, 106.106
1, 0.00000, 7415.54, -2.75236E-005, 7415.54, -120, 7415.54, 120, 502.921, -14.9202, 461.262, -133.561, 466.33, 106.248
1, 900.00000, 7415.54, -2.63645E-005, 7415.54, -120, 7415.54, 120, 482.139, -14.9466, 448.513, -133.354, 453.94, 106.063
1, 1800.00000, 7415.54, -2.41625E-005, 7415.54, -120, 7415.54, 120, 448.137, -15.4069, 414.922, -133.614, 420.367, 105.749
1, 2700.00000, 7415.54, -2.36293E-005, 7415.54, -120, 7415.54, 120, 442.178, -15.6951, 409.977, -134.025, 410.737, 105.398
2, 0.00000, 7415.54, -2.33336E-005, 7415.54, -120, 7415.54, 120, 423.372, -14.6815, 377.317, -132.987, 388.815, 106.29
2, 900.00000, 7415.54, -2.21701E-005, 7415.54, -120, 7415.54, 120, 399.651, -14.4609, 356.732, -132.443, 368.858, 106.566
2, 1800.00000, 7415.54, -2.14471E-005, 7415.54, -120, 7415.54, 120, 384.844, -14.304, 337.736, -132.322, 344.559, 106.611
2, 2700.00000, 7415.54, -2.07467E-005, 7415.54, -120, 7415.54, 120, 370.072, -14.1001, 321.017, -131.958, 330.66, 106.909
3, 0.00000, 7415.54, -1.98523E-005, 7415.54, -120, 7415.54, 120, 349.93, -13.6875, 303.32, -131.74, 315.155, 107.195
3, 900.00000, 7415.54, -1.93483E-005, 7415.54, -120, 7415.54, 120, 341.628, -13.7458, 299.283, -131.911, 311.47, 107.283
3, 1800.00000, 7415.54, -1.89594E-005, 7415.54, -120, 7415.54, 120, 330.797, -13.3275, 285.723, -131.698, 299.005, 107.595
3, 2700.00000, 7415.54, -1.79415E-005, 7415.54, -120, 7415.54, 120, 322.076, -14.3124, 281.025, -132.828, 291.589, 106.29
4, 0.00000, 7415.54, -1.7897E-005, 7415.54, -120, 7415.54, 120, 320.76, -14.2575, 279.558, -132.745, 294.405, 106.372
4, 900.00000, 7415.54, -1.80385E-005, 7415.54, -120, 7415.54, 120, 315.087, -13.3658, 274.633, -131.762, 288.992, 107.254
4, 1800.00000, 7415.54, -1.75943E-005, 7415.54, -120, 7415.54, 120, 302.189, -12.7626, 266.158, -131.047, 276.192, 107.937
4, 2700.00000, 7415.54, -1.75998E-005, 7415.54, -120, 7415.54, 120, 298.249, -12.2726, 260.866, -130.571, 274.352, 108.545
5, 0.00000, 7415.54, -1.73076E-005, 7415.54, -120, 7415.54, 120, 291.705, -12.0705, 255.857, -130.312, 267.654, 108.737
5, 900.00000, 7415.54, -1.73268E-005, 7415.54, -120, 7415.54, 120, 289.557, -11.7533, 254.008, -130.053, 263.17, 109.131
5, 1800.00000, 7415.54, -1.78456E-005, 7415.54, -120, 7415.54, 120, 298.066, -11.7343, 264.787, -130.369, 277.047, 108.905
5, 2700.00000, 7415.54, -1.75787E-005, 7415.54, -120, 7415.54, 120, 290.651, -11.3505, 258.177, -130.141, 270.223, 109.163
6, 0.00000, 7415.54, -1.76946E-005, 7415.54, -120, 7415.54, 120, 289.366, -10.9278, 261.808, -129.899, 265.459, 109.613
6, 900.00000, 7415.54, -1.75444E-005, 7415.54, -120, 7415.54, 120, 289.269, -11.2428, 258.665, -129.9, 271.455, 109.229
6, 1800.00000, 7415.54, -1.73248E-005, 7415.54, -120, 7415.54, 120, 296.212, -12.5973, 262.249, -131.419, 272.952, 107.816
6, 2700.00000, 7415.54, -1.78984E-005, 7415.54, -120, 7415.54, 120, 308.367, -12.8752, 271.475, -131.692, 278.738, 107.801
7, 0.00000, 7415.54, -1.8657E-005, 7415.54, -120, 7415.54, 120, 312.814, -11.8795, 270.085, -130.431, 282.99, 108.851
7, 900.00000, 7415.54, -1.83585E-005, 7415.54, -120, 7415.54, 120, 304.624, -11.4873, 263.409, -130.461, 276.521, 108.934
7, 1800.00000, 7415.54, -2.10863E-005, 7415.54, -120, 7415.54, 120, 360.048, -12.5565, 323.382, -131.514, 323.711, 107.962
7, 2700.00000, 7415.54, -2.2197E-005, 7415.54, -120, 7415.54, 120, 366.414, -11.297, 327.182, -130.417, 325.809, 109.001
8, 0.00000, 7415.54, -2.19919E-005, 7415.54, -120, 7415.54, 120, 364.656, -11.467, 329.007, -130.664, 325.414, 108.683
8, 900.00000, 7415.54, -2.24097E-005, 7415.54, -120, 7415.54, 120, 371.066, -11.4146, 328.373, -130.592, 326.719, 108.98
8, 1800.00000, 7415.54, -2.28944E-005, 7415.54, -120, 7415.54, 120, 373.651, -10.8595, 326.841, -130.125, 321.367, 109.467
8, 2700.00000, 7415.54, -2.14147E-005, 7415.54, -120, 7415.54, 120, 352.651, -11.2037, 314.522, -130.415, 309.263, 108.981
9, 0.00000, 7415.54, -2.32424E-005, 7415.54, -120, 7415.54, 120, 390.295, -11.9445, 346.208, -131.26, 344.096, 108.091
9, 900.00000, 7415.54, -2.49082E-005, 7415.54, -120, 7415.54, 120, 420.752, -12.1666, 371.488, -131.25, 380.689, 107.827
9, 1800.00000, 7415.54, -2.57317E-005, 7415.54, -120, 7415.54, 120, 441.021, -12.6989, 395.363, -131.826, 396.763, 107.301
9, 2700.00000, 7415.54, -2.8701E-005, 7415.54, -120, 7415.54, 120, 498.011, -13.1442, 449.493, -132.5, 456.175, 106.536
10, 0.00000, 7415.54, -3.03293E-005, 7415.54, -120, 7415.54, 120, 526.656, -13.1719, 479.05, -132.505, 486.794, 106.516
10, 900.00000, 7415.54, -3.05472E-005, 7415.54, -120, 7415.54, 120, 551.926, -14.5464, 497.199, -133.805, 511.005, 105.284
10, 1800.00000, 7415.54, -2.95882E-005, 7415.54, -120, 7415.54, 120, 527.619, -14.0991, 475.929, -133.387, 468.027, 105.889
10, 2700.00000, 7415.54, -3.13028E-005, 7415.54, -120, 7415.54, 120, 549.641, -13.5652, 498.017, -132.788, 490.447, 106.413
11, 0.00000, 7415.54, -3.09516E-005, 7415.54, -120, 7415.54, 120, 547.851, -13.8443, 502.53, -133.28, 497.975, 106.043
11, 900.00000, 7415.54, -3.1461E-005, 7415.54, -120, 7415.54, 120, 556.652, -13.8312, 512.281, -133.386, 504.793, 106.002
11, 1800.00000, 7415.54, -3.30682E-005, 7415.54, -120, 7415.54, 120, 578.263, -13.4223, 527.017, -132.675, 531.982, 106.631
11, 2700.00000, 7415.54, -3.36971E-005, 7415.54, -120, 7415.54, 120, 603.867, -14.2707, 552.334, -133.714, 558.025, 105.58
12, 0.00000, 7415.54, -3.48701E-005, 7415.54, -120, 7415.54, 120, 631.225, -14.6128, 582.589, -133.977, 587.939, 105.299
12, 900.00000, 7415.54, -3.66336E-005, 7415.54, -120, 7415.54, 120, 648.869, -13.8714, 596.382, -133.136, 600.549, 106.146
12, 1800.00000, 7415.54, -3.71729E-005, 7415.54, -120, 7415.54, 120, 682.156, -15.0682, 627.251, -134.362, 639.972, 104.946
12, 2700.00000, 7415.54, -3.70235E-005, 7415.54, -120, 7415.54, 120, 679.442, -15.0694, 633.08, -134.451, 626.52, 104.993
13, 0.00000, 7415.54, -3.77912E-005, 7415.54, -120, 7415.54, 120, 696.985, -15.2331, 647.353, -134.679, 649.944, 104.795
13, 900.00000, 7415.54, -3.89894E-005, 7415.54, -120, 7415.54, 120, 721.596, -15.3477, 663.207, -134.781, 668.594, 104.746
13, 1800.00000, 7415.54, -3.95656E-005, 7415.54, -120, 7415.54, 120, 739.97, -15.6872, 675.895, -135.023, 687.92, 104.383
13, 2700.00000, 7415.54, -4.15458E-005, 7415.54, -120, 7415.54, 120, 760.352, -14.9809, 694.254, -134.285, 702.073, 105.122
14, 0.00000, 7415.53, -4.20244E-005, 7415.54, -120, 7415.54, 120, 806.775, -16.5149, 740.19, -136.062, 748.296, 103.381
14, 900.00000, 7415.53, -4.2003E-005, 7415.54, -120, 7415.54, 120, 808.854, -16.6106, 740.854, -136.168, 748.086, 103.345
14, 1800.00000, 7415.53, -4.2371E-005, 7415.54, -120, 7415.54, 120, 794.865, -15.7865, 723.95, -135.45, 735.061, 104.182
