hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2, S3 (kVA), Ang3
0, 900.00000, 1333.72, 17.6328, 1285.91, 18.7437, 1336.67, 18.205
0, 1800.00000, 1475.36, 16.9675, 1455.96, 17.6155, 1443.05, 16.9462
0, 2700.00000, 1449.85, 17.1077, 1421.21, 17.8522, 1420.11, 17.242
1, 0.00000, 1462.37, 16.9002, 1389.14, 18.1539, 1413.84, 17.5023
1, 900.00000, 1397.39, 17.5341, 1394.12, 18.1954, 1413.95, 17.3738
1, 1800.00000, 1330.31, 18.4346, 1356.86, 18.4851, 1325.27, 18.0045
1, 2700.00000, 1332.21, 18.7438, 1342.77, 18.5578, 1301.05, 18.0147
2, 0.00000, 1272.31, 18.9402, 1298.03, 18.823, 1288.92, 18.1469
2, 900.00000, 1284.21, 18.7365, 1281.23, 18.8661, 1265.69, 18.6409
2, 1800.00000, 1263.04, 18.4972, 1266.01, 18.7846, 1261.29, 18.4862
2, 2700.00000, 1262.4, 18.8278, 1252.63, 19.1282, 1245.3, 18.8122
3, 0.00000, 1225.76, 18.8192, 1234.75, 19.044, 1219.23, 18.8355
3, 900.00000, 1228.12, 18.7201, 1225.7, 19.1514, 1220.68, 18.5896
3, 1800.00000, 1231.03, 18.8516, 1220.62, 19.243, 1218.07, 18.6394
3, 2700.00000, 1221.81, 19.0324, 1210.77, 19.4562, 1208.31, 18.9538
4, 0.00000, 1216.45, 18.7482, 1202.34, 19.2366, 1218.66, 18.6777
4, 900.00000, 1220.75, 19.0394, 1208.12, 19.4658, 1215.56, 18.8323
4, 1800.00000, 1204.28, 18.9389, 1204.56, 19.2032, 1213.49, 18.794
4, 2700.00000, 1218.13, 18.7946, 1222.94, 18.7856, 1226.59, 18.4639
5, 0.00000, 1231.27, 19.0561, 1213.48, 19.3179, 1236.15, 18.938
5, 900.00000, 1232.25, 19.1988, 1224.36, 19.4412, 1230.53, 19.0747
5, 1800.00000, 1223.83, 18.8896, 1183.22, 18.9136, 1229.95, 18.8633
5, 2700.00000, 1224.33, 19.4031, 1190.52, 19.4426, 1229.72, 19.3179
6, 0.00000, 1226.66, 19.797, 1193.82, 19.873, 1226.32, 19.863
6, 900.00000, 1228.22, 19.8593, 1198.66, 19.9222, 1239.21, 19.7766
6, 1800.00000, 1222.14, 19.3259, 1183.66, 19.039, 1212.93, 19.2874
6, 2700.00000, 1230.68, 18.9419, 1182.02, 18.8065, 1219.81, 18.8775
7, 0.00000, 1234.56, 18.2454, 1179.18, 17.8797, 1226.91, 17.8918
7, 900.00000, 1234.5, 18.0923, 1190.73, 17.4897, 1226.84, 17.7387
7, 1800.00000, 1255.19, 18.0248, 1208.46, 17.6235, 1245.74, 17.8628
7, 2700.00000, 1246.83, 18.1479, 1212.07, 17.6239, 1236.95, 17.7795
8, 0.00000, 1218.5, 17.9652, 1165.81, 17.5767, 1198.72, 17.4369
8, 900.00000, 1199.71, 18.0498, 1151.58, 17.5672, 1179.64, 17.7554
8, 1800.00000, 1245.04, 18.2982, 1199.87, 17.8394, 1231.08, 17.866
8, 2700.00000, 1296.31, 18.6289, 1246.22, 18.1894, 1260.97, 18.1027
9, 0.00000, 1335.64, 18.5368, 1276.89, 18.2298, 1282.59, 18.3268
9, 900.00000, 1365.69, 18.5785, 1305.11, 18.3185, 1345.19, 18.4637
9, 1800.00000, 1511.81, 18.9627, 1454.22, 18.6596, 1502.23, 18.7223
9, 2700.00000, 1528.3, 18.9632, 1486.62, 18.928, 1498.58, 18.6554
10, 0.00000, 1581.55, 19.032, 1553.98, 18.9354, 1587.88, 18.7125
10, 900.00000, 1622.33, 18.9299, 1578.5, 18.571, 1627.61, 18.541
10, 1800.00000, 1710.66, 18.7516, 1636.74, 18.1675, 1690.18, 18.4704
10, 2700.00000, 1748.59, 19.3045, 1692.76, 18.8783, 1776.74, 19.0884
11, 0.00000, 1827.24, 19.1248, 1772.1, 18.7096, 1849.89, 18.8863
11, 900.00000, 1868.07, 19.4279, 1826.24, 19.4864, 1850.14, 19.2169
11, 1800.00000, 1935.06, 19.303, 1913.44, 19.4531, 1967.96, 19.1792
11, 2700.00000, 2015.24, 19.2375, 1974.43, 19.3737, 2035.36, 19.026
12, 0.00000, 2098.59, 19.199, 2044.9, 19.1943, 2097.63, 18.8701
12, 900.00000, 2135.15, 19.0176, 2101.65, 19.0153, 2151.68, 18.6936
12, 1800.00000, 2210.23, 18.8268, 2169.94, 18.8978, 2216.48, 18.4704
12, 2700.00000, 2275.62, 18.3471, 2228.35, 18.4883, 2286.04, 18.1859
13, 0.00000, 2292.22, 17.926, 2253.94, 18.0533, 2316.65, 17.7153
13, 900.00000, 2329.6, 17.7593, 2306.33, 17.9587, 2356.13, 17.7037
13, 1800.00000, 2402.31, 17.9118, 2348.5, 17.9779, 2394.78, 17.4821
13, 2700.00000, 2496.74, 18.3344, 2380.6, 18.0774, 2376.67, 17.3061
14, 0.00000, 2437.81, 17.902, 2320.9, 17.6947, 2326.65, 16.8696
14, 900.00000, 2280.58, 17.3586, 2280.8, 17.6261, 2285.77, 17.0396
14, 1800.00000, 2290.79, 17.3949, 2347.32, 17.9539, 2308.68, 17.29
14, 2700.00000, 2325.01, 17.8593, 2368.04, 18.2971, 2333.54, 17.5816
15, 0.00000, 2287.59, 17.4354, 2353.55, 18.0083, 2323.03, 17.2304
15, 900.00000, 2207.67, 17.5879, 2266.52, 18.1288, 2249.82, 17.5187
15, 1800.00000, 2228.27, 17.6917, 2273.77, 18.0893, 2265.57, 17.4519
15, 2700.00000, 2232.15, 17.6621, 2285.62, 18.0926, 2273.44, 17.3441
16, 0.00000, 2262.25, 19.0392, 2314.66, 19.3824, 2308.45, 18.5593
16, 900.00000, 2243.7, 18.4793, 2300.7, 18.8797, 2283.32, 18.0251
16, 1800.00000, 2256.77, 17.7695, 2298.2, 18.2495, 2269.19, 17.5248
16, 2700.00000, 2262.39, 17.1367, 2285.37, 17.6362, 2267, 16.899
17, 0.00000, 2258.55, 16.337, 2298.51, 16.8674, 2277.77, 16.1432
17, 900.00000, 2101.11, 14.5349, 2125.66, 15.1201, 2130.42, 14.2864
17, 1800.00000, 1557.69, 13.4237, 1561.79, 13.6384, 1623.89, 13.179
17, 2700.00000, 1508.44, 14.5183, 1507.29, 14.9163, 1565.13, 14.0076
18, 0.00000, 1442.74, 13.2337, 1430.88, 13.5595, 1495.02, 12.9029
18, 900.00000, 1428.29, 12.9984, 1395.82, 13.2674, 1454.87, 12.7995
18, 1800.00000, 1447.12, 12.9396, 1390.49, 13.2798, 1446.16, 12.7991
18, 2700.00000, 1397.3, 12.8657, 1354.08, 13.1223, 1433.07, 13.0237
19, 0.00000, 1364.37, 12.7493, 1330.96, 12.9856, 1433.15, 12.8724
19, 900.00000, 1379.83, 12.665, 1349.8, 12.708, 1416.59, 12.744
19, 1800.00000, 1418.01, 12.6943, 1388.89, 12.8036, 1473.79, 13.0712
19, 2700.00000, 1428.08, 12.7232, 1411.03, 12.9266, 1468.22, 13.2764
20, 0.00000, 1599.26, 13.6335, 1496.43, 13.9337, 1554.26, 14.2395
20, 900.00000, 1579.65, 13.7832, 1533.84, 14.1972, 1547.47, 14.3146
20, 1800.00000, 1491.34, 13.9535, 1435.22, 14.2465, 1455.82, 14.7842
20, 2700.00000, 1379.36, 13.2914, 1305.6, 13.3875, 1349.41, 14.2846
21, 0.00000, 1407.08, 12.9996, 1292.82, 13.3702, 1403.14, 14.217
21, 900.00000, 1415.44, 12.8511, 1296.82, 13.6342, 1397.77, 13.9412
21, 1800.00000, 1371.93, 13.7529, 1285.46, 14.3132, 1379.34, 14.1768
21, 2700.00000, 1391.26, 13.9906, 1320.7, 14.6041, 1371.63, 14.8618
22, 0.00000, 1410.48, 14.2498, 1301.53, 14.7339, 1378.05, 14.5484
22, 900.00000, 1424.8, 14.3359, 1313.47, 14.5762, 1364.31, 14.7483
22, 1800.00000, 1423.87, 13.9304, 1322.26, 14.5184, 1362.62, 14.7136
22, 2700.00000, 1431.1, 13.6776, 1333.23, 14.8272, 1393.11, 14.5317
23, 0.00000, 1414.27, 13.6441, 1310.36, 14.886, 1409.33, 14.47
23, 900.00000, 1473.93, 14.5782, 1409.18, 15.5609, 1477.44, 15.1316
23, 1800.00000, 1502.93, 15.2036, 1412.87, 16.636, 1471.33, 15.7566
23, 2700.00000, 1388.04, 13.5775, 1267.5, 14.8629, 1370.72, 14.4248
24, 0.00000, 1389.65, 13.6521, 1323.79, 14.3275, 1390.86, 14.2985
