hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
0, 900.00000, 7415.54, -9.01469E-006, 7415.54, -120, 7415.54, 120, 179.855, -17.6328, 173.408, -138.744, 180.252, 101.795
0, 1800.00000, 7415.54, -1.01976E-005, 7415.54, -120, 7415.54, 120, 198.955, -16.9676, 196.339, -137.616, 194.599, 103.054
0, 2700.00000, 7415.54, -9.9748E-006, 7415.54, -120, 7415.54, 120, 195.515, -17.1077, 191.653, -137.852, 191.504, 102.758
1, 0.00000, 7415.54, -1.01299E-005, 7415.54, -120, 7415.54, 120, 197.203, -16.9002, 187.328, -138.154, 190.659, 102.498
1, 900.00000, 7415.54, -9.47746E-006, 7415.54, -120, 7415.54, 120, 188.441, -17.5341, 188, -138.195, 190.674, 102.626
1, 1800.00000, 7415.54, -8.74711E-006, 7415.54, -120, 7415.54, 120, 179.395, -18.4346, 182.976, -138.485, 178.715, 101.996
1, 2700.00000, 7415.54, -8.66476E-006, 7415.54, -120, 7415.54, 120, 179.652, -18.7438, 181.076, -138.558, 175.449, 101.985
2, 0.00000, 7415.54, -8.21659E-006, 7415.54, -120, 7415.54, 120, 171.573, -18.9402, 175.042, -138.823, 173.813, 101.853
2, 900.00000, 7415.54, -8.35399E-006, 7415.54, -120, 7415.54, 120, 173.178, -18.7365, 172.777, -138.866, 170.681, 101.359
2, 1800.00000, 7415.54, -8.28561E-006, 7415.54, -120, 7415.54, 120, 170.323, -18.4972, 170.724, -138.785, 170.087, 101.514
2, 2700.00000, 7415.54, -8.18524E-006, 7415.54, -120, 7415.54, 120, 170.238, -18.8278, 168.92, -139.128, 167.931, 101.188
3, 0.00000, 7415.54, -7.94953E-006, 7415.54, -120, 7415.54, 120, 165.296, -18.8192, 166.508, -139.044, 164.415, 101.164
3, 900.00000, 7415.54, -7.99294E-006, 7415.54, -120, 7415.54, 120, 165.614, -18.7201, 165.287, -139.151, 164.611, 101.41
3, 1800.00000, 7415.54, -7.97456E-006, 7415.54, -120, 7415.54, 120, 166.006, -18.8516, 164.603, -139.243, 164.259, 101.361
3, 2700.00000, 7415.54, -7.86364E-006, 7415.54, -120, 7415.54, 120, 164.763, -19.0324, 163.274, -139.456, 162.943, 101.046
4, 0.00000, 7415.54, -7.90894E-006, 7415.54, -120, 7415.54, 120, 164.041, -18.7482, 162.138, -139.237, 164.338, 101.322
4, 900.00000, 7415.54, -7.85488E-006, 7415.54, -120, 7415.54, 120, 164.621, -19.0394, 162.917, -139.466, 163.921, 101.168
4, 1800.00000, 7415.54, -7.77661E-006, 7415.54, -120, 7415.54, 120, 162.4, -18.9389, 162.437, -139.203, 163.642, 101.206
4, 2700.00000, 7415.54, -7.90687E-006, 7415.54, -120, 7415.54, 120, 164.268, -18.7946, 164.916, -138.786, 165.408, 101.536
5, 0.00000, 7415.54, -7.91794E-006, 7415.54, -120, 7415.54, 120, 166.039, -19.0561, 163.64, -139.318, 166.697, 101.062
5, 900.00000, 7415.54, -7.8836E-006, 7415.54, -120, 7415.54, 120, 166.172, -19.1988, 165.107, -139.441, 165.939, 100.925
5, 1800.00000, 7415.54, -7.91706E-006, 7415.54, -120, 7415.54, 120, 165.035, -18.8896, 159.56, -138.914, 165.861, 101.137
5, 2700.00000, 7415.54, -7.77483E-006, 7415.54, -120, 7415.54, 120, 165.103, -19.4031, 160.544, -139.443, 165.83, 100.682
6, 0.00000, 7415.54, -7.67742E-006, 7415.54, -120, 7415.54, 120, 165.418, -19.797, 160.989, -139.873, 165.372, 100.137
6, 900.00000, 7415.54, -7.66938E-006, 7415.54, -120, 7415.54, 120, 165.628, -19.8593, 161.641, -139.922, 167.11, 100.223
6, 1800.00000, 7415.54, -7.78273E-006, 7415.54, -120, 7415.54, 120, 164.807, -19.3259, 159.619, -139.039, 163.566, 100.713
6, 2700.00000, 7415.54, -7.94665E-006, 7415.54, -120, 7415.54, 120, 165.96, -18.942, 159.398, -138.806, 164.494, 101.123
7, 0.00000, 7415.54, -8.16982E-006, 7415.54, -120, 7415.54, 120, 166.483, -18.2454, 159.015, -137.88, 165.451, 102.108
7, 900.00000, 7415.54, -8.21277E-006, 7415.54, -120, 7415.54, 120, 166.474, -18.0923, 160.573, -137.49, 165.441, 102.261
7, 1800.00000, 7415.54, -8.3702E-006, 7415.54, -120, 7415.54, 120, 169.265, -18.0248, 162.963, -137.624, 167.99, 102.137
7, 2700.00000, 7415.54, -8.27911E-006, 7415.54, -120, 7415.54, 120, 168.137, -18.1479, 163.45, -137.624, 166.805, 102.22
8, 0.00000, 7415.54, -8.14163E-006, 7415.54, -120, 7415.54, 120, 164.318, -17.9652, 157.212, -137.577, 161.65, 102.563
8, 900.00000, 7415.54, -7.9925E-006, 7415.54, -120, 7415.54, 120, 161.783, -18.0498, 155.292, -137.567, 159.076, 102.245
8, 1800.00000, 7415.54, -8.22424E-006, 7415.54, -120, 7415.54, 120, 167.896, -18.2982, 161.805, -137.839, 166.013, 102.134
8, 2700.00000, 7415.54, -8.46506E-006, 7415.54, -120, 7415.54, 120, 174.81, -18.6289, 168.055, -138.189, 170.044, 101.897
9, 0.00000, 7415.54, -8.75082E-006, 7415.54, -120, 7415.54, 120, 180.114, -18.5368, 172.19, -138.23, 172.959, 101.673
9, 900.00000, 7415.54, -8.93504E-006, 7415.54, -120, 7415.54, 120, 184.166, -18.5785, 175.996, -138.319, 181.401, 101.536
9, 1800.00000, 7415.54, -9.75909E-006, 7415.54, -120, 7415.54, 120, 203.871, -18.9627, 196.105, -138.66, 202.579, 101.278
9, 2700.00000, 7415.54, -9.86556E-006, 7415.54, -120, 7415.54, 120, 206.094, -18.9632, 200.474, -138.928, 202.086, 101.345
10, 0.00000, 7415.54, -1.01848E-005, 7415.54, -120, 7415.54, 120, 213.275, -19.032, 209.557, -138.935, 214.129, 101.287
10, 900.00000, 7415.54, -1.04862E-005, 7415.54, -120, 7415.54, 120, 218.774, -18.9299, 212.864, -138.571, 219.487, 101.459
10, 1800.00000, 7415.54, -1.11287E-005, 7415.54, -120, 7415.54, 120, 230.686, -18.7516, 220.717, -138.168, 227.924, 101.53
10, 2700.00000, 7415.54, -1.11522E-005, 7415.54, -120, 7415.54, 120, 235.8, -19.3045, 228.272, -138.878, 239.597, 100.912
11, 0.00000, 7415.54, -1.17308E-005, 7415.54, -120, 7415.54, 120, 246.407, -19.1248, 238.971, -138.71, 249.461, 101.114
11, 900.00000, 7415.54, -1.18622E-005, 7415.54, -120, 7415.54, 120, 251.913, -19.4279, 246.271, -139.486, 249.494, 100.783
11, 1800.00000, 7415.54, -1.23443E-005, 7415.54, -120, 7415.54, 120, 260.946, -19.303, 258.032, -139.453, 265.383, 100.821
11, 2700.00000, 7415.54, -1.28872E-005, 7415.54, -120, 7415.54, 120, 271.759, -19.2375, 266.256, -139.374, 274.473, 100.974
12, 0.00000, 7415.54, -1.34397E-005, 7415.54, -120, 7415.54, 120, 282.999, -19.199, 275.759, -139.194, 282.87, 101.13
12, 900.00000, 7415.54, -1.37638E-005, 7415.54, -120, 7415.54, 120, 287.929, -19.0176, 283.411, -139.015, 290.158, 101.306
12, 1800.00000, 7415.54, -1.43458E-005, 7415.54, -120, 7415.54, 120, 298.053, -18.8268, 292.62, -138.898, 298.897, 101.53
12, 2700.00000, 7415.54, -1.50223E-005, 7415.54, -120, 7415.54, 120, 306.871, -18.3471, 300.498, -138.488, 308.277, 101.814
13, 0.00000, 7415.54, -1.53535E-005, 7415.54, -120, 7415.54, 120, 309.11, -17.926, 303.948, -138.053, 312.404, 102.285
13, 900.00000, 7415.54, -1.5693E-005, 7415.54, -120, 7415.54, 120, 314.152, -17.7593, 311.013, -137.959, 317.728, 102.296
13, 1800.00000, 7415.54, -1.60996E-005, 7415.54, -120, 7415.54, 120, 323.956, -17.9118, 316.7, -137.978, 322.94, 102.518
13, 2700.00000, 7415.54, -1.64912E-005, 7415.54, -120, 7415.54, 120, 336.691, -18.3344, 321.028, -138.077, 320.499, 102.694
14, 0.00000, 7415.54, -1.63433E-005, 7415.54, -120, 7415.54, 120, 328.744, -17.902, 312.978, -137.695, 313.753, 103.13
14, 900.00000, 7415.54, -1.55709E-005, 7415.54, -120, 7415.54, 120, 307.54, -17.3586, 307.57, -137.626, 308.24, 102.96
14, 1800.00000, 7415.54, -1.56218E-005, 7415.54, -120, 7415.54, 120, 308.918, -17.3949, 316.541, -137.954, 311.329, 102.71
14, 2700.00000, 7415.54, -1.56089E-005, 7415.54, -120, 7415.54, 120, 313.532, -17.8593, 319.335, -138.297, 314.682, 102.418
15, 0.00000, 7415.54, -1.55789E-005, 7415.54, -120, 7415.54, 120, 308.486, -17.4354, 317.381, -138.008, 313.266, 102.77
15, 900.00000, 7415.54, -1.49571E-005, 7415.54, -120, 7415.54, 120, 297.709, -17.5879, 305.645, -138.129, 303.393, 102.481
15, 1800.00000, 7415.54, -1.5044E-005, 7415.54, -120, 7415.54, 120, 300.487, -17.6917, 306.622, -138.089, 305.516, 102.548
15, 2700.00000, 7415.54, -1.50853E-005, 7415.54, -120, 7415.54, 120, 301.01, -17.6621, 308.221, -138.093, 306.577, 102.656
16, 0.00000, 7415.54, -1.45729E-005, 7415.54, -120, 7415.54, 120, 305.069, -19.0392, 312.136, -139.382, 311.298, 101.441
16, 900.00000, 7415.54, -1.47431E-005, 7415.54, -120, 7415.54, 120, 302.568, -18.4793, 310.254, -138.88, 307.91, 101.975
16, 1800.00000, 7415.54, -1.51965E-005, 7415.54, -120, 7415.54, 120, 304.329, -17.7695, 309.917, -138.25, 306.004, 102.475
16, 2700.00000, 7415.54, -1.55609E-005, 7415.54, -120, 7415.54, 120, 305.088, -17.1367, 308.187, -137.636, 305.709, 103.101
17, 0.00000, 7415.54, -1.59435E-005, 7415.54, -120, 7415.54, 120, 304.57, -16.3371, 309.958, -136.867, 307.162, 103.857
17, 900.00000, 7415.54, -1.56777E-005, 7415.54, -120, 7415.54, 120, 283.338, -14.535, 286.649, -135.12, 287.291, 105.714
17, 1800.00000, 7415.54, -1.19994E-005, 7415.54, -120, 7415.54, 120, 210.057, -13.4237, 210.61, -133.638, 218.984, 106.821
17, 2700.00000, 7415.54, -1.12555E-005, 7415.54, -120, 7415.54, 120, 203.416, -14.5183, 203.261, -134.916, 211.061, 105.992
18, 0.00000, 7415.54, -1.11725E-005, 7415.54, -120, 7415.54, 120, 194.556, -13.2337, 192.957, -133.559, 201.606, 107.097
18, 900.00000, 7415.54, -1.11337E-005, 7415.54, -120, 7415.54, 120, 192.607, -12.9984, 188.229, -133.267, 196.193, 107.201
18, 1800.00000, 7415.54, -1.12993E-005, 7415.54, -120, 7415.54, 120, 195.147, -12.9396, 187.51, -133.28, 195.017, 107.201
18, 2700.00000, 7415.54, -1.09322E-005, 7415.54, -120, 7415.54, 120, 188.428, -12.8657, 182.6, -133.122, 193.253, 106.976
19, 0.00000, 7415.54, -1.07087E-005, 7415.54, -120, 7415.54, 120, 183.988, -12.7493, 179.482, -132.986, 193.263, 107.128
19, 900.00000, 7415.54, -1.08555E-005, 7415.54, -120, 7415.54, 120, 186.073, -12.665, 182.023, -132.708, 191.03, 107.256
19, 1800.00000, 7415.54, -1.11474E-005, 7415.54, -120, 7415.54, 120, 191.221, -12.6943, 187.294, -132.804, 198.744, 106.929
19, 2700.00000, 7415.54, -1.12177E-005, 7415.54, -120, 7415.54, 120, 192.579, -12.7232, 190.28, -132.927, 197.992, 106.724
20, 0.00000, 7415.54, -1.22466E-005, 7415.54, -120, 7415.54, 120, 215.663, -13.6335, 201.796, -133.934, 209.595, 105.76
20, 900.00000, 7415.54, -1.20442E-005, 7415.54, -120, 7415.54, 120, 213.019, -13.7833, 206.842, -134.197, 208.679, 105.685
20, 1800.00000, 7415.54, -1.13138E-005, 7415.54, -120, 7415.54, 120, 201.109, -13.9535, 193.542, -134.246, 196.32, 105.216
20, 2700.00000, 7415.54, -1.06634E-005, 7415.54, -120, 7415.54, 120, 186.009, -13.2914, 176.063, -133.388, 181.97, 105.715
21, 0.00000, 7415.54, -1.09678E-005, 7415.54, -120, 7415.54, 120, 189.747, -12.9996, 174.339, -133.37, 189.216, 105.783
21, 900.00000, 7415.54, -1.10789E-005, 7415.54, -120, 7415.54, 120, 190.875, -12.8511, 174.878, -133.634, 188.493, 106.059
21, 1800.00000, 7415.54, -1.0467E-005, 7415.54, -120, 7415.54, 120, 185.008, -13.7529, 173.347, -134.313, 186.006, 105.823
21, 2700.00000, 7415.54, -1.05419E-005, 7415.54, -120, 7415.54, 120, 187.614, -13.9906, 178.099, -134.604, 184.967, 105.138
22, 0.00000, 7415.54, -1.06071E-005, 7415.54, -120, 7415.54, 120, 190.206, -14.2499, 175.514, -134.734, 185.833, 105.452
22, 900.00000, 7415.54, -1.06879E-005, 7415.54, -120, 7415.54, 120, 192.138, -14.3359, 177.123, -134.576, 183.979, 105.252
22, 1800.00000, 7415.54, -1.08084E-005, 7415.54, -120, 7415.54, 120, 192.011, -13.9304, 178.31, -134.518, 183.752, 105.286
22, 2700.00000, 7415.54, -1.09429E-005, 7415.54, -120, 7415.54, 120, 192.986, -13.6776, 179.788, -134.827, 187.864, 105.468
23, 0.00000, 7415.54, -1.08245E-005, 7415.54, -120, 7415.54, 120, 190.717, -13.6441, 176.704, -134.886, 190.051, 105.53
23, 900.00000, 7415.54, -1.0978E-005, 7415.54, -120, 7415.54, 120, 198.763, -14.5783, 190.031, -135.561, 199.235, 104.868
23, 1800.00000, 7415.54, -1.09853E-005, 7415.54, -120, 7415.54, 120, 202.673, -15.2037, 190.528, -136.636, 198.412, 104.243
23, 2700.00000, 7415.54, -1.06436E-005, 7415.54, -120, 7415.54, 120, 187.18, -13.5775, 170.925, -134.863, 184.844, 105.575
24, 0.00000, 7415.54, -1.06332E-005, 7415.54, -120, 7415.54, 120, 187.397, -13.6521, 178.516, -134.327, 187.56, 105.702
