hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2, S3 (kVA), Ang3, S4 (kVA), Ang4
0, 900.00000, 0.0166596, -0.0595604, 0.0166853, 0.0473359, 0.0166552, 0.012148, 0, 0
0, 1800.00000, 0.0166585, -0.0549312, 0.0166843, 0.0387789, 0.0166572, 0.0160916, 0, 0
0, 2700.00000, 0.0166577, -0.0564896, 0.0166844, 0.036232, 0.0166578, 0.0202066, 0, 0
1, 0.00000, 0.0166568, -0.07588, 0.016689, 0.0530812, 0.0166542, 0.0226987, 0, 0
1, 900.00000, 0.0166599, -0.055242, 0.0166844, 0.0451602, 0.0166557, 0.010092, 0, 0
1, 1800.00000, 0.0166587, -0.0368669, 0.0166803, 0.0248012, 0.016661, 0.0120689, 0, 0
1, 2700.00000, 0.0166566, -0.0413156, 0.0166813, 0.0225376, 0.016662, 0.0187445, 0, 0
2, 0.00000, 0.0166613, -0.026332, 0.0166774, 0.0208949, 0.0166613, 0.00544936, 0, 0
2, 900.00000, 0.0166592, -0.0309722, 0.0166779, 0.0150426, 0.0166629, 0.0159117, 0, 0
2, 1800.00000, 0.016661, -0.0256282, 0.0166765, 0.0150857, 0.0166625, 0.0105348, 0, 0
2, 2700.00000, 0.0166604, -0.0258126, 0.0166767, 0.0140552, 0.0166629, 0.0117518, 0, 0
3, 0.00000, 0.0166603, -0.0272244, 0.0166773, 0.0148199, 0.0166625, 0.0123943, 0, 0
3, 900.00000, 0.0166607, -0.0301853, 0.016678, 0.0206256, 0.0166613, 0.00953919, 0, 0
3, 1800.00000, 0.0166603, -0.0304283, 0.0166779, 0.0195267, 0.0166617, 0.0108746, 0, 0
3, 2700.00000, 0.0166597, -0.031971, 0.0166785, 0.0185546, 0.0166619, 0.0133968, 0, 0
4, 0.00000, 0.0166602, -0.0323379, 0.0166788, 0.0213823, 0.016661, 0.0109308, 0, 0
4, 900.00000, 0.0166603, -0.0313522, 0.0166786, 0.0205591, 0.0166612, 0.0107655, 0, 0
4, 1800.00000, 0.016661, -0.0274597, 0.0166782, 0.0194415, 0.0166608, 0.00800438, 0, 0
4, 2700.00000, 0.0166606, -0.029514, 0.0166787, 0.0200973, 0.0166607, 0.00938747, 0, 0
5, 0.00000, 0.0166596, -0.0339615, 0.0166801, 0.0222287, 0.0166603, 0.0116977, 0, 0
5, 900.00000, 0.0166596, -0.031677, 0.0166792, 0.0190468, 0.0166612, 0.0126032, 0, 0
5, 1800.00000, 0.0166562, -0.0404682, 0.0166823, 0.0205, 0.0166615, 0.0199453, 0, 0
5, 2700.00000, 0.0166567, -0.0381063, 0.0166814, 0.0196501, 0.0166619, 0.0184203, 0, 0
6, 0.00000, 0.0166564, -0.0383817, 0.0166814, 0.0183721, 0.0166621, 0.0199645, 0, 0
6, 900.00000, 0.0166569, -0.0370822, 0.0166812, 0.0195456, 0.0166618, 0.0174588, 0, 0
6, 1800.00000, 0.016655, -0.0417293, 0.0166821, 0.0175191, 0.0166629, 0.0241883, 0, 0
6, 2700.00000, 0.0166546, -0.0428297, 0.0166821, 0.0165975, 0.0166631, 0.0257691, 0, 0
7, 0.00000, 0.0166547, -0.0435839, 0.0166828, 0.0195726, 0.0166624, 0.0239662, 0, 0
7, 900.00000, 0.0166546, -0.0427375, 0.0166829, 0.0187548, 0.0166625, 0.0239827, 0, 0
7, 1800.00000, 0.016655, -0.0421061, 0.0166823, 0.0186549, 0.0166627, 0.0233987, 0, 0
7, 2700.00000, 0.0166547, -0.0424294, 0.0166825, 0.018612, 0.0166628, 0.0237645, 0, 0
8, 0.00000, 0.0166539, -0.0415639, 0.016682, 0.016605, 0.0166641, 0.0249196, 0, 0
8, 900.00000, 0.0166526, -0.0440126, 0.016683, 0.0152826, 0.0166644, 0.0286855, 0, 0
