hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2, S3 (kVA), Ang3, S4 (kVA), Ang4
0, 900.00000, 0.0662733, -0.0557341, 0.0663735, 0.0486308, 0.0662533, 0.00703937, 0, 0
0, 1800.00000, 0.0662686, -0.0514291, 0.0663695, 0.0394359, 0.0662619, 0.0119322, 0, 0
0, 2700.00000, 0.0662652, -0.0532535, 0.0663701, 0.0367111, 0.0662647, 0.0164916, 0, 0
1, 0.00000, 0.0662612, -0.0734709, 0.0663894, 0.0542371, 0.0662495, 0.0191315, 0, 0
1, 900.00000, 0.066271, -0.056309, 0.0663747, 0.0472351, 0.0662544, 0.0090777, 0, 0
1, 1800.00000, 0.0662638, -0.037984, 0.0663584, 0.0250286, 0.0662779, 0.0129659, 0, 0
1, 2700.00000, 0.0662559, -0.0423601, 0.0663621, 0.0229231, 0.0662821, 0.0194017, 0, 0
2, 0.00000, 0.0662753, -0.0275695, 0.0663464, 0.0215951, 0.0662784, 0.00598408, 0, 0
2, 900.00000, 0.0662669, -0.0324219, 0.0663485, 0.0158558, 0.0662846, 0.016551, 0, 0
2, 1800.00000, 0.0662739, -0.0270015, 0.066343, 0.0156772, 0.0662832, 0.0113242, 0, 0
2, 2700.00000, 0.0662711, -0.0286908, 0.0663448, 0.0154546, 0.0662842, 0.0132259, 0, 0
3, 0.00000, 0.0662704, -0.0301138, 0.0663472, 0.0163005, 0.0662824, 0.013801, 0, 0
3, 900.00000, 0.0662722, -0.0333447, 0.0663505, 0.0224115, 0.0662773, 0.0109088, 0, 0
3, 1800.00000, 0.0662702, -0.0336365, 0.0663501, 0.0206597, 0.0662797, 0.0129431, 0, 0
3, 2700.00000, 0.0662679, -0.0351787, 0.0663522, 0.0199997, 0.0662799, 0.0151549, 0, 0
4, 0.00000, 0.0662703, -0.0355134, 0.0663535, 0.0229372, 0.0662762, 0.0125452, 0, 0
4, 900.00000, 0.0662706, -0.0345329, 0.0663527, 0.0221388, 0.0662768, 0.0123593, 0, 0
4, 1800.00000, 0.0662736, -0.0300427, 0.0663507, 0.0206591, 0.0662756, 0.00936913, 0, 0
4, 2700.00000, 0.0662718, -0.0324539, 0.066353, 0.0215488, 0.0662752, 0.0108662, 0, 0
5, 0.00000, 0.0662679, -0.0368092, 0.0663586, 0.0237212, 0.0662736, 0.0130428, 0, 0
5, 900.00000, 0.0662679, -0.0346683, 0.0663552, 0.0205575, 0.0662769, 0.0140763, 0, 0
5, 1800.00000, 0.0662526, -0.0438994, 0.0663677, 0.0214552, 0.0662797, 0.022424, 0, 0
