hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
0, 900.00000, 7415.54, -7.35262E-006, 7415.54, -120, 7415.54, 120, 142.263, -16.69, 143.973, -137.258, 153.932, 103.168
0, 1800.00000, 7415.54, -7.05521E-006, 7415.54, -120, 7415.54, 120, 136.51, -16.6871, 138.827, -137.096, 147.576, 103.394
0, 2700.00000, 7415.54, -6.79517E-006, 7415.54, -120, 7415.54, 120, 130.652, -16.4883, 131.566, -136.861, 147.235, 103.717
1, 0.00000, 7415.54, -6.52754E-006, 7415.54, -120, 7415.54, 120, 127.234, -16.9067, 127.904, -137.478, 144.043, 103.352
1, 900.00000, 7415.54, -6.48787E-006, 7415.54, -120, 7415.54, 120, 127.183, -17.0795, 124.96, -138.184, 142.461, 103.455
1, 1800.00000, 7415.54, -6.02348E-006, 7415.54, -120, 7415.54, 120, 127.29, -19.2489, 122.703, -140.571, 135.794, 101.005
1, 2700.00000, 7415.54, -6.15191E-006, 7415.54, -120, 7415.54, 120, 129.164, -19.0708, 121.673, -140.599, 132.566, 100.598
2, 0.00000, 7415.54, -6.15034E-006, 7415.54, -120, 7415.54, 120, 119.774, -16.8735, 113.954, -138.224, 124.002, 102.094
2, 900.00000, 7415.54, -6.16803E-006, 7415.54, -120, 7415.54, 120, 116.808, -16.0022, 111.253, -137.337, 123.17, 102.779
2, 1800.00000, 7415.54, -5.97378E-006, 7415.54, -120, 7415.54, 120, 113.615, -16.1348, 111.563, -137.361, 116.128, 102.79
2, 2700.00000, 7415.54, -5.94312E-006, 7415.54, -120, 7415.54, 120, 110.401, -15.3789, 106.087, -136.422, 113.032, 103.308
3, 0.00000, 7415.54, -5.89026E-006, 7415.54, -120, 7415.54, 120, 109.562, -15.4204, 105.822, -136.528, 111.307, 103.142
3, 900.00000, 7415.54, -5.60431E-006, 7415.54, -120, 7415.54, 120, 107.644, -16.4374, 105.14, -137.372, 109.101, 102.445
3, 1800.00000, 7415.54, -5.49774E-006, 7415.54, -120, 7415.54, 120, 106.444, -16.6831, 104.236, -137.631, 107.626, 102.322
3, 2700.00000, 7415.54, -4.99192E-006, 7415.54, -120, 7415.54, 120, 106.531, -19.5002, 104.365, -140.515, 109.099, 99.5434
4, 0.00000, 7415.54, -4.97684E-006, 7415.54, -120, 7415.54, 120, 105.652, -19.3557, 103.067, -140.333, 107.781, 99.6417
4, 900.00000, 7415.54, -5.27125E-006, 7415.54, -120, 7415.54, 120, 102.256, -16.7379, 100.001, -137.791, 105.193, 102.326
4, 1800.00000, 7415.54, -5.32459E-006, 7415.54, -120, 7415.54, 120, 101.701, -16.2568, 98.9913, -137.216, 104.361, 102.865
4, 2700.00000, 7415.54, -5.364E-006, 7415.54, -120, 7415.54, 120, 100.216, -15.5535, 97.0814, -136.117, 105.008, 104.12
5, 0.00000, 7415.54, -5.29434E-006, 7415.54, -120, 7415.54, 120, 97.6017, -15.1158, 96.5871, -135.633, 104.019, 104.545
5, 900.00000, 7415.54, -5.38315E-006, 7415.54, -120, 7415.54, 120, 97.7818, -14.626, 96.6302, -135.12, 104.152, 104.976
5, 1800.00000, 7415.54, -5.45614E-006, 7415.54, -120, 7415.54, 120, 99.8141, -14.865, 98.7747, -135.307, 105.853, 104.837
5, 2700.00000, 7415.54, -5.24655E-006, 7415.54, -120, 7415.54, 120, 97.9875, -15.5395, 97.271, -136.127, 104.159, 104.071
6, 0.00000, 7415.54, -5.24402E-006, 7415.54, -120, 7415.54, 120, 97.0953, -15.2575, 96.3437, -135.814, 103.51, 104.226
6, 900.00000, 7415.54, -5.20707E-006, 7415.54, -120, 7415.54, 120, 96.7471, -15.3702, 96.1301, -135.95, 103.046, 104.168
6, 1800.00000, 7415.54, -4.86481E-006, 7415.54, -120, 7415.54, 120, 98.6901, -18.0687, 98.2065, -138.543, 104.701, 101.775
6, 2700.00000, 7415.54, -4.96106E-006, 7415.54, -120, 7415.54, 120, 99.6199, -17.7717, 97.706, -138.222, 104.402, 101.85
7, 0.00000, 7415.54, -5.34601E-006, 7415.54, -120, 7415.54, 120, 98.4142, -15.0701, 95.7185, -135.432, 102.838, 104.492
7, 900.00000, 7415.54, -5.1504E-006, 7415.54, -120, 7415.54, 120, 99.5207, -16.6143, 96.2654, -137.351, 103.634, 103.044
7, 1800.00000, 7415.54, -6.92244E-006, 7415.54, -120, 7415.54, 120, 134.242, -16.7546, 129.923, -137.255, 137.373, 103.078
7, 2700.00000, 7415.54, -7.73724E-006, 7415.54, -120, 7415.54, 120, 140.141, -14.5664, 137.182, -135.11, 144.334, 105.05
