hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
0, 900.00000, 7415.53, -4.90878E-005, 7415.53, -120, 7415.53, 120, 991.193, -18.0373, 947.054, -137.337, 978.018, 101.082
0, 1800.00000, 7415.53, -4.74884E-005, 7415.53, -120, 7415.53, 120, 964.177, -18.1964, 923.657, -137.254, 952.93, 101.112
0, 2700.00000, 7415.53, -4.71542E-005, 7415.53, -120, 7415.53, 120, 953.699, -18.0842, 907.689, -137.37, 950.382, 101.202
1, 0.00000, 7415.53, -4.68311E-005, 7415.53, -120, 7415.53, 120, 953.545, -18.2786, 920.372, -137.705, 968.868, 101.041
1, 900.00000, 7415.53, -4.63044E-005, 7415.53, -120, 7415.53, 120, 946.037, -18.3765, 911.234, -137.652, 953.77, 100.858
1, 1800.00000, 7415.53, -4.51848E-005, 7415.53, -120, 7415.53, 120, 944.564, -19.0251, 913.467, -138.024, 961.306, 100.564
1, 2700.00000, 7415.53, -4.47848E-005, 7415.53, -120, 7415.53, 120, 943.42, -19.2384, 910.962, -138.094, 954.444, 100.484
2, 0.00000, 7415.53, -4.40067E-005, 7415.53, -120, 7415.53, 120, 937.336, -19.5418, 905.722, -138.222, 955.127, 100.333
2, 900.00000, 7415.53, -4.37184E-005, 7415.53, -120, 7415.53, 120, 938.532, -19.7548, 901.066, -138.493, 959.755, 100.173
2, 1800.00000, 7415.53, -4.35364E-005, 7415.53, -120, 7415.53, 120, 926.069, -19.5049, 890.96, -138.395, 951.119, 100.13
2, 2700.00000, 7415.53, -4.30593E-005, 7415.53, -120, 7415.53, 120, 914.006, -19.4475, 881.381, -138.313, 940.04, 100.184
3, 0.00000, 7415.53, -4.26859E-005, 7415.53, -120, 7415.53, 120, 905.535, -19.4309, 886.99, -138.281, 940.473, 100.24
3, 900.00000, 7415.53, -4.26299E-005, 7415.53, -120, 7415.53, 120, 904.845, -19.4459, 894.588, -138.382, 944.007, 100.139
3, 1800.00000, 7415.53, -4.12951E-005, 7415.53, -120, 7415.53, 120, 851.96, -18.6534, 848.324, -137.606, 886.125, 100.91
3, 2700.00000, 7415.53, -4.1478E-005, 7415.53, -120, 7415.53, 120, 862.206, -18.8663, 855.103, -137.891, 891.657, 100.763
4, 0.00000, 7415.53, -4.1451E-005, 7415.53, -120, 7415.53, 120, 858.857, -18.775, 851.972, -137.841, 886.932, 100.778
4, 900.00000, 7415.53, -4.13903E-005, 7415.53, -120, 7415.53, 120, 862.815, -18.9455, 853.529, -138.031, 894.521, 100.682
4, 1800.00000, 7415.53, -4.15702E-005, 7415.53, -120, 7415.53, 120, 876.68, -19.2683, 866.223, -138.323, 905.943, 100.442
4, 2700.00000, 7415.53, -4.17025E-005, 7415.53, -120, 7415.53, 120, 881.331, -19.3266, 865.763, -138.354, 909.628, 100.367
5, 0.00000, 7415.53, -4.15922E-005, 7415.53, -120, 7415.53, 120, 878.615, -19.3145, 863.815, -138.37, 905.859, 100.309
5, 900.00000, 7415.53, -4.16739E-005, 7415.53, -120, 7415.53, 120, 879.658, -19.2931, 867.946, -138.427, 908.399, 100.378
5, 1800.00000, 7415.53, -4.30798E-005, 7415.53, -120, 7415.53, 120, 919.375, -19.5944, 900.522, -138.672, 941.843, 100.117
5, 2700.00000, 7415.53, -4.41941E-005, 7415.53, -120, 7415.53, 120, 904.493, -18.4258, 893.141, -138.053, 940.435, 100.614
6, 0.00000, 7415.53, -4.47307E-005, 7415.53, -120, 7415.53, 120, 900.505, -17.9485, 885.666, -137.669, 934.872, 101.027
6, 900.00000, 7415.53, -4.51205E-005, 7415.53, -120, 7415.53, 120, 911.585, -18.0523, 896.374, -137.752, 945.173, 101.085
6, 1800.00000, 7415.53, -4.66964E-005, 7415.53, -120, 7415.53, 120, 946.066, -18.1341, 929.71, -137.83, 989.318, 100.971
6, 2700.00000, 7415.53, -5.32229E-005, 7415.53, -120, 7415.53, 120, 1140.41, -19.7057, 1094.12, -139.137, 1184.13, 99.293
7, 0.00000, 7415.53, -5.40381E-005, 7415.53, -120, 7415.53, 120, 1171.82, -20.0276, 1124.18, -139.275, 1228.27, 98.9252
7, 900.00000, 7415.53, -5.52855E-005, 7415.53, -120, 7415.53, 120, 1187.27, -19.7668, 1145.35, -139.238, 1246.9, 99.2512
7, 1800.00000, 7415.53, -5.50606E-005, 7415.53, -120, 7415.53, 120, 1201.32, -20.1903, 1148.59, -139.146, 1258.92, 98.9312
7, 2700.00000, 7415.53, -5.29811E-005, 7415.53, -120, 7415.53, 120, 1159.28, -20.2661, 1109.85, -139.136, 1207.57, 99.1781
8, 0.00000, 7415.53, -5.31685E-005, 7415.53, -120, 7415.53, 120, 1170.76, -20.4323, 1116.87, -139.33, 1217.94, 98.9891
8, 900.00000, 7415.53, -5.40403E-005, 7415.53, -120, 7415.53, 120, 1185.8, -20.3407, 1143.89, -139.256, 1248.09, 99.003
8, 1800.00000, 7415.53, -5.49332E-005, 7415.53, -120, 7415.53, 120, 1235.72, -20.9848, 1191.9, -139.818, 1304.47, 98.2628
8, 2700.00000, 7415.53, -5.22287E-005, 7415.53, -120, 7415.53, 120, 1141.74, -20.2411, 1118, -139.245, 1210.76, 98.9644
9, 0.00000, 7415.53, -5.15709E-005, 7415.53, -120, 7415.53, 120, 1076.28, -18.9804, 1060.22, -138.396, 1126.45, 100.141
9, 900.00000, 7415.53, -5.18257E-005, 7415.53, -120, 7415.53, 120, 1055.88, -18.2971, 1049.11, -138.109, 1108.81, 100.493
9, 1800.00000, 7415.53, -5.06965E-005, 7415.53, -120, 7415.53, 120, 1038.93, -18.4648, 1022.84, -138.059, 1082.06, 100.529
9, 2700.00000, 7415.53, -5.02802E-005, 7415.53, -120, 7415.53, 120, 1007.77, -17.8204, 995.893, -137.551, 1054.26, 101.047
10, 0.00000, 7415.53, -5.0473E-005, 7415.53, -120, 7415.53, 120, 1007.57, -17.7018, 994.663, -137.581, 1050.89, 101.216
10, 900.00000, 7415.53, -5.02144E-005, 7415.53, -120, 7415.53, 120, 998.065, -17.573, 968.143, -137.269, 1034.08, 101.601
10, 1800.00000, 7415.53, -4.9069E-005, 7415.53, -120, 7415.53, 120, 1002.66, -18.3812, 972.44, -137.652, 1036.85, 101.127
10, 2700.00000, 7415.53, -4.88436E-005, 7415.53, -120, 7415.53, 120, 991.101, -18.1794, 967.351, -137.499, 1019.43, 101.272
11, 0.00000, 7415.53, -4.84035E-005, 7415.53, -120, 7415.53, 120, 987.689, -18.3411, 949.87, -137.375, 1002.21, 101.241
11, 900.00000, 7415.53, -4.77003E-005, 7415.53, -120, 7415.53, 120, 971.438, -18.2846, 939.622, -137.41, 984.934, 101.349
11, 1800.00000, 7415.53, -4.70425E-005, 7415.53, -120, 7415.53, 120, 957.055, -18.2547, 929.77, -137.389, 965.132, 101.482
11, 2700.00000, 7415.53, -4.69684E-005, 7415.53, -120, 7415.53, 120, 935.235, -17.6258, 914.66, -136.834, 948.261, 101.938
12, 0.00000, 7415.53, -4.62222E-005, 7415.53, -120, 7415.53, 120, 902.349, -17.0313, 887.398, -136.304, 924.503, 102.406
12, 900.00000, 7415.53, -4.60947E-005, 7415.53, -120, 7415.53, 120, 919.481, -17.6786, 894.144, -136.789, 930.052, 102.059
12, 1800.00000, 7415.53, -4.74875E-005, 7415.53, -120, 7415.53, 120, 999.273, -19.2091, 961.72, -138.102, 1014.16, 100.711
12, 2700.00000, 7415.53, -4.73051E-005, 7415.53, -120, 7415.53, 120, 983.606, -18.8756, 952.461, -137.81, 998.924, 101.123
13, 0.00000, 7415.53, -4.76163E-005, 7415.53, -120, 7415.53, 120, 981.997, -18.6443, 956.007, -137.577, 998.932, 101.311
13, 900.00000, 7415.53, -4.68172E-005, 7415.53, -120, 7415.53, 120, 973.686, -18.882, 948.745, -137.896, 988.788, 101.046
13, 1800.00000, 7415.53, -4.63456E-005, 7415.53, -120, 7415.53, 120, 950.772, -18.494, 925.654, -137.519, 961.79, 101.589
13, 2700.00000, 7415.53, -4.61916E-005, 7415.53, -120, 7415.53, 120, 940.535, -18.2787, 916.823, -137.344, 957.63, 101.801
14, 0.00000, 7415.53, -4.66468E-005, 7415.53, -120, 7415.53, 120, 971.879, -18.9322, 923.954, -137.719, 965.663, 101.483
14, 900.00000, 7415.53, -4.505E-005, 7415.53, -120, 7415.53, 120, 930.52, -18.6878, 903.977, -137.727, 944.605, 101.439
14, 1800.00000, 7415.53, -4.62241E-005, 7415.53, -120, 7415.53, 120, 948.885, -18.5122, 923.052, -137.438, 964.159, 101.473
14, 2700.00000, 7415.53, -4.63761E-005, 7415.53, -120, 7415.53, 120, 958.555, -18.7072, 914.531, -137.367, 963.698, 101.672
15, 0.00000, 7415.53, -4.67144E-005, 7415.53, -120, 7415.53, 120, 939.438, -17.9178, 912.423, -136.842, 961.397, 102.153
15, 900.00000, 7415.53, -4.65772E-005, 7415.53, -120, 7415.53, 120, 940.972, -18.0513, 919.139, -137.018, 960.937, 101.966
15, 1800.00000, 7415.53, -4.67602E-005, 7415.53, -120, 7415.53, 120, 942.501, -17.9844, 914.872, -136.949, 957.193, 102.188
15, 2700.00000, 7415.53, -4.6826E-005, 7415.53, -120, 7415.53, 120, 945.057, -18.0224, 913.221, -136.926, 958.045, 102.085
16, 0.00000, 7415.53, -4.88537E-005, 7415.53, -120, 7415.53, 120, 959.983, -17.2303, 919.503, -136.587, 966.542, 102.393
16, 900.00000, 7415.53, -4.90586E-005, 7415.53, -120, 7415.53, 120, 957.961, -17.0396, 915.863, -136.471, 964.153, 102.461
16, 1800.00000, 7415.53, -5.01224E-005, 7415.53, -120, 7415.53, 120, 963.746, -16.5659, 919.391, -135.855, 965.547, 103.118
16, 2700.00000, 7415.53, -4.97497E-005, 7415.53, -120, 7415.53, 120, 959.98, -16.6756, 919.059, -135.96, 964.457, 103.083
17, 0.00000, 7415.53, -4.92223E-005, 7415.53, -120, 7415.53, 120, 944.594, -16.505, 916.386, -136.014, 957.846, 103.146
17, 900.00000, 7415.53, -4.96871E-005, 7415.53, -120, 7415.53, 120, 958.458, -16.6655, 924.013, -135.97, 960.87, 103.13
17, 1800.00000, 7415.53, -5.16511E-005, 7415.53, -120, 7415.53, 120, 986.059, -16.3432, 941.17, -135.512, 976.533, 103.703
17, 2700.00000, 7415.53, -5.28861E-005, 7415.53, -120, 7415.53, 120, 990.199, -15.727, 943.523, -135.216, 971.963, 103.906
18, 0.00000, 7415.53, -5.37276E-005, 7415.53, -120, 7415.53, 120, 1004.39, -15.6771, 973.463, -135.264, 1005.89, 103.887
18, 900.00000, 7415.53, -5.3853E-005, 7415.53, -120, 7415.53, 120, 1016.92, -15.9991, 987.719, -135.463, 1017.9, 103.774
18, 1800.00000, 7415.53, -5.47923E-005, 7415.53, -120, 7415.53, 120, 1016.06, -15.4163, 998.761, -135.13, 1020.64, 104.208
18, 2700.00000, 7415.53, -5.63285E-005, 7415.53, -120, 7415.53, 120, 1044.45, -15.4135, 1032.6, -135.163, 1047, 104.146
19, 0.00000, 7415.53, -5.66207E-005, 7415.53, -120, 7415.53, 120, 1050.09, -15.4206, 1050.17, -135.138, 1055.07, 104.203
19, 900.00000, 7415.53, -5.90177E-005, 7415.53, -120, 7415.53, 120, 1125.32, -16.3066, 1076.37, -135.46, 1117.3, 103.402
19, 1800.00000, 7415.53, -5.81753E-005, 7415.53, -120, 7415.53, 120, 1095.67, -15.9167, 1055.41, -135.08, 1113.77, 103.382
19, 2700.00000, 7415.53, -5.76114E-005, 7415.53, -120, 7415.53, 120, 1078.09, -15.7106, 1063.06, -135.129, 1101.59, 103.572
20, 0.00000, 7415.53, -5.68843E-005, 7415.53, -120, 7415.53, 120, 1050.39, -15.2783, 1045.54, -134.742, 1080.97, 103.954
20, 900.00000, 7415.53, -5.67349E-005, 7415.53, -120, 7415.53, 120, 1037.96, -14.9731, 1040.14, -134.533, 1079.66, 104.052
20, 1800.00000, 7415.53, -5.66788E-005, 7415.53, -120, 7415.53, 120, 1047.07, -15.2932, 1049.68, -134.751, 1069.81, 103.886
20, 2700.00000, 7415.53, -5.74082E-005, 7415.53, -120, 7415.53, 120, 1069.33, -15.5617, 1062.81, -135.011, 1096.58, 103.672
21, 0.00000, 7415.53, -5.72475E-005, 7415.53, -120, 7415.53, 120, 1060.84, -15.3937, 1044.21, -134.911, 1082.07, 103.603
21, 900.00000, 7415.53, -5.75925E-005, 7415.53, -120, 7415.53, 120, 1073.27, -15.5769, 1074.32, -135.167, 1105.3, 103.387
21, 1800.00000, 7415.53, -5.64883E-005, 7415.53, -120, 7415.53, 120, 1072.98, -16.1857, 1056.5, -135.456, 1094.34, 102.921
21, 2700.00000, 7415.53, -5.60387E-005, 7415.53, -120, 7415.53, 120, 1059.46, -16.0374, 1043.98, -135.413, 1077.31, 103.099
22, 0.00000, 7415.53, -5.52886E-005, 7415.53, -120, 7415.53, 120, 1047.79, -16.1131, 1027.03, -135.474, 1060, 103.22
22, 900.00000, 7415.53, -5.55883E-005, 7415.53, -120, 7415.53, 120, 1072.97, -16.6863, 1037.43, -135.871, 1069.39, 102.937
22, 1800.00000, 7415.53, -5.35245E-005, 7415.53, -120, 7415.53, 120, 1040.43, -16.9022, 1015.5, -136.176, 1035.94, 102.571
