hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2, S3 (kVA), Ang3
10, 0.00000, 7471.68, 17.7017, 7375.96, 17.5806, 7792.89, 18.7844
10, 900.00000, 7401.18, 17.5729, 7179.29, 17.2685, 7668.23, 18.3986
10, 1800.00000, 7435.27, 18.3811, 7211.16, 17.6519, 7688.81, 18.8727
10, 2700.00000, 7349.54, 18.1794, 7173.42, 17.4992, 7559.61, 18.7282
11, 0.00000, 7324.24, 18.341, 7043.79, 17.375, 7431.9, 18.7591
11, 900.00000, 7203.73, 18.2845, 6967.8, 17.4097, 7303.81, 18.6508
11, 1800.00000, 7097.07, 18.2546, 6894.74, 17.389, 7156.97, 18.5175
11, 2700.00000, 6935.27, 17.6258, 6782.69, 16.8344, 7031.86, 18.062
12, 0.00000, 6691.4, 17.0312, 6580.53, 16.3039, 6855.68, 17.5942
12, 900.00000, 6818.44, 17.6785, 6630.56, 16.789, 6896.83, 17.9411
12, 1800.00000, 7410.14, 19.2091, 7131.67, 18.1021, 7520.57, 19.2886
12, 2700.00000, 7293.96, 18.8756, 7063.01, 17.8101, 7407.55, 18.8767
13, 0.00000, 7282.03, 18.6442, 7089.3, 17.5767, 7407.61, 18.689
13, 900.00000, 7220.4, 18.882, 7035.45, 17.8962, 7332.39, 18.9537
13, 1800.00000, 7050.48, 18.494, 6864.22, 17.5187, 7132.18, 18.4112
13, 2700.00000, 6974.57, 18.2787, 6798.73, 17.3439, 7101.33, 18.1993
14, 0.00000, 7207, 18.9321, 6851.61, 17.7193, 7160.91, 18.517
14, 900.00000, 6900.3, 18.6878, 6703.47, 17.7267, 7004.75, 18.5614
14, 1800.00000, 7036.49, 18.5122, 6844.93, 17.4379, 7149.75, 18.5267
14, 2700.00000, 7108.2, 18.7071, 6781.73, 17.3666, 7146.33, 18.3282
15, 0.00000, 6966.43, 17.9178, 6766.1, 16.8419, 7129.27, 17.8473
15, 900.00000, 6977.81, 18.0513, 6815.9, 17.0183, 7125.86, 18.0342
15, 1800.00000, 6989.14, 17.9843, 6784.26, 16.9494, 7098.09, 17.8124
15, 2700.00000, 7008.1, 18.0223, 6772.02, 16.9257, 7104.42, 17.9149
16, 0.00000, 7118.79, 17.2302, 6818.6, 16.5868, 7167.43, 17.6068
16, 900.00000, 7103.79, 17.0396, 6791.62, 16.4713, 7149.71, 17.5388
16, 1800.00000, 7146.69, 16.5658, 6817.77, 15.8546, 7160.05, 16.8815
16, 2700.00000, 7118.76, 16.6756, 6815.32, 15.96, 7151.97, 16.9167
17, 0.00000, 7004.67, 16.505, 6795.49, 16.0138, 7102.93, 16.8536
17, 900.00000, 7107.48, 16.6655, 6852.05, 15.9698, 7125.36, 16.8695
17, 1800.00000, 7312.16, 16.3432, 6979.28, 15.5119, 7241.52, 16.2972
17, 2700.00000, 7342.86, 15.727, 6996.73, 15.2161, 7207.62, 16.0941
18, 0.00000, 7448.05, 15.677, 7218.74, 15.2642, 7459.19, 16.1125
18, 900.00000, 7541.03, 15.9991, 7324.46, 15.4625, 7548.25, 16.2258
18, 1800.00000, 7534.62, 15.4162, 7406.34, 15.13, 7568.6, 15.7914
18, 2700.00000, 7745.12, 15.4134, 7657.3, 15.1626, 7764.05, 15.8536
19, 0.00000, 7786.99, 15.4205, 7787.57, 15.1382, 7823.93, 15.7974
19, 900.00000, 8344.87, 16.3065, 7981.82, 15.4604, 8285.37, 16.5984
19, 1800.00000, 8124.97, 15.9166, 7826.39, 15.0796, 8259.2, 16.6179
19, 2700.00000, 7994.58, 15.7105, 7883.16, 15.1293, 8168.9, 16.4276
20, 0.00000, 7789.19, 15.2783, 7753.22, 14.7416, 8015.96, 16.0458
20, 900.00000, 7697.02, 14.973, 7713.17, 14.5328, 8006.25, 15.9479
20, 1800.00000, 7764.58, 15.2931, 7783.9, 14.7509, 7933.23, 16.1143
20, 2700.00000, 7929.69, 15.5616, 7881.33, 15.0105, 8131.73, 16.3276
21, 0.00000, 7866.67, 15.3937, 7743.34, 14.9106, 8024.1, 16.3967
21, 900.00000, 7958.88, 15.5769, 7966.64, 15.1667, 8196.4, 16.6124
21, 1800.00000, 7956.68, 16.1856, 7834.49, 15.4557, 8115.08, 17.0786
21, 2700.00000, 7856.44, 16.0374, 7741.68, 15.4129, 7988.81, 16.9014
22, 0.00000, 7769.88, 16.1131, 7615.98, 15.4737, 7860.44, 16.7798
22, 900.00000, 7956.62, 16.6862, 7693.1, 15.8705, 7930.13, 17.0628
22, 1800.00000, 7715.37, 16.9022, 7530.47, 16.1763, 7682.03, 17.4288
22, 2700.00000, 7790.67, 17.1017, 7698.34, 16.4068, 7850.56, 17.7695
23, 0.00000, 7997.81, 17.8155, 7877.98, 16.9865, 8016.88, 18.324
23, 900.00000, 7980.07, 17.5053, 7647.07, 16.7846, 7926.56, 18.3529
23, 1800.00000, 7687.29, 18.1124, 7396.66, 17.3625, 7783.33, 18.7962
23, 2700.00000, 7733.29, 18.1463, 7356.83, 17.6576, 7763.51, 19.0602
24, 0.00000, 7561.95, 18.0664, 7283.34, 17.6095, 7581.72, 18.9572
