P_3ph (kW),Q_3ph (kVAr),S_3ph (kVA),hour,timestep, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3,circuit_folder,substation,feeder,scenario,row_type,n_loads,n_evs,n_storage,n_pv,substation_xfmr_kva
,,,0.0,1,900.0,7415.53,-4.90878e-05,7415.53,-120.0,7415.53,120.0,991.193,-18.0373,947.054,-137.337,978.018,101.082,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,0.0,2,1800.0,7415.53,-4.74884e-05,7415.53,-120.0,7415.53,120.0,964.177,-18.1964,923.657,-137.254,952.93,101.112,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,0.0,3,2700.0,7415.53,-4.71542e-05,7415.53,-120.0,7415.53,120.0,953.699,-18.0842,907.689,-137.37,950.382,101.202,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,1.0,4,0.0,7415.53,-4.68311e-05,7415.53,-120.0,7415.53,120.0,953.545,-18.2786,920.372,-137.705,968.868,101.041,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,1.0,5,900.0,7415.53,-4.63044e-05,7415.53,-120.0,7415.53,120.0,946.037,-18.3765,911.234,-137.652,953.77,100.858,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,1.0,6,1800.0,7415.53,-4.51848e-05,7415.53,-120.0,7415.53,120.0,944.564,-19.0251,913.467,-138.024,961.306,100.564,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,1.0,7,2700.0,7415.53,-4.47848e-05,7415.53,-120.0,7415.53,120.0,943.42,-19.2384,910.962,-138.094,954.444,100.484,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,2.0,8,0.0,7415.53,-4.40067e-05,7415.53,-120.0,7415.53,120.0,937.336,-19.5418,905.722,-138.222,955.127,100.333,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,2.0,9,900.0,7415.53,-4.37184e-05,7415.53,-120.0,7415.53,120.0,938.532,-19.7548,901.066,-138.493,959.755,100.173,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,2.0,10,1800.0,7415.53,-4.35364e-05,7415.53,-120.0,7415.53,120.0,926.069,-19.5049,890.96,-138.395,951.119,100.13,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,2.0,11,2700.0,7415.53,-4.30593e-05,7415.53,-120.0,7415.53,120.0,914.006,-19.4475,881.381,-138.313,940.04,100.184,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,3.0,12,0.0,7415.53,-4.26859e-05,7415.53,-120.0,7415.53,120.0,905.535,-19.4309,886.99,-138.281,940.473,100.24,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,3.0,13,900.0,7415.53,-4.26299e-05,7415.53,-120.0,7415.53,120.0,904.845,-19.4459,894.588,-138.382,944.007,100.139,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,3.0,14,1800.0,7415.53,-4.12951e-05,7415.53,-120.0,7415.53,120.0,851.96,-18.6534,848.324,-137.606,886.125,100.91,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,3.0,15,2700.0,7415.53,-4.1478e-05,7415.53,-120.0,7415.53,120.0,862.206,-18.8663,855.103,-137.891,891.657,100.763,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,4.0,16,0.0,7415.53,-4.1451e-05,7415.53,-120.0,7415.53,120.0,858.857,-18.775,851.972,-137.841,886.932,100.778,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,4.0,17,900.0,7415.53,-4.13903e-05,7415.53,-120.0,7415.53,120.0,862.815,-18.9455,853.529,-138.031,894.521,100.682,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,4.0,18,1800.0,7415.53,-4.15702e-05,7415.53,-120.0,7415.53,120.0,876.68,-19.2683,866.223,-138.323,905.943,100.442,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,4.0,19,2700.0,7415.53,-4.17025e-05,7415.53,-120.0,7415.53,120.0,881.331,-19.3266,865.763,-138.354,909.628,100.367,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,5.0,20,0.0,7415.53,-4.15922e-05,7415.53,-120.0,7415.53,120.0,878.615,-19.3145,863.815,-138.37,905.859,100.309,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,5.0,21,900.0,7415.53,-4.16739e-05,7415.53,-120.0,7415.53,120.0,879.658,-19.2931,867.946,-138.427,908.399,100.378,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,5.0,22,1800.0,7415.53,-4.30798e-05,7415.53,-120.0,7415.53,120.0,919.375,-19.5944,900.522,-138.672,941.843,100.117,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,5.0,23,2700.0,7415.53,-4.41941e-05,7415.53,-120.0,7415.53,120.0,904.493,-18.4258,893.141,-138.053,940.435,100.614,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,6.0,24,0.0,7415.53,-4.47307e-05,7415.53,-120.0,7415.53,120.0,900.505,-17.9485,885.666,-137.669,934.872,101.027,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,6.0,25,900.0,7415.53,-4.51205e-05,7415.53,-120.0,7415.53,120.0,911.585,-18.0523,896.374,-137.752,945.173,101.085,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,6.0,26,1800.0,7415.53,-4.66964e-05,7415.53,-120.0,7415.53,120.0,946.066,-18.1341,929.71,-137.83,989.318,100.971,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,6.0,27,2700.0,7415.53,-5.32229e-05,7415.53,-120.0,7415.53,120.0,1140.41,-19.7057,1094.12,-139.137,1184.13,99.293,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,7.0,28,0.0,7415.53,-5.40381e-05,7415.53,-120.0,7415.53,120.0,1171.82,-20.0276,1124.18,-139.275,1228.27,98.9252,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,7.0,29,900.0,7415.53,-5.52855e-05,7415.53,-120.0,7415.53,120.0,1187.27,-19.7668,1145.35,-139.238,1246.9,99.2512,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,7.0,30,1800.0,7415.53,-5.50606e-05,7415.53,-120.0,7415.53,120.0,1201.32,-20.1903,1148.59,-139.146,1258.92,98.9312,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,7.0,31,2700.0,7415.53,-5.29811e-05,7415.53,-120.0,7415.53,120.0,1159.28,-20.2661,1109.85,-139.136,1207.57,99.1781,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,8.0,32,0.0,7415.53,-5.31685e-05,7415.53,-120.0,7415.53,120.0,1170.76,-20.4323,1116.87,-139.33,1217.94,98.9891,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,8.0,33,900.0,7415.53,-5.40403e-05,7415.53,-120.0,7415.53,120.0,1185.8,-20.3407,1143.89,-139.256,1248.09,99.003,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,8.0,34,1800.0,7415.53,-5.49332e-05,7415.53,-120.0,7415.53,120.0,1235.72,-20.9848,1191.9,-139.818,1304.47,98.2628,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,8.0,35,2700.0,7415.53,-5.22287e-05,7415.53,-120.0,7415.53,120.0,1141.74,-20.2411,1118.0,-139.245,1210.76,98.9644,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,9.0,36,0.0,7415.53,-5.15709e-05,7415.53,-120.0,7415.53,120.0,1076.28,-18.9804,1060.22,-138.396,1126.45,100.141,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,9.0,37,900.0,7415.53,-5.18257e-05,7415.53,-120.0,7415.53,120.0,1055.88,-18.2971,1049.11,-138.109,1108.81,100.493,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,9.0,38,1800.0,7415.53,-5.06965e-05,7415.53,-120.0,7415.53,120.0,1038.93,-18.4648,1022.84,-138.059,1082.06,100.529,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,9.0,39,2700.0,7415.53,-5.02802e-05,7415.53,-120.0,7415.53,120.0,1007.77,-17.8204,995.893,-137.551,1054.26,101.047,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,10.0,40,0.0,7415.53,-5.0473e-05,7415.53,-120.0,7415.53,120.0,1007.57,-17.7018,994.663,-137.581,1050.89,101.216,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,10.0,41,900.0,7415.53,-5.02144e-05,7415.53,-120.0,7415.53,120.0,998.065,-17.573,968.143,-137.269,1034.08,101.601,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,10.0,42,1800.0,7415.53,-4.9069e-05,7415.53,-120.0,7415.53,120.0,1002.66,-18.3812,972.44,-137.652,1036.85,101.127,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
,,,10.0,43,2700.0,7415.53,-4.88436e-05,7415.53,-120.0,7415.53,120.0,991.101,-18.1794,967.351,-137.499,1019.43,101.272,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
