substation,feeder_name,circuit_folder,mix,season,share_baseline,share_dm,share_un,n_daily_baseline,n_daily_dm,n_daily_un,N_daily_total,n_base_baseline,n_base_dm,n_base_un,N_base_total
uhs14_1247,uhs14_1247--udt11665,uhs14_1247_circuit_45_2,2,winter,1.0,0.0,0.0,243,0,0,243,737,0,0,737
uhs14_1247,uhs14_1247--udt11665,uhs14_1247_circuit_45_1,1,winter,0.2,0.6,0.2,44,154,45,243,213,398,126,737
uhs14_1247,uhs14_1247--udt12226,uhs14_1247_circuit_46_0,0,winter,0.2,0.0,0.8,46,0,191,237,277,0,1120,1397
uhs14_1247,uhs14_1247--udt12226,uhs14_1247_circuit_46_2,2,winter,1.0,0.0,0.0,237,0,0,237,1397,0,0,1397
uhs14_1247,uhs14_1247--udt12226,uhs14_1247_circuit_46_1,1,winter,0.2,0.6,0.2,52,143,42,237,328,870,199,1397
uhs14_1247,uhs14_1247--udt5493,uhs14_1247_circuit_47_0,0,winter,0.2,0.0,0.8,38,0,151,189,158,0,821,979
uhs14_1247,uhs14_1247--udt5493,uhs14_1247_circuit_47_2,2,winter,1.0,0.0,0.0,189,0,0,189,979,0,0,979
uhs14_1247,uhs14_1247--udt5493,uhs14_1247_circuit_47_1,1,winter,0.2,0.6,0.2,47,113,29,189,381,494,104,979
uhs15_1247,uhs15_1247--udt19670,uhs15_1247_circuit_48_0,0,winter,0.2,0.0,0.8,66,0,241,307,371,0,1513,1884
uhs15_1247,uhs15_1247--udt19670,uhs15_1247_circuit_48_2,2,winter,1.0,0.0,0.0,307,0,0,307,1884,0,0,1884
uhs15_1247,uhs15_1247--udt19670,uhs15_1247_circuit_48_1,1,winter,0.2,0.6,0.2,73,175,59,307,414,1216,254,1884
uhs15_1247,uhs15_1247--udt20824,uhs15_1247_circuit_49_0,0,winter,0.2,0.0,0.8,42,0,175,217,108,0,377,485
uhs15_1247,uhs15_1247--udt20824,uhs15_1247_circuit_49_2,2,winter,1.0,0.0,0.0,217,0,0,217,485,0,0,485
uhs15_1247,uhs15_1247--udt20824,uhs15_1247_circuit_49_1,1,winter,0.2,0.6,0.2,39,137,41,217,89,313,83,485
uhs16_1247,uhs16_1247--udt15512,uhs16_1247_circuit_50_0,0,winter,0.2,0.0,0.8,49,0,209,258,147,0,1112,1259
uhs16_1247,uhs16_1247--udt15512,uhs16_1247_circuit_50_2,2,winter,1.0,0.0,0.0,258,0,0,258,1259,0,0,1259
uhs16_1247,uhs16_1247--udt15512,uhs16_1247_circuit_50_1,1,winter,0.2,0.6,0.2,40,168,50,258,156,795,308,1259
uhs16_1247,uhs16_1247--udt310,uhs16_1247_circuit_51_0,0,winter,0.2,0.0,0.8,43,0,176,219,261,0,1456,1717
uhs16_1247,uhs16_1247--udt310,uhs16_1247_circuit_51_2,2,winter,1.0,0.0,0.0,219,0,0,219,1717,0,0,1717
uhs16_1247,uhs16_1247--udt310,uhs16_1247_circuit_51_1,1,winter,0.2,0.6,0.2,34,134,51,219,338,881,498,1717
uhs17_1247,uhs17_1247--udt6592,uhs17_1247_circuit_52_0,0,winter,0.2,0.0,0.8,62,0,216,278,606,0,1608,2214
uhs17_1247,uhs17_1247--udt6592,uhs17_1247_circuit_52_2,2,winter,1.0,0.0,0.0,278,0,0,278,2214,0,0,2214
uhs17_1247,uhs17_1247--udt6592,uhs17_1247_circuit_52_1,1,winter,0.2,0.6,0.2,60,165,53,278,408,1248,558,2214
uhs17_1247,uhs17_1247--udt9551,uhs17_1247_circuit_53_0,0,winter,0.2,0.0,0.8,53,0,178,231,123,0,711,834
uhs17_1247,uhs17_1247--udt9551,uhs17_1247_circuit_53_2,2,winter,1.0,0.0,0.0,231,0,0,231,834,0,0,834
uhs17_1247,uhs17_1247--udt9551,uhs17_1247_circuit_53_1,1,winter,0.2,0.6,0.2,45,133,53,231,135,513,186,834
uhs18_1247,uhs18_1247--udt11616,uhs18_1247_circuit_54_0,0,winter,0.2,0.0,0.8,59,0,277,336,379,0,1463,1842
uhs18_1247,uhs18_1247--udt11616,uhs18_1247_circuit_54_2,2,winter,1.0,0.0,0.0,336,0,0,336,1842,0,0,1842
uhs18_1247,uhs18_1247--udt11616,uhs18_1247_circuit_54_1,1,winter,0.2,0.6,0.2,65,202,69,336,244,1145,453,1842
uhs18_1247,uhs18_1247--udt13374,uhs18_1247_circuit_55_0,0,winter,0.2,0.0,0.8,32,0,137,169,142,0,420,562
uhs18_1247,uhs18_1247--udt13374,uhs18_1247_circuit_55_2,2,winter,1.0,0.0,0.0,169,0,0,169,562,0,0,562
uhs18_1247,uhs18_1247--udt13374,uhs18_1247_circuit_55_1,1,winter,0.2,0.6,0.2,33,104,32,169,121,353,88,562
uhs18_1247,uhs18_1247--udt17294,uhs18_1247_circuit_56_0,0,winter,0.2,0.0,0.8,69,0,290,359,190,0,1094,1284
uhs18_1247,uhs18_1247--udt17294,uhs18_1247_circuit_56_2,2,winter,1.0,0.0,0.0,359,0,0,359,1284,0,0,1284
uhs18_1247,uhs18_1247--udt17294,uhs18_1247_circuit_56_1,1,winter,0.2,0.6,0.2,64,221,74,359,193,905,186,1284
uhs19_1247,uhs19_1247--udt15839,uhs19_1247_circuit_57_0,0,winter,0.2,0.0,0.8,2,0,6,8,2,0,6,8
uhs19_1247,uhs19_1247--udt15839,uhs19_1247_circuit_57_2,2,winter,1.0,0.0,0.0,8,0,0,8,8,0,0,8
uhs19_1247,uhs19_1247--udt15839,uhs19_1247_circuit_57_1,1,winter,0.2,0.6,0.2,1,5,2,8,1,5,2,8
uhs19_1247,uhs19_1247--udt19872,uhs19_1247_circuit_58_0,0,winter,0.2,0.0,0.8,44,0,175,219,240,0,484,724
uhs19_1247,uhs19_1247--udt19872,uhs19_1247_circuit_58_2,2,winter,1.0,0.0,0.0,219,0,0,219,724,0,0,724
uhs19_1247,uhs19_1247--udt19872,uhs19_1247_circuit_58_1,1,winter,0.2,0.6,0.2,51,133,35,219,116,483,125,724
uhs1_1247,uhs1_1247--udt15926,uhs1_1247_circuit_4_0,0,winter,0.2,0.0,0.8,37,0,136,173,210,0,896,1106
uhs1_1247,uhs1_1247--udt15926,uhs1_1247_circuit_4_2,2,winter,1.0,0.0,0.0,173,0,0,173,1106,0,0,1106
uhs1_1247,uhs1_1247--udt15926,uhs1_1247_circuit_4_1,1,winter,0.2,0.6,0.2,30,102,41,173,133,690,283,1106
uhs1_1247,uhs1_1247--udt20176,uhs1_1247_circuit_5_0,0,winter,0.2,0.0,0.8,50,0,230,280,264,0,1930,2194
uhs1_1247,uhs1_1247--udt20176,uhs1_1247_circuit_5_2,2,winter,1.0,0.0,0.0,280,0,0,280,2194,0,0,2194
uhs1_1247,uhs1_1247--udt20176,uhs1_1247_circuit_5_1,1,winter,0.2,0.6,0.2,55,169,56,280,239,1458,497,2194
uhs20_1247,uhs20_1247--udt5173,uhs20_1247_circuit_59_0,0,winter,0.2,0.0,0.8,36,0,133,169,186,0,684,870
uhs20_1247,uhs20_1247--udt5173,uhs20_1247_circuit_59_2,2,winter,1.0,0.0,0.0,169,0,0,169,870,0,0,870
uhs20_1247,uhs20_1247--udt5173,uhs20_1247_circuit_59_1,1,winter,0.2,0.6,0.2,41,93,35,169,186,544,140,870
uhs20_1247,uhs20_1247--udt8894,uhs20_1247_circuit_60_0,0,winter,0.2,0.0,0.8,28,0,123,151,287,0,807,1094
uhs20_1247,uhs20_1247--udt8894,uhs20_1247_circuit_60_2,2,winter,1.0,0.0,0.0,151,0,0,151,1094,0,0,1094
uhs20_1247,uhs20_1247--udt8894,uhs20_1247_circuit_60_1,1,winter,0.2,0.6,0.2,25,97,29,151,199,718,177,1094
uhs20_1247,uhs20_1247--udt9897,uhs20_1247_circuit_61_0,0,winter,0.2,0.0,0.8,25,0,119,144,159,0,256,415
uhs20_1247,uhs20_1247--udt9897,uhs20_1247_circuit_61_2,2,winter,1.0,0.0,0.0,144,0,0,144,415,0,0,415
uhs20_1247,uhs20_1247--udt9897,uhs20_1247_circuit_61_1,1,winter,0.2,0.6,0.2,30,82,32,144,105,220,90,415
uhs2_1247,uhs2_1247--udt10746,uhs2_1247_circuit_6_0,0,winter,0.2,0.0,0.8,29,0,130,159,114,0,582,696
uhs2_1247,uhs2_1247--udt10746,uhs2_1247_circuit_6_2,2,winter,1.0,0.0,0.0,159,0,0,159,696,0,0,696
uhs2_1247,uhs2_1247--udt10746,uhs2_1247_circuit_6_1,1,winter,0.2,0.6,0.2,30,97,32,159,84,455,157,696
uhs2_1247,uhs2_1247--udt12473,uhs2_1247_circuit_7_0,0,winter,0.2,0.0,0.8,40,0,228,268,151,0,968,1119
uhs2_1247,uhs2_1247--udt12473,uhs2_1247_circuit_7_2,2,winter,1.0,0.0,0.0,268,0,0,268,1119,0,0,1119
uhs2_1247,uhs2_1247--udt12473,uhs2_1247_circuit_7_1,1,winter,0.2,0.6,0.2,59,149,60,268,284,578,257,1119
uhs2_1247,uhs2_1247--udt9312,uhs2_1247_circuit_8_0,0,winter,0.2,0.0,0.8,31,0,125,156,135,0,632,767
uhs2_1247,uhs2_1247--udt9312,uhs2_1247_circuit_8_2,2,winter,1.0,0.0,0.0,156,0,0,156,767,0,0,767
uhs2_1247,uhs2_1247--udt9312,uhs2_1247_circuit_8_1,1,winter,0.2,0.6,0.2,37,90,29,156,256,368,143,767
uhs3_1247,uhs3_1247--udt1567,uhs3_1247_circuit_9_0,0,winter,0.2,0.0,0.8,57,0,210,267,207,0,624,831
uhs3_1247,uhs3_1247--udt1567,uhs3_1247_circuit_9_2,2,winter,1.0,0.0,0.0,267,0,0,267,831,0,0,831
uhs3_1247,uhs3_1247--udt1567,uhs3_1247_circuit_9_1,1,winter,0.2,0.6,0.2,58,153,56,267,133,521,177,831
uhs3_1247,uhs3_1247--udt1571,uhs3_1247_circuit_10_0,0,winter,0.2,0.0,0.8,48,0,182,230,97,0,384,481
uhs3_1247,uhs3_1247--udt1571,uhs3_1247_circuit_10_2,2,winter,1.0,0.0,0.0,230,0,0,230,481,0,0,481
uhs3_1247,uhs3_1247--udt1571,uhs3_1247_circuit_10_1,1,winter,0.2,0.6,0.2,42,143,45,230,93,297,91,481
uhs3_1247,uhs3_1247--udt1582,uhs3_1247_circuit_11_0,0,winter,0.2,0.0,0.8,29,0,120,149,63,0,233,296
uhs3_1247,uhs3_1247--udt1582,uhs3_1247_circuit_11_2,2,winter,1.0,0.0,0.0,149,0,0,149,296,0,0,296
uhs3_1247,uhs3_1247--udt1582,uhs3_1247_circuit_11_1,1,winter,0.2,0.6,0.2,27,92,30,149,55,190,51,296
uhs4_1247,uhs4_1247--udt11389,uhs4_1247_circuit_14_0,0,winter,0.2,0.0,0.8,60,0,177,237,122,0,396,518
uhs4_1247,uhs4_1247--udt11389,uhs4_1247_circuit_14_2,2,winter,1.0,0.0,0.0,237,0,0,237,518,0,0,518
uhs4_1247,uhs4_1247--udt11389,uhs4_1247_circuit_14_1,1,winter,0.2,0.6,0.2,52,134,51,237,121,277,120,518
uhs4_1247,uhs4_1247--udt12982,uhs4_1247_circuit_15_0,0,winter,0.2,0.0,0.8,26,0,106,132,58,0,206,264
uhs4_1247,uhs4_1247--udt12982,uhs4_1247_circuit_15_2,2,winter,1.0,0.0,0.0,132,0,0,132,264,0,0,264
uhs4_1247,uhs4_1247--udt12982,uhs4_1247_circuit_15_1,1,winter,0.2,0.6,0.2,32,79,21,132,59,167,38,264
uhs5_1247,uhs5_1247--udt159,uhs5_1247_circuit_16_0,0,winter,0.2,0.0,0.8,21,0,110,131,153,0,643,796
uhs5_1247,uhs5_1247--udt159,uhs5_1247_circuit_16_2,2,winter,1.0,0.0,0.0,131,0,0,131,796,0,0,796
uhs5_1247,uhs5_1247--udt159,uhs5_1247_circuit_16_1,1,winter,0.2,0.6,0.2,26,71,34,131,210,444,142,796
uhs5_1247,uhs5_1247--udt18558,uhs5_1247_circuit_17_0,0,winter,0.2,0.0,0.8,40,0,163,203,212,0,709,921
uhs5_1247,uhs5_1247--udt18558,uhs5_1247_circuit_17_2,2,winter,1.0,0.0,0.0,203,0,0,203,921,0,0,921
uhs5_1247,uhs5_1247--udt18558,uhs5_1247_circuit_17_1,1,winter,0.2,0.6,0.2,36,125,42,203,198,538,185,921
uhs5_1247,uhs5_1247--udt19869,uhs5_1247_circuit_18_0,0,winter,0.2,0.0,0.8,62,0,217,279,175,0,978,1153
uhs5_1247,uhs5_1247--udt19869,uhs5_1247_circuit_18_2,2,winter,1.0,0.0,0.0,279,0,0,279,1153,0,0,1153
uhs5_1247,uhs5_1247--udt19869,uhs5_1247_circuit_18_1,1,winter,0.2,0.6,0.2,54,161,64,279,357,521,275,1153
uhs5_1247,uhs5_1247--udt20368,uhs5_1247_circuit_19_0,0,winter,0.2,0.0,0.8,37,0,155,192,68,0,413,481
uhs5_1247,uhs5_1247--udt20368,uhs5_1247_circuit_19_2,2,winter,1.0,0.0,0.0,192,0,0,192,481,0,0,481
uhs5_1247,uhs5_1247--udt20368,uhs5_1247_circuit_19_1,1,winter,0.2,0.6,0.2,40,112,40,192,87,272,122,481
uhs6_1247,uhs6_1247--udt10788,uhs6_1247_circuit_20_0,0,winter,0.2,0.0,0.8,44,0,124,168,167,0,889,1056
uhs6_1247,uhs6_1247--udt10788,uhs6_1247_circuit_20_2,2,winter,1.0,0.0,0.0,168,0,0,168,1056,0,0,1056
uhs6_1247,uhs6_1247--udt10788,uhs6_1247_circuit_20_1,1,winter,0.2,0.6,0.2,30,102,36,168,244,685,127,1056
uhs6_1247,uhs6_1247--udt6570,uhs6_1247_circuit_21_0,0,winter,0.2,0.0,0.8,37,0,159,196,229,0,1688,1917
uhs6_1247,uhs6_1247--udt6570,uhs6_1247_circuit_21_2,2,winter,1.0,0.0,0.0,196,0,0,196,1917,0,0,1917
uhs6_1247,uhs6_1247--udt6570,uhs6_1247_circuit_21_1,1,winter,0.2,0.6,0.2,34,128,34,196,440,1112,365,1917
uhs6_1247,uhs6_1247--udt9964,uhs6_1247_circuit_22_0,0,winter,0.2,0.0,0.8,38,0,127,165,773,0,1107,1880
uhs6_1247,uhs6_1247--udt9964,uhs6_1247_circuit_22_2,2,winter,1.0,0.0,0.0,165,0,0,165,1880,0,0,1880
uhs6_1247,uhs6_1247--udt9964,uhs6_1247_circuit_22_1,1,winter,0.2,0.6,0.2,26,102,37,165,165,820,895,1880
uhs7_1247,uhs7_1247--udt15849,uhs7_1247_circuit_23_0,0,winter,0.2,0.0,0.8,22,0,121,143,66,0,489,555
uhs7_1247,uhs7_1247--udt15849,uhs7_1247_circuit_23_2,2,winter,1.0,0.0,0.0,143,0,0,143,555,0,0,555
uhs7_1247,uhs7_1247--udt15849,uhs7_1247_circuit_23_1,1,winter,0.2,0.6,0.2,25,89,29,143,168,222,165,555
uhs7_1247,uhs7_1247--udt9662,uhs7_1247_circuit_24_0,0,winter,0.2,0.0,0.8,60,0,224,284,259,0,1460,1719
uhs7_1247,uhs7_1247--udt9662,uhs7_1247_circuit_24_2,2,winter,1.0,0.0,0.0,284,0,0,284,1719,0,0,1719
uhs7_1247,uhs7_1247--udt9662,uhs7_1247_circuit_24_1,1,winter,0.2,0.6,0.2,49,171,64,284,173,929,617,1719
uhs7_1247,uhs7_1247--udt9675,uhs7_1247_circuit_25_0,0,winter,0.2,0.0,0.8,45,0,213,258,380,0,1603,1983
uhs7_1247,uhs7_1247--udt9675,uhs7_1247_circuit_25_2,2,winter,1.0,0.0,0.0,258,0,0,258,1983,0,0,1983
uhs7_1247,uhs7_1247--udt9675,uhs7_1247_circuit_25_1,1,winter,0.2,0.6,0.2,47,157,54,258,398,898,687,1983
uhs8_1247,uhs8_1247--udt12494,uhs8_1247_circuit_26_0,0,winter,0.2,0.0,0.8,51,0,177,228,308,0,1121,1429
uhs8_1247,uhs8_1247--udt12494,uhs8_1247_circuit_26_2,2,winter,1.0,0.0,0.0,228,0,0,228,1429,0,0,1429
uhs8_1247,uhs8_1247--udt12494,uhs8_1247_circuit_26_1,1,winter,0.2,0.6,0.2,46,134,48,228,329,885,215,1429
uhs8_1247,uhs8_1247--udt7252,uhs8_1247_circuit_27_0,0,winter,0.2,0.0,0.8,46,0,197,243,112,0,823,935
uhs8_1247,uhs8_1247--udt7252,uhs8_1247_circuit_27_2,2,winter,1.0,0.0,0.0,243,0,0,243,935,0,0,935
uhs8_1247,uhs8_1247--udt7252,uhs8_1247_circuit_27_1,1,winter,0.2,0.6,0.2,41,162,40,243,182,589,164,935
uhs9_1247,uhs9_1247--udt11456,uhs9_1247_circuit_28_0,0,winter,0.2,0.0,0.8,25,0,97,122,55,0,475,530
uhs9_1247,uhs9_1247--udt11456,uhs9_1247_circuit_28_2,2,winter,1.0,0.0,0.0,122,0,0,122,530,0,0,530
uhs9_1247,uhs9_1247--udt11456,uhs9_1247_circuit_28_1,1,winter,0.2,0.6,0.2,23,75,24,122,162,304,64,530
uhs9_1247,uhs9_1247--udt13714,uhs9_1247_circuit_29_0,0,winter,0.2,0.0,0.8,6,0,27,33,16,0,45,61
uhs9_1247,uhs9_1247--udt13714,uhs9_1247_circuit_29_2,2,winter,1.0,0.0,0.0,33,0,0,33,61,0,0,61
uhs9_1247,uhs9_1247--udt13714,uhs9_1247_circuit_29_1,1,winter,0.2,0.6,0.2,8,17,8,33,8,29,24,61
uhs9_1247,uhs9_1247--udt14110,uhs9_1247_circuit_30_0,0,winter,0.2,0.0,0.8,45,0,242,287,155,0,937,1092
uhs9_1247,uhs9_1247--udt14110,uhs9_1247_circuit_30_2,2,winter,1.0,0.0,0.0,287,0,0,287,1092,0,0,1092
uhs9_1247,uhs9_1247--udt14110,uhs9_1247_circuit_30_1,1,winter,0.2,0.6,0.2,61,166,60,287,266,596,230,1092
uhs9_1247,uhs9_1247--udt16813,uhs9_1247_circuit_31_0,0,winter,0.2,0.0,0.8,26,0,83,109,65,0,284,349
uhs9_1247,uhs9_1247--udt16813,uhs9_1247_circuit_31_2,2,winter,1.0,0.0,0.0,109,0,0,109,349,0,0,349
uhs9_1247,uhs9_1247--udt16813,uhs9_1247_circuit_31_1,1,winter,0.2,0.6,0.2,29,54,26,109,98,134,117,349
uhs9_1247,uhs9_1247--udt2508,uhs9_1247_circuit_32_0,0,winter,0.2,0.0,0.8,61,0,219,280,409,0,1019,1428
uhs9_1247,uhs9_1247--udt2508,uhs9_1247_circuit_32_2,2,winter,1.0,0.0,0.0,280,0,0,280,1428,0,0,1428
uhs9_1247,uhs9_1247--udt2508,uhs9_1247_circuit_32_1,1,winter,0.2,0.6,0.2,60,170,50,280,273,849,306,1428
