hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
0, 900.00000, 7415.54, -2.69625E-005, 7415.54, -120, 7415.54, 120, 467.559, -13.1209, 475.419, -132.98, 470.511, 107.581
0, 1800.00000, 7415.54, -2.51211E-005, 7415.54, -120, 7415.54, 120, 426.268, -12.3332, 432.095, -132.094, 436.618, 108.316
0, 2700.00000, 7415.54, -2.44452E-005, 7415.54, -120, 7415.54, 120, 409.611, -11.8658, 422.753, -131.849, 419.471, 108.595
1, 0.00000, 7415.54, -2.34442E-005, 7415.54, -120, 7415.54, 120, 389.631, -11.5561, 403.51, -131.686, 406.408, 108.737
1, 900.00000, 7415.54, -2.29783E-005, 7415.54, -120, 7415.54, 120, 381.594, -11.5263, 382.381, -131.687, 394.185, 108.845
1, 1800.00000, 7415.54, -2.14664E-005, 7415.54, -120, 7415.54, 120, 359.819, -11.8743, 354.178, -131.767, 365.138, 108.645
1, 2700.00000, 7415.54, -2.1611E-005, 7415.54, -120, 7415.54, 120, 367.104, -12.3682, 347.641, -132, 357.752, 108.275
2, 0.00000, 7415.54, -2.04014E-005, 7415.54, -120, 7415.54, 120, 335.275, -11.1229, 327.52, -130.789, 335.51, 109.515
2, 900.00000, 7415.54, -2.0056E-005, 7415.54, -120, 7415.54, 120, 322.862, -10.3158, 310.55, -130.315, 320.411, 110.188
2, 1800.00000, 7415.54, -1.88315E-005, 7415.54, -120, 7415.54, 120, 303.183, -10.3177, 295.576, -129.868, 307.535, 110.41
2, 2700.00000, 7415.54, -1.82725E-005, 7415.54, -120, 7415.54, 120, 288.587, -9.54386, 286.271, -129.431, 291.705, 111.241
3, 0.00000, 7415.54, -1.76126E-005, 7415.54, -120, 7415.54, 120, 273.495, -8.84264, 271.965, -128.894, 275.914, 111.794
3, 900.00000, 7415.54, -1.71015E-005, 7415.54, -120, 7415.54, 120, 265.603, -8.84817, 268.367, -128.788, 269.616, 111.91
3, 1800.00000, 7415.54, -1.67775E-005, 7415.54, -120, 7415.54, 120, 259.974, -8.75108, 260.91, -128.479, 265.723, 111.817
3, 2700.00000, 7415.54, -1.59158E-005, 7415.54, -120, 7415.54, 120, 252.651, -9.74487, 255.441, -129.726, 262.31, 110.811
4, 0.00000, 7415.54, -1.5936E-005, 7415.54, -120, 7415.54, 120, 250.553, -9.35283, 252.291, -129.569, 254.292, 111.286
4, 900.00000, 7415.54, -1.60006E-005, 7415.54, -120, 7415.54, 120, 244.655, -8.18323, 247.975, -128.394, 246.512, 112.475
4, 1800.00000, 7415.54, -1.59491E-005, 7415.54, -120, 7415.54, 120, 238.339, -7.18163, 240.844, -127.556, 239.707, 113.22
4, 2700.00000, 7415.54, -1.58519E-005, 7415.54, -120, 7415.54, 120, 232.406, -6.31904, 238.552, -126.793, 232.126, 114.344
5, 0.00000, 7415.54, -1.5606E-005, 7415.54, -120, 7415.54, 120, 227.057, -5.96481, 233.438, -126.341, 226.875, 114.658
5, 900.00000, 7415.54, -1.55108E-005, 7415.54, -120, 7415.54, 120, 223.537, -5.51941, 229.591, -125.816, 224.763, 114.892
5, 1800.00000, 7415.54, -1.61046E-005, 7415.54, -120, 7415.54, 120, 234.072, -5.91903, 240.824, -126.257, 232.648, 114.542
5, 2700.00000, 7415.54, -1.58081E-005, 7415.54, -120, 7415.54, 120, 226.189, -5.17916, 234.811, -125.697, 226.823, 115.184
6, 0.00000, 7415.54, -1.59064E-005, 7415.54, -120, 7415.54, 120, 222.823, -4.14845, 230.268, -124.793, 227.831, 115.769
6, 900.00000, 7415.54, -1.57137E-005, 7415.54, -120, 7415.54, 120, 221.404, -4.4336, 231.59, -125.273, 224.003, 115.677
6, 1800.00000, 7415.54, -1.53495E-005, 7415.54, -120, 7415.54, 120, 224.807, -6.2695, 232.686, -127.086, 229.185, 113.644
6, 2700.00000, 7415.54, -1.56914E-005, 7415.54, -120, 7415.54, 120, 232.343, -6.76911, 243.866, -127.645, 237.771, 113.022
7, 0.00000, 7415.54, -1.61546E-005, 7415.54, -120, 7415.54, 120, 232.7, -5.4984, 245.484, -126.374, 238.923, 114.32
7, 900.00000, 7415.54, -1.57843E-005, 7415.54, -120, 7415.54, 120, 226.612, -5.33971, 235.359, -125.895, 230.86, 114.767
7, 1800.00000, 7415.54, -1.84902E-005, 7415.54, -120, 7415.54, 120, 280.015, -7.77473, 277.215, -128.083, 286.454, 112.012
7, 2700.00000, 7415.54, -1.93928E-005, 7415.54, -120, 7415.54, 120, 284.12, -6.29688, 284.878, -127.251, 287.883, 113.724
8, 0.00000, 7415.54, -1.91139E-005, 7415.54, -120, 7415.54, 120, 280.414, -6.35841, 284.945, -127.442, 288.756, 113.535
8, 900.00000, 7415.54, -1.91599E-005, 7415.54, -120, 7415.54, 120, 282.485, -6.58454, 282.821, -127.099, 293.306, 113.32
8, 1800.00000, 7415.54, -1.94306E-005, 7415.54, -120, 7415.54, 120, 280.815, -5.6633, 290.263, -126.676, 290.436, 114.169
8, 2700.00000, 7415.54, -1.88382E-005, 7415.54, -120, 7415.54, 120, 279.046, -6.79597, 282.018, -127.03, 283.609, 113.682
9, 0.00000, 7415.54, -1.99048E-005, 7415.54, -120, 7415.54, 120, 302.058, -7.8672, 313.832, -128.337, 314.512, 112.369
9, 900.00000, 7415.54, -2.12253E-005, 7415.54, -120, 7415.54, 120, 322.065, -7.86563, 341.296, -128.904, 333.369, 112.148
9, 1800.00000, 7415.54, -2.2305E-005, 7415.54, -120, 7415.54, 120, 347.758, -9.0202, 359.821, -129.822, 353.863, 111.138
9, 2700.00000, 7415.54, -2.36571E-005, 7415.54, -120, 7415.54, 120, 374.755, -9.67627, 401.033, -130.768, 378.104, 110.421
10, 0.00000, 7415.54, -2.48233E-005, 7415.54, -120, 7415.54, 120, 389.687, -9.30803, 422.898, -130.789, 395.264, 110.523
10, 900.00000, 7415.54, -2.6243E-005, 7415.54, -120, 7415.54, 120, 445.22, -12.3273, 444.012, -132.695, 430.877, 108.196
10, 1800.00000, 7415.54, -2.58098E-005, 7415.54, -120, 7415.54, 120, 436.772, -12.2343, 403.545, -131.663, 409.252, 108.775
10, 2700.00000, 7415.54, -2.66773E-005, 7415.54, -120, 7415.54, 120, 442.753, -11.5078, 421.123, -131.021, 420.984, 109.42
11, 0.00000, 7415.54, -2.4964E-005, 7415.54, -120, 7415.54, 120, 404.738, -10.6037, 407.413, -131.302, 405.314, 109.35
11, 900.00000, 7415.54, -2.5518E-005, 7415.54, -120, 7415.54, 120, 417.178, -10.9289, 414.569, -131.613, 425.858, 108.847
11, 1800.00000, 7415.54, -2.70369E-005, 7415.54, -120, 7415.54, 120, 435.4, -10.3402, 434.129, -131.138, 441.738, 109.729
11, 2700.00000, 7415.54, -2.73278E-005, 7415.54, -120, 7415.54, 120, 456.09, -11.7193, 456.69, -132.412, 459.687, 108.412
12, 0.00000, 7415.54, -2.92774E-005, 7415.54, -120, 7415.54, 120, 498.687, -12.4764, 493.154, -132.952, 499.498, 107.647
12, 900.00000, 7415.54, -3.06836E-005, 7415.54, -120, 7415.54, 120, 509.258, -11.5124, 505.781, -132.042, 514.911, 108.648
12, 1800.00000, 7415.54, -3.12118E-005, 7415.54, -120, 7415.54, 120, 541.757, -13.1579, 542.64, -133.71, 557.25, 106.719
12, 2700.00000, 7415.54, -3.05497E-005, 7415.54, -120, 7415.54, 120, 528.605, -13.0456, 526.722, -133.462, 539.316, 107.008
13, 0.00000, 7415.54, -3.12027E-005, 7415.54, -120, 7415.54, 120, 544.971, -13.3778, 546.617, -133.917, 559.609, 106.624
13, 900.00000, 7415.54, -3.18848E-005, 7415.54, -120, 7415.54, 120, 557.576, -13.422, 564.834, -134.165, 571.374, 106.55
