hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2, S3 (kVA), Ang3
0, 900.00000, 3467.2, 13.1209, 3525.48, 12.9799, 3489.1, 12.419
0, 1800.00000, 3161.01, 12.3331, 3204.22, 12.0939, 3237.76, 11.6838
0, 2700.00000, 3037.49, 11.8658, 3134.94, 11.8488, 3110.6, 11.4052
1, 0.00000, 2889.32, 11.5561, 2992.25, 11.6864, 3013.74, 11.2631
1, 900.00000, 2829.72, 11.5263, 2835.56, 11.6875, 2923.09, 11.1551
1, 1800.00000, 2668.25, 11.8743, 2626.42, 11.7671, 2707.7, 11.3547
1, 2700.00000, 2722.27, 12.3682, 2577.95, 11.9999, 2652.93, 11.7253
2, 0.00000, 2486.24, 11.1229, 2428.74, 10.7887, 2487.99, 10.4849
2, 900.00000, 2394.19, 10.3157, 2302.9, 10.3145, 2376.02, 9.81226
2, 1800.00000, 2248.27, 10.3177, 2191.86, 9.86835, 2280.54, 9.59041
2, 2700.00000, 2140.03, 9.54384, 2122.85, 9.43069, 2163.15, 8.75884
3, 0.00000, 2028.12, 8.84263, 2016.77, 8.89419, 2046.05, 8.20581
3, 900.00000, 1969.59, 8.84815, 1990.08, 8.78843, 1999.35, 8.0896
3, 1800.00000, 1927.85, 8.75107, 1934.79, 8.4787, 1970.48, 8.18269
3, 2700.00000, 1873.55, 9.74486, 1894.23, 9.72568, 1945.17, 9.18883
4, 0.00000, 1857.98, 9.35282, 1870.87, 9.56923, 1885.72, 8.71396
4, 900.00000, 1814.25, 8.18322, 1838.87, 8.3944, 1828.02, 7.52538
4, 1800.00000, 1767.41, 7.18162, 1785.99, 7.55552, 1777.56, 6.78
4, 2700.00000, 1723.42, 6.31903, 1768.99, 6.79302, 1721.34, 5.65553
5, 0.00000, 1683.75, 5.9648, 1731.07, 6.34058, 1682.4, 5.34238
5, 900.00000, 1657.65, 5.51939, 1702.54, 5.8157, 1666.74, 5.10786
5, 1800.00000, 1735.77, 5.91902, 1785.84, 6.25665, 1725.21, 5.45785
5, 2700.00000, 1677.32, 5.17915, 1741.25, 5.69725, 1682.01, 4.81554
6, 0.00000, 1652.35, 4.14843, 1707.56, 4.79296, 1689.49, 4.23126
