hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2, S3 (kVA), Ang3
6, 900.00000, 1641.83, 4.43359, 1717.36, 5.27341, 1661.1, 4.32272
6, 1800.00000, 1667.07, 6.26948, 1725.49, 7.08624, 1699.53, 6.3557
6, 2700.00000, 1722.95, 6.7691, 1808.4, 7.64523, 1763.2, 6.9775
7, 0.00000, 1725.6, 5.49839, 1820.39, 6.37414, 1771.74, 5.68028
7, 900.00000, 1680.45, 5.33969, 1745.31, 5.89522, 1711.96, 5.23291
7, 1800.00000, 2076.46, 7.77471, 2055.7, 8.08309, 2124.22, 7.98784
7, 2700.00000, 2106.9, 6.29686, 2112.52, 7.25113, 2134.81, 6.27627
8, 0.00000, 2079.42, 6.3584, 2113.02, 7.44193, 2141.28, 6.46455
8, 900.00000, 2094.78, 6.58452, 2097.27, 7.09874, 2175.02, 6.68034
8, 1800.00000, 2082.39, 5.66328, 2152.46, 6.67611, 2153.74, 5.83067
8, 2700.00000, 2069.28, 6.79595, 2091.32, 7.03034, 2103.12, 6.31765
9, 0.00000, 2239.92, 7.86719, 2327.23, 8.33665, 2332.27, 7.6309
9, 900.00000, 2388.29, 7.86561, 2530.89, 8.90407, 2472.11, 7.85209
9, 1800.00000, 2578.81, 9.02018, 2668.27, 9.8221, 2624.09, 8.8618
9, 2700.00000, 2779.01, 9.67624, 2973.88, 10.7679, 2803.84, 9.57893
10, 0.00000, 2889.74, 9.30801, 3136.02, 10.7886, 2931.1, 9.47735
10, 900.00000, 3301.54, 12.3273, 3292.59, 12.6954, 3195.18, 11.804
10, 1800.00000, 3238.9, 12.2342, 2992.5, 11.6634, 3034.82, 11.2249
10, 2700.00000, 3283.25, 11.5078, 3122.86, 11.0211, 3121.82, 10.5804
11, 0.00000, 3001.35, 10.6036, 3021.19, 11.3017, 3005.63, 10.65
11, 900.00000, 3093.6, 10.9289, 3074.25, 11.6132, 3157.96, 11.1527
11, 1800.00000, 3228.72, 10.3402, 3219.3, 11.1384, 3275.72, 10.2706
11, 2700.00000, 3382.15, 11.7193, 3386.6, 12.4124, 3408.83, 11.5878
12, 0.00000, 3698.03, 12.4764, 3657, 12.9522, 3704.04, 12.353
12, 900.00000, 3776.42, 11.5123, 3750.64, 12.0418, 3818.34, 11.3516
12, 1800.00000, 4017.42, 13.1579, 4023.97, 13.7097, 4132.3, 13.2809
12, 2700.00000, 3919.89, 13.0456, 3905.93, 13.4624, 3999.32, 12.9918
13, 0.00000, 4041.25, 13.3778, 4053.46, 13.9165, 4149.8, 13.3755
13, 900.00000, 4134.73, 13.4219, 4188.55, 14.1652, 4237.04, 13.4502
13, 1800.00000, 4309.06, 13.963, 4267.45, 14.4697, 4377.21, 14.1061
13, 2700.00000, 4460.27, 13.1229, 4449.65, 13.5211, 4544.94, 13.2027
14, 0.00000, 4684.67, 15.0795, 4690.54, 15.5244, 4665.47, 15.0401
14, 900.00000, 4716.01, 15.2797, 4666.95, 15.5619, 4612.02, 15.1952
14, 1800.00000, 4635.38, 14.3451, 4623.95, 14.6087, 4639.93, 14.4273
14, 2700.00000, 4750.11, 15.3918, 4721.48, 15.7095, 4743.56, 15.3989
15, 0.00000, 4874.51, 15.5699, 4802.72, 15.7627, 4835.53, 15.5198
15, 900.00000, 4851.61, 14.9301, 4881.15, 15.163, 4847.62, 14.9387
15, 1800.00000, 5029.25, 15.9385, 5034.09, 16.1468, 5095.5, 16.0439
15, 2700.00000, 5137.52, 16.0106, 5132.69, 16.2676, 5196.49, 16.0436
16, 0.00000, 5196.33, 15.3659, 5150.45, 15.5194, 5260.9, 15.561
16, 900.00000, 5044.64, 15.8451, 5031.33, 16.0116, 5131.48, 16.0317
16, 1800.00000, 4769.13, 15.0232, 4721.59, 15.1512, 4859.2, 15.3043
16, 2700.00000, 4633.69, 14.268, 4594.84, 14.473, 4700.18, 14.4729
17, 0.00000, 4812.53, 14.7665, 4783.79, 14.9843, 4884.18, 14.7764
17, 900.00000, 4813.67, 14.3289, 4750.46, 14.6267, 4811.37, 14.4056
17, 1800.00000, 5002.13, 13.9844, 4840.77, 14.1144, 4837.75, 14.0846
17, 2700.00000, 5032.58, 14.0269, 4876.42, 14.1605, 4896.96, 14.1218
18, 0.00000, 5152.91, 14.0716, 4952.31, 14.3694, 5049.29, 14.5922
18, 900.00000, 5201.05, 13.8221, 5029.07, 14.1081, 5156.35, 14.3012
18, 1800.00000, 5457.19, 14.6849, 5279.87, 14.8768, 5406.8, 14.7773
18, 2700.00000, 5451.33, 14.5018, 5256.61, 14.7805, 5390.03, 14.858
19, 0.00000, 5396.81, 13.8169, 5115.16, 14.1123, 5291.04, 14.1343
19, 900.00000, 5219.51, 13.6655, 4977.35, 13.9237, 5067.64, 13.8541
19, 1800.00000, 5266.33, 13.5574, 5020.33, 13.7411, 5065.76, 13.6686
19, 2700.00000, 5280.83, 13.2661, 5001.6, 13.4807, 5075.01, 13.3598
20, 0.00000, 5225.24, 13.3551, 5019.6, 13.5217, 5077.75, 13.5568
20, 900.00000, 5220.53, 13.4046, 5040.13, 13.5869, 5073.45, 13.8604
20, 1800.00000, 5025.39, 12.3864, 4882.67, 12.5999, 4765.75, 12.6692
20, 2700.00000, 4881.56, 12.1434, 4632.86, 12.2332, 4540.07, 12.3789
21, 0.00000, 4824.05, 12.5542, 4654.65, 12.8513, 4624.13, 12.8678
21, 900.00000, 4795.1, 12.332, 4646.35, 12.5991, 4591.4, 12.5779
21, 1800.00000, 4772.53, 12.6281, 4612.21, 12.9259, 4616.06, 12.8038
21, 2700.00000, 4595.35, 12.731, 4476.78, 13.1116, 4438.02, 12.8307
22, 0.00000, 4430.99, 12.8948, 4354.77, 13.2255, 4296.57, 13.007
22, 900.00000, 4431.19, 12.8854, 4322.04, 13.0048, 4255.28, 12.7497
22, 1800.00000, 4227.92, 13.1589, 4109.24, 13.281, 4064.36, 13.0409
22, 2700.00000, 4291.04, 12.6784, 4140.33, 12.8221, 3988.11, 12.7577
23, 0.00000, 4188.08, 12.3847, 3938.01, 12.8667, 3925.98, 12.7459
23, 900.00000, 3985.36, 13.1901, 3886.75, 13.4302, 3877.76, 13.2289
23, 1800.00000, 3838.8, 13.5469, 3867.01, 13.3965, 3830.32, 13.2764
23, 2700.00000, 3685.01, 13.1846, 3752.06, 12.5154, 3749.38, 12.8169
24, 0.00000, 3489.34, 12.9074, 3551.16, 12.3419, 3575.79, 12.4816
