hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2, S3 (kVA), Ang3
5, 1800.00000, 5365.41, 14.4741, 4766.33, 13.8984, 4899.06, 14.0951
5, 2700.00000, 5338.62, 14.2901, 4708.88, 13.6523, 4852.65, 13.9067
6, 0.00000, 5472.55, 14.5431, 4768.87, 13.7594, 4928.97, 14.0378
6, 900.00000, 5435.15, 14.2768, 4812.96, 13.6838, 4913.34, 13.8906
6, 1800.00000, 5516.55, 14.3591, 4928.94, 13.7912, 4998.02, 13.9873
6, 2700.00000, 5589.34, 14.4265, 4982.82, 13.8025, 5123.27, 14.069
7, 0.00000, 5730.16, 14.6588, 5157.03, 14.0454, 5258.5, 14.3184
7, 900.00000, 5875.99, 14.7118, 5283.49, 14.16, 5373.39, 14.3416
7, 1800.00000, 5914.53, 14.5157, 5299.15, 13.8585, 5412.4, 14.0545
7, 2700.00000, 6045.14, 14.5127, 5486.28, 14.02, 5581.97, 14.1875
8, 0.00000, 6061.99, 14.4173, 5453.42, 13.7926, 5603.11, 14.0186
8, 900.00000, 6062.13, 14.2264, 5463.09, 13.6769, 5641.89, 13.7944
8, 1800.00000, 6242.31, 14.4463, 5608.15, 13.7761, 5862.01, 14.1154
8, 2700.00000, 6418.28, 14.5569, 5740.65, 13.9483, 5982.68, 14.1636
9, 0.00000, 6492.29, 14.5526, 5921.53, 14.2923, 6085.09, 14.164
9, 900.00000, 6609.24, 14.5658, 6103.98, 14.4991, 6180.96, 14.1809
9, 1800.00000, 6692.6, 14.4612, 6068.45, 14.0058, 6210.71, 14.1061
9, 2700.00000, 6713.62, 14.3428, 6016.16, 13.8679, 6235.28, 13.9015
10, 0.00000, 6814.26, 14.3541, 6149.77, 13.934, 6316.19, 14.0294
10, 900.00000, 6751.32, 14.3294, 6141.11, 13.9018, 6252.29, 14.0586
10, 1800.00000, 6789.04, 14.3914, 6170.64, 14.0209, 6287.59, 14.1434
10, 2700.00000, 6973.61, 14.5448, 6303.16, 14.0339, 6393.18, 14.1803
11, 0.00000, 6905.19, 14.6142, 6235.85, 14.0562, 6371.58, 14.2996
11, 900.00000, 6876.44, 14.5486, 6226, 14.1155, 6352.89, 14.2974
11, 1800.00000, 6919.9, 14.4752, 6293.41, 14.0494, 6422.42, 14.2827
11, 2700.00000, 6875.03, 14.411, 6284.48, 13.9614, 6413.98, 14.1309
12, 0.00000, 6833.72, 14.3976, 6156.5, 13.8828, 6356.27, 14.0332
12, 900.00000, 6930.4, 14.4507, 6245.86, 13.9009, 6415.98, 14.0735
12, 1800.00000, 6781.13, 14.247, 6114.33, 13.7505, 6272.43, 13.9148
12, 2700.00000, 6801.54, 14.3608, 6092.84, 13.809, 6241.77, 13.9607
13, 0.00000, 6941.86, 14.3791, 6234.9, 13.8854, 6362.69, 14.0608
13, 900.00000, 6922.36, 14.3117, 6194.16, 13.7752, 6337.67, 13.9946
13, 1800.00000, 6876.37, 14.3507, 6114.11, 13.788, 6219.1, 13.888
13, 2700.00000, 6749.78, 14.1095, 6049.58, 13.5657, 6171.31, 13.7078
14, 0.00000, 6778.37, 14.2122, 6092.22, 13.5517, 6217.14, 13.8287
14, 900.00000, 6696.7, 14.1524, 6003.23, 13.4636, 6152.31, 13.6984
14, 1800.00000, 6625.95, 13.8895, 5981.25, 13.3806, 6120.09, 13.5221
14, 2700.00000, 6678.75, 14.0745, 6070.12, 13.5533, 6199.15, 13.6056
15, 0.00000, 6811.74, 14.2307, 6143.13, 13.74, 6291.09, 13.8563
15, 900.00000, 6735.43, 14.2776, 6099.48, 13.7868, 6251.15, 14.0205
15, 1800.00000, 6814.5, 14.3794, 6191.65, 13.774, 6316.75, 14.035
15, 2700.00000, 6837.3, 14.3657, 6232.11, 13.6406, 6349.38, 14.037
16, 0.00000, 6765.09, 14.2153, 6192.31, 13.5338, 6262.29, 13.9079
16, 900.00000, 6818.88, 14.2973, 6225.19, 13.5884, 6272.57, 14.0221
16, 1800.00000, 6853.6, 14.226, 6241.93, 13.6708, 6290.5, 13.971
16, 2700.00000, 6782.76, 13.9799, 6136.43, 13.423, 6186.89, 13.7169
17, 0.00000, 6915.05, 14.0445, 6209.63, 13.5654, 6291.99, 13.9035
17, 900.00000, 7053.92, 13.9992, 6299.56, 13.6015, 6461.12, 13.7373
17, 1800.00000, 6990.45, 13.735, 6232.91, 13.2705, 6475.32, 13.4423
17, 2700.00000, 6994.73, 13.6268, 6308.46, 13.2307, 6555.22, 13.3037
18, 0.00000, 7078.75, 13.7201, 6416.24, 13.2336, 6621.25, 13.2889
18, 900.00000, 7302.58, 13.8813, 6707.44, 13.5899, 6857.38, 13.8611
18, 1800.00000, 7534.67, 14.0568, 6925.25, 13.7375, 7075.67, 13.8614
18, 2700.00000, 7420.84, 13.7457, 6827.37, 13.4249, 6909.73, 13.5735
19, 0.00000, 7556.59, 13.7356, 6895.29, 13.4154, 6946.69, 13.633
19, 900.00000, 7685.26, 13.7519, 6913.77, 13.4562, 7005.07, 13.5923
19, 1800.00000, 7701.85, 13.667, 6942.52, 13.3386, 7135.77, 13.6324
19, 2700.00000, 7164.89, 12.891, 6514.35, 12.4766, 6595.27, 12.6983
20, 0.00000, 7118.13, 12.7606, 6460.01, 12.4193, 6522.06, 12.6382
20, 900.00000, 7151.43, 12.6539, 6433.43, 12.3495, 6594.07, 12.5627
20, 1800.00000, 7140.25, 12.3711, 6311.18, 12.0421, 6454.69, 12.3028
20, 2700.00000, 7036.58, 12.1789, 6307.09, 11.9189, 6385.4, 12.2336
21, 0.00000, 6910.29, 12.1474, 6196.23, 11.7751, 6266.51, 12.2267
21, 900.00000, 6874.43, 11.9692, 6176.17, 11.5546, 6181.57, 11.9168
21, 1800.00000, 6733.31, 11.6796, 5976.56, 11.2952, 5994.1, 11.5495
21, 2700.00000, 6568.69, 11.727, 5853.12, 11.2768, 5871.16, 11.654
22, 0.00000, 6617.93, 12.0007, 5883.75, 11.5192, 5908.22, 11.8172
22, 900.00000, 6424.89, 11.9507, 5743.96, 11.4528, 5819.68, 11.7281
22, 1800.00000, 6240.05, 12.2732, 5600.3, 11.5691, 5742.91, 12.0364
22, 2700.00000, 6282.18, 12.1133, 5669.67, 11.4557, 5739.29, 11.9055
23, 0.00000, 6250.02, 11.9579, 5565.91, 11.6536, 5656.68, 11.8455
23, 900.00000, 6118.49, 11.9909, 5493.51, 11.7318, 5542.5, 11.9429
23, 1800.00000, 6101.56, 11.9829, 5504.77, 11.814, 5457.05, 12.0399
23, 2700.00000, 6110.24, 12.1574, 5406.03, 11.9584, 5446.02, 12.14
24, 0.00000, 5983.48, 12.3108, 5279.38, 12.021, 5417.85, 12.3113
