hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
0, 900.00000, 7415.53, -4.80291E-005, 7415.54, -120, 7415.54, 120, 819.596, -12.5531, 712.178, -132.176, 730.688, 107.57
0, 1800.00000, 7415.54, -4.62818E-005, 7415.54, -120, 7415.54, 120, 796.261, -12.8485, 702.069, -132.401, 710.701, 107.329
0, 2700.00000, 7415.54, -4.55001E-005, 7415.54, -120, 7415.54, 120, 784.29, -12.9161, 691.509, -132.441, 700.979, 107.193
1, 0.00000, 7415.54, -4.45785E-005, 7415.54, -120, 7415.54, 120, 771.245, -13.0481, 694.977, -132.465, 707.318, 107.236
1, 900.00000, 7415.54, -4.44878E-005, 7415.54, -120, 7415.54, 120, 773.584, -13.2283, 694.14, -132.834, 711.415, 106.943
1, 1800.00000, 7415.54, -4.30417E-005, 7415.54, -120, 7415.54, 120, 749.694, -13.2872, 669.536, -132.824, 698.892, 106.974
1, 2700.00000, 7415.54, -4.194E-005, 7415.54, -120, 7415.54, 120, 733.449, -13.4289, 662.721, -132.801, 691.297, 106.993
2, 0.00000, 7415.54, -4.14152E-005, 7415.54, -120, 7415.54, 120, 725.055, -13.4667, 656.346, -132.752, 689.068, 106.44
2, 900.00000, 7415.54, -4.05542E-005, 7415.54, -120, 7415.54, 120, 710.322, -13.4832, 636.626, -132.773, 672.942, 106.567
2, 1800.00000, 7415.54, -4.06944E-005, 7415.54, -120, 7415.54, 120, 715.84, -13.6335, 640.777, -132.965, 661.168, 106.695
2, 2700.00000, 7415.54, -4.05346E-005, 7415.54, -120, 7415.54, 120, 714.007, -13.6812, 631.643, -133.127, 654.975, 106.568
3, 0.00000, 7415.54, -3.99269E-005, 7415.54, -120, 7415.54, 120, 705.666, -13.7977, 620.89, -133.248, 654.209, 106.645
3, 900.00000, 7415.54, -4.01254E-005, 7415.54, -120, 7415.54, 120, 709.334, -13.8056, 625.044, -133.267, 660.377, 106.605
