hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2, S3 (kVA), Ang3
6, 1800.00000, 2574.28, 11.9908, 2400.45, 11.213, 2569.6, 11.6094
6, 2700.00000, 2372.08, 10.4452, 2339.64, 10.7809, 2480.19, 10.8462
7, 0.00000, 2470.87, 10.7002, 2431.18, 11.0148, 2548.18, 10.8924
7, 900.00000, 2548.77, 9.94336, 2485.56, 10.0513, 2626.02, 10.1897
7, 1800.00000, 2678.02, 10.3601, 2650.43, 10.4835, 2770.16, 10.4773
7, 2700.00000, 2932.33, 11.5467, 2897.08, 11.783, 3039.8, 11.6867
8, 0.00000, 3068.51, 11.2602, 3064.44, 11.5682, 3164.3, 11.5128
8, 900.00000, 3132.09, 11.5934, 3113.8, 11.6702, 3203.14, 11.877
8, 1800.00000, 3313.93, 12.1044, 3230.5, 12.1106, 3357.85, 12.163
8, 2700.00000, 3426.46, 11.7228, 3300.24, 11.5717, 3478.17, 11.8146
9, 0.00000, 3530.78, 12.305, 3454.68, 12.389, 3595.04, 12.4298
9, 900.00000, 3613.8, 12.6473, 3601.88, 12.8522, 3683.08, 12.9863
9, 1800.00000, 3824.89, 12.2035, 3731.45, 12.2995, 3811.96, 12.5143
9, 2700.00000, 4006.15, 13.2426, 4006.3, 13.4484, 4052.34, 13.6236
10, 0.00000, 4146.05, 13.7706, 4089.7, 13.9391, 4188.11, 14.3005
10, 900.00000, 4025.39, 12.7648, 4028.81, 13.1451, 4107.32, 13.3664
10, 1800.00000, 4215.7, 13.8283, 4147.19, 14.0219, 4221.38, 14.1447
10, 2700.00000, 4182.18, 13.8203, 4133.74, 14.0179, 4194.55, 14.1689
11, 0.00000, 4172.5, 13.0821, 4131.44, 13.253, 4206.47, 13.3305
11, 900.00000, 4245.16, 14.0669, 4251.71, 14.3266, 4312.47, 14.4288
11, 1800.00000, 4507.74, 14.5973, 4476.75, 14.8147, 4592.11, 15.02
11, 2700.00000, 4447.66, 13.7925, 4424.47, 14.0204, 4474.03, 14.3243
12, 0.00000, 4539.28, 14.7202, 4507.31, 14.9567, 4513.42, 14.9694
12, 900.00000, 4609.58, 14.8528, 4539.26, 15.0411, 4599.46, 15.1063
12, 1800.00000, 4596.2, 14.7983, 4529.73, 15.0235, 4575.03, 15.0502
12, 2700.00000, 4645.09, 14.9456, 4607.93, 15.2231, 4643.64, 15.3182
13, 0.00000, 4714.57, 14.9827, 4691.87, 15.145, 4706.71, 15.2878
13, 900.00000, 4827.6, 15.222, 4778.38, 15.2586, 4773.48, 15.364
13, 1800.00000, 4963.89, 15.599, 5022.65, 15.6563, 5034.84, 15.8737
13, 2700.00000, 4870.49, 14.8735, 4939.05, 14.9174, 4968.43, 15.2284
14, 0.00000, 4846.6, 15.8862, 4980.98, 15.9484, 4976.99, 16.1924
14, 900.00000, 4815.37, 15.6421, 4955.81, 15.9302, 4954.43, 16.0708
14, 1800.00000, 4862.88, 15.1212, 4989.34, 15.1307, 5007.93, 15.4254
14, 2700.00000, 5048.83, 15.4714, 5057.61, 15.5855, 5133.88, 15.7418
15, 0.00000, 4866.72, 15.1072, 4954.8, 15.2928, 5012.98, 15.4911
15, 900.00000, 4763.86, 14.6444, 4883.59, 14.7128, 4920.7, 14.9884
15, 1800.00000, 5053.63, 15.2507, 5129.99, 15.4945, 5180.85, 15.6507
15, 2700.00000, 5540.72, 15.4413, 5854.04, 15.7488, 5663.15, 15.7643
16, 0.00000, 5590.81, 15.117, 5949.78, 15.5311, 5688.34, 15.484
16, 900.00000, 5742.41, 16.0146, 6087.34, 16.2591, 5835.46, 16.3984
16, 1800.00000, 5398.05, 15.1809, 5563.97, 15.444, 5446.04, 15.5631
16, 2700.00000, 5204.81, 15.3209, 5231.42, 15.5177, 5247.12, 15.7837
17, 0.00000, 5218.24, 15.8073, 5252.18, 16.0183, 5288.82, 16.3487
17, 900.00000, 5354.62, 16.0137, 5287.1, 15.9105, 5302.35, 16.2717
17, 1800.00000, 5070.3, 14.6429, 5100.15, 14.8598, 5051.58, 15.0321
17, 2700.00000, 5219.14, 15.0746, 5264.78, 15.3826, 5221.52, 15.5735
18, 0.00000, 5332.61, 14.8575, 5400.42, 15.1983, 5377.47, 15.3077
18, 900.00000, 5151.64, 14.1396, 5232.93, 14.6969, 5178.27, 14.6203
18, 1800.00000, 4710.06, 13.3543, 4829.71, 14.0506, 4770.98, 13.8929
18, 2700.00000, 4905.79, 13.8829, 4812.36, 14.0044, 4825.19, 14.0835
19, 0.00000, 4923.87, 13.3215, 4801.3, 13.4298, 4793.24, 13.4587
19, 900.00000, 4679.94, 12.3272, 4609.73, 12.7994, 4655.15, 12.9392
19, 1800.00000, 4757.17, 12.4176, 4657.72, 12.6798, 4752.57, 13.0527
19, 2700.00000, 4866.76, 12.3711, 4616.46, 12.2604, 4687.13, 12.5492
20, 0.00000, 4580.63, 11.6376, 4508.84, 11.8752, 4553.11, 12.1431
20, 900.00000, 4416.28, 11.4861, 4373.23, 11.9258, 4387.89, 12.226
20, 1800.00000, 4469.21, 10.7033, 4378.51, 10.9588, 4414.77, 11.3247
20, 2700.00000, 4380.82, 10.8298, 4334.97, 11.3206, 4388.7, 11.5606
21, 0.00000, 4242.36, 10.9799, 4168.31, 11.3495, 4263, 11.5387
21, 900.00000, 4285.68, 10.5446, 4164.1, 10.3546, 4358.03, 10.6649
21, 1800.00000, 3842.53, 9.34956, 3759.39, 9.50521, 3944.07, 9.65429
21, 2700.00000, 3736.43, 9.12944, 3677.02, 9.32131, 3823.04, 9.37399
22, 0.00000, 3961.65, 11.5759, 3861.4, 11.2998, 3932.86, 10.9338
22, 900.00000, 3573.65, 10.2149, 3547.11, 10.5506, 3723.46, 10.1791
22, 1800.00000, 3503.33, 11.38, 3290.12, 10.3193, 3559.68, 10.6415
22, 2700.00000, 3239.44, 8.58102, 3183.3, 8.836, 3316.43, 9.02343
23, 0.00000, 3110.32, 8.25695, 3079.85, 8.53267, 3148.23, 8.69556
23, 900.00000, 3008.01, 8.40949, 2983.64, 8.7288, 3099.51, 8.74415
23, 1800.00000, 2956.28, 8.96724, 2973.37, 9.31406, 2977.23, 9.08339
23, 2700.00000, 2995.37, 9.85677, 2929.01, 10.0201, 3022.15, 10.0818
24, 0.00000, 2892.68, 9.70115, 2820.84, 9.0443, 2882.53, 9.26811
