hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2, S3 (kVA), Ang3
0, 900.00000, 2685.77, 8.28205, 2685.45, 8.49586, 2705.17, 8.56922
0, 1800.00000, 2617.01, 8.76374, 2613.19, 9.10904, 2643.56, 9.17617
0, 2700.00000, 2547.13, 8.87108, 2548.35, 9.07387, 2618.4, 8.944
1, 0.00000, 2541.75, 8.97079, 2499.61, 9.29553, 2506.06, 9.28561
1, 900.00000, 2435.57, 9.73668, 2403.17, 10.0725, 2500.77, 9.82429
1, 1800.00000, 2355.28, 9.51992, 2320.38, 9.8771, 2368.23, 9.9396
1, 2700.00000, 2256.32, 8.54499, 2232.7, 8.9272, 2298.95, 8.7866
2, 0.00000, 2162.95, 8.43102, 2164.89, 8.91625, 2249.5, 8.63699
2, 900.00000, 2100.28, 8.13536, 2122.32, 8.52538, 2206.27, 8.45814
2, 1800.00000, 2149.96, 8.99953, 2084.96, 9.33485, 2184.26, 9.29205
2, 2700.00000, 2019.05, 8.84477, 2059.18, 8.82504, 2123.06, 8.8786
3, 0.00000, 1999.12, 8.88171, 2059.54, 9.02269, 2104.06, 9.10127
3, 900.00000, 1985.53, 8.80401, 1982.22, 9.02362, 2076.51, 9.096
3, 1800.00000, 1975.42, 8.69075, 1994.88, 9.06765, 2050.84, 9.06536
3, 2700.00000, 1955.86, 9.99584, 1954.32, 10.3772, 2030.41, 10.3565
4, 0.00000, 1948.96, 10.1078, 1947.12, 10.5084, 2021.61, 10.4226
4, 900.00000, 1948.22, 9.32668, 1948.33, 9.99205, 2062.2, 9.85077
4, 1800.00000, 1951.39, 9.22762, 1964.83, 9.80884, 2082.02, 9.79256
4, 2700.00000, 1934.87, 8.96521, 1926.69, 9.35393, 2069.2, 9.49289
5, 0.00000, 2016.76, 9.11864, 2030.46, 9.43829, 2167.13, 9.65602
5, 900.00000, 2004.81, 9.00886, 2010.2, 9.17395, 2142.43, 9.60923
5, 1800.00000, 2081.92, 9.27326, 2055.13, 9.39282, 2202.75, 9.7571
5, 2700.00000, 2505.57, 11.6252, 2370.91, 11.0112, 2487.86, 11.0525
6, 0.00000, 2148.99, 10.3432, 2144.62, 10.5633, 2285.76, 10.799
6, 900.00000, 2260.48, 11.3134, 2146.45, 10.582, 2322.78, 11.2131
