hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2, S3 (kVA), Ang3, S4 (kVA), Ang4
0, 900.00000, 5.15164, -179.974, 5.14778, 179.991, 5.15129, 179.975, 0, 0
0, 1800.00000, 0.0515149, 0.0262399, 0.0514802, -0.00826445, 0.0515149, -0.0179662, 0, 0
0, 2700.00000, 0.0515167, 0.0256613, 0.051481, -0.00422959, 0.0515123, -0.0214175, 0, 0
1, 0.00000, 0.051501, 0.00408055, 0.0514963, -0.00787806, 0.0515127, 0.00379682, 0, 0
1, 900.00000, 0.0515099, 0.00871267, 0.0514939, 0.0021508, 0.0515062, -0.01085, 0, 0
1, 1800.00000, 0.0515059, 0.00914933, 0.0514939, -0.00594543, 0.0515103, -0.00318982, 0, 0
1, 2700.00000, 0.0515083, 0.00490316, 0.0514965, 0.00298733, 0.0515053, -0.00786485, 0, 0
2, 0.00000, 0.0515091, -0.00258838, 0.0515012, 0.0107811, 0.0514998, -0.00817893, 0, 0
2, 900.00000, 0.0515091, -0.00722615, 0.051505, 0.0137773, 0.0514958, -0.00652718, 0, 0
2, 1800.00000, 0.0515044, -0.00873488, 0.0515058, 0.00929509, 0.0514998, -0.000568804, 0, 0
2, 2700.00000, 0.0515069, 0.000234029, 0.0515011, 0.00496612, 0.0515019, -0.00517824, 0, 0
3, 0.00000, 0.0515109, 0.00134325, 0.0514997, 0.00775307, 0.0514994, -0.00909761, 0, 0
3, 900.00000, 0.0515119, -0.00551568, 0.0515038, 0.0156349, 0.0514943, -0.0101175, 0, 0
3, 1800.00000, 0.0515114, -0.00366756, 0.0515019, 0.0122767, 0.0514967, -0.00861002, 0, 0
3, 2700.00000, 0.0515136, -0.000533017, 0.0514994, 0.0124618, 0.0514963, -0.0124838, 0, 0
4, 0.00000, 0.0515144, -0.000261384, 0.0514997, 0.0134529, 0.051496, -0.0130222, 0, 0
4, 900.00000, 0.0515166, -0.00519971, 0.0515035, 0.0197613, 0.05149, -0.0145596, 0, 0
4, 1800.00000, 0.0515177, -0.00227732, 0.0515019, 0.0190306, 0.0514903, -0.0168674, 0, 0
4, 2700.00000, 0.0515184, 0.00127777, 0.0514989, 0.0173322, 0.0514927, -0.0186039, 0, 0
5, 0.00000, 0.0515209, 0.00542949, 0.051497, 0.0164141, 0.0514922, -0.021867, 0, 0
5, 900.00000, 0.0515177, 0.00306099, 0.0514991, 0.0150881, 0.0514931, -0.0181512, 0, 0
5, 1800.00000, 0.0515171, 0.0012647, 0.0514998, 0.0158085, 0.0514924, -0.0177549, 0, 0
5, 2700.00000, 0.051509, 0.00106685, 0.0514988, 0.00801088, 0.0515021, -0.00922974, 0, 0
6, 0.00000, 0.05152, 0.00269505, 0.051499, 0.0171409, 0.0514911, -0.0197782, 0, 0
6, 900.00000, 0.0515061, -0.0125376, 0.0515146, 0.0187459, 0.0514893, -0.0062329, 0, 0
6, 1800.00000, 0.0515043, -0.00554777, 0.0515061, 0.0100589, 0.0514996, -0.00458323, 0, 0
6, 2700.00000, 0.0515165, -0.00330244, 0.051503, 0.018632, 0.0514905, -0.0153251, 0, 0
7, 0.00000, 0.0515135, -0.00334913, 0.0515022, 0.0150581, 0.0514943, -0.0117394, 0, 0
7, 900.00000, 0.0515132, -0.00616651, 0.0515056, 0.0181573, 0.0514912, -0.012017, 0, 0
7, 1800.00000, 0.0515146, -0.00537605, 0.0515052, 0.0188664, 0.0514901, -0.0135553, 0, 0
7, 2700.00000, 0.051515, -0.00162224, 0.051502, 0.015762, 0.0514929, -0.0142462, 0, 0
8, 0.00000, 0.0515143, 0.00473286, 0.0514967, 0.0085416, 0.0514989, -0.0133272, 0, 0
8, 900.00000, 0.0515047, -0.00442888, 0.0515058, 0.00647855, 0.0514995, -0.00210639, 0, 0
8, 1800.00000, 0.0514964, -0.00359208, 0.0515049, -0.000254117, 0.0515086, 0.00375907, 0, 0
8, 2700.00000, 0.0514945, -0.0120176, 0.0515119, 0.00499881, 0.0515035, 0.00696378, 0, 0
9, 0.00000, 0.0514997, -0.00606995, 0.0515059, 0.00359627, 0.0515043, 0.00238775, 0, 0
9, 900.00000, 0.051502, 0.000670672, 0.0514994, -0.00228479, 0.0515085, 0.00154012, 0, 0
9, 1800.00000, 0.051496, -0.00815998, 0.0515048, -0.00212137, 0.0515091, 0.010192, 0, 0
9, 2700.00000, 0.0514938, -0.0167838, 0.0515129, 0.00258827, 0.0515031, 0.0140579, 0, 0
10, 0.00000, 0.0514973, -0.0243041, 0.0515199, 0.0132444, 0.0514927, 0.0109643, 0, 0
10, 900.00000, 0.0515052, -0.0141535, 0.0515131, 0.0113365, 0.0514917, 0.00285456, 0, 0
10, 1800.00000, 0.0515022, -0.00903998, 0.0515079, 0.00488264, 0.0514998, 0.0040743, 0, 0
10, 2700.00000, 0.0515008, -0.0188135, 0.0515166, 0.0118501, 0.0514925, 0.00694845, 0, 0
11, 0.00000, 0.051505, -0.00198235, 0.0515038, 0.00271608, 0.0515013, -0.000733147, 0, 0
11, 900.00000, 0.0515033, 0.000346293, 0.0515017, -0.00159021, 0.0515049, 0.0011703, 0, 0
11, 1800.00000, 0.051505, -0.00629055, 0.0515076, 0.00714844, 0.0514972, -0.00101194, 0, 0
11, 2700.00000, 0.0514979, -0.0186457, 0.0515158, 0.00880615, 0.0514963, 0.00986714, 0, 0
12, 0.00000, 0.0515033, -0.0169328, 0.0515127, 0.0122287, 0.0514939, 0.00464267, 0, 0
12, 900.00000, 0.0515069, -0.021676, 0.0515164, 0.0218884, 0.0514866, -0.000245542, 0, 0
12, 1800.00000, 0.0515069, -0.0181997, 0.0515132, 0.0188529, 0.05149, -0.000633931, 0, 0
12, 2700.00000, 0.051511, -0.0140394, 0.0515102, 0.0185911, 0.0514888, -0.00457569, 0, 0
13, 0.00000, 0.0515091, -0.0143322, 0.0515111, 0.016334, 0.0514898, -0.00202592, 0, 0
13, 900.00000, 0.0515016, -0.0138783, 0.0515113, 0.00850735, 0.0514971, 0.00532977, 0, 0
13, 1800.00000, 0.0515162, -0.00477724, 0.0515055, 0.0153829, 0.0514884, -0.0106164, 0, 0
13, 2700.00000, 0.0515172, -0.00727151, 0.0515085, 0.0188676, 0.0514843, -0.0115472, 0, 0
14, 0.00000, 0.0515259, -0.000197521, 0.051502, 0.0216569, 0.0514821, -0.0214739, 0, 0
14, 900.00000, 0.0515292, 0.000518556, 0.0515001, 0.0238381, 0.0514807, -0.0243225, 0, 0
14, 1800.00000, 0.0515316, 0.00604375, 0.0514984, 0.0240137, 0.0514801, -0.0300741, 0, 0
14, 2700.00000, 0.0515306, 0.00960847, 0.0514922, 0.0198969, 0.0514871, -0.0295909, 0, 0
15, 0.00000, 0.0515309, 0.0124637, 0.0514917, 0.0165906, 0.0514874, -0.0289846, 0, 0
15, 900.00000, 0.0515261, 0.0138682, 0.0514922, 0.00893264, 0.0514918, -0.0227637, 0, 0
15, 1800.00000, 0.0515238, 0.00970765, 0.0514934, 0.00873911, 0.0514926, -0.0186275, 0, 0
15, 2700.00000, 0.05153, 0.0580398, 0.0514522, -0.0315606, 0.0515279, -0.0265534, 0, 0
16, 0.00000, 0.0515251, 0.0619512, 0.0514475, -0.04278, 0.0515375, -0.0192695, 0, 0
16, 900.00000, 0.0515175, 0.0566379, 0.051455, -0.0462986, 0.0515375, -0.0104033, 0, 0
16, 1800.00000, 0.0515169, 0.0308058, 0.0514764, -0.0195868, 0.0515167, -0.011216, 0, 0
16, 2700.00000, 0.0515195, 0.00421889, 0.0514967, 0.00680993, 0.0514939, -0.0108984, 0, 0
17, 0.00000, 0.0515184, 0.00563937, 0.0514953, 0.00331615, 0.0514962, -0.00897532, 0, 0
17, 900.00000, 0.0515091, 0.00128451, 0.0514989, -0.00201975, 0.051502, 0.000699109, 0, 0
17, 1800.00000, 0.051515, 0.000872102, 0.0514986, 0.00414918, 0.0514964, -0.00501096, 0, 0
17, 2700.00000, 0.0515088, -0.00532097, 0.0515033, 0.0025624, 0.0514977, 0.00264961, 0, 0
18, 0.00000, 0.0515145, -0.00169134, 0.0515002, 0.00570192, 0.0514952, -0.00401638, 0, 0
18, 900.00000, 0.0515135, -0.00607036, 0.0515018, 0.00842096, 0.0514949, -0.00222043, 0, 0
18, 1800.00000, 0.0515124, -0.00212499, 0.0515006, 0.00569085, 0.0514974, -0.00328919, 0, 0
18, 2700.00000, 0.0515028, -0.00968562, 0.0515066, 0.00447259, 0.0515005, 0.00511491, 0, 0
19, 0.00000, 0.0515004, -0.0137652, 0.0515085, 0.00527924, 0.0515011, 0.00849492, 0, 0
19, 900.00000, 0.0515076, -0.0108784, 0.0515062, 0.0113763, 0.0514963, -0.000408456, 0, 0
19, 1800.00000, 0.0515051, -0.0174304, 0.0515123, 0.0136627, 0.0514925, 0.00371489, 0, 0
19, 2700.00000, 0.0514937, -0.0241307, 0.0515147, 0.00775017, 0.0515017, 0.0163705, 0, 0
20, 0.00000, 0.0514985, -0.0163408, 0.0515112, 0.00607799, 0.0515004, 0.0103671, 0, 0
20, 900.00000, 0.0515028, -0.011293, 0.0515072, 0.00378285, 0.0515001, 0.00757061, 0, 0
20, 1800.00000, 0.0514953, -0.020857, 0.0515168, 0.00500315, 0.0514979, 0.0158672, 0, 0
20, 2700.00000, 0.0515054, -0.0105563, 0.0515077, 0.00763858, 0.0514969, 0.00293568, 0, 0
21, 0.00000, 0.0515121, 0.000415829, 0.0514985, 0.00742084, 0.0514995, -0.00777646, 0, 0
21, 900.00000, 0.0515074, 0.0195372, 0.051488, -0.0109439, 0.0515146, -0.00863566, 0, 0
21, 1800.00000, 0.0515083, 0.0145673, 0.0514915, -0.00545427, 0.0515104, -0.00894612, 0, 0
21, 2700.00000, 0.0515158, 0.0303655, 0.0514797, -0.0101087, 0.0515145, -0.020224, 0, 0
22, 0.00000, 0.0515088, 0.0433443, 0.0514652, -0.0277208, 0.0515359, -0.0157742, 0, 0
22, 900.00000, 0.0515125, 0.0339071, 0.0514749, -0.0144408, 0.0515227, -0.0193548, 0, 0
22, 1800.00000, 0.0515112, 0.0242292, 0.0514845, -0.00265811, 0.0515143, -0.0215352, 0, 0
22, 2700.00000, 0.0515146, 0.0244833, 0.0514845, -0.00454028, 0.0515109, -0.019861, 0, 0
23, 0.00000, 0.051517, 0.0220078, 0.0514843, -0.00193357, 0.0515088, -0.020065, 0, 0
23, 900.00000, 0.0515117, 0.0185711, 0.0514883, -0.0045942, 0.05151, -0.0139657, 0, 0
23, 1800.00000, 0.0515174, 0.0194694, 0.0514848, -0.000491807, 0.0515078, -0.0189849, 0, 0
23, 2700.00000, 0.0515157, 0.0199049, 0.0514864, 0.000745766, 0.0515078, -0.0206933, 0, 0
24, 0.00000, 0.0515111, 0.0199718, 0.0514876, -0.00242202, 0.0515113, -0.0175373, 0, 0
