hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2, S3 (kVA), Ang3
0, 900.00000, 2680.03, 15.2149, 2435.41, 13.7603, 2478.38, 14.5513
0, 1800.00000, 2686.89, 16.0483, 2422.4, 14.4503, 2451.44, 15.2253
0, 2700.00000, 2650.45, 16.1155, 2389.52, 14.5293, 2415.68, 15.2282
1, 0.00000, 2615.54, 16.25, 2350.58, 14.6439, 2395.57, 15.5358
1, 900.00000, 2579.96, 16.8233, 2319.51, 15.3377, 2368.76, 16.191
1, 1800.00000, 2555.14, 16.986, 2298.57, 15.4461, 2323.64, 16.1977
1, 2700.00000, 2466.19, 15.7847, 2239.24, 14.2077, 2275.82, 15.086
2, 0.00000, 2437.26, 15.6005, 2212.86, 14.0181, 2257.96, 14.9908
2, 900.00000, 2449.42, 15.3975, 2220.38, 13.6929, 2229.13, 14.5397
2, 1800.00000, 2486.12, 16.0059, 2258.24, 14.2802, 2275.87, 15.1563
2, 2700.00000, 2442.01, 15.6614, 2217.2, 13.9204, 2232.45, 14.8488
3, 0.00000, 2463.54, 15.7909, 2234.69, 14.0425, 2255.09, 15.0744
3, 900.00000, 2441.89, 15.9887, 2220.61, 14.247, 2205, 15.0516
3, 1800.00000, 2418.02, 15.8286, 2208.9, 14.1252, 2195.42, 14.9401
3, 2700.00000, 2437.4, 16.7301, 2223.94, 15.1409, 2220.54, 16.0146
4, 0.00000, 2461.44, 16.713, 2253.23, 15.1868, 2252.09, 16.1116
4, 900.00000, 2543.64, 16.1385, 2304.14, 14.5589, 2331.53, 15.5177
4, 1800.00000, 2566.16, 15.9631, 2340.35, 14.4471, 2331.71, 15.2397
4, 2700.00000, 2539.89, 15.6668, 2329.92, 14.1984, 2317.46, 14.9339
5, 0.00000, 2678.09, 15.558, 2448.22, 14.1838, 2436.99, 14.7902
5, 900.00000, 2655.47, 15.2574, 2437.95, 14.0336, 2453.64, 14.4697
5, 1800.00000, 2675.68, 14.9947, 2456.71, 13.7386, 2441.9, 14.1923
5, 2700.00000, 2994.45, 15.7275, 2753.64, 14.6812, 2746.08, 15.0141
6, 0.00000, 2813.09, 16.2286, 2535.85, 15.0609, 2538.17, 15.4648
6, 900.00000, 2798.52, 16.3484, 2523.96, 15.2113, 2526.97, 15.3836
6, 1800.00000, 2907.44, 15.6701, 2612.84, 14.4614, 2638.17, 14.9082
6, 2700.00000, 2903.08, 15.7537, 2635, 14.6485, 2710.87, 15.1878
7, 0.00000, 2987.07, 15.4765, 2709.63, 14.2791, 2799.44, 15.1129
7, 900.00000, 3144.23, 14.8831, 2845.53, 13.5884, 2875.36, 14.1993
7, 1800.00000, 3372.86, 15.327, 3039.64, 14.0613, 3084.06, 14.6145
7, 2700.00000, 3689.94, 16.0302, 3299.23, 14.8323, 3394.9, 15.4974
8, 0.00000, 3830.28, 15.7131, 3473.16, 14.4968, 3537.05, 15.2887
8, 900.00000, 3900.81, 15.9352, 3593.34, 14.9075, 3606.02, 15.5222
8, 1800.00000, 4045.22, 16.1251, 3725.79, 15.1892, 3780.7, 15.9268
8, 2700.00000, 4150.36, 15.703, 3830.74, 14.6984, 3910.3, 15.5275
9, 0.00000, 4362.12, 16.3706, 4028.99, 15.4096, 4133.66, 16.2365
9, 900.00000, 4508.34, 16.6393, 4121.63, 15.6573, 4196.67, 16.3766
9, 1800.00000, 4573.05, 15.9352, 4220.27, 14.9775, 4231.87, 15.4957
9, 2700.00000, 4790.66, 16.7281, 4523.15, 16.2139, 4456.69, 16.49
10, 0.00000, 5203.32, 17.3573, 4812.93, 16.7021, 4822.13, 17.073
10, 900.00000, 5099.41, 16.5787, 4726.55, 15.9046, 4719.22, 16.2642
10, 1800.00000, 5144.54, 17.006, 4794.42, 16.3628, 4851.34, 16.926
10, 2700.00000, 5225.27, 17.1982, 4876.78, 16.563, 4902.72, 17.0061
11, 0.00000, 5241.58, 16.4786, 4942.27, 15.8787, 4914.74, 16.3209
11, 900.00000, 5357.57, 17.1975, 4999, 16.5777, 4979.13, 16.9915
11, 1800.00000, 5756.76, 17.5389, 5341.73, 17.0231, 5361.29, 17.4608
11, 2700.00000, 5500.99, 16.9748, 5130.97, 16.3378, 5155.98, 16.8587
12, 0.00000, 5633.25, 17.6946, 5247.04, 17.1065, 5296.89, 17.6652
12, 900.00000, 5724.57, 17.8124, 5334.49, 17.2046, 5367.59, 17.6979
12, 1800.00000, 5691.39, 17.7532, 5288.16, 17.1498, 5318.61, 17.649
12, 2700.00000, 5781.4, 17.8512, 5329.21, 17.221, 5362.65, 17.7142
13, 0.00000, 5855.54, 17.9727, 5404.59, 17.3534, 5425.32, 17.7509
13, 900.00000, 5877.1, 17.9147, 5437.91, 17.4016, 5461.79, 17.8048
13, 1800.00000, 6261.37, 18.2959, 5713.23, 17.6823, 5802.19, 18.1212
13, 2700.00000, 6100.95, 17.7106, 5579.69, 17.0398, 5662.59, 17.4713
14, 0.00000, 6146.29, 18.6064, 5582.5, 17.9294, 5691.55, 18.4218
14, 900.00000, 6109.02, 18.6132, 5545.54, 18.0559, 5648.12, 18.5081
14, 1800.00000, 6125.59, 18.0204, 5555.38, 17.3791, 5669.86, 17.7997
14, 2700.00000, 6181.18, 18.2848, 5599.9, 17.6469, 5710.99, 18.0129
15, 0.00000, 6079.77, 18.0231, 5493.73, 17.4583, 5600.48, 17.841
15, 900.00000, 6120.24, 17.5194, 5541.61, 16.9188, 5655.02, 17.2068
15, 1800.00000, 6285.75, 17.9202, 5688.57, 17.452, 5834.72, 17.699
15, 2700.00000, 6949.49, 17.9518, 6210.41, 17.6716, 6541.26, 17.8233
16, 0.00000, 6985.19, 17.7107, 6240.43, 17.3838, 6569.7, 17.5966
16, 900.00000, 7145.71, 18.3887, 6398.86, 18.1475, 6760.49, 18.3535
16, 1800.00000, 6600.47, 17.8921, 5894.74, 17.6495, 6195.94, 17.9623
16, 2700.00000, 6228.88, 18.2968, 5599.51, 17.7314, 5818.42, 18.0885
17, 0.00000, 6266.69, 18.8514, 5564.25, 18.2545, 5793.5, 18.489
17, 900.00000, 6150.07, 18.8232, 5487.11, 18.3146, 5672.26, 18.4386
17, 1800.00000, 5754.17, 18.0834, 5168.68, 17.6133, 5392.93, 17.868
17, 2700.00000, 5815.46, 18.4388, 5254.82, 18.1501, 5467.29, 18.2366
18, 0.00000, 5939.2, 18.1755, 5412.43, 17.9386, 5613.29, 17.9675
18, 900.00000, 5645.24, 17.8162, 5089.72, 17.4514, 5343.24, 17.7183
18, 1800.00000, 5136.33, 17.5733, 4628.8, 17.3188, 4872.51, 17.577
18, 2700.00000, 5133.69, 17.9219, 4583.49, 17.4095, 4821.94, 17.6923
19, 0.00000, 5011.24, 17.4053, 4520.8, 16.9249, 4702.53, 17.1966
19, 900.00000, 4889.42, 17.1888, 4388.67, 16.7892, 4569.99, 16.9116
19, 1800.00000, 4978.28, 17.0492, 4470.92, 16.5775, 4648.6, 16.6439
19, 2700.00000, 4790.48, 16.6934, 4267.62, 16.1584, 4442.03, 16.3403
20, 0.00000, 4687.95, 16.3739, 4210.97, 15.7588, 4352.98, 16.0912
20, 900.00000, 4564.13, 16.4523, 4071.97, 15.7804, 4247.02, 16.2854
20, 1800.00000, 4574.58, 15.6134, 4097.81, 14.9823, 4215.64, 15.229
20, 2700.00000, 4516.44, 15.8841, 4049.85, 15.0887, 4174.23, 15.3323
21, 0.00000, 4297.14, 15.9747, 3920.95, 15.4267, 4007.26, 15.7056
21, 900.00000, 4289.3, 15.2606, 3908.36, 14.6924, 4022.84, 14.8592
21, 1800.00000, 3814.64, 15.1274, 3498.95, 14.5344, 3626.2, 14.8691
21, 2700.00000, 3690.44, 14.8666, 3432.41, 14.3671, 3542.03, 14.8463
22, 0.00000, 3833.08, 16.407, 3455.34, 15.5829, 3638.41, 16.1753
22, 900.00000, 3632.76, 16.0283, 3249.19, 15.166, 3422.49, 15.7836
22, 1800.00000, 3367.75, 15.9716, 3087.33, 15.0283, 3145.45, 15.5543
22, 2700.00000, 3156.31, 15.0459, 2932.39, 14.2312, 2988.71, 14.8055
23, 0.00000, 3043.94, 14.927, 2789.75, 13.9281, 2859.51, 14.5447
23, 900.00000, 2972, 15.0191, 2743.61, 14.0859, 2785.37, 14.683
23, 1800.00000, 2917.63, 15.744, 2730.39, 14.9039, 2738.36, 15.3948
23, 2700.00000, 2990.72, 16.4937, 2750.77, 15.5222, 2837.23, 16.2525
24, 0.00000, 2811.22, 15.3717, 2567, 14.0842, 2621.87, 14.8548
