hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
0, 900.00000, 7415.54, -2.60751E-005, 7415.54, -120, 7415.54, 120, 442.463, -12.3348, 406.819, -131.087, 426.043, 108.481
0, 1800.00000, 7415.54, -2.49263E-005, 7415.54, -120, 7415.54, 120, 434.41, -13.2959, 396.65, -131.926, 417.713, 107.795
0, 2700.00000, 7415.54, -2.45849E-005, 7415.54, -120, 7415.54, 120, 428.667, -13.3126, 387.448, -132.024, 408.305, 107.736
1, 0.00000, 7415.54, -2.4216E-005, 7415.54, -120, 7415.54, 120, 423.49, -13.4169, 378.049, -132.2, 398.846, 107.316
1, 900.00000, 7415.54, -2.30673E-005, 7415.54, -120, 7415.54, 120, 411.145, -14.0767, 365.536, -133.008, 391.584, 106.717
1, 1800.00000, 7415.54, -2.236E-005, 7415.54, -120, 7415.54, 120, 402.289, -14.3953, 355.932, -133.249, 374.348, 106.366
1, 2700.00000, 7415.54, -2.19235E-005, 7415.54, -120, 7415.54, 120, 384.477, -13.5127, 340.472, -132.405, 355.668, 106.906
2, 0.00000, 7415.54, -2.11424E-005, 7415.54, -120, 7415.54, 120, 371.84, -13.6116, 335.317, -132.246, 342.147, 106.641
2, 900.00000, 7415.54, -2.06874E-005, 7415.54, -120, 7415.54, 120, 365.025, -13.7245, 331.036, -132.16, 336.373, 106.991
2, 1800.00000, 7415.54, -2.03227E-005, 7415.54, -120, 7415.54, 120, 367.359, -14.5512, 331.706, -133.059, 341.072, 106.16
2, 2700.00000, 7415.54, -1.98237E-005, 7415.54, -120, 7415.54, 120, 356.611, -14.3869, 321.551, -132.852, 329.271, 106.277
3, 0.00000, 7415.54, -1.95845E-005, 7415.54, -120, 7415.54, 120, 355.001, -14.6435, 322.029, -132.987, 328.91, 105.903
3, 900.00000, 7415.54, -1.92709E-005, 7415.54, -120, 7415.54, 120, 351.676, -14.8678, 318.707, -133.253, 321.37, 105.909
3, 1800.00000, 7415.54, -1.9029E-005, 7415.54, -120, 7415.54, 120, 346.164, -14.7618, 321.726, -133.055, 321.389, 106.054
3, 2700.00000, 7415.54, -1.84012E-005, 7415.54, -120, 7415.54, 120, 345.391, -15.785, 319.011, -134.173, 319.287, 104.813
4, 0.00000, 7415.54, -1.85985E-005, 7415.54, -120, 7415.54, 120, 349.16, -15.7915, 322.392, -134.226, 320.964, 104.58
4, 900.00000, 7415.54, -1.90441E-005, 7415.54, -120, 7415.54, 120, 354.116, -15.4834, 326.681, -133.723, 329.13, 105.043
4, 1800.00000, 7415.54, -1.91833E-005, 7415.54, -120, 7415.54, 120, 355.356, -15.3603, 335.04, -133.595, 328.273, 105.303
4, 2700.00000, 7415.54, -1.92182E-005, 7415.54, -120, 7415.54, 120, 352.716, -15.0564, 328.469, -133.45, 326.395, 105.567
5, 0.00000, 7415.54, -2.01517E-005, 7415.54, -120, 7415.54, 120, 369.759, -15.0498, 338.019, -133.697, 340.211, 105.572
5, 900.00000, 7415.54, -2.03195E-005, 7415.54, -120, 7415.54, 120, 369.301, -14.7334, 338.232, -133.559, 343.305, 105.826
5, 1800.00000, 7415.54, -2.06439E-005, 7415.54, -120, 7415.54, 120, 372.585, -14.4991, 340.801, -133.269, 341.78, 106.114
5, 2700.00000, 7415.54, -2.25033E-005, 7415.54, -120, 7415.54, 120, 415.17, -15.2328, 379.808, -134.186, 382.247, 105.319
6, 0.00000, 7415.54, -2.08355E-005, 7415.54, -120, 7415.54, 120, 389.211, -15.6348, 350.378, -134.49, 353.528, 104.964
6, 900.00000, 7415.54, -2.04254E-005, 7415.54, -120, 7415.54, 120, 382.034, -15.675, 345.844, -134.513, 348.207, 105.128
6, 1800.00000, 7415.54, -2.23794E-005, 7415.54, -120, 7415.54, 120, 415.691, -15.4537, 369.646, -134.164, 374.235, 105.192
6, 2700.00000, 7415.54, -2.20598E-005, 7415.54, -120, 7415.54, 120, 406.594, -15.2005, 370.264, -133.962, 377.385, 105.162
7, 0.00000, 7415.54, -2.29537E-005, 7415.54, -120, 7415.54, 120, 419.751, -14.9418, 379.758, -133.67, 389.527, 105.226
7, 900.00000, 7415.54, -2.44438E-005, 7415.54, -120, 7415.54, 120, 438.363, -14.2881, 397.692, -132.915, 397.381, 106.163
7, 1800.00000, 7415.54, -2.59555E-005, 7415.54, -120, 7415.54, 120, 470.831, -14.6762, 428.512, -133.27, 425.949, 105.839
7, 2700.00000, 7415.54, -2.77014E-005, 7415.54, -120, 7415.54, 120, 512.027, -15.2993, 464.731, -133.916, 468.093, 105.075
