hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2, S3 (kVA), Ang3, S4 (kVA), Ang4
0, 900.00000, 0.0579809, 0.0259653, 0.0579327, -0.000633352, 0.0579664, -0.0253393, 0, 0
0, 1800.00000, 0.0579791, 0.0243475, 0.0579342, -0.00151697, 0.0579667, -0.0228376, 0, 0
0, 2700.00000, 0.0579747, 0.0210029, 0.0579381, -0.00324122, 0.0579672, -0.0177649, 0, 0
1, 0.00000, 0.0579706, 0.0147031, 0.0579441, -0.0032325, 0.0579654, -0.0114694, 0, 0
1, 900.00000, 0.0579754, 0.0103415, 0.0579459, 0.00467153, 0.0579587, -0.015016, 0, 0
1, 1800.00000, 0.0579699, 0.00356237, 0.0579527, 0.00382417, 0.0579574, -0.00738586, 0, 0
1, 2700.00000, 0.0579688, 0.00928592, 0.0579486, -0.00219185, 0.0579627, -0.00708749, 0, 0
2, 0.00000, 0.057966, 0.00689943, 0.0579514, -0.00363157, 0.0579626, -0.00326773, 0, 0
2, 900.00000, 0.0579653, 0.00965082, 0.0579496, -0.00558534, 0.0579651, -0.0040678, 0, 0
2, 1800.00000, 0.0579768, 0.00980367, 0.0579457, 0.00371806, 0.0579575, -0.0135184, 0, 0
2, 2700.00000, 0.0579722, 0.00566803, 0.0579504, 0.00249722, 0.0579574, -0.00816564, 0, 0
3, 0.00000, 0.0579764, 0.00667052, 0.0579486, 0.00572713, 0.0579549, -0.0124102, 0, 0
3, 900.00000, 0.0579737, 0.00464087, 0.0579511, 0.00485752, 0.0579552, -0.00949904, 0, 0
3, 1800.00000, 0.0579718, 0.00728648, 0.0579498, 0.00127437, 0.0579583, -0.00856622, 0, 0
3, 2700.00000, 0.0579715, 0.00384294, 0.0579528, 0.00366633, 0.0579557, -0.00750444, 0, 0
4, 0.00000, 0.057969, 0.00010506, 0.0579565, 0.00404297, 0.0579545, -0.00415352, 0, 0
4, 900.00000, 0.0579696, -0.00291852, 0.0579591, 0.00644898, 0.0579513, -0.00354269, 0, 0
4, 1800.00000, 0.0579628, 0.00166187, 0.057957, -0.00301649, 0.0579602, 0.0013423, 0, 0
4, 2700.00000, 0.0579603, -0.00150303, 0.0579606, -0.00248099, 0.0579591, 0.00398702, 0, 0
5, 0.00000, 0.0579662, -0.00357586, 0.0579605, 0.004631, 0.0579532, -0.00105556, 0, 0
5, 900.00000, 0.0579654, -0.00217577, 0.0579591, 0.00286307, 0.0579555, -0.000694474, 0, 0
5, 1800.00000, 0.0579594, -0.00371729, 0.0579625, -0.00126698, 0.0579582, 0.00497655, 0, 0
5, 2700.00000, 0.0579542, -0.00636731, 0.0579656, -0.00357449, 0.0579602, 0.00991753, 0, 0
6, 0.00000, 0.0579543, -0.0151556, 0.0579735, 0.00366325, 0.0579522, 0.0115104, 0, 0
6, 900.00000, 0.0579574, -0.00644758, 0.0579653, 0.000489053, 0.0579573, 0.00596926, 0, 0
