Unnamed: 0,Values,Differentiator
1416,1.184960000000001,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_pif
1417,1.184960000000001,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_pif
1418,1.184960000000001,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_pif
1419,1.184960000000001,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_pif
1420,1.184960000000001,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_pif
1421,1.184960000000001,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_pif
1422,1.1334400000000004,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_pif
1423,1.1334400000000004,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_pif
1424,1.1334400000000004,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_pif
1425,1.1334400000000004,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_pif
1426,1.1334400000000004,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_pif
1427,1.0819200000000002,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_pif
1428,1.0819200000000002,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_pif
1429,1.0948000000000002,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_pif
1430,1.0819200000000002,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_pif
1431,1.0819200000000002,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_pif
1432,1.0819200000000002,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_pif
1433,1.0819200000000002,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_pif
1434,1.0819200000000002,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_pif
1435,1.0432800000000002,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_pif
1436,1.0432800000000002,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_pif
1437,1.0304000000000002,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_pif
1438,1.0432800000000002,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_pif
1439,1.0304000000000002,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_pif
0,1.4720000000000004,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
1,1.4720000000000004,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
2,1.4720000000000004,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
3,1.4720000000000004,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
4,1.4168000000000005,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
5,1.4168000000000005,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
6,1.3984000000000003,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
7,1.3984000000000003,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
8,1.3984000000000003,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
9,1.3984000000000003,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
10,1.3432000000000002,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
11,1.3432000000000002,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
12,1.3432000000000002,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
13,1.3248000000000002,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
14,1.3248000000000002,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
15,1.3248000000000002,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
16,1.3248000000000002,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
17,1.3248000000000002,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
18,1.2696,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
19,1.2696,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
20,1.2512,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
21,1.2512,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
22,1.2512,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
23,1.2512,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
24,1.2512,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
25,1.2512,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
26,1.2512,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
27,1.2512,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
28,1.2512,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
29,1.2512,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
30,1.2512,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
31,1.2512,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
32,1.2512,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
33,1.2512,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
34,1.1776,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
35,1.1776,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
36,1.196,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
37,1.196,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
38,1.1776,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
39,1.1776,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
40,1.1776,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
41,1.1776,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
42,1.1776,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
43,1.1776,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
44,1.1776,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
45,1.104,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
46,1.104,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
47,1.104,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
48,1.104,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
49,1.104,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
50,1.104,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
51,1.104,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
52,1.104,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
53,1.104,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
54,1.104,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
55,1.104,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
56,1.104,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
57,1.104,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
58,1.104,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
59,1.104,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
60,1.0304,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
61,1.0304,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
62,1.0304,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
63,1.0304,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
64,1.0304,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
65,1.0304,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
66,1.0304,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
67,0.9568,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
68,0.9568,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
69,0.9568,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
70,0.9568,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
71,0.9568,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
72,0.9568,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
73,0.9568,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
74,0.9568,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
75,0.9568,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
76,0.9568,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
77,0.9016000000000002,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
78,0.9016000000000002,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
79,0.8832000000000001,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
80,0.8832000000000001,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
81,0.8832000000000001,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
82,0.8832000000000001,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
83,0.8832000000000001,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
84,0.8832000000000001,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
85,0.8280000000000001,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
86,0.8096000000000001,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
87,0.8096000000000001,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
88,0.8096000000000001,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
89,0.8096000000000001,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
90,0.8096000000000001,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
91,0.8096000000000001,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
92,0.8096000000000001,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
93,0.8096000000000001,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
94,0.8096000000000001,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
95,0.7544000000000001,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
96,0.7360000000000001,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
97,0.7360000000000001,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
98,0.7360000000000001,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
99,0.6808000000000001,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
100,0.6808000000000001,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
101,0.6808000000000001,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
102,0.6624000000000001,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
103,0.6808000000000001,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
104,0.6624000000000001,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
105,0.6624000000000001,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
106,0.6624000000000001,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
107,0.6624000000000001,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
108,0.6624000000000001,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
109,0.6624000000000001,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
110,0.6624000000000001,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
111,0.6624000000000001,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
112,0.6624000000000001,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
113,0.6624000000000001,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
114,0.6624000000000001,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
115,0.6624000000000001,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
116,0.5888,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
117,0.5888,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
118,0.5888,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
119,0.5888,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
120,0.5888,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
121,0.5888,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
122,0.5888,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
123,0.5888,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
124,0.5888,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
125,0.5336,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
126,0.5336,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
127,0.5336,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
128,0.5336,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
129,0.5336,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
130,0.5336,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
131,0.5152,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
132,0.5152,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
133,0.5152,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
134,0.5152,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
135,0.5152,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
136,0.5152,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
137,0.5152,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
138,0.5152,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
139,0.5152,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
140,0.5152,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
141,0.4600000000000001,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
142,0.4600000000000001,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
143,0.4416,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
144,0.4416,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
145,0.3864,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
146,0.3864,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
147,0.3864,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
148,0.3864,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
149,0.368,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
150,0.368,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
151,0.368,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
152,0.368,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
153,0.368,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
154,0.368,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
155,0.368,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
156,0.368,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
157,0.368,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
158,0.368,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
159,0.368,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
160,0.368,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
161,0.368,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
162,0.368,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
163,0.368,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
164,0.368,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
165,0.368,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
166,0.368,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
167,0.368,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
168,0.368,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
169,0.2944,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
170,0.2944,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
171,0.2944,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
172,0.2944,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
173,0.2944,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
174,0.2944,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
175,0.2944,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
176,0.2944,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
177,0.2944,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
178,0.2944,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
179,0.2944,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
180,0.2944,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
181,0.2944,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
182,0.2944,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
183,0.2944,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
184,0.2944,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
185,0.2944,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
186,0.2944,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
187,0.2944,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
188,0.2944,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
189,0.2944,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
190,0.2944,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
191,0.2944,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
192,0.2944,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
193,0.2944,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
194,0.2944,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
195,0.2944,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
196,0.2944,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
197,0.2944,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
198,0.2944,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
199,0.2944,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
200,0.2944,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
201,0.2944,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
202,0.2944,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
203,0.2944,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
204,0.2944,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
205,0.2944,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
206,0.2944,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
207,0.2944,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
208,0.2392,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
209,0.2392,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
210,0.2392,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
211,0.2392,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
212,0.2208,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
213,0.2208,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
214,0.2208,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
215,0.2208,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
216,0.2208,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
217,0.2208,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
218,0.2208,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
219,0.2208,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
220,0.2208,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
221,0.2208,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
222,0.2208,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
223,0.2208,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
224,0.2208,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
225,0.2208,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
226,0.2208,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
227,0.2208,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
228,0.2208,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
229,0.2208,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
230,0.2208,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
231,0.2208,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
232,0.2208,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
233,0.2208,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
234,0.2208,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
235,0.2208,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
236,0.2208,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
237,0.1472,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
238,0.1472,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
239,0.1472,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
240,0.1472,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
241,0.1472,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
242,0.1472,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
243,0.1472,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
244,0.1472,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
245,0.1472,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
246,0.1472,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
247,0.1472,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
248,0.1472,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
249,0.1472,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
250,0.1472,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
251,0.1472,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
252,0.1472,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
253,0.1472,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
254,0.1472,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
255,0.1472,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
256,0.1472,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
257,0.1472,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
258,0.1472,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
259,0.1472,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
260,0.1472,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
261,0.1472,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
262,0.1472,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
263,0.1472,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
264,0.1472,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
265,0.1472,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
266,0.1472,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
267,0.1472,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
268,0.1472,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
269,0.1472,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
270,0.1472,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
271,0.1472,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
272,0.1472,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
273,0.1472,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
274,0.1472,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
275,0.1472,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
276,0.1472,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
277,0.1472,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
278,0.1472,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
279,0.1472,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
280,0.092,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
281,0.0736,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
282,0.0736,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
283,0.0736,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
284,0.0736,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
285,0.0736,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
286,0.0736,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs.csv_wopif
