hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
0, 900.00000, 7415.54, -3.95339E-005, 7415.54, -120, 7415.54, 120, 644.576, -10.8348, 663.257, -131.021, 639.744, 109.305
0, 1800.00000, 7415.54, -3.90286E-005, 7415.54, -120, 7415.54, 120, 640.885, -11.11, 659.881, -131.26, 635.372, 109.05
0, 2700.00000, 7415.54, -3.82489E-005, 7415.54, -120, 7415.54, 120, 625.992, -10.981, 649.217, -131.176, 630.778, 109.107
1, 0.00000, 7415.54, -3.79168E-005, 7415.54, -120, 7415.54, 120, 622.517, -11.1025, 654.899, -131.233, 622.801, 109.021
1, 900.00000, 7415.54, -3.73116E-005, 7415.54, -120, 7415.54, 120, 612.82, -11.1172, 645.354, -131.268, 614.251, 109.019
1, 1800.00000, 7415.54, -3.68447E-005, 7415.54, -120, 7415.54, 120, 605.034, -11.1095, 633.035, -131.315, 606.919, 108.947
1, 2700.00000, 7415.54, -3.64356E-005, 7415.54, -120, 7415.54, 120, 599.693, -11.1976, 630.616, -131.359, 591.382, 108.788
2, 0.00000, 7415.54, -3.58359E-005, 7415.54, -120, 7415.54, 120, 591.549, -11.3092, 621.28, -131.476, 585.021, 108.711
2, 900.00000, 7415.54, -3.53113E-005, 7415.54, -120, 7415.54, 120, 583.97, -11.3795, 615.868, -131.614, 583.762, 108.598
2, 1800.00000, 7415.54, -3.50662E-005, 7415.54, -120, 7415.54, 120, 582.642, -11.5574, 612.285, -131.749, 581.726, 108.487
2, 2700.00000, 7415.54, -3.48717E-005, 7415.54, -120, 7415.54, 120, 578.895, -11.5236, 600.067, -131.767, 575.723, 108.566
3, 0.00000, 7415.54, -3.45495E-005, 7415.54, -120, 7415.54, 120, 574.246, -11.5695, 595.716, -131.815, 575.596, 108.546
3, 900.00000, 7415.54, -3.48424E-005, 7415.54, -120, 7415.54, 120, 577.89, -11.4896, 592.818, -131.841, 569.865, 108.542
3, 1800.00000, 7415.54, -3.47636E-005, 7415.54, -120, 7415.54, 120, 578.57, -11.6196, 596.99, -131.873, 571.868, 108.474
3, 2700.00000, 7415.54, -3.42734E-005, 7415.54, -120, 7415.54, 120, 570.412, -11.6194, 590.586, -131.828, 568.556, 108.475
4, 0.00000, 7415.54, -3.45311E-005, 7415.54, -120, 7415.54, 120, 575.144, -11.6487, 595.07, -131.924, 570.112, 108.4
4, 900.00000, 7415.54, -3.41763E-005, 7415.54, -120, 7415.54, 120, 571.67, -11.8089, 593.167, -132.014, 571.074, 108.294
4, 1800.00000, 7415.54, -3.44698E-005, 7415.54, -120, 7415.54, 120, 576.532, -11.8061, 596.435, -132.057, 576.023, 108.291
4, 2700.00000, 7415.54, -3.44861E-005, 7415.54, -120, 7415.54, 120, 578.854, -11.9387, 595.577, -132.214, 576.908, 108.123
5, 0.00000, 7415.54, -3.48519E-005, 7415.54, -120, 7415.54, 120, 589.939, -12.251, 608.924, -132.51, 586.983, 107.926
5, 900.00000, 7415.54, -3.4175E-005, 7415.54, -120, 7415.54, 120, 573.91, -11.9565, 596.753, -132.373, 576.4, 108.065
5, 1800.00000, 7415.54, -3.46825E-005, 7415.54, -120, 7415.54, 120, 589.152, -12.3809, 608.658, -132.664, 589.179, 107.681
5, 2700.00000, 7415.54, -3.54024E-005, 7415.54, -120, 7415.54, 120, 613.264, -13.0891, 624.134, -133.131, 601.708, 107.306
6, 0.00000, 7415.54, -3.49631E-005, 7415.54, -120, 7415.54, 120, 594.192, -12.3979, 614.99, -132.75, 595.31, 107.621
6, 900.00000, 7415.54, -3.53354E-005, 7415.54, -120, 7415.54, 120, 604.251, -12.6241, 624.966, -132.934, 604.618, 107.423
6, 1800.00000, 7415.54, -3.5401E-005, 7415.54, -120, 7415.54, 120, 606.366, -12.6837, 626.694, -133.021, 609.431, 107.396
6, 2700.00000, 7415.54, -3.6047E-005, 7415.54, -120, 7415.54, 120, 616.564, -12.6331, 635.706, -132.989, 623.094, 107.275
7, 0.00000, 7415.54, -3.72652E-005, 7415.54, -120, 7415.54, 120, 650.175, -13.3444, 669.076, -133.628, 659.062, 106.505
7, 900.00000, 7415.54, -3.85269E-005, 7415.54, -120, 7415.54, 120, 681.853, -13.8444, 703.076, -134.26, 698.429, 105.773
7, 1800.00000, 7415.54, -3.98017E-005, 7415.54, -120, 7415.54, 120, 699.813, -13.6169, 720.513, -133.993, 712.773, 106.075
7, 2700.00000, 7415.54, -3.97699E-005, 7415.54, -120, 7415.54, 120, 694.675, -13.3862, 714.276, -133.776, 707.618, 106.334
8, 0.00000, 7415.54, -3.8381E-005, 7415.54, -120, 7415.54, 120, 654.606, -12.5299, 676.819, -132.904, 664.745, 107.365
8, 900.00000, 7415.54, -3.96749E-005, 7415.54, -120, 7415.54, 120, 681.312, -12.7783, 699.446, -133.191, 687.278, 107.089
8, 1800.00000, 7415.54, -4.03204E-005, 7415.54, -120, 7415.54, 120, 703.258, -13.3347, 708.941, -133.341, 710.641, 106.488
8, 2700.00000, 7415.54, -4.0691E-005, 7415.54, -120, 7415.54, 120, 711.57, -13.4266, 711.466, -133.309, 712.314, 106.432
9, 0.00000, 7415.54, -4.04958E-005, 7415.54, -120, 7415.54, 120, 696.026, -12.8107, 705.717, -133.079, 694.355, 107.124
9, 900.00000, 7415.54, -4.10593E-005, 7415.54, -120, 7415.54, 120, 703.939, -12.7201, 710.053, -133.131, 706.499, 107.031
