bldg_id,upgrade,in.sqft,in.representative_income,in.area_median_income,in.battery,in.bedrooms,in.building_america_climate_zone,in.city,in.county,in.electric_vehicle,in.geometry_building_type_acs,in.geometry_stories,in.heating_fuel,in.heating_setpoint,in.heating_setpoint_has_offset,in.heating_setpoint_offset_magnitude,in.heating_setpoint_offset_period,in.hvac_cooling_efficiency,in.hvac_cooling_partial_space_conditioning,in.hvac_cooling_type,in.hvac_heating_efficiency,in.hvac_heating_type,in.hvac_heating_type_and_fuel,in.hvac_secondary_heating_efficiency,in.hvac_secondary_heating_fuel,in.hvac_secondary_heating_partial_space_conditioning,in.income,in.occupants,in.plug_load_diversity,in.plug_loads,in.vacancy_status,in.water_heater_efficiency,in.water_heater_fuel,out.params.size_cooling_system_primary_k_btu_h,out.params.size_heat_pump_backup_primary_k_btu_h,out.params.size_heating_system_primary_k_btu_h,out.params.size_heating_system_secondary_k_btu_h,out.params.size_water_heater_gal,out.electricity.heating.energy_consumption.kwh,out.electricity.heating_fans_pumps.energy_consumption.kwh,out.electricity.heating_hp_bkup.energy_consumption.kwh,out.electricity.heating_hp_bkup_fa.energy_consumption.kwh,out.electricity.hot_water.energy_consumption.kwh,out.electricity.total.energy_consumption.kwh,out.fuel_oil.heating.energy_consumption.kwh,out.fuel_oil.heating_hp_bkup.energy_consumption.kwh,out.fuel_oil.hot_water.energy_consumption.kwh,out.fuel_oil.total.energy_consumption.kwh,out.natural_gas.heating.energy_consumption.kwh,out.natural_gas.heating_hp_bkup.energy_consumption.kwh,out.natural_gas.hot_water.energy_consumption.kwh,out.natural_gas.total.energy_consumption.kwh,out.propane.heating.energy_consumption.kwh,out.propane.heating_hp_bkup.energy_consumption.kwh,out.propane.hot_water.energy_consumption.kwh,out.propane.total.energy_consumption.kwh,out.site_energy.total.energy_consumption.kwh,out.load.cooling.energy_delivered.kbtu,out.load.heating.energy_delivered.kbtu,out.load.hot_water.energy_delivered.kbtu,out.electricity.summer.peak.kw,out.electricity.winter.peak.kw,out.load.cooling.peak.kbtu_hr,out.load.heating.peak.kbtu_hr,Folder_File,State,income_group
1652,0,2179,280058.0,150%+,,3,Cold,In another census Place,G5000070,,Single-Family Detached,2,Natural Gas,70F,No,0F,,"Room AC, EER 10.7",20% Conditioned,Room AC,"Fuel Furnace, 80% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,,,200000+,2,200%,99%,Occupied,Natural Gas Tankless,Natural Gas,3.49,0.0,94.23,0,0,0.0,1039.8161569710444,0.0,0.0,0.0,11008.628608879184,0.0,0.0,0.0,0.0,41494.17439926391,0.0,6110.238742020661,47604.41314128457,0.0,0.0,0.0,0.0,58613.04175016375,3723.0,116802.0,15723.0,9.4715,10.109,5.661,82.473,Metadata_VT_Residential_VT_baseline_metadata_and_annual_results.csv,VT,High
2153,0,2179,149501.0,120-150%,,3,Cold,In another census Place,G5000030,,Single-Family Detached,1,Propane,70F,Yes,3F,Night -1h,"Room AC, EER 12.0",20% Conditioned,Room AC,"Fuel Furnace, 80% AFUE",Ducted Heating,Propane Fuel Furnace,,,,140000-159999,5,50%,99%,Occupied,Electric Standard,Electricity,2.8,0.0,55.91,0,50,0.0,681.3902381504167,0.0,0.0,3431.2760895763777,11743.650852871117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26792.557235144555,0.0,0.0,27764.67397490581,39508.32482777693,1591.0,75319.0,10660.0,6.1352,8.863299999999999,2.59,57.198,Metadata_VT_Residential_VT_baseline_metadata_and_annual_results.csv,VT,High
4990,0,2179,149501.0,150%+,,3,Cold,Not in a census Place,G5000210,,Single-Family Detached,2,Fuel Oil,67F,No,0F,,"Room AC, EER 9.8",20% Conditioned,Room AC,"Fuel Furnace, 80% AFUE",Ducted Heating,Fuel Oil Fuel Furnace,,,,140000-159999,5,100%,99%,Occupied,Fuel Oil Standard,Fuel Oil,10.91,0.0,162.05,0,40,0.0,2230.8569861509554,0.0,0.0,0.0,11582.168693206224,87739.03084601954,0.0,8157.047096103461,95896.077942123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107478.24663532924,8226.0,247097.0,18512.0,6.6023000000000005,7.4395,9.84,157.935,Metadata_VT_Residential_VT_baseline_metadata_and_annual_results.csv,VT,High
7032,0,1228,74751.0,120-150%,,1,Cold,Not in a census Place,G5000230,,Single-Family Detached,1,Fuel Oil,68F,Yes,3F,Night +1h,,,,"Fuel Furnace, 80% AFUE",Ducted Heating,Fuel Oil Fuel Furnace,,,,70000-79999,1,100%,99%,Occupied,Propane Tankless,Propane,0.0,0.0,42.66,0,0,0.0,637.7226486947555,0.0,0.0,0.0,4324.263640391139,24794.691749780515,0.0,0.0,24794.691749780515,0.0,0.0,0.0,0.0,0.0,0.0,1545.3637530181277,1545.3637530181277,30664.31914318978,0.0,69810.0,3976.0,9.005600000000001,9.4224,0.0,50.046,Metadata_VT_Residential_VT_baseline_metadata_and_annual_results.csv,VT,High
8390,0,2678,267342.0,150%+,,4,Cold,"VT, Burlington",G5000070,,Single-Family Detached,2,Propane,72F,Yes,3F,Night -2h,"AC, SEER 10",100% Conditioned,Central AC,"Fuel Wall/Floor Furnace, 60% AFUE",Non-Ducted Heating,Propane Fuel Wall/Floor Furnace,,,,200000+,3,50%,99%,Occupied,Propane Standard,Propane,11.48,0.0,34.82,0,40,0.0,0.0,0.0,0.0,0.0,8342.85415459265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31961.158628701865,0.0,3704.418326976889,36423.45874314412,44766.31289773677,12286.0,65299.00000000001,6061.0,4.5462,4.0557,10.138,35.504,Metadata_VT_Residential_VT_baseline_metadata_and_annual_results.csv,VT,High
9426,0,1698,89096.0,120-150%,,3,Cold,Not in a census Place,G5000050,,Single-Family Detached,1,Fuel Oil,68F,No,0F,,"AC, SEER 15",100% Conditioned,Central AC,"Fuel Furnace, 80% AFUE",Ducted Heating,Fuel Oil Fuel Furnace,,,,80000-99999,2,200%,99%,Occupied,Propane Standard,Propane,11.52,0.0,39.03,0,40,0.0,466.5691437141778,0.0,0.0,0.0,8470.340070117567,18158.097365730544,0.0,0.0,18158.097365730544,0.0,0.0,0.0,0.0,0.0,0.0,8098.139810998845,8098.139810998845,34726.57724684696,6652.0,51162.0,16788.0,21.5322,21.4275,10.795,50.92,Metadata_VT_Residential_VT_baseline_metadata_and_annual_results.csv,VT,High
10402,0,3310,149501.0,150%+,,4,Cold,Not in a census Place,G5000110,,Single-Family Detached,2,Other Fuel,62F,No,0F,,,,,"Fuel Wall/Floor Furnace, 60% AFUE",Non-Ducted Heating,Other Fuel Fuel Wall/Floor Furnace,,,,140000-159999,2,100%,99%,Occupied,Propane Tankless,Propane,0.0,0.0,62.3,0,0,0.0,0.0,0.0,0.0,0.0,6498.557909998855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3138.7911615445,4427.424657091761,10925.982567090618,0.0,76623.0,8077.0,2.7329,2.9606,0.0,62.452,Metadata_VT_Residential_VT_baseline_metadata_and_annual_results.csv,VT,High
14811,0,1228,109096.0,150%+,,3,Cold,Not in a census Place,G5000030,,Single-Family Detached,1,Fuel Oil,70F,No,0F,,,,,"Fuel Furnace, 80% AFUE",Ducted Heating,Fuel Oil Fuel Furnace,,,,100000-119999,3,50%,99%,Occupied,FIXME Fuel Oil Indirect,Fuel Oil,0.0,0.0,63.97,0,40,0.0,910.8648860952668,0.0,0.0,0.0,6750.012888206622,35814.750130396416,0.0,3830.438887150945,39645.18901754736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46395.20190575398,0.0,100865.0,6761.0,9.3081,9.900799999999998,0.0,63.487,Metadata_VT_Residential_VT_baseline_metadata_and_annual_results.csv,VT,High
18730,0,1228,128932.0,150%+,,2,Cold,Not in a census Place,G5000190,,Single-Family Detached,1,Fuel Oil,68F,Yes,3F,Night +5h,,,,"Fuel Boiler, 76% AFUE",Non-Ducted Heating,Fuel Oil Fuel Boiler,,,,120000-139999,2,100%,99%,Occupied,Electric Standard,Electricity,0.0,0.0,28.54,0,30,0.0,243.54205931311665,0.0,0.0,2932.762199213428,9694.204859156767,17464.98428477324,0.0,0.0,17464.98428477324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27159.18914393001,0.0,44755.0,8935.0,10.706,11.3698,0.0,42.793,Metadata_VT_Residential_VT_baseline_metadata_and_annual_results.csv,VT,High
26404,0,2179,129299.0,150%+,,4,Cold,Not in a census Place,G5000250,,Single-Family Detached,2,Other Fuel,65F,Yes,3F,Night -1h,"Room AC, EER 10.7",20% Conditioned,Room AC,"Fuel Wall/Floor Furnace, 60% AFUE",Non-Ducted Heating,Other Fuel Fuel Wall/Floor Furnace,,,,120000-139999,4,200%,99%,Occupied,Electric Premium,Electricity,4.41,0.0,97.74,0,50,0.0,0.0,0.0,0.0,8704.210784115,20160.35891714717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1297.1325565822556,21457.491473729424,3789.0,131272.0,28991.0,13.6738,14.4209,7.049,97.685,Metadata_VT_Residential_VT_baseline_metadata_and_annual_results.csv,VT,High
