bldg_id,upgrade,in.sqft,in.representative_income,in.area_median_income,in.battery,in.bedrooms,in.building_america_climate_zone,in.city,in.county,in.electric_vehicle,in.geometry_building_type_acs,in.geometry_stories,in.heating_fuel,in.heating_setpoint,in.heating_setpoint_has_offset,in.heating_setpoint_offset_magnitude,in.heating_setpoint_offset_period,in.hvac_cooling_efficiency,in.hvac_cooling_partial_space_conditioning,in.hvac_cooling_type,in.hvac_heating_efficiency,in.hvac_heating_type,in.hvac_heating_type_and_fuel,in.hvac_secondary_heating_efficiency,in.hvac_secondary_heating_fuel,in.hvac_secondary_heating_partial_space_conditioning,in.income,in.occupants,in.plug_load_diversity,in.plug_loads,in.vacancy_status,in.water_heater_efficiency,in.water_heater_fuel,out.params.size_cooling_system_primary_k_btu_h,out.params.size_heat_pump_backup_primary_k_btu_h,out.params.size_heating_system_primary_k_btu_h,out.params.size_heating_system_secondary_k_btu_h,out.params.size_water_heater_gal,out.electricity.heating.energy_consumption.kwh,out.electricity.heating_fans_pumps.energy_consumption.kwh,out.electricity.heating_hp_bkup.energy_consumption.kwh,out.electricity.heating_hp_bkup_fa.energy_consumption.kwh,out.electricity.hot_water.energy_consumption.kwh,out.electricity.total.energy_consumption.kwh,out.fuel_oil.heating.energy_consumption.kwh,out.fuel_oil.heating_hp_bkup.energy_consumption.kwh,out.fuel_oil.hot_water.energy_consumption.kwh,out.fuel_oil.total.energy_consumption.kwh,out.natural_gas.heating.energy_consumption.kwh,out.natural_gas.heating_hp_bkup.energy_consumption.kwh,out.natural_gas.hot_water.energy_consumption.kwh,out.natural_gas.total.energy_consumption.kwh,out.propane.heating.energy_consumption.kwh,out.propane.heating_hp_bkup.energy_consumption.kwh,out.propane.hot_water.energy_consumption.kwh,out.propane.total.energy_consumption.kwh,out.site_energy.total.energy_consumption.kwh,out.load.cooling.energy_delivered.kbtu,out.load.heating.energy_delivered.kbtu,out.load.hot_water.energy_delivered.kbtu,out.electricity.summer.peak.kw,out.electricity.winter.peak.kw,out.load.cooling.peak.kbtu_hr,out.load.heating.peak.kbtu_hr,Folder_File,State,income_group
7329,0,2179,0.0,Not Available,,5,Cold,Not in a census Place,G5000270,,Single-Family Detached,2,Other Fuel,55F,Yes,6F,Night -3h,"Room AC, EER 12.0",80% Conditioned,Room AC,"Fuel Furnace, 60% AFUE",Ducted Heating,Other Fuel Fuel Furnace,,,,Not Available,0,50%,99%,Vacant,Electric Standard,Electricity,19.24,0.0,98.66,0,66,0.0,596.1065567303,0.0,0.0,358.13284775045554,2452.711786271328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2452.711786271328,7793.0,66158.0,0.0,3.373,2.7768,14.863,87.693,Metadata_VT_Residential_VT_baseline_metadata_and_annual_results.csv,VT,Not Available
10174,0,7414,0.0,Not Available,,4,Cold,Not in a census Place,G5000270,,Single-Family Attached,2,Electricity,55F,Yes,6F,Day and Night -4h,Ducted Heat Pump,100% Conditioned,Ducted Heat Pump,"ASHP, SEER 10, 6.2 HSPF",Ducted Heat Pump,Electricity ASHP,,,,Not Available,0,200%,84%,Vacant,Electric Standard,Electricity,20.52,50.04,20.52,0,50,2800.2940754955835,109.60858024441112,4945.281238086078,60.079569385305554,372.2002591187222,8783.633044131671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8783.633044131671,232.0,35188.0,0.0,2.1491,18.122,6.728,63.427,Metadata_VT_Residential_VT_baseline_metadata_and_annual_results.csv,VT,Not Available
86059,0,1138,0.0,Not Available,,3,Cold,Not in a census Place,G5000110,,5 to 9 Unit,2,Electricity,55F,Yes,3F,Night -2h,"Room AC, EER 10.7",100% Conditioned,Room AC,"Electric Baseboard, 100% Efficiency",Non-Ducted Heating,Electricity Baseboard,,,,Not Available,0,100%,94%,Vacant,Electric Standard,Electricity,13.03,0.0,36.07,0,50,6792.2151223114215,0.0,0.0,0.0,365.1665534345889,8084.951612841094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8084.951612841094,3933.0,23175.0,0.0,2.8291,9.2288,8.918,31.368,Metadata_VT_Residential_VT_baseline_metadata_and_annual_results.csv,VT,Not Available
150691,0,5587,0.0,Not Available,,5,Cold,Not in a census Place,G5000230,,Single-Family Detached,3,Propane,55F,Yes,12F,Night,"Room AC, EER 10.7",<10% Conditioned,Room AC,"Fuel Furnace, 80% AFUE",Ducted Heating,Propane Fuel Furnace,,,,Not Available,0,50%,99%,Vacant,Electric Premium,Electricity,1.66,0.0,138.45,0,66,0.0,796.5671687281,0.0,0.0,245.8866278744944,3822.525968256294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30974.095264361826,0.0,0.0,30974.095264361826,34796.62123261812,998.0,86209.0,0.0,3.004,3.5535,4.971,138.959,Metadata_VT_Residential_VT_baseline_metadata_and_annual_results.csv,VT,Not Available
197356,0,2179,0.0,Not Available,,2,Cold,Not in a census Place,G5000210,,Single-Family Detached,2,Fuel Oil,55F,Yes,3F,Night -4h,"AC, SEER 15",100% Conditioned,Central AC,"Fuel Furnace, 80% AFUE",Ducted Heating,Fuel Oil Fuel Furnace,,,,Not Available,0,100%,99%,Vacant,Propane Tankless,Propane,29.62,0.0,113.24,0,0,0.0,821.1851386225667,0.0,0.0,0.0,2318.4852361324497,32288.225943014066,0.0,0.0,32288.225943014066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34606.711179146514,7400.0,90787.0,0.0,2.2817,0.8547,26.735,78.995,Metadata_VT_Residential_VT_baseline_metadata_and_annual_results.csv,VT,Not Available
225892,0,881,0.0,Not Available,,2,Cold,Not in a census Place,G5000250,,Single-Family Detached,1,Propane,55F,No,0F,,"Room AC, EER 10.7",20% Conditioned,Room AC,"Fuel Furnace, 80% AFUE",Ducted Heating,Propane Fuel Furnace,,,,Not Available,0,100%,99%,Vacant,Propane Tankless,Propane,2.66,0.0,50.62,0,0,0.0,372.7864012590667,0.0,0.0,0.0,881.5577790780444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14800.089043697222,0.0,0.0,14800.089043697222,15681.646822775268,645.0,41668.0,0.0,0.2897,0.342,1.891,33.916,Metadata_VT_Residential_VT_baseline_metadata_and_annual_results.csv,VT,Not Available
241660,0,1138,0.0,Not Available,,2,Cold,Not in a census Place,G5000030,,3 or 4 Unit,1,Electricity,55F,No,0F,,Ducted Heat Pump,100% Conditioned,Ducted Heat Pump,"ASHP, SEER 15, 8.5 HSPF",Ducted Heat Pump,Electricity ASHP,,,,Not Available,0,100%,121%,Vacant,Electric Premium,Electricity,19.69,77.36,19.69,0,30,3601.2573102762667,319.7405375578944,7717.7335619153,133.3473369283611,208.37353089245,13692.280398446224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13692.280398446224,9685.0,62667.0,0.0,2.6562,17.6487,16.134,58.939,Metadata_VT_Residential_VT_baseline_metadata_and_annual_results.csv,VT,Not Available
255664,0,881,0.0,Not Available,,3,Cold,In another census Place,G5000070,,Single-Family Detached,1,Propane,55F,No,0F,,"AC, SEER 13",100% Conditioned,Central AC,"Fuel Furnace, 80% AFUE",Ducted Heating,Propane Fuel Furnace,,,,Not Available,0,200%,99%,Vacant,Electric Tankless,Electricity,19.67,0.0,54.61,0,0,0.0,257.3163996112111,0.0,0.0,0.0,2909.9026557399943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10261.297379940015,0.0,0.0,10261.297379940015,13171.20003568001,5058.0,28887.0,0.0,2.0677,0.5054,15.757,31.115,Metadata_VT_Residential_VT_baseline_metadata_and_annual_results.csv,VT,Not Available
314826,0,1698,0.0,Not Available,,3,Cold,In another census Place,G5000230,,Single-Family Detached,1,Propane,55F,No,0F,,"Room AC, EER 10.7",60% Conditioned,Room AC,"Fuel Wall/Floor Furnace, 68% AFUE",Non-Ducted Heating,Propane Fuel Wall/Floor Furnace,,,,Not Available,0,100%,99%,Vacant,Propane Tankless,Propane,15.36,0.0,65.59,0,0,0.0,0.0,0.0,0.0,0.0,4752.733544982927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26604.99175023433,0.0,0.0,26604.99175023433,31357.72529521726,11524.0,61725.0,0.0,2.2017,1.1592,19.757,53.508,Metadata_VT_Residential_VT_baseline_metadata_and_annual_results.csv,VT,Not Available
338937,0,298,0.0,Not Available,,1,Cold,Not in a census Place,G5000070,,Single-Family Detached,1,Fuel Oil,55F,No,0F,,,,,"Fuel Boiler, 80% AFUE",Non-Ducted Heating,Fuel Oil Fuel Boiler,,,,Not Available,0,50%,99%,Vacant,Fuel Oil Standard,Fuel Oil,0.0,0.0,21.4,0,30,0.0,109.31550917423888,0.0,0.0,0.0,1366.2973291429,5796.945768006556,0.0,1366.5904002130724,7163.829239289799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8530.126568432699,0.0,15129.0,0.0,0.3825,0.3656999999999999,0.0,16.292,Metadata_VT_Residential_VT_baseline_metadata_and_annual_results.csv,VT,Not Available
