hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2, S3 (kVA), Ang3
7, 900.00000, 5833.53, 21.3226, 5666.29, 20.9325, 5750.14, 20.9582
7, 1800.00000, 6119.79, 20.5418, 5932.5, 20.3353, 6040.48, 20.2638
7, 2700.00000, 6229.65, 21.4715, 6006.16, 21.4096, 6152.05, 21.1958
8, 0.00000, 6237.16, 21.9976, 6027.4, 21.9865, 6153.06, 21.6384
8, 900.00000, 6315.94, 21.2764, 6133.33, 21.2559, 6318.01, 21.2572
8, 1800.00000, 6700.89, 21.6376, 6401.31, 21.6865, 6621.1, 21.6848
8, 2700.00000, 6909.36, 22.2955, 6530.13, 22.0997, 6797.32, 22.3372
9, 0.00000, 7027.57, 22.3592, 6576.25, 22.0393, 6853.31, 22.3099
9, 900.00000, 7069.86, 22.2089, 6643.47, 21.8963, 6854.41, 22.1066
9, 1800.00000, 7429.52, 22.2603, 6982.07, 22.0255, 7109.07, 21.9564
9, 2700.00000, 7693.81, 22.2074, 7225.86, 21.8834, 7372.92, 21.9879
10, 0.00000, 7920.24, 22.229, 7474.95, 21.9052, 7694.65, 21.913
10, 900.00000, 7776.76, 22.1522, 7452.56, 21.8071, 7607.41, 21.6533
10, 1800.00000, 7946.78, 22.1355, 7774.29, 21.8782, 7947.51, 21.9352
10, 2700.00000, 8058.92, 22.2534, 7843.7, 21.819, 8035.36, 21.9803
11, 0.00000, 8072.5, 22.0833, 7900.57, 21.766, 8032.37, 21.8391
11, 900.00000, 8105.05, 22.0286, 7880.59, 21.6612, 8128.43, 21.8518
11, 1800.00000, 8168.7, 21.9536, 7919.28, 21.6686, 8076.41, 21.8166
11, 2700.00000, 8229.54, 21.9016, 7956.73, 21.6395, 8062.97, 21.7607
12, 0.00000, 8259.85, 21.8517, 7944.41, 21.393, 8147.67, 21.8213
12, 900.00000, 8346.27, 21.9501, 8055.83, 21.5186, 8250.7, 21.8315
12, 1800.00000, 8440.11, 21.9005, 8081.51, 21.445, 8201.63, 21.5301
12, 2700.00000, 8291.29, 21.4146, 7950.39, 21.1122, 8079.12, 21.1538
13, 0.00000, 8248.54, 21.1563, 7886.67, 20.9026, 8074.76, 21.006
13, 900.00000, 8147.21, 20.7116, 7808.35, 20.615, 7900.35, 20.5371
13, 1800.00000, 8369.73, 21.2712, 8047.56, 21.0517, 8230, 21.0229
13, 2700.00000, 8085.46, 20.9101, 7774.12, 20.639, 7889.39, 20.6263
14, 0.00000, 8008.92, 20.7709, 7666.49, 20.4383, 7796.61, 20.276
14, 900.00000, 7767.82, 20.4271, 7423.46, 20.1716, 7599.66, 20.0753
14, 1800.00000, 8096.48, 20.8391, 7817.79, 20.6567, 7961.51, 20.6233
14, 2700.00000, 8232.91, 20.9701, 8106.42, 20.9736, 8113.66, 20.8074
15, 0.00000, 7982.23, 20.5949, 7869.87, 20.6673, 7738.74, 20.4414
15, 900.00000, 7470.84, 19.9243, 7384.73, 20.1662, 7237.3, 19.762
15, 1800.00000, 7506.82, 19.8028, 7459.86, 20.0785, 7192.46, 19.6431
15, 2700.00000, 7262.28, 19.2576, 7159.42, 19.5438, 6955.94, 19.0284
16, 0.00000, 7098.52, 19.7033, 6996.98, 20.0228, 6811.59, 19.4454
16, 900.00000, 6955.75, 18.9367, 6808.87, 19.2006, 6700.61, 18.8182
16, 1800.00000, 6838.52, 17.2895, 6658.59, 17.3591, 6678.3, 17.2123
16, 2700.00000, 6814.98, 16.9836, 6600.1, 17.13, 6645.78, 16.8013
17, 0.00000, 6803.36, 17.7681, 6661.02, 18.1617, 6676.66, 17.9121
17, 900.00000, 6703.14, 16.8855, 6473.87, 17.1609, 6470.04, 16.9821
17, 1800.00000, 5159.72, 13.4706, 4983.84, 13.3125, 4977.89, 13.3248
17, 2700.00000, 5114.76, 13.2683, 4864.59, 13.1554, 4971.22, 13.2614
18, 0.00000, 5046.77, 13.0981, 4844.46, 13.059, 4890.38, 13.1308
18, 900.00000, 5030.34, 12.5787, 4848.19, 12.6986, 4906.59, 12.6611
18, 1800.00000, 5141.35, 12.0135, 4944.35, 11.9281, 4982.49, 12.2453
18, 2700.00000, 5096.98, 11.9717, 4938.85, 11.9812, 5015.26, 12.3183
19, 0.00000, 5014.52, 11.6933, 4900.58, 11.8065, 4892.36, 12.1387
19, 900.00000, 5108.44, 11.887, 4938.47, 12.0521, 5003.86, 12.2232
19, 1800.00000, 5352.31, 12.1392, 5166.91, 12.0773, 5302.13, 12.3703
19, 2700.00000, 5497.17, 12.4194, 5310.71, 12.3758, 5426.48, 12.4907
20, 0.00000, 6746.52, 14.5726, 6498.95, 14.5501, 6597.91, 14.4715
20, 900.00000, 6769.2, 14.7227, 6553.19, 14.6983, 6642.28, 14.7943
20, 1800.00000, 6528.17, 14.9336, 6341.89, 15.0945, 6517.13, 15.5708
20, 2700.00000, 5623.98, 13.1171, 5471.16, 13.4317, 5645.12, 13.8493
21, 0.00000, 5650.1, 13.1313, 5377.61, 13.5791, 5566.17, 13.6788
21, 900.00000, 5615.67, 13.2345, 5387.06, 13.4105, 5581.71, 13.7149
21, 1800.00000, 5491.86, 13.8215, 5316.97, 14.1461, 5477.33, 14.4321
21, 2700.00000, 5490.27, 14.1498, 5327.84, 14.2344, 5510.93, 14.4549
22, 0.00000, 5279.59, 14.4501, 5185.95, 14.6014, 5414.58, 14.7294
22, 900.00000, 5235.53, 14.7026, 5133.98, 14.7556, 5368.17, 15.2207
22, 1800.00000, 5191.53, 15.667, 5063.3, 15.4634, 5206.99, 15.5088
22, 2700.00000, 5321.37, 15.8787, 5272.01, 15.6629, 5309.4, 15.7078
23, 0.00000, 5096.88, 15.5245, 5022.4, 15.2699, 5094.05, 15.4403
23, 900.00000, 6099.19, 18.7637, 5971.85, 18.7643, 6053.25, 18.5447
23, 1800.00000, 6009.67, 19.3253, 5950.65, 19.132, 5907.19, 19.2451
23, 2700.00000, 5030.97, 17.384, 4914.94, 17.3861, 5028.46, 17.7608
24, 0.00000, 5142.53, 18.1507, 4946.67, 18.2442, 4910.17, 18.2914
