hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2, S3 (kVA), Ang3
0, 900.00000, 5822.2, 20.1028, 5566.64, 20.1924, 5697.74, 20.2273
0, 1800.00000, 5794.68, 21.2222, 5480.97, 20.8613, 5690.3, 21.1479
0, 2700.00000, 5847.34, 21.4776, 5560.85, 21.167, 5708.71, 21.1945
1, 0.00000, 6094.97, 21.7536, 5796.54, 21.3915, 6015.46, 21.5669
1, 900.00000, 5963.98, 21.8709, 5724.49, 21.5245, 5858.38, 21.6309
1, 1800.00000, 5724.37, 21.9355, 5519.76, 21.4901, 5603.97, 21.5626
1, 2700.00000, 5753.37, 22.3572, 5647.55, 21.9107, 5696.23, 21.9405
2, 0.00000, 5606.5, 22.6715, 5475.02, 22.0538, 5534.62, 22.3231
2, 900.00000, 5705.4, 22.6879, 5530.29, 22.209, 5623.85, 22.4371
2, 1800.00000, 5596.37, 22.5052, 5435.35, 22.2424, 5524.12, 22.1028
2, 2700.00000, 5612.99, 22.8927, 5405.15, 22.6036, 5479.4, 22.588
3, 0.00000, 5618.49, 23.0025, 5458.81, 22.6535, 5457.51, 22.6312
3, 900.00000, 5667.39, 23.1097, 5472.52, 22.7378, 5462.81, 22.7423
3, 1800.00000, 5763.65, 23.4874, 5516.9, 23.0834, 5521.2, 23.1228
3, 2700.00000, 5796.47, 23.5629, 5592.23, 23.0899, 5696.47, 23.2085
4, 0.00000, 5838.15, 23.6355, 5641.13, 23.3103, 5632.59, 23.1362
4, 900.00000, 5810.93, 23.9333, 5609.98, 23.571, 5608.28, 23.4359
4, 1800.00000, 5619.88, 23.5289, 5464.26, 23.3266, 5433.32, 22.9022
4, 2700.00000, 5717.56, 23.7796, 5586.13, 23.4408, 5554.03, 23.2256
5, 0.00000, 5677.81, 23.9913, 5562.14, 23.6841, 5526.56, 23.423
5, 900.00000, 5806.47, 23.8348, 5674.93, 23.6397, 5699.66, 23.1827
5, 1800.00000, 5845.4, 23.7101, 5664.2, 23.3896, 5735.2, 23.2329
5, 2700.00000, 5854.32, 23.9917, 5674.25, 23.7697, 5730.88, 23.5799
6, 0.00000, 5945.11, 23.7843, 5745.68, 23.706, 5792.49, 23.4587
6, 900.00000, 5967.79, 23.9043, 5761.17, 23.667, 5850.15, 23.5425
6, 1800.00000, 5797.49, 23.1415, 5611.06, 22.7936, 5770.4, 23.1152
6, 2700.00000, 5921.7, 23.0221, 5724.44, 22.6217, 5832.97, 22.8569
7, 0.00000, 5893.26, 22.6847, 5725.42, 22.3268, 5837.67, 22.4505
