hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
0, 900.00000, 7415.54, -9.9742E-006, 7415.54, -120, 7415.54, 120, 197.816, -17.4615, 206.437, -138.125, 206.824, 100.666
0, 1800.00000, 7415.54, -9.86345E-006, 7415.54, -120, 7415.54, 120, 200.987, -18.256, 208.307, -139.347, 203.182, 100.309
0, 2700.00000, 7415.54, -9.56437E-006, 7415.54, -120, 7415.54, 120, 197.621, -18.6521, 207.167, -139.631, 203.679, 99.902
1, 0.00000, 7415.54, -9.81621E-006, 7415.54, -120, 7415.54, 120, 204.485, -18.8838, 210.009, -139.906, 210.729, 99.6711
1, 900.00000, 7415.54, -9.73885E-006, 7415.54, -120, 7415.54, 120, 201.719, -18.7224, 204.004, -140.243, 207.438, 99.8004
1, 1800.00000, 7415.54, -9.24447E-006, 7415.54, -120, 7415.54, 120, 199.589, -19.8635, 199.449, -140.451, 203.336, 99.7352
1, 2700.00000, 7415.54, -9.1777E-006, 7415.54, -120, 7415.54, 120, 201.117, -20.2595, 199.832, -140.672, 206.722, 99.6327
2, 0.00000, 7415.54, -8.87478E-006, 7415.54, -120, 7415.54, 120, 195.223, -20.3581, 197.683, -140.529, 203.762, 99.3524
2, 900.00000, 7415.54, -8.74036E-006, 7415.54, -120, 7415.54, 120, 193.084, -20.4685, 196.059, -140.536, 204.343, 99.3298
2, 1800.00000, 7415.54, -8.84454E-006, 7415.54, -120, 7415.54, 120, 192.88, -20.1291, 192.667, -140.505, 205.04, 99.4072
2, 2700.00000, 7415.54, -8.80625E-006, 7415.54, -120, 7415.54, 120, 194.158, -20.4176, 192.266, -140.821, 203.764, 99.014
3, 0.00000, 7415.54, -8.75849E-006, 7415.54, -120, 7415.54, 120, 191.787, -20.237, 191.35, -140.685, 201.003, 98.9027
3, 900.00000, 7415.54, -8.83571E-006, 7415.54, -120, 7415.54, 120, 193.366, -20.2222, 192.18, -140.886, 201.717, 98.8911
3, 1800.00000, 7415.54, -8.70157E-006, 7415.54, -120, 7415.54, 120, 192.357, -20.4859, 192.351, -141.065, 200.842, 98.8287
3, 2700.00000, 7415.54, -8.66345E-006, 7415.54, -120, 7415.54, 120, 192.629, -20.6368, 192.269, -141.279, 199.942, 98.4499
4, 0.00000, 7415.54, -8.63316E-006, 7415.54, -120, 7415.54, 120, 191.403, -20.5617, 191.329, -141.113, 202.881, 98.7583
4, 900.00000, 7415.54, -8.58615E-006, 7415.54, -120, 7415.54, 120, 192.57, -20.8597, 191.246, -141.462, 201.649, 98.4752
4, 1800.00000, 7415.54, -8.35866E-006, 7415.54, -120, 7415.54, 120, 185.142, -20.5351, 188.077, -140.865, 198.542, 98.7154
4, 2700.00000, 7415.54, -8.47409E-006, 7415.54, -120, 7415.54, 120, 188.107, -20.5925, 189.565, -140.954, 202.993, 99.0274
5, 0.00000, 7415.54, -8.38495E-006, 7415.54, -120, 7415.54, 120, 187.152, -20.7341, 187.844, -141.155, 202.236, 98.8423
5, 900.00000, 7415.54, -8.44906E-006, 7415.54, -120, 7415.54, 120, 189.26, -20.8268, 190.222, -141.266, 203.226, 98.7062
5, 1800.00000, 7415.54, -8.52132E-006, 7415.54, -120, 7415.54, 120, 190.588, -20.7882, 188.182, -140.998, 203.329, 98.9628
5, 2700.00000, 7415.54, -8.49312E-006, 7415.54, -120, 7415.54, 120, 193.11, -21.2079, 189.776, -141.49, 206.427, 98.3764
6, 0.00000, 7415.54, -8.44206E-006, 7415.54, -120, 7415.54, 120, 193.486, -21.4081, 191.452, -141.871, 205.115, 98.0246
