hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2, S3 (kVA), Ang3, S4 (kVA), Ang4
0, 900.00000, 14.9727, -179.875, 14.9483, 179.885, 15.0195, 179.984, 0, 0
0, 1800.00000, 0.149683, 0.0881473, 0.149565, -0.0946845, 0.150162, 0.00645532, 0, 0
0, 2700.00000, 0.149674, 0.0894671, 0.149571, -0.0998245, 0.150166, 0.0102525, 0, 0
1, 0.00000, 0.149709, 0.0958052, 0.149556, -0.0959993, 0.150145, 7.57729E-005, 0, 0
1, 900.00000, 0.149714, 0.133687, 0.14947, -0.123805, 0.150227, -0.0101099, 0, 0
1, 1800.00000, 0.149634, 0.0888172, 0.149608, -0.10935, 0.150169, 0.0205418, 0, 0
1, 2700.00000, 0.149817, 0.107682, 0.149475, -0.0694991, 0.150119, -0.038278, 0, 0
2, 0.00000, 0.149818, 0.114149, 0.149461, -0.0681825, 0.150132, -0.046053, 0, 0
2, 900.00000, 0.149856, 0.117047, 0.149438, -0.0565977, 0.150117, -0.0605169, 0, 0
2, 1800.00000, 0.149778, 0.113381, 0.149461, -0.0776406, 0.150171, -0.0358882, 0, 0
2, 2700.00000, 0.149811, 0.138604, 0.149404, -0.0868629, 0.150195, -0.0519992, 0, 0
3, 0.00000, 0.149783, 0.13218, 0.149412, -0.094211, 0.150214, -0.0385562, 0, 0
3, 900.00000, 0.149785, 0.130874, 0.149416, -0.0927635, 0.150209, -0.0382859, 0, 0
3, 1800.00000, 0.149734, 0.147448, 0.14937, -0.116797, 0.150307, -0.0308302, 0, 0
3, 2700.00000, 0.149726, 0.129087, 0.149417, -0.10461, 0.150267, -0.0246647, 0, 0
4, 0.00000, 0.149743, 0.145145, 0.149371, -0.113805, 0.150297, -0.0315237, 0, 0
4, 900.00000, 0.14972, 0.139905, 0.149382, -0.119817, 0.150309, -0.0202845, 0, 0
4, 1800.00000, 0.149753, 0.153391, 0.149336, -0.122116, 0.150321, -0.0315024, 0, 0
4, 2700.00000, 0.14978, 0.162924, 0.149312, -0.122165, 0.150319, -0.0410151, 0, 0
5, 0.00000, 0.149694, 0.154297, 0.14942, -0.137249, 0.150297, -0.0171561, 0, 0
5, 900.00000, 0.149622, 0.156311, 0.149472, -0.156901, 0.150317, 0.000483915, 0, 0
5, 1800.00000, 0.149648, 0.179884, 0.149393, -0.17114, 0.150371, -0.0090258, 0, 0
5, 2700.00000, 0.149675, 0.190587, 0.149345, -0.17006, 0.150392, -0.0208254, 0, 0
6, 0.00000, 0.149781, 0.176016, 0.149271, -0.13345, 0.15036, -0.042863, 0, 0
6, 900.00000, 0.149449, 0.14909, 0.149232, -0.226127, 0.150731, 0.0760499, 0, 0
6, 1800.00000, 0.149546, 0.171141, 0.149184, -0.216641, 0.150682, 0.044707, 0, 0
6, 2700.00000, 0.149522, 0.162922, 0.149207, -0.21723, 0.150682, 0.0531686, 0, 0
7, 0.00000, 0.149505, 0.159918, 0.149197, -0.222718, 0.15071, 0.0618886, 0, 0
7, 900.00000, 0.149514, 0.167601, 0.149207, -0.221768, 0.150692, 0.0533607, 0, 0
7, 1800.00000, 0.149471, 0.187822, 0.149089, -0.269008, 0.150853, 0.0797335, 0, 0
7, 2700.00000, 0.149546, 0.230624, 0.148977, -0.280796, 0.15089, 0.0486684, 0, 0
8, 0.00000, 0.14958, 0.252966, 0.148911, -0.283485, 0.150923, 0.0289866, 0, 0
8, 900.00000, 0.149535, 0.31706, 0.148756, -0.35902, 0.151125, 0.0396675, 0, 0
8, 1800.00000, 0.149597, 0.363502, 0.148595, -0.366015, 0.151225, 5.94943E-005, 0, 0
8, 2700.00000, 0.14952, 0.239247, 0.148899, -0.274817, 0.150994, 0.0340905, 0, 0
9, 0.00000, 0.149506, 0.229588, 0.148959, -0.273258, 0.150949, 0.0422796, 0, 0
9, 900.00000, 0.14942, 0.222845, 0.149029, -0.290581, 0.150965, 0.0663167, 0, 0
9, 1800.00000, 0.149378, 0.181479, 0.149159, -0.271534, 0.150875, 0.0887119, 0, 0
9, 2700.00000, 0.149476, 0.174154, 0.149183, -0.234274, 0.150754, 0.0591801, 0, 0
10, 0.00000, 0.149426, 0.165811, 0.149238, -0.24791, 0.150748, 0.0811379, 0, 0
10, 900.00000, 0.149504, 0.182349, 0.14916, -0.246357, 0.150748, 0.0629229, 0, 0
10, 1800.00000, 0.149584, 0.231953, 0.148978, -0.267961, 0.150851, 0.0346084, 0, 0
10, 2700.00000, 0.149482, 0.207647, 0.149085, -0.27396, 0.150846, 0.0649969, 0, 0
11, 0.00000, 0.149443, 0.21921, 0.149062, -0.299027, 0.150908, 0.0783346, 0, 0
11, 900.00000, 0.149475, 0.188664, 0.149117, -0.26713, 0.150821, 0.0771411, 0, 0
11, 1800.00000, 0.149484, 0.198028, 0.149097, -0.271233, 0.150832, 0.0719646, 0, 0
11, 2700.00000, 0.149627, 0.231034, 0.149005, -0.257528, 0.150781, 0.0252404, 0, 0
12, 0.00000, 0.149609, 0.218374, 0.149048, -0.248323, 0.150756, 0.028782, 0, 0
12, 900.00000, 0.149611, 0.211801, 0.14906, -0.246574, 0.150742, 0.033645, 0, 0
12, 1800.00000, 0.149628, 0.186845, 0.149141, -0.218092, 0.150644, 0.0303819, 0, 0
12, 2700.00000, 0.149642, 0.189642, 0.149136, -0.215104, 0.150634, 0.0246801, 0, 0
13, 0.00000, 0.149712, 0.184167, 0.149142, -0.189539, 0.150558, 0.00467321, 0, 0
13, 900.00000, 0.14975, 0.191092, 0.149137, -0.182098, 0.150525, -0.0094768, 0, 0
13, 1800.00000, 0.149772, 0.200327, 0.149103, -0.182706, 0.150537, -0.0182601, 0, 0
13, 2700.00000, 0.149831, 0.191107, 0.149129, -0.157805, 0.150451, -0.0338927, 0, 0
14, 0.00000, 0.149826, 0.197608, 0.149133, -0.162148, 0.150452, -0.0359224, 0, 0
14, 900.00000, 0.149813, 0.18927, 0.149155, -0.156153, 0.150444, -0.0336724, 0, 0
14, 1800.00000, 0.149778, 0.160667, 0.14923, -0.145004, 0.150403, -0.0161383, 0, 0
14, 2700.00000, 0.149805, 0.181159, 0.149197, -0.151566, 0.150409, -0.0300922, 0, 0
15, 0.00000, 0.149786, 0.177844, 0.149212, -0.15312, 0.150413, -0.0251604, 0, 0
15, 900.00000, 0.149776, 0.167089, 0.149248, -0.147622, 0.150386, -0.0199538, 0, 0
15, 1800.00000, 0.149806, 0.193487, 0.14917, -0.158849, 0.150435, -0.0351695, 0, 0
15, 2700.00000, 0.14981, 0.186213, 0.149171, -0.147752, 0.15043, -0.038976, 0, 0
16, 0.00000, 0.149842, 0.197341, 0.14912, -0.14777, 0.150449, -0.0501175, 0, 0
16, 900.00000, 0.149843, 0.206739, 0.149086, -0.158404, 0.150483, -0.0490791, 0, 0
16, 1800.00000, 0.149766, 0.178988, 0.149167, -0.16128, 0.150478, -0.0183082, 0, 0
16, 2700.00000, 0.149818, 0.180283, 0.149155, -0.147437, 0.150438, -0.0333983, 0, 0
17, 0.00000, 0.149839, 0.181363, 0.149146, -0.149838, 0.150427, -0.0321144, 0, 0
17, 900.00000, 0.149803, 0.197134, 0.149097, -0.172144, 0.150511, -0.025727, 0, 0
17, 1800.00000, 0.149763, 0.196992, 0.14911, -0.187045, 0.150539, -0.0106709, 0, 0
17, 2700.00000, 0.149598, 0.14963, 0.149313, -0.198528, 0.1505, 0.0482524, 0, 0
18, 0.00000, 0.149563, 0.118481, 0.149424, -0.185422, 0.150424, 0.0664398, 0, 0
18, 900.00000, 0.149608, 0.154271, 0.149305, -0.202703, 0.150498, 0.0476865, 0, 0
18, 1800.00000, 0.149667, 0.150546, 0.14924, -0.19045, 0.150504, 0.0390477, 0, 0
18, 2700.00000, 0.149719, 0.169363, 0.14916, -0.183562, 0.150533, 0.0134105, 0, 0
19, 0.00000, 0.149707, 0.129967, 0.149252, -0.158866, 0.150451, 0.0283507, 0, 0
19, 900.00000, 0.149573, 0.109423, 0.149347, -0.185838, 0.150491, 0.0756688, 0, 0
19, 1800.00000, 0.149568, 0.087328, 0.149412, -0.164192, 0.150431, 0.0762394, 0, 0
19, 2700.00000, 0.149506, 0.108726, 0.149354, -0.211442, 0.150551, 0.101767, 0, 0
20, 0.00000, 0.149552, 0.124482, 0.14931, -0.208187, 0.15055, 0.0827957, 0, 0
20, 900.00000, 0.149525, 0.209989, 0.149024, -0.29171, 0.150864, 0.0800067, 0, 0
20, 1800.00000, 0.149456, 0.190609, 0.149149, -0.314421, 0.150809, 0.122073, 0, 0
20, 2700.00000, 0.149506, 0.114046, 0.149338, -0.225461, 0.150568, 0.110463, 0, 0
21, 0.00000, 0.149514, 0.112985, 0.149336, -0.216856, 0.150561, 0.102893, 0, 0
21, 900.00000, 0.149481, 0.09784, 0.149389, -0.207955, 0.150541, 0.109184, 0, 0
21, 1800.00000, 0.149516, 0.118089, 0.149317, -0.208469, 0.150579, 0.0894531, 0, 0
21, 2700.00000, 0.149512, 0.125476, 0.149314, -0.21317, 0.150586, 0.0868095, 0, 0
22, 0.00000, 0.149592, 0.136303, 0.149277, -0.198221, 0.150542, 0.0611582, 0, 0
22, 900.00000, 0.149603, 0.135244, 0.149274, -0.191908, 0.150534, 0.0559063, 0, 0
22, 1800.00000, 0.149516, 0.0382716, 0.1496, -0.129187, 0.150295, 0.0905253, 0, 0
22, 2700.00000, 0.149363, -0.000585003, 0.149704, -0.149235, 0.150344, 0.149175, 0, 0
23, 0.00000, 0.149555, 0.0359035, 0.149595, -0.106401, 0.150261, 0.0701943, 0, 0
23, 900.00000, 0.149533, 0.0676026, 0.149518, -0.144008, 0.15036, 0.0759638, 0, 0
23, 1800.00000, 0.149508, 0.0548298, 0.149561, -0.128118, 0.150341, 0.0729234, 0, 0
23, 2700.00000, 0.149464, 0.0506633, 0.149559, -0.154484, 0.150388, 0.10327, 0, 0
24, 0.00000, 0.149416, 0.0712059, 0.149502, -0.191095, 0.150494, 0.119132, 0, 0
