hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
0, 900.00000, 7415.53, -5.21969E-005, 7415.53, -120, 7415.53, 120, 1093.07, -19.0759, 1045.2, -138.154, 1089.59, 101.447
0, 1800.00000, 7415.53, -5.09912E-005, 7415.53, -120, 7415.53, 120, 1074.19, -19.2407, 1042.95, -138.504, 1071.69, 101.45
0, 2700.00000, 7415.53, -5.10891E-005, 7415.53, -120, 7415.53, 120, 1076.26, -19.2407, 1038.82, -138.44, 1062.07, 101.349
1, 0.00000, 7415.53, -5.19341E-005, 7415.53, -120, 7415.53, 120, 1078.86, -18.8506, 1043.37, -137.989, 1076.62, 101.474
1, 900.00000, 7415.53, -5.19203E-005, 7415.53, -120, 7415.53, 120, 1088.2, -19.0994, 1048.29, -138.254, 1085.28, 101.299
1, 1800.00000, 7415.53, -4.87996E-005, 7415.53, -120, 7415.53, 120, 1047.97, -19.7653, 986.452, -138.506, 1037.75, 100.714
1, 2700.00000, 7415.53, -4.25427E-005, 7415.53, -120, 7415.53, 120, 1086.71, -23.9957, 1028.15, -143.115, 1090.98, 96.1306
2, 0.00000, 7415.53, -4.16468E-005, 7415.53, -120, 7415.53, 120, 1092.15, -24.5649, 1022.64, -143.786, 1087.77, 95.8781
2, 900.00000, 7415.53, -4.00919E-005, 7415.53, -120, 7415.53, 120, 1101.86, -25.5396, 1032.46, -144.711, 1096.86, 94.9389
2, 1800.00000, 7415.53, -4.03391E-005, 7415.53, -120, 7415.53, 120, 1119.8, -25.7411, 1047.59, -144.902, 1109.17, 94.7591
2, 2700.00000, 7415.53, -3.98667E-005, 7415.53, -120, 7415.53, 120, 1118.74, -25.9566, 1051.41, -145.041, 1111.43, 94.6051
3, 0.00000, 7415.53, -4.02718E-005, 7415.53, -120, 7415.53, 120, 1128.56, -25.9295, 1058.8, -145.103, 1116.89, 94.5299
3, 900.00000, 7415.53, -4.04874E-005, 7415.53, -120, 7415.53, 120, 1137.68, -25.9832, 1066.45, -145.142, 1132.22, 94.4717
3, 1800.00000, 7415.53, -4.16235E-005, 7415.53, -120, 7415.53, 120, 1217.37, -26.7565, 1112.73, -145.578, 1186.32, 94.0517
3, 2700.00000, 7415.53, -4.18847E-005, 7415.53, -120, 7415.53, 120, 1228.5, -26.8102, 1121.15, -145.583, 1199.38, 93.968
4, 0.00000, 7415.53, -4.21223E-005, 7415.53, -120, 7415.53, 120, 1241.25, -26.8979, 1136.46, -145.655, 1215.18, 93.9216
