 S1 (kVA), Ang1,P1 (kW),Q1 (kVAr), S2 (kVA), Ang2,P2 (kW),Q2 (kVAr), S3 (kVA), Ang3,P3 (kW),Q3 (kVAr),P_3ph (kW),Q_3ph (kVAr),S_3ph (kVA),S_sum_3ph (kVA),hour,timestep, t(sec),circuit_folder,substation,feeder,scenario,row_type,n_loads,n_evs,n_storage,n_pv,substation_xfmr_kva
4779.88,10.8347,4694.671884960438,898.5035931825823,4918.4,11.0213,4827.685922572817,940.2697448031831,4744.05,10.6948,4661.64415817905,880.388632942939,14184.001965712305,2719.1619709287042,14442.290455030856,14442.329999999998,0.0,1,900.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
4752.51,11.1099,4663.445034750297,915.768370256804,4893.37,11.26,4799.178576764362,955.4867582682616,4711.62,10.95,4625.837051383322,894.9830157322834,14088.460662897982,2766.238144257349,14357.464863992116,14357.5,0.0,2,1800.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
4642.07,10.981,4557.075574310353,884.2375783260765,4814.29,11.1764,4722.987359963757,933.1551863021397,4677.56,10.8925,4593.2865382791215,883.9040280843876,13873.34947255323,2701.2967927126037,14133.889413389095,14133.920000000002,0.0,3,2700.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
4616.3,11.1025,4529.902541914154,888.9368092050661,4856.43,11.2327,4763.400914823974,946.0042650824244,4618.4,10.9791,4533.868132864587,879.5784864325511,13827.171589602716,2714.5195607200417,14091.1067916558,14091.13,1.0,4,0.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
4544.39,11.1172,4459.11372788698,876.2335498426651,4785.64,11.2677,4693.396624673339,935.0819927177035,4555.0,10.9814,4471.593733358643,867.6834006639265,13624.104085918962,2678.998943224295,13885.00080956968,13885.03,1.0,5,900.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
4486.65,11.1095,4402.5734504533875,864.5086673151111,4694.3,11.3145,4603.066460310793,920.9949250467481,4500.63,11.0525,4417.152015515744,862.8084774300743,13422.791926279926,2648.3120697919335,13681.55327129238,13681.580000000002,1.0,6,1800.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
4447.05,11.1976,4362.392801276298,863.587140868099,4676.36,11.3588,4584.764378709912,921.020326221257,4385.42,11.2117,4301.726327281191,852.677653967711,13248.883507267401,2637.285121057067,13508.818860244262,13508.83,1.0,7,2700.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
4386.66,11.3091,4301.486525950479,860.2323073835818,4607.13,11.4764,4515.018455216536,916.6543437709147,4338.25,11.2886,4254.320593243036,849.2169053947433,13070.82557441005,2626.10355654924,13332.025393254109,13332.04,2.0,8,0.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
4330.45,11.3794,4245.322778449825,854.4189307798948,4566.99,11.614,4473.485847503315,919.413961329468,4328.91,11.4022,4243.472833153905,855.8037756312858,12962.281459107046,2629.6366677406486,13226.327140572186,13226.349999999999,2.0,9,900.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
4320.6,11.5574,4232.997598333432,865.630228506033,4540.42,11.7493,4445.2889401997845,924.5647703311412,4313.81,11.5129,4227.015248105481,860.987112786111,12905.301786638696,2651.182111623285,13174.808567611572,13174.830000000002,2.0,10,1800.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
4292.82,11.5236,4206.28749073184,857.5832890820797,4449.82,11.7671,4356.305482989453,907.4693224985763,4269.3,11.4341,4184.568756125159,846.3491095648081,12747.161729846452,2611.4017211454643,13011.900365283445,13011.939999999999,2.0,11,2700.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
4258.34,11.5694,4171.821175890575,854.0302289679072,4417.55,11.8145,4323.966876042621,904.4658409172897,4268.35,11.4535,4183.350865759172,847.5772864181682,12679.138917692368,2606.073356303365,12944.194916354414,12944.24,3.0,12,0.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
4285.37,11.4895,4199.496431555304,853.5957815349501,4396.06,11.841,4302.515376963841,902.055959788364,4225.86,11.458,4141.641085107727,839.4652236678339,12643.652893626873,2595.116964991148,12907.230165938161,12907.29,3.0,13,900.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
4290.4,11.6196,4202.474287039729,864.1423648739366,4427.0,11.8734,4332.28261512438,910.854731936474,4240.71,11.5258,4155.195365758321,847.3327424811191,12689.952267922428,2622.3298392915294,12958.067076079993,12958.11,3.0,14,1800.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
4229.91,11.6194,4143.226918374506,851.9444295004799,4379.51,11.8281,4286.519770037923,897.6948820028051,4216.15,11.5247,4131.146794957191,842.3461171127493,12560.89348336962,2591.9854286160344,12825.538334226569,12825.57,3.0,15,2700.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
4265.01,11.6487,4177.167787904071,861.1501447463218,4412.77,11.9242,4317.550381511487,911.7553268339121,4227.69,11.6002,4141.337519561673,850.1095724497928,12636.05568897723,2623.0150440300267,12905.429527766277,12905.470000000001,4.0,16,0.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
4239.24,11.8089,4149.519078545757,867.5524159293,4398.66,12.0137,4302.319928404726,915.5615922763186,4234.82,11.706,4146.742390197245,859.2019446796199,12598.581397147727,2642.3159528852384,12872.687629839722,12872.72,4.0,17,900.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
4275.3,11.8061,4184.858642951435,874.7275167243067,4422.88,12.0567,4325.317335621721,923.8492520807807,4271.52,11.7089,4182.635217440045,866.8597050447486,12692.811196013201,2665.436473849836,12969.65719106589,12969.7,4.0,18,1800.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
4292.51,11.9386,4199.6623386200445,887.9630294536017,4416.52,12.2139,4316.550294209363,934.3674159350097,4278.08,11.8766,4186.499649400438,880.4482789863417,12702.712282229844,2702.778724374953,12987.067111478513,12987.11,4.0,19,2700.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
4374.71,12.2509,4275.088112846484,928.2829372010905,4515.5,12.5101,4408.292269087801,978.1101779966946,4352.79,12.074,4256.498702503159,910.4941403924146,12939.879084437445,2816.8872555901994,13242.934891124707,13243.0,5.0,20,0.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
4255.85,11.9564,4163.521592965383,881.6729367577311,4425.24,12.3733,4322.451585441389,948.2411872067225,4274.32,11.9351,4181.919796072764,883.9447276921396,12667.892974479539,2713.8588516565933,12955.328721401973,12955.41,5.0,21,900.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
4368.88,12.3809,4267.27648693491,936.7303979547423,4513.52,12.6644,4403.710365461351,989.5442423298991,4369.08,12.3193,4268.4765154703055,932.1846830314691,12939.463367866567,2858.4593233161104,13251.433958308571,13251.480000000001,5.0,22,1800.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
4547.68,13.0891,4429.527035162324,1029.8949592876313,4628.29,13.1308,4507.27867209603,1051.4310705739317,4461.98,12.694,4352.918325305849,980.4935357341826,13289.724032564203,3061.819565595746,13637.870211802849,13637.95,5.0,23,2700.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
4406.25,12.3979,4303.496902737294,946.0198045656969,4560.48,12.7504,4448.022119124771,1006.5172915438553,4414.55,12.3786,4311.92236901006,946.349399603907,13063.441390872125,2898.886495713459,13381.219820621021,13381.279999999999,6.0,24,0.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
4480.84,12.6241,4372.515331174113,979.3042347745362,4634.46,12.9339,4516.8788091929055,1037.3164004603814,4483.57,12.5772,4375.979974443085,976.3192142803967,13265.374114810103,2992.9398495153146,13598.817571711545,13598.869999999999,6.0,25,900.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
4496.53,12.6837,4386.801395241719,987.2970979423103,4647.27,13.0208,4527.780959614612,1047.0520687393687,4519.26,12.6044,4410.345865014537,986.184718269949,13324.928219870868,3020.533884951628,13662.991510458169,13663.06,6.0,26,1800.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
