case,topology,donor, S1 (kVA), Ang1,P1 (kW),Q1 (kVAr), S2 (kVA), Ang2,P2 (kW),Q2 (kVAr), S3 (kVA), Ang3,P3 (kW),Q3 (kVAr),P_3ph (kW),Q_3ph (kVAr),S_3ph (kVA),S_sum_3ph (kVA),hour,timestep, t(sec),circuit_folder,substation,feeder,scenario,row_type,n_loads,n_evs,n_storage,n_pv,substation_xfmr_kva,season,design
NC_GSO_urban__NC,NC_GSO_urban,NC,2554.16,9.58628,2518.4935644474704,425.3509979260349,2573.92,9.18107,2540.9455996106312,410.6819039346283,2631.95,9.21564,2597.9783306950417,421.508476473492,7657.417494753143,1257.541378334155,7759.990528806982,7760.03,18.0,75,2700.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2418.36,8.76297,2390.13060244915,368.4301736232562,2393.22,8.06467,2369.551898269671,335.7465856961142,2505.69,8.51832,2478.048610024775,371.1569242979076,7237.731110743596,1075.333683617278,7317.178019055408,7317.27,19.0,76,0.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2459.83,8.62081,2432.0388508526894,368.714872012412,2451.35,8.12674,2426.73303133243,346.5308314423333,2466.38,7.89823,2442.9832009809893,338.91501017907154,7301.755083166108,1054.1607136338168,7377.457699283071,7377.56,19.0,77,900.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2484.34,8.3118,2458.244587268534,359.136164657579,2471.19,7.95902,2447.385909051257,342.1728047015906,2499.06,8.0429,2474.478210808041,349.6547838028746,7380.108707127832,1050.9637531620442,7454.564329287426,7454.59,19.0,78,1800.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2479.33,8.59589,2451.479946753844,370.5716119237573,2470.74,8.29816,2444.8724008368054,356.58812547037314,2483.88,8.25743,2458.1290464057447,356.73722207863966,7354.481393996394,1083.89695947277,7433.924212244396,7433.95,19.0,79,2700.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2633.78,8.95466,2601.679023117737,409.9553013063015,2677.1,9.27688,2642.0857980438896,431.5634898537915,2572.45,8.44823,2544.536380655929,377.93334070762313,7788.301201817556,1219.4521318677162,7883.19092196488,7883.33,20.0,80,0.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2632.66,8.6323,2602.837029227551,395.143106838392,2641.42,8.62702,2611.534319138011,396.2172590440313,2619.95,8.30319,2592.4870300530592,378.3503687148558,7806.858378418621,1169.710734597279,7894.001579890717,7894.03,20.0,81,900.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2553.97,8.27003,2527.411681858436,367.3594306745221,2561.59,8.24668,2535.102390483266,367.4223698497828,2557.19,8.20562,2531.01009235436,364.97754520021454,7593.524164696062,1099.759345724519,7672.749172124125,7672.75,20.0,82,1800.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2572.28,8.11432,2546.527390333102,363.0738887379239,2601.8,8.26715,2574.7631135398265,374.1098089527971,2598.71,8.31958,2571.36221455038,376.0186507110583,7692.652718423309,1113.202348401779,7772.781054085645,7772.79,20.0,83,2700.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2534.86,7.66873,2512.1886608869977,338.265209134478,2511.39,7.47974,2490.0204668034858,326.9217138700788,2504.76,7.61151,2482.6904384325007,331.7692639709701,7484.899566122984,996.9561869755267,7551.00279126533,7551.01,21.0,84,0.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2562.65,8.4308,2534.957136468417,375.7224224981048,2658.74,9.01702,2625.882832107322,416.6986196809735,2680.39,9.08877,2646.7371321998994,423.4065482892904,7807.577100775639,1215.8275904683687,7901.676841930469,7901.779999999999,21.0,85,900.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2411.29,7.96977,2388.00021903193,334.3268131685736,2474.56,8.40839,2447.9607837225108,361.8496855832133,2394.41,8.35803,2368.97915218379,348.0474459302504,7204.940154938231,1044.2239446820374,7280.217461236213,7280.26,21.0,86,1800.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2315.66,7.74188,2294.552755879269,311.9437226277359,2369.85,7.74379,2348.238170409103,319.3219653166819,2328.72,7.80807,2307.129774050972,316.3685257536084,6949.920700339344,947.634213698026,7014.2289914128405,7014.23,21.0,87,2700.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2310.84,8.10615,2287.7513068257126,325.8457667628115,2337.58,7.53553,2317.392026663292,306.55252593544753,2267.17,7.74923,2246.465545091777,305.69979328665664,6851.6088785807815,938.0980859849157,6915.531233677971,6915.59,22.0,88,0.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2638.34,9.90296,2599.029901947466,453.7416934588959,2898.88,10.6181,2849.243025727491,534.1530068653118,2573.48,9.55936,2537.744858486996,427.37611494188775,7986.017786161952,1415.2708152660953,8110.454460844904,8110.700000000001,22.0,89,900.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2424.23,9.86423,2388.3913236591056,415.304680890916,2775.22,11.4133,2720.3407634090395,549.1740883682734,2334.24,9.26889,2303.7625689031984,375.97128044644,7412.494655971343,1340.4500497056292,7532.720847114909,7533.69,22.0,90,1800.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2374.15,9.77518,2339.680996288768,403.0893922012833,2747.87,11.2388,2695.175188769585,535.5560089671594,2334.14,9.32825,2303.273138441541,378.341630452757,7338.129323499894,1316.9870316211998,7455.373686802522,7456.16,22.0,91,2700.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,1991.48,7.56317,1974.154822012216,262.117014186257,2240.6,8.31562,2217.043223018835,324.0489272721884,2002.67,7.46678,1985.688106595393,260.24963443894416,6176.886151626443,846.4155758973895,6234.60839646535,6234.75,23.0,92,0.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,1892.1,6.60188,1879.5534730290249,217.5342548301996,2065.65,7.15299,2049.573460595748,257.21304811687,1856.6,5.89338,1846.787288272676,190.63124579789,5775.914221897448,665.3785487449595,5814.1133212079,5814.35,23.0,93,900.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,1643.79,4.38871,1638.970161440939,125.7870184329977,1826.51,5.49978,1818.101782460764,175.05624442731192,1693.21,4.71939,1687.4693411057508,139.31018242800243,5144.541285007453,440.153445288312,5163.336139410769,5163.51,23.0,94,1800.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,1645.11,4.70572,1639.564666005469,134.96154299049323,1785.82,5.1589,1778.5859215640976,160.57768217903083,1665.71,4.4223,1660.750876533953,128.43804028288122,5078.901464103519,423.9772654524053,5096.567158754348,5096.639999999999,23.0,95,2700.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,1635.84,4.56071,1630.6603411490266,130.07443024568627,1751.02,5.00765,1744.3364483766136,152.84434979698185,1600.2,3.41603,1597.3567587816065,95.34896525249124,4972.353548307247,378.2677452951593,4986.720996455922,4987.06,24.0,96,0.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,,,,,,,,,,,,,,,,,,0,,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,summary,3503.0,324.0,3.0,3.0,1000.0,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2069.3,15.9886,1989.2522744135947,569.9805950559556,2423.08,17.9114,2305.641141505763,745.2084359399064,2070.25,15.3002,1996.8730886620567,546.2901520961698,6291.766504581415,1861.479183092032,6561.358891057371,6562.63,0.0,1,900.0,uhs0_1247_circuit_1_fire_mixed,uhs0_1247,circuit_1,fire_mixed,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2241.5,10.3984,2204.6867504721013,404.57209776845167,2374.83,11.3795,2328.1451933363887,468.56961878110457,2238.08,9.78436,2205.52561294634,380.3404488582182,6738.357556754831,1253.4821654077746,6853.95361099492,6854.41,0.0,2,1800.0,uhs0_1247_circuit_1_fire_mixed,uhs0_1247,circuit_1,fire_mixed,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2110.28,9.36231,2082.1697754186016,343.29390430540786,2276.18,10.4618,2238.3412123328485,413.3086129907199,2117.8,8.75408,2093.12906023873,322.31595862465986,6413.64004799018,1078.9184759207876,6503.75612572202,6504.26,0.0,3,2700.0,uhs0_1247_circuit_1_fire_mixed,uhs0_1247,circuit_1,fire_mixed,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2156.34,10.155,2122.55961084332,380.18797195158095,2233.1,10.2751,2197.286994017164,398.3283518945332,2164.67,9.27626,2136.3617246471667,348.9337908007526,6456.208329507651,1127.4501146468667,6553.912553202187,6554.110000000001,1.0,4,0.0,uhs0_1247_circuit_1_fire_mixed,uhs0_1247,circuit_1,fire_mixed,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2079.99,9.6083,2050.81162617082,347.17441447001363,2210.21,10.6085,2172.433198098229,406.8934060668717,2066.99,8.95951,2041.769918466204,321.9056696402071,6265.014742735253,1075.9734901770923,6356.738839865449,6357.19,1.0,5,900.0,uhs0_1247_circuit_1_fire_mixed,uhs0_1247,circuit_1,fire_mixed,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2054.09,9.83245,2023.9181718338727,350.771951302602,2159.95,10.5498,2123.4385114866777,395.46540990994464,2010.75,9.05598,1985.686055942324,316.490836733414,6133.042739262874,1062.7281979459606,6224.436076009982,6224.79,1.0,6,1800.0,uhs0_1247_circuit_1_fire_mixed,uhs0_1247,circuit_1,fire_mixed,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2026.29,9.70308,1997.302726699095,341.5157126990793,2111.32,10.7774,2074.078607721427,394.8038391307107,1963.26,9.15933,1938.2274614335308,312.51261629721625,6009.608795854053,1048.8321681270063,6100.446442360132,6100.870000000001,1.0,7,2700.0,uhs0_1247_circuit_1_fire_mixed,uhs0_1247,circuit_1,fire_mixed,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2027.69,10.2009,1995.637951772129,359.10430455055985,2104.91,11.2441,2064.5070198256985,410.4349804663492,1987.0,9.63142,1958.992113865104,332.4438265547002,6019.137085462931,1101.9831115716092,6119.181156967346,6119.6,2.0,8,0.0,uhs0_1247_circuit_1_fire_mixed,uhs0_1247,circuit_1,fire_mixed,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2022.59,10.2222,1990.485267713596,358.9410914274551,2107.57,11.3953,2066.024284529381,416.4072053109281,1974.44,9.47269,1947.516850767732,324.94834908910684,6004.026403010709,1100.29664582749,6104.013905363334,6104.6,2.0,9,900.0,uhs0_1247_circuit_1_fire_mixed,uhs0_1247,circuit_1,fire_mixed,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2019.78,10.3473,1986.932508063869,362.78155520784287,2093.79,11.1453,2054.301419723773,404.7248954794984,2016.92,9.75426,1987.7623254773937,341.7121944161556,6028.996253265036,1109.2186451034968,6130.184485358421,6130.49,2.0,10,1800.0,uhs0_1247_circuit_1_fire_mixed,uhs0_1247,circuit_1,fire_mixed,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,1978.88,10.3032,1946.9706593387384,353.9368673564245,2077.78,11.3769,2036.953253368369,409.867261429866,1998.59,9.95758,1968.4833336970585,345.59420286937086,5952.407246404166,1109.3983316556614,6054.908478691084,6055.25,2.0,11,2700.0,uhs0_1247_circuit_1_fire_mixed,uhs0_1247,circuit_1,fire_mixed,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2016.85,10.4788,1983.2135186070825,366.8079362747159,2103.49,11.5022,2061.2457128106103,419.4476028300551,2008.21,9.88936,1978.370483402787,344.90235502330705,6022.829714820479,1131.157894128078,6128.131522346171,6128.55,3.0,12,0.0,uhs0_1247_circuit_1_fire_mixed,uhs0_1247,circuit_1,fire_mixed,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2026.83,10.583,1992.3533893180904,372.2469892057128,2105.05,11.5449,2062.460983097447,421.29585293557614,2020.7,10.1781,1988.900694031382,357.0749491094096,6043.715066446919,1150.6177912506985,6152.268939662839,6152.58,3.0,13,900.0,uhs0_1247_circuit_1_fire_mixed,uhs0_1247,circuit_1,fire_mixed,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2001.69,10.4186,1968.6877703269176,361.9824844729788,2085.67,11.5381,2043.5226016732367,417.1746940439288,2023.39,10.3181,1990.6687575167937,362.4154935244152,6002.879129516948,1141.572672041323,6110.462012740257,6110.75,3.0,14,1800.0,uhs0_1247_circuit_1_fire_mixed,uhs0_1247,circuit_1,fire_mixed,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,1993.06,10.2879,1961.0171285528047,355.9494137128374,2082.84,11.3863,2041.8463938900425,411.20040048403496,2015.45,9.82041,1985.918021589221,343.7561839838707,5988.781544032068,1110.905998180743,6090.945453616629,6091.35,3.0,15,2700.0,uhs0_1247_circuit_1_fire_mixed,uhs0_1247,circuit_1,fire_mixed,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,1981.88,10.1832,1950.660414724276,350.3887567084824,2084.21,11.2932,2043.855332141948,408.1503465329039,2023.78,9.8748,1993.7973941913745,347.069790266575,5988.313141057598,1105.6088935079613,6089.520941812009,6089.87,4.0,16,0.0,uhs0_1247_circuit_1_fire_mixed,uhs0_1247,circuit_1,fire_mixed,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2083.51,11.0098,2045.1620247961328,397.90226492416616,2177.52,12.0528,2129.5178514756312,454.6944805543721,2109.51,10.6126,2073.426562207254,388.5031933374687,6248.106438479019,1241.099938816007,6370.177636823957,6370.540000000001,4.0,17,900.0,uhs0_1247_circuit_1_fire_mixed,uhs0_1247,circuit_1,fire_mixed,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2073.62,10.792,2036.9447218821635,388.273234200344,2157.84,11.6387,2113.4731040428123,435.3216099479106,2186.01,11.0957,2145.147155181732,420.6939537427732,6295.564981106707,1244.2887978910278,6417.3509366322005,6417.47,4.0,18,1800.0,uhs0_1247_circuit_1_fire_mixed,uhs0_1247,circuit_1,fire_mixed,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2079.31,10.8244,2042.3135927681449,390.4936169702041,2164.25,11.7123,2119.188701756065,439.3373519852893,2202.32,11.4817,2158.2479029094507,438.38267756260495,6319.750197433661,1268.2136465180984,6445.743433551907,6445.879999999999,4.0,19,2700.0,uhs0_1247_circuit_1_fire_mixed,uhs0_1247,circuit_1,fire_mixed,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2098.95,10.9006,2061.07808355442,396.9234636446149,2195.42,12.0831,2146.78052138148,459.5675896068629,2220.45,11.4403,2176.3338914852707,440.4191132007995,6384.19249642117,1296.9101664522773,6514.590532889051,6514.82,5.0,20,0.0,uhs0_1247_circuit_1_fire_mixed,uhs0_1247,circuit_1,fire_mixed,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2145.34,11.1342,2104.95949300566,414.2816051979096,2236.53,12.1819,2186.169168297692,471.94364969197153,2262.91,11.4801,2217.6379738222145,450.38148847582937,6508.766635125567,1336.6067433657106,6644.588828282341,6644.780000000001,5.0,21,900.0,uhs0_1247_circuit_1_fire_mixed,uhs0_1247,circuit_1,fire_mixed,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2209.42,11.213,2167.244513573798,429.6370035090911,2303.24,12.3011,2250.3610284497377,490.7033108046433,2293.02,11.4407,2247.4588886806105,454.8288294408292,6665.064430704146,1375.1691437545635,6805.451788042601,6805.68,5.0,22,1800.0,uhs0_1247_circuit_1_fire_mixed,uhs0_1247,circuit_1,fire_mixed,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2327.84,11.3592,2282.241517594115,458.4896083552081,2402.91,12.1112,2349.4266119157087,504.15380919147424,2384.33,11.2931,2338.1651957202635,466.9186935885314,6969.833325230087,1429.5621111352136,7114.929684197959,7115.08,5.0,23,2700.0,uhs0_1247_circuit_1_fire_mixed,uhs0_1247,circuit_1,fire_mixed,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2413.04,11.928,2360.9378765251067,498.7327789399048,2460.62,12.3811,2403.393506680876,527.589268696972,2461.82,11.7742,2410.021763779471,502.34730068876536,7174.353146985453,1528.6693483256422,7335.405445793056,7335.48,6.0,24,0.0,uhs0_1247_circuit_1_fire_mixed,uhs0_1247,circuit_1,fire_mixed,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2413.13,11.2836,2366.485897929873,472.1661696892773,2486.32,12.2515,2429.6954327811154,527.6051992944997,2450.31,11.2256,2403.431337267147,477.0082841442634,7199.612667978135,1476.7796531280403,7349.510236254127,7349.76,6.0,25,900.0,uhs0_1247_circuit_1_fire_mixed,uhs0_1247,circuit_1,fire_mixed,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2631.79,12.2441,2571.9245416896483,558.1422363112218,2702.67,12.9819,2633.592671620668,607.1365323268839,2667.26,12.1333,2607.676725507148,560.622870429241,7813.193938817463,1725.9016390673469,8001.545850228524,8001.72,6.0,26,1800.0,uhs0_1247_circuit_1_fire_mixed,uhs0_1247,circuit_1,fire_mixed,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2772.38,12.8638,2702.798948435988,617.2266267209494,2840.41,13.5014,2761.913042658035,663.1480324146593,2780.41,12.6218,2713.2177549416447,607.5600236761971,8177.929746035666,1887.934682811806,8393.022834334402,8393.2,6.0,27,2700.0,uhs0_1247_circuit_1_fire_mixed,uhs0_1247,circuit_1,fire_mixed,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2815.29,13.0076,2743.050271138512,633.6663113239787,2866.8,13.5334,2787.199486752968,670.8660529822586,2834.79,12.8661,2763.617248388783,631.2321668831609,8293.867006280263,1935.764531189398,8516.772524734663,8516.880000000001,7.0,28,0.0,uhs0_1247_circuit_1_fire_mixed,uhs0_1247,circuit_1,fire_mixed,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2934.34,13.2885,2855.773126067016,674.4709690071347,2993.76,13.9486,2905.481094111576,721.6498800389302,2989.6,13.6237,2905.4835756126613,704.1827545780034,8666.737795791254,2100.3036036240683,8917.601653381524,8917.7,7.0,29,900.0,uhs0_1247_circuit_1_fire_mixed,uhs0_1247,circuit_1,fire_mixed,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2982.89,11.2638,2925.434358485277,582.6375943018406,3066.3,12.0686,2998.528538939498,641.1102020443603,2981.44,11.0299,2926.3652764252947,570.4127825814476,8850.32817385007,1794.1605789276489,9030.355528317936,9030.63,7.0,30,1800.0,uhs0_1247_circuit_1_fire_mixed,uhs0_1247,circuit_1,fire_mixed,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,3080.86,12.0772,3012.6700129169185,644.6066497261527,3127.73,12.5813,3052.6266557426543,681.2968908995683,3115.74,12.0985,3046.535439615768,653.0371832944552,9111.83210827534,1978.940723920176,9324.252825732856,9324.33,7.0,31,2700.0,uhs0_1247_circuit_1_fire_mixed,uhs0_1247,circuit_1,fire_mixed,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,3156.02,12.5806,3080.2457522941813,687.4215197923702,3179.0,12.9882,3097.66964828027,714.4814554088782,3178.88,12.7396,3100.6234898078383,701.0078664693173,9278.53889038229,2102.910841670566,9513.859256282502,9513.9,8.0,32,0.0,uhs0_1247_circuit_1_fire_mixed,uhs0_1247,circuit_1,fire_mixed,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,3166.51,12.8394,3087.337034130252,703.6587367380737,3204.48,13.198,3119.8396635251443,731.6368937494293,3202.43,12.7224,3123.805602932576,705.2633975948611,9330.98230058797,2140.559028082364,9573.36010221024,9573.42,8.0,33,900.0,uhs0_1247_circuit_1_fire_mixed,uhs0_1247,circuit_1,fire_mixed,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,3182.81,13.2157,3098.517396893691,727.6465056929396,3293.67,13.6717,3200.34709662992,778.4860499664986,3175.72,13.0311,3093.938281866889,716.0610493516327,9392.8027753905,2222.193605011071,9652.09243612677,9652.2,8.0,34,1800.0,uhs0_1247_circuit_1_fire_mixed,uhs0_1247,circuit_1,fire_mixed,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,3158.03,12.838,3079.0862081509213,701.6990834216489,3341.08,13.7102,3245.882413199316,791.87304922152,3202.84,12.9381,3121.527976241492,717.1102838069596,9446.49659759173,2210.6824164501286,9701.722255079963,9701.95,8.0,35,2700.0,uhs0_1247_circuit_1_fire_mixed,uhs0_1247,circuit_1,fire_mixed,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,3216.19,13.3298,3129.542916012549,741.5114651410777,3357.14,13.9573,3258.0229608674617,809.7378378589075,3230.58,13.3089,3143.816721352377,743.6824315157595,9531.382598232389,2294.9317345157447,9803.773044087397,9803.91,9.0,36,0.0,uhs0_1247_circuit_1_fire_mixed,uhs0_1247,circuit_1,fire_mixed,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,3269.91,13.4938,3179.6447097057417,763.0012635247009,3395.71,14.1399,3292.8272197017186,829.5392126303925,3293.94,13.3496,3204.9356262614147,760.5447752238869,9677.407555668877,2353.0852513789805,9959.378856072017,9959.56,9.0,37,900.0,uhs0_1247_circuit_1_fire_mixed,uhs0_1247,circuit_1,fire_mixed,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,3324.81,13.506,3232.8639378708017,776.5000291786808,3437.51,14.1037,3333.8906655021333,837.6443341763518,3321.24,13.373,3231.184507061948,768.1678325228388,9797.939110434883,2382.312195877871,10083.40330495701,10083.56,9.0,38,1800.0,uhs0_1247_circuit_1_fire_mixed,uhs0_1247,circuit_1,fire_mixed,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,3411.97,14.0743,3309.5467247132988,829.7226993637549,3457.95,14.2175,3352.0343048280824,849.2845352152083,3365.46,13.5339,3272.006656043438,787.5871090917116,9933.587685584818,2466.594343670675,10235.245574163351,10235.38,9.0,39,2700.0,uhs0_1247_circuit_1_fire_mixed,uhs0_1247,circuit_1,fire_mixed,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,3555.28,14.5004,3442.0297282335114,890.1950507370515,3624.62,14.8035,3504.310824631287,926.1078710236678,3500.12,13.9343,3397.120203380793,842.8608059353785,10343.460756245591,2659.163727696098,10679.80955573119,10680.02,10.0,40,0.0,uhs0_1247_circuit_1_fire_mixed,uhs0_1247,circuit_1,fire_mixed,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,3588.31,14.555,3473.149817465352,901.7754718001568,3644.07,14.8005,3523.1639822723623,930.8929685623108,3531.92,14.1092,3425.3721647733323,860.9787565300641,10421.685964511047,2693.647196892531,10764.166180629763,10764.3,10.0,41,900.0,uhs0_1247_circuit_1_fire_mixed,uhs0_1247,circuit_1,fire_mixed,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,3657.32,14.5885,3539.4070689450955,921.1879193202062,3711.98,14.9029,3587.120364166049,954.6533472340808,3652.75,14.3135,3539.3595327369712,903.0596107256328,10665.886965848116,2778.90087727992,11021.952406629049,11022.05,10.0,42,1800.0,uhs0_1247_circuit_1_fire_mixed,uhs0_1247,circuit_1,fire_mixed,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,3659.32,14.2579,3546.601821968446,901.2426858566452,3770.72,14.7971,3645.6690358720666,963.0299057057532,3652.68,13.9813,3544.4680116698023,882.5064853300028,10736.738869510316,2746.779076892401,11082.524840906404,11082.72,10.0,43,2700.0,uhs0_1247_circuit_1_fire_mixed,uhs0_1247,circuit_1,fire_mixed,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,3679.13,14.5005,3561.932989191578,921.2116680810922,3810.14,15.1654,3677.450542219428,996.7569057348128,3658.35,14.3111,3544.823576930046,904.2955993152216,10784.207108341052,2822.2641731311264,11147.389740137967,11147.62,11.0,44,0.0,uhs0_1247_circuit_1_fire_mixed,uhs0_1247,circuit_1,fire_mixed,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,3680.0,14.4928,3562.899074800176,920.950695090703,3733.67,14.8081,3609.6646120058776,954.260476878539,3658.59,14.2045,3546.732563886173,897.7577113951263,10719.296250692229,2772.9688833643686,11072.157357001908,11072.26,11.0,45,900.0,uhs0_1247_circuit_1_fire_mixed,uhs0_1247,circuit_1,fire_mixed,data,,,,,,winter,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,3739.62,14.606,3618.765834866957,943.0225749151824,3732.16,14.5174,3612.9979478095615,935.5555006112082,3676.13,14.0175,3566.661429534239,890.4257543292323,10798.425212210755,2769.003829855624,11147.796610696843,11147.91,11.0,46,1800.0,uhs0_1247_circuit_1_fire_mixed,uhs0_1247,circuit_1,fire_mixed,data,,,,,,winter,NC
