case,topology,donor, S1 (kVA), Ang1,P1 (kW),Q1 (kVAr), S2 (kVA), Ang2,P2 (kW),Q2 (kVAr), S3 (kVA), Ang3,P3 (kW),Q3 (kVAr),P_3ph (kW),Q_3ph (kVAr),S_3ph (kVA),S_sum_3ph (kVA),hour,timestep, t(sec),circuit_folder,substation,feeder,scenario,row_type,n_loads,n_evs,n_storage,n_pv,substation_xfmr_kva,season,design
NC_GSO_urban__NC,NC_GSO_urban,NC,2213.36,9.90146,2180.39188055786,380.5965538432501,2220.28,9.99508,2186.58205684358,385.3598150945408,2143.0,9.5038,2113.5865813711007,353.8371985080464,6480.560518772541,1119.7935674458372,6576.595036275726,6576.64,0.0,1,900.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2280.83,10.0584,2245.774205585601,398.3512350004237,2272.35,10.1135,2237.0418458433924,399.0216816735489,2245.88,9.82133,2212.9654266596185,383.0939764721092,6695.781478088613,1180.466893146082,6799.043439199995,6799.06,0.0,2,1800.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2224.5,9.81203,2191.960323311193,379.0912700518036,2227.97,9.82334,2195.304573752357,380.1159683070169,2209.43,9.49598,2179.154576681108,364.5082383565345,6566.419473744658,1123.715476715355,6661.87670088412,6661.9,0.0,3,2700.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2046.89,9.53559,2018.6078954148545,339.08824318872126,2026.85,9.49267,1999.0957520036527,334.27099308936425,2033.12,9.07291,2007.682568389344,320.60511378573705,6025.386215807851,993.9643500638226,6106.819481435901,6106.86,1.0,4,0.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2088.85,10.4092,2054.472692892397,377.4073086990529,2072.64,10.5487,2037.611672459814,379.440696098241,2074.09,10.1307,2041.753017002537,364.8204293361853,6133.837382354748,1121.6684341334792,6235.55138775265,6235.58,1.0,5,900.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2034.72,10.545,2000.3565842192204,372.3694595033441,2025.3,10.4338,1991.8112748081824,366.7805004999617,2019.6,10.1617,1987.920074406232,356.3115740089321,5980.087933433635,1095.461534012238,6079.596011586544,6079.62,1.0,6,1800.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2052.63,9.41998,2024.9505864297969,335.9539245456479,2054.14,9.17223,2027.8750264863509,327.4355151063814,2048.38,8.96532,2023.3546267950687,319.2125915859035,6076.180239711217,982.6020312379328,6155.11763147139,6155.150000000001,1.0,7,2700.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2027.16,9.1616,2001.2999187564835,322.7635369512693,2044.5,8.98713,2019.4006029157488,319.3766662477203,2026.73,8.62521,2003.8086771233127,303.9494668284803,6024.509198795546,946.08967002747,6098.343771066438,6098.389999999999,2.0,8,0.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,1877.42,8.43866,1857.0941857459152,275.5123258017987,1880.05,8.34608,1860.13908779122,272.892976405126,1869.74,7.95072,1851.7669465935733,258.6249081266441,5569.000220130708,807.0302103335688,5627.171688531186,5627.21,2.0,9,900.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,1856.32,8.45583,1836.1409059265327,272.96614439026945,1835.07,8.32597,1815.728832423074,265.7267619332696,1871.78,8.14786,1852.8855329472003,265.2839425878784,5504.755271296808,803.9768489114175,5563.156421534049,5563.17,2.0,10,1800.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,1873.61,9.18905,1849.565592845852,299.20152048539893,1869.32,9.24252,1845.0512599759431,300.2384226930073,1878.89,8.79931,1856.775885098656,287.421197228219,5551.392737920451,886.8611404066253,5621.78654993226,5621.82,2.0,11,2700.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,1888.79,9.72184,1861.6654130298512,318.95070783491457,1911.55,9.77394,1883.804259707941,324.5071857543612,1917.15,9.44614,1891.154052122388,314.6434071152187,5636.62372486018,958.1013007044944,5717.471916683832,5717.49,3.0,12,0.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,1792.56,8.04229,1774.9303075169075,250.7862776507835,1817.19,8.35334,1797.911377928655,263.9965401566575,1808.07,7.67646,1791.866373847574,241.52023346780976,5364.708059293137,756.3030512752507,5417.756626761025,5417.82,3.0,13,900.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,1916.62,7.9627,1898.140834801449,265.50630060180856,1903.91,8.01405,1885.3162457074643,265.4353815366584,1884.83,7.34086,1869.3811328774373,240.8283806819028,5652.838213386351,771.7700628203697,5705.279037574476,5705.36,3.0,14,1800.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,1961.32,8.23508,1941.0962787262763,280.92949135860005,1960.15,8.32644,1939.4881928643888,283.8548436078292,1952.52,7.78597,1934.5198028566613,264.5136721521677,5815.104274447327,829.298007118597,5873.9401518321965,5873.99,3.0,15,2700.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,1794.58,7.35277,1779.8231580863633,229.66693784583825,1781.01,7.37723,1766.267278167374,228.68432866118275,1788.4,6.92963,1775.335883739197,215.77085045938188,5321.426319992935,674.1221169664028,5363.955509481488,5363.99,4.0,16,0.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,1840.19,7.95631,1822.4761564286289,254.71532217189605,1832.83,8.04147,1814.807924725559,256.3942379487291,1827.39,7.43226,1812.0371604587444,236.38007787588765,5449.321241612932,747.4896379965128,5500.3493301067765,5500.41,4.0,17,900.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,1852.93,9.10675,1829.5741274200464,293.2713712164488,1848.73,9.26007,1824.6375356278004,297.4902964436108,1860.47,8.79209,1838.6085334451045,284.3717314411581,5492.820196492951,875.1333991012177,5562.097821615807,5562.13,4.0,18,1800.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,1945.9,9.84458,1917.2469449197547,332.70251305914115,1941.85,10.1152,1911.6670919822184,341.04303530822574,1899.7,9.19715,1875.2778683571105,303.63301278025097,5704.191905259084,977.3785611476178,5787.320117620438,5787.45,4.0,19,2700.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,1915.53,8.71225,1893.4277034970653,290.1494658444648,1928.73,9.19226,1903.9609680793403,308.1104427480213,1904.37,8.27608,1884.537831896647,274.12088036171923,5681.926503473052,872.3807889542054,5748.5073742499335,5748.63,5.0,20,0.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,1947.56,8.51879,1926.073225818632,288.49936288423606,1917.71,8.57984,1896.24878293646,286.098230179766,1928.5,8.10486,1909.2375682511204,271.8899740309463,5731.559577006212,846.4875670949483,5793.730783011751,5793.77,5.0,21,900.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,1974.47,8.66355,1951.9411289741715,297.41824073018387,1967.88,8.93719,1943.9884353231205,305.71335876923547,1948.66,8.28495,1928.3231475565976,280.7946477364125,5824.252711853889,883.9262472358319,5890.946041349369,5891.01,5.0,22,1800.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2306.57,10.2483,2269.770928948428,410.3718984050839,2271.75,10.1323,2236.320155172006,399.6501295776778,2264.04,9.66549,2231.901439734864,380.12246041169647,6737.992523855297,1190.1444883944582,6842.293997979448,6842.36,5.0,23,2700.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2482.91,12.0088,2428.573144068569,516.5990243979392,2450.71,11.8987,2398.053220213505,505.292249221812,2459.93,11.7395,2408.475091552591,500.5030851760441,7235.101455834666,1522.3943587957951,7393.536208061348,7393.549999999999,6.0,24,0.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2521.67,12.5293,2461.616923854369,547.0481780371399,2482.01,12.3792,2424.303686997328,532.0951731703278,2533.32,12.3861,2474.355316528903,543.3930345202737,7360.2759273806,1622.5363857277414,7536.994497157922,7537.0,6.0,25,900.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2817.16,12.5468,2749.8830936403515,611.9913699644537,2822.29,12.6813,2753.4437481763675,619.5711175712414,2849.03,12.5943,2780.477947334386,621.220029689289,8283.804789151105,1852.7825172249843,8488.476002257257,8488.48,6.0,26,1800.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2692.05,11.8521,2634.65827341647,552.9095629650001,2679.1,11.7401,2623.0549550498013,545.1233922596639,2708.85,11.7946,2651.657122745903,553.6992196950605,7909.370351212174,1651.7321749197245,8079.997433805238,8080.0,6.0,27,2700.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2485.46,10.9902,2439.8761801571623,473.83081062938,2486.81,11.0776,2440.475398433979,477.8114751013333,2517.81,11.0439,2471.1819151217987,482.31435648854415,7351.53349371294,1433.9566422192574,7490.0785283565565,7490.08,7.0,28,0.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2739.79,11.3274,2686.4211949971545,538.1360489412132,2724.62,11.3068,2671.738930143036,534.1958756468907,2781.93,11.289,2728.10594008555,544.5847083511742,8086.26606522574,1616.916632939278,8246.339689553,8246.34,7.0,29,900.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2850.35,12.1339,2786.6704484093766,599.1351554214501,2826.44,11.9432,2765.256710997725,584.9088782725448,2870.31,12.0525,2807.038841317993,599.343340191696,8358.966000725095,1783.387373885691,8547.092086002875,8547.1,7.0,30,1800.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,3066.91,13.139,2986.622789244659,697.152252283854,3063.81,13.1424,2983.56260941872,696.6246275997997,3123.07,13.2099,3040.4317943400574,713.6811114679299,9010.617193003436,2107.457991351584,9253.788488190165,9253.79,7.0,31,2700.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,3122.59,12.0624,3053.645046030988,652.5490333686865,3109.89,12.0232,3041.669380835155,647.8141630050112,3079.32,11.725,3015.067631780681,625.7626052972772,9110.382058646825,1926.1258016709749,9311.767923352503,9311.8,8.0,32,0.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,3305.47,13.0455,3220.1595159897765,746.126405162347,3344.56,13.3972,3253.545165615002,774.9357708244266,3258.65,12.7415,3178.4059096120577,718.7041785346393,9652.110591216837,2239.7663545214127,9908.571652257777,9908.68,8.0,33,900.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,3534.55,13.8627,3431.597982313605,846.8642100603838,3560.51,14.1254,3452.8541423833726,868.9244682514042,3447.57,13.4704,3352.7287027582565,803.0872621334111,10237.180827455237,2518.875940445199,10542.514277788328,10542.63,8.0,34,1800.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,3655.53,13.223,3558.6115125803526,836.1720417656733,3675.7,13.404,3575.572817465316,852.08539302299,3622.53,13.0042,3529.625046603921,815.150680111517,10663.80937664959,2503.4081149001804,10953.715470618534,10953.76,8.0,35,2700.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,3773.67,14.0629,3660.571437795281,916.9525711275328,3820.82,14.2944,3702.526908742685,943.3768931007062,3760.31,13.9189,3649.8967146616633,904.5359409122424,11012.995061199628,2764.865405140481,11354.758514673487,11354.8,9.0,36,0.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,4049.47,14.7891,3915.319025570828,1033.6750983278562,4040.89,14.8184,3906.4952709574486,1033.4827962221202,3988.48,14.4912,3861.590834573145,998.0425525701214,11683.40513110142,3065.200447120098,12078.799991657792,12078.84,9.0,37,900.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,4133.63,14.0441,4010.0726328129376,1003.1024157406432,4158.05,14.2207,4030.6334651111183,1021.4566424603348,4126.77,13.9277,4005.443904565664,993.3024515613416,12046.15000248972,3017.86150976232,12418.42252359727,12418.45,9.0,38,1800.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,4319.78,15.1818,4169.018512340849,1131.275338792151,4328.16,15.3711,4173.338376034394,1147.2644789753583,4234.96,14.9767,4091.10263619518,1094.424698970584,12433.459524570422,3372.964516738093,12882.849272591262,12882.899999999998,9.0,39,2700.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,4395.25,15.0954,4243.585492277687,1144.641748421899,4407.27,15.3078,4250.906613932689,1163.5384877705287,4299.58,14.8762,4155.470142656589,1103.836976138065,12649.962248866965,3412.0172123304924,13102.038251928549,13102.1,10.0,40,0.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,4512.48,14.4552,4369.62895496133,1126.4184597047192,4512.58,14.4627,4369.578300737422,1127.0154081132437,4441.51,14.1913,4305.966605370959,1088.8813863456874,13045.17386106971,3342.31525416365,13466.537503150224,13466.57,10.0,41,900.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,4660.1,15.6441,4487.4679775352815,1256.6475880673208,4683.99,15.7486,4508.16176840833,1271.3141979705397,4615.36,15.5344,4446.760121127874,1236.0713388582417,13442.389867071486,3764.033124896102,13959.433752973697,13959.45,10.0,42,1800.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,4793.19,16.3549,4599.237979090887,1349.696405784637,4882.09,16.4684,4681.80826430892,1384.0065550237462,4782.51,16.3324,4589.5186251647,1344.8868686124931,13870.564868564506,4078.589829420877,14457.782152519498,14457.79,10.0,43,2700.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,5101.61,16.481,4892.004563854144,1447.3133521564084,5146.07,16.6059,4931.443634479085,1470.6801572251231,5100.27,16.5339,4889.381611643338,1451.4480798926284,14712.829809976569,4369.44158927416,15347.943862922284,15347.95,11.0,44,0.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,5203.54,16.7465,4982.852477349488,1499.336426747535,5198.4,16.7419,4978.050709570394,1497.455739895404,5229.74,16.7734,5007.233283179418,1509.2366664709198,14968.1364700993,4506.028833113858,15631.679539715818,15631.679999999998,11.0,45,900.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,5253.03,16.6805,5031.9837552877625,1507.8009375975532,5376.04,16.8776,5144.478700246514,1560.815486952233,5264.58,16.7237,5041.906945939685,1514.9181248124146,15218.36940147396,4583.534549362201,15893.632567947325,15893.65,11.0,46,1800.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,5251.35,15.9978,5047.97718203457,1447.274401127277,5332.93,16.1021,5123.713766637498,1479.087428947114,5266.73,15.968,5063.515808644784,1448.8797563995308,15235.206757316852,4375.241586473921,15851.001983414297,15851.01,11.0,47,2700.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,5371.97,16.6808,5145.910714910734,1541.9677671945362,5434.78,16.7689,5203.6727316079305,1567.9999205102206,5378.87,16.6819,5152.490711562788,1544.047260986268,15502.07415808145,4654.014948691025,16185.615785174694,16185.62,12.0,48,0.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,5336.71,17.0227,5102.902577630895,1562.3248405206784,5387.85,17.0013,5152.390836689511,1575.3717937356755,5343.79,16.9296,5112.207639918857,1556.092738385237,15367.501054239265,4693.789372641591,16068.346129168616,16068.350000000002,12.0,49,900.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,5012.97,16.5043,4806.42770074703,1424.1211249018168,5098.48,16.6758,4884.05721251087,1463.0391161279808,4972.3,16.3577,4771.032028801911,1400.3644776079968,14461.51694205981,4287.524718637795,15083.711097684583,15083.75,12.0,50,1800.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,4999.69,16.5871,4791.637261016483,1427.2744847920656,5068.92,16.7156,4854.728828110771,1457.929343936193,4957.25,16.4608,4754.07128378645,1404.6828080307143,14400.437372913704,4289.886636758973,15025.83521430516,15025.86,12.0,51,2700.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,5016.57,16.6261,4806.8389227463,1435.3655059500295,5098.62,16.8403,4879.970602061938,1477.0960792755666,4948.13,16.4639,4745.249209924003,1402.3553161077375,14432.058734732242,4314.816901333335,15063.265390173308,15063.32,13.0,52,0.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,5003.44,16.6939,4792.560431000868,1437.28088723282,5080.9,16.8919,4861.682900680769,1476.341485980874,4925.09,16.5156,4721.892459479857,1400.0868220247132,14376.135791161496,4313.709195238407,15009.37597993331,15009.43,13.0,53,900.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,4952.92,16.6727,4744.695806787824,1421.0130989720112,5064.42,16.9943,4843.276213156578,1480.2112887934895,4896.92,16.5716,4693.521848632698,1396.6667973455608,14281.4938685771,4297.8911851110615,14914.185722233064,14914.26,13.0,54,1800.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,4909.14,15.999,4718.991858069484,1353.0600071962524,4979.56,16.2039,4781.745450923062,1389.5784382958047,4833.73,15.8487,4649.981624513457,1320.082044642371,14150.718933506005,4062.720490134429,14722.382419841002,14722.43,13.0,55,2700.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,4902.38,16.9281,4689.96427561264,1427.4329258767991,4907.29,16.9295,4694.626614619872,1428.9772893236473,4797.41,16.6928,4595.240416969303,1378.0087874726307,13979.831307201815,4234.419002673078,14607.052668763092,14607.08,14.0,56,0.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,4862.44,16.85,4653.680402612482,1409.4614091703695,4915.2,16.9192,4702.451048925046,1430.4353087307852,4820.87,16.6434,4618.903982250607,1380.7655701274832,13975.035433788134,4220.662288028639,14598.479562105813,14598.509999999998,14.0,57,900.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,4834.11,16.0314,4646.11384589514,1335.0077239782054,4910.02,16.069,4718.180879559088,1359.0679115346068,4868.27,15.8895,4682.260701072118,1332.8493988803257,14046.555426526344,4026.925034393138,14612.386683327912,14612.4,14.0,58,1800.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,4964.43,17.0167,4747.084761297002,1452.8425564946072,5065.6,17.1739,4839.739926486143,1495.734202315339,4962.32,16.8895,4748.279467144743,1441.687165889894,14335.104154927889,4390.263924699841,14992.318982103856,14992.35,14.0,59,2700.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,4980.32,17.3286,4754.274439491268,1483.395381009387,5072.02,17.4761,4837.907234066455,1523.167907673828,4937.42,17.1957,4716.720051812324,1459.6808586919096,14308.901725370048,4466.244147375124,14989.729996576338,14989.76,15.0,60,0.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,5001.95,16.717,4790.553543039091,1438.7844014221214,5097.4,16.864,4878.191658915185,1478.7605955293466,4921.32,16.4752,4719.2632914950445,1395.687833273386,14388.00849344932,4313.232830224854,15020.611367560885,15020.669999999998,15.0,61,900.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,4704.04,17.0385,4497.570654528156,1378.3506553584864,4725.68,17.0218,4518.664237464427,1383.3744870641613,4616.73,16.7909,4419.89752122972,1333.6797946761333,13436.132413222302,4095.404937098781,14046.422883583422,14046.45,15.0,62,1800.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,4760.1,17.1201,4549.179032941036,1401.2573411938524,4803.97,17.1185,4591.144633944962,1414.0433908117454,4707.89,16.9595,4503.1494305917,1373.2710795256903,13643.473097477698,4188.571811531288,14271.947729092626,14271.96,15.0,63,2700.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,4670.18,16.3663,4480.943722858828,1315.9500693309276,4734.25,16.4314,4540.898959436593,1339.1638072646942,4664.29,16.2892,4477.056907369309,1308.2670416534856,13498.899589664728,3963.380918249108,14068.71274975048,14068.72,16.0,64,0.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,4496.48,16.5999,4309.080531660466,1284.584509506771,4513.07,16.6694,4323.41197497357,1294.569318173087,4520.52,16.64,4331.213699532532,1294.484051420381,12963.706206166567,3873.63787910024,13530.068330137943,13530.07,16.0,65,900.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,4645.51,16.4671,4454.963546997215,1316.8382417844605,4649.9,16.4368,4459.869905238982,1315.7243017986807,4592.37,16.3481,4406.697418412919,1292.625266445352,13321.530870649116,3925.187810028493,13887.774626687087,13887.78,16.0,66,1800.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,4721.26,16.3388,4530.591951996626,1328.168871831967,4757.47,16.4555,4562.604182398351,1347.651244076554,4652.48,16.1761,4468.288217784303,1296.1367802859295,13561.48435217928,3971.9568961944506,14131.181812560128,14131.21,16.0,67,2700.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,4535.85,16.3967,4351.378044834534,1280.4078777608297,4555.02,16.5413,4366.509411261886,1296.8433836671927,4457.8,16.2728,4279.213509171511,1249.124726728296,12997.100965267931,3826.3759881563183,13548.645198104046,13548.670000000002,17.0,68,0.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
