geography,urbanicity,feeder_id,load_count,smart_ds_relpath,feeder_path
AUS,P2U,p2uhs9_1247,271,AUS/P2U/solar_high_batteries_high_timeseries/opendss/p2uhs9_1247,D:/lvg/AUS/P2U/solar_high_batteries_high_timeseries/opendss/p2uhs9_1247/p2uhs9_1247--p2udt3330
AUS,P2U,p2uhs9_1247,431,AUS/P2U/solar_high_batteries_high_timeseries/opendss/p2uhs9_1247,D:/lvg/AUS/P2U/solar_high_batteries_high_timeseries/opendss/p2uhs9_1247/p2uhs9_1247--p2udt3884
AUS,P2U,p2uhs9_1247,219,AUS/P2U/solar_high_batteries_high_timeseries/opendss/p2uhs9_1247,D:/lvg/AUS/P2U/solar_high_batteries_high_timeseries/opendss/p2uhs9_1247/p2uhs9_1247--p2udt5858
AUS,P2U,p2uhs9_1247,732,AUS/P2U/solar_high_batteries_high_timeseries/opendss/p2uhs9_1247,D:/lvg/AUS/P2U/solar_high_batteries_high_timeseries/opendss/p2uhs9_1247/p2uhs9_1247--p2udt8056
AUS,P3U,p3uhs0_1247,2406,AUS/P3U/base_timeseries/opendss/p3uhs0_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs0_1247/p3uhs0_1247--p3udt22485
AUS,P3U,p3uhs0_1247,1804,AUS/P3U/base_timeseries/opendss/p3uhs0_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs0_1247/p3uhs0_1247--p3udt28845
AUS,P3U,p3uhs0_1247,3104,AUS/P3U/base_timeseries/opendss/p3uhs0_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs0_1247/p3uhs0_1247--p3udt31121
AUS,P3U,p3uhs10_1247,1116,AUS/P3U/base_timeseries/opendss/p3uhs10_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs10_1247/p3uhs10_1247--p3udt18580
AUS,P3U,p3uhs10_1247,3763,AUS/P3U/base_timeseries/opendss/p3uhs10_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs10_1247/p3uhs10_1247--p3udt19559
AUS,P3U,p3uhs10_1247,2262,AUS/P3U/base_timeseries/opendss/p3uhs10_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs10_1247/p3uhs10_1247--p3udt19881
AUS,P3U,p3uhs10_1247,2325,AUS/P3U/base_timeseries/opendss/p3uhs10_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs10_1247/p3uhs10_1247--p3udt7392
AUS,P3U,p3uhs11_1247,1208,AUS/P3U/base_timeseries/opendss/p3uhs11_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs11_1247/p3uhs11_1247--p3udt20683
AUS,P3U,p3uhs11_1247,853,AUS/P3U/base_timeseries/opendss/p3uhs11_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs11_1247/p3uhs11_1247--p3udt27353
AUS,P3U,p3uhs12_1247,2563,AUS/P3U/base_timeseries/opendss/p3uhs12_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs12_1247/p3uhs12_1247--p3udt14513
AUS,P3U,p3uhs12_1247,2229,AUS/P3U/base_timeseries/opendss/p3uhs12_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs12_1247/p3uhs12_1247--p3udt14918
AUS,P3U,p3uhs12_1247,1915,AUS/P3U/base_timeseries/opendss/p3uhs12_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs12_1247/p3uhs12_1247--p3udt18678
AUS,P3U,p3uhs12_1247,1148,AUS/P3U/base_timeseries/opendss/p3uhs12_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs12_1247/p3uhs12_1247--p3udt23934
AUS,P3U,p3uhs13_1247,1613,AUS/P3U/base_timeseries/opendss/p3uhs13_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs13_1247/p3uhs13_1247--p3udt12740
AUS,P3U,p3uhs13_1247,684,AUS/P3U/base_timeseries/opendss/p3uhs13_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs13_1247/p3uhs13_1247--p3udt16402
AUS,P3U,p3uhs13_1247,3511,AUS/P3U/base_timeseries/opendss/p3uhs13_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs13_1247/p3uhs13_1247--p3udt26287
AUS,P3U,p3uhs13_1247,3509,AUS/P3U/base_timeseries/opendss/p3uhs13_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs13_1247/p3uhs13_1247--p3udt28604
AUS,P3U,p3uhs14_1247,3496,AUS/P3U/base_timeseries/opendss/p3uhs14_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs14_1247/p3uhs14_1247--p3udt2635
AUS,P3U,p3uhs14_1247,1395,AUS/P3U/base_timeseries/opendss/p3uhs14_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs14_1247/p3uhs14_1247--p3udt2638
AUS,P3U,p3uhs14_1247,1770,AUS/P3U/base_timeseries/opendss/p3uhs14_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs14_1247/p3uhs14_1247--p3udt3365
AUS,P3U,p3uhs14_1247,879,AUS/P3U/base_timeseries/opendss/p3uhs14_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs14_1247/p3uhs14_1247--p3udt448
AUS,P3U,p3uhs14_1247,3068,AUS/P3U/base_timeseries/opendss/p3uhs14_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs14_1247/p3uhs14_1247--p3udt9594
AUS,P3U,p3uhs15_1247,3432,AUS/P3U/base_timeseries/opendss/p3uhs15_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs15_1247/p3uhs15_1247--p3udt10674
AUS,P3U,p3uhs15_1247,1157,AUS/P3U/base_timeseries/opendss/p3uhs15_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs15_1247/p3uhs15_1247--p3udt21571
AUS,P3U,p3uhs15_1247,2657,AUS/P3U/base_timeseries/opendss/p3uhs15_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs15_1247/p3uhs15_1247--p3udt27016
AUS,P3U,p3uhs15_1247,3868,AUS/P3U/base_timeseries/opendss/p3uhs15_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs15_1247/p3uhs15_1247--p3udt2707
AUS,P3U,p3uhs15_1247,833,AUS/P3U/base_timeseries/opendss/p3uhs15_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs15_1247/p3uhs15_1247--p3udt29990
AUS,P3U,p3uhs16_1247,457,AUS/P3U/base_timeseries/opendss/p3uhs16_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs16_1247/p3uhs16_1247--p3udt16977
AUS,P3U,p3uhs16_1247,1657,AUS/P3U/base_timeseries/opendss/p3uhs16_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs16_1247/p3uhs16_1247--p3udt3100
AUS,P3U,p3uhs17_1247,1502,AUS/P3U/base_timeseries/opendss/p3uhs17_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs17_1247/p3uhs17_1247--p3udt16962
AUS,P3U,p3uhs17_1247,1396,AUS/P3U/base_timeseries/opendss/p3uhs17_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs17_1247/p3uhs17_1247--p3udt31765
AUS,P3U,p3uhs18_1247,931,AUS/P3U/base_timeseries/opendss/p3uhs18_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs18_1247/p3uhs18_1247--p3udt32182
AUS,P3U,p3uhs18_1247,806,AUS/P3U/base_timeseries/opendss/p3uhs18_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs18_1247/p3uhs18_1247--p3udt7679
AUS,P3U,p3uhs19_1247,2904,AUS/P3U/base_timeseries/opendss/p3uhs19_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs19_1247/p3uhs19_1247--p3udt13458
AUS,P3U,p3uhs19_1247,2255,AUS/P3U/base_timeseries/opendss/p3uhs19_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs19_1247/p3uhs19_1247--p3udt25232
AUS,P3U,p3uhs1_1247,2111,AUS/P3U/base_timeseries/opendss/p3uhs1_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs1_1247/p3uhs1_1247--p3udt16112
AUS,P3U,p3uhs1_1247,1591,AUS/P3U/base_timeseries/opendss/p3uhs1_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs1_1247/p3uhs1_1247--p3udt17241
AUS,P3U,p3uhs20_1247,4236,AUS/P3U/base_timeseries/opendss/p3uhs20_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs20_1247/p3uhs20_1247--p3udt15957
AUS,P3U,p3uhs20_1247,1320,AUS/P3U/base_timeseries/opendss/p3uhs20_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs20_1247/p3uhs20_1247--p3udt25015
AUS,P3U,p3uhs20_1247,2458,AUS/P3U/base_timeseries/opendss/p3uhs20_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs20_1247/p3uhs20_1247--p3udt30735
AUS,P3U,p3uhs21_1247,3346,AUS/P3U/base_timeseries/opendss/p3uhs21_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs21_1247/p3uhs21_1247--p3udt5899
AUS,P3U,p3uhs21_1247,837,AUS/P3U/base_timeseries/opendss/p3uhs21_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs21_1247/p3uhs21_1247--p3udt8885
AUS,P3U,p3uhs22_1247,1952,AUS/P3U/base_timeseries/opendss/p3uhs22_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs22_1247/p3uhs22_1247--p3udt14640
AUS,P3U,p3uhs22_1247,2013,AUS/P3U/base_timeseries/opendss/p3uhs22_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs22_1247/p3uhs22_1247--p3udt29621
AUS,P3U,p3uhs23_1247,3504,AUS/P3U/base_timeseries/opendss/p3uhs23_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs23_1247/p3uhs23_1247--p3udt10896
AUS,P3U,p3uhs23_1247,2329,AUS/P3U/base_timeseries/opendss/p3uhs23_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs23_1247/p3uhs23_1247--p3udt18382
AUS,P3U,p3uhs23_1247,1903,AUS/P3U/base_timeseries/opendss/p3uhs23_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs23_1247/p3uhs23_1247--p3udt6423
AUS,P3U,p3uhs24_1247,3073,AUS/P3U/base_timeseries/opendss/p3uhs24_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs24_1247/p3uhs24_1247--p3udt10352
AUS,P3U,p3uhs24_1247,2148,AUS/P3U/base_timeseries/opendss/p3uhs24_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs24_1247/p3uhs24_1247--p3udt28157
AUS,P3U,p3uhs24_1247,1418,AUS/P3U/base_timeseries/opendss/p3uhs24_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs24_1247/p3uhs24_1247--p3udt7003
AUS,P3U,p3uhs25_1247,2354,AUS/P3U/base_timeseries/opendss/p3uhs25_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs25_1247/p3uhs25_1247--p3udt13676
AUS,P3U,p3uhs26_1247,2173,AUS/P3U/base_timeseries/opendss/p3uhs26_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs26_1247/p3uhs26_1247--p3udt15759
AUS,P3U,p3uhs26_1247,3526,AUS/P3U/base_timeseries/opendss/p3uhs26_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs26_1247/p3uhs26_1247--p3udt26126
AUS,P3U,p3uhs27_1247,329,AUS/P3U/base_timeseries/opendss/p3uhs27_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs27_1247/p3uhs27_1247--p3udt14575
AUS,P3U,p3uhs28_1247,104,AUS/P3U/base_timeseries/opendss/p3uhs28_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs28_1247/p3uhs28_1247--p3udt23967
AUS,P3U,p3uhs2_1247,1540,AUS/P3U/base_timeseries/opendss/p3uhs2_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs2_1247/p3uhs2_1247--p3udt11804
AUS,P3U,p3uhs2_1247,338,AUS/P3U/base_timeseries/opendss/p3uhs2_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs2_1247/p3uhs2_1247--p3udt18029
AUS,P3U,p3uhs2_1247,104,AUS/P3U/base_timeseries/opendss/p3uhs2_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs2_1247/p3uhs2_1247--p3udt20296
AUS,P3U,p3uhs2_1247,176,AUS/P3U/base_timeseries/opendss/p3uhs2_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs2_1247/p3uhs2_1247--p3udt20299
AUS,P3U,p3uhs2_1247,16,AUS/P3U/base_timeseries/opendss/p3uhs2_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs2_1247/p3uhs2_1247--p3udt23951
AUS,P3U,p3uhs2_1247,3328,AUS/P3U/base_timeseries/opendss/p3uhs2_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs2_1247/p3uhs2_1247--p3udt24404
AUS,P3U,p3uhs2_1247,150,AUS/P3U/base_timeseries/opendss/p3uhs2_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs2_1247/p3uhs2_1247--p3udt27289
AUS,P3U,p3uhs2_1247,72,AUS/P3U/base_timeseries/opendss/p3uhs2_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs2_1247/p3uhs2_1247--p3udt31865
AUS,P3U,p3uhs2_1247,21,AUS/P3U/base_timeseries/opendss/p3uhs2_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs2_1247/p3uhs2_1247--p3umv14
AUS,P3U,p3uhs2_1247,72,AUS/P3U/base_timeseries/opendss/p3uhs2_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs2_1247/p3uhs2_1247--p3umv35
AUS,P3U,p3uhs3_1247,1257,AUS/P3U/base_timeseries/opendss/p3uhs3_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs3_1247/p3uhs3_1247--p3udt11536
AUS,P3U,p3uhs3_1247,974,AUS/P3U/base_timeseries/opendss/p3uhs3_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs3_1247/p3uhs3_1247--p3udt20362
AUS,P3U,p3uhs3_1247,4,AUS/P3U/base_timeseries/opendss/p3uhs3_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs3_1247/p3uhs3_1247--p3udt23531
AUS,P3U,p3uhs3_1247,242,AUS/P3U/base_timeseries/opendss/p3uhs3_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs3_1247/p3uhs3_1247--p3udt28548
AUS,P3U,p3uhs3_1247,1950,AUS/P3U/base_timeseries/opendss/p3uhs3_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs3_1247/p3uhs3_1247--p3udt31518
AUS,P3U,p3uhs3_1247,815,AUS/P3U/base_timeseries/opendss/p3uhs3_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs3_1247/p3uhs3_1247--p3udt3889
AUS,P3U,p3uhs4_1247,1871,AUS/P3U/base_timeseries/opendss/p3uhs4_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs4_1247/p3uhs4_1247--p3udt10048
AUS,P3U,p3uhs4_1247,2781,AUS/P3U/base_timeseries/opendss/p3uhs4_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs4_1247/p3uhs4_1247--p3udt14887
AUS,P3U,p3uhs4_1247,358,AUS/P3U/base_timeseries/opendss/p3uhs4_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs4_1247/p3uhs4_1247--p3udt2856
AUS,P3U,p3uhs4_1247,3171,AUS/P3U/base_timeseries/opendss/p3uhs4_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs4_1247/p3uhs4_1247--p3udt9213
AUS,P3U,p3uhs5_1247,1242,AUS/P3U/base_timeseries/opendss/p3uhs5_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs5_1247/p3uhs5_1247--p3udt10526
AUS,P3U,p3uhs5_1247,3630,AUS/P3U/base_timeseries/opendss/p3uhs5_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs5_1247/p3uhs5_1247--p3udt15899
AUS,P3U,p3uhs5_1247,745,AUS/P3U/base_timeseries/opendss/p3uhs5_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs5_1247/p3uhs5_1247--p3udt17790
AUS,P3U,p3uhs5_1247,135,AUS/P3U/base_timeseries/opendss/p3uhs5_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs5_1247/p3uhs5_1247--p3udt31388
AUS,P3U,p3uhs6_1247,3344,AUS/P3U/base_timeseries/opendss/p3uhs6_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs6_1247/p3uhs6_1247--p3udt18941
AUS,P3U,p3uhs6_1247,4141,AUS/P3U/base_timeseries/opendss/p3uhs6_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs6_1247/p3uhs6_1247--p3udt31448
AUS,P3U,p3uhs6_1247,1133,AUS/P3U/base_timeseries/opendss/p3uhs6_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs6_1247/p3uhs6_1247--p3udt31726
AUS,P3U,p3uhs7_1247,80,AUS/P3U/base_timeseries/opendss/p3uhs7_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs7_1247/p3uhs7_1247--p3udt19128
AUS,P3U,p3uhs7_1247,202,AUS/P3U/base_timeseries/opendss/p3uhs7_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs7_1247/p3uhs7_1247--p3udt25200
AUS,P3U,p3uhs7_1247,3571,AUS/P3U/base_timeseries/opendss/p3uhs7_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs7_1247/p3uhs7_1247--p3udt9478
AUS,P3U,p3uhs8_1247,1633,AUS/P3U/base_timeseries/opendss/p3uhs8_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs8_1247/p3uhs8_1247--p3udt11113
AUS,P3U,p3uhs8_1247,1969,AUS/P3U/base_timeseries/opendss/p3uhs8_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs8_1247/p3uhs8_1247--p3udt23566
AUS,P3U,p3uhs8_1247,465,AUS/P3U/base_timeseries/opendss/p3uhs8_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs8_1247/p3uhs8_1247--p3udt31404
AUS,P3U,p3uhs8_1247,2387,AUS/P3U/base_timeseries/opendss/p3uhs8_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs8_1247/p3uhs8_1247--p3umv17
AUS,P3U,p3uhs9_1247,116,AUS/P3U/base_timeseries/opendss/p3uhs9_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs9_1247/p3uhs9_1247--p3udt16174
AUS,P3U,p3uhs9_1247,399,AUS/P3U/base_timeseries/opendss/p3uhs9_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs9_1247/p3uhs9_1247--p3udt22171
AUS,P3U,p3uhs9_1247,71,AUS/P3U/base_timeseries/opendss/p3uhs9_1247,D:/lvg/AUS/P3U/base_timeseries/opendss/p3uhs9_1247/p3uhs9_1247--p3udt32034
AUS,P3U,p3uhs0_1247,2406,AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs0_1247,D:/lvg/AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs0_1247/p3uhs0_1247--p3udt22485
AUS,P3U,p3uhs0_1247,1804,AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs0_1247,D:/lvg/AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs0_1247/p3uhs0_1247--p3udt28845
AUS,P3U,p3uhs0_1247,3104,AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs0_1247,D:/lvg/AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs0_1247/p3uhs0_1247--p3udt31121
AUS,P3U,p3uhs10_1247,1116,AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs10_1247,D:/lvg/AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs10_1247/p3uhs10_1247--p3udt18580
AUS,P3U,p3uhs10_1247,3763,AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs10_1247,D:/lvg/AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs10_1247/p3uhs10_1247--p3udt19559
AUS,P3U,p3uhs10_1247,2262,AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs10_1247,D:/lvg/AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs10_1247/p3uhs10_1247--p3udt19881
AUS,P3U,p3uhs10_1247,2325,AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs10_1247,D:/lvg/AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs10_1247/p3uhs10_1247--p3udt7392
AUS,P3U,p3uhs11_1247,1208,AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs11_1247,D:/lvg/AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs11_1247/p3uhs11_1247--p3udt20683
AUS,P3U,p3uhs11_1247,853,AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs11_1247,D:/lvg/AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs11_1247/p3uhs11_1247--p3udt27353
AUS,P3U,p3uhs12_1247,2563,AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs12_1247,D:/lvg/AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs12_1247/p3uhs12_1247--p3udt14513
AUS,P3U,p3uhs12_1247,2229,AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs12_1247,D:/lvg/AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs12_1247/p3uhs12_1247--p3udt14918
AUS,P3U,p3uhs12_1247,1915,AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs12_1247,D:/lvg/AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs12_1247/p3uhs12_1247--p3udt18678
AUS,P3U,p3uhs12_1247,1148,AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs12_1247,D:/lvg/AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs12_1247/p3uhs12_1247--p3udt23934
AUS,P3U,p3uhs13_1247,1613,AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs13_1247,D:/lvg/AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs13_1247/p3uhs13_1247--p3udt12740
AUS,P3U,p3uhs13_1247,684,AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs13_1247,D:/lvg/AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs13_1247/p3uhs13_1247--p3udt16402
AUS,P3U,p3uhs13_1247,3511,AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs13_1247,D:/lvg/AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs13_1247/p3uhs13_1247--p3udt26287
AUS,P3U,p3uhs13_1247,3509,AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs13_1247,D:/lvg/AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs13_1247/p3uhs13_1247--p3udt28604
AUS,P3U,p3uhs14_1247,3496,AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs14_1247,D:/lvg/AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs14_1247/p3uhs14_1247--p3udt2635
AUS,P3U,p3uhs14_1247,1395,AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs14_1247,D:/lvg/AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs14_1247/p3uhs14_1247--p3udt2638
AUS,P3U,p3uhs14_1247,1770,AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs14_1247,D:/lvg/AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs14_1247/p3uhs14_1247--p3udt3365
AUS,P3U,p3uhs14_1247,879,AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs14_1247,D:/lvg/AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs14_1247/p3uhs14_1247--p3udt448
AUS,P3U,p3uhs14_1247,3068,AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs14_1247,D:/lvg/AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs14_1247/p3uhs14_1247--p3udt9594
AUS,P3U,p3uhs15_1247,3432,AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs15_1247,D:/lvg/AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs15_1247/p3uhs15_1247--p3udt10674
AUS,P3U,p3uhs15_1247,1157,AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs15_1247,D:/lvg/AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs15_1247/p3uhs15_1247--p3udt21571
AUS,P3U,p3uhs15_1247,2657,AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs15_1247,D:/lvg/AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs15_1247/p3uhs15_1247--p3udt27016
AUS,P3U,p3uhs15_1247,3868,AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs15_1247,D:/lvg/AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs15_1247/p3uhs15_1247--p3udt2707
AUS,P3U,p3uhs15_1247,833,AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs15_1247,D:/lvg/AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs15_1247/p3uhs15_1247--p3udt29990
AUS,P3U,p3uhs16_1247,457,AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs16_1247,D:/lvg/AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs16_1247/p3uhs16_1247--p3udt16977
AUS,P3U,p3uhs16_1247,1657,AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs16_1247,D:/lvg/AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs16_1247/p3uhs16_1247--p3udt3100
AUS,P3U,p3uhs17_1247,1502,AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs17_1247,D:/lvg/AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs17_1247/p3uhs17_1247--p3udt16962
AUS,P3U,p3uhs17_1247,1396,AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs17_1247,D:/lvg/AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs17_1247/p3uhs17_1247--p3udt31765
AUS,P3U,p3uhs18_1247,931,AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs18_1247,D:/lvg/AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs18_1247/p3uhs18_1247--p3udt32182
AUS,P3U,p3uhs18_1247,806,AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs18_1247,D:/lvg/AUS/P3U/solar_high_batteries_high_timeseries/opendss/p3uhs18_1247/p3uhs18_1247--p3udt7679
