case,topology,donor, S1 (kVA), Ang1,P1 (kW),Q1 (kVAr), S2 (kVA), Ang2,P2 (kW),Q2 (kVAr), S3 (kVA), Ang3,P3 (kW),Q3 (kVAr),P_3ph (kW),Q_3ph (kVAr),S_3ph (kVA),S_sum_3ph (kVA),hour,timestep, t(sec),circuit_folder,substation,feeder,scenario,row_type,n_loads,n_evs,n_storage,n_pv,substation_xfmr_kva,season,design
NC_GSO_urban__NC,NC_GSO_urban,NC,1387.53,3.87927,1384.3509216871323,93.872394898534,1364.43,3.32643,1362.1311491973966,79.17043189334977,1373.04,3.21623,1370.8773408126046,77.03348652736537,4117.3594116971335,250.07631331924915,4124.946870878983,4125.0,2.0,11,2700.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,1427.89,4.22913,1424.0020168468425,105.30008602145035,1413.03,4.009,1409.572429524931,98.78940643198122,1398.47,3.41247,1395.9903682148747,83.24201313818796,4229.564814586649,287.3315055916196,4239.313377764723,4239.39,3.0,12,0.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,1396.74,3.73841,1393.767922777345,91.06923210901242,1391.74,3.67,1388.8859177480904,89.08498796679899,1397.0,3.49256,1394.4053760848522,85.10374342919333,4177.059216610287,265.25796350500474,4185.473149629773,4185.48,3.0,13,900.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,1384.79,3.56309,1382.1131608467126,86.0613427405667,1361.85,3.34122,1359.5350528453746,79.37167369234793,1361.95,3.10732,1359.947597330756,73.8263842694731,4101.595811022843,239.2594007023877,4108.568273477344,4108.59,3.0,14,1800.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,1378.04,3.31692,1375.7314713791177,79.73180204315254,1356.12,3.20446,1353.9995923534402,75.80605719015897,1355.8,2.81516,1354.1637895458266,66.58882100537727,4083.894853278384,222.1266802386888,4089.9312261586415,4089.96,3.0,15,2700.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,1359.39,3.09191,1357.4111307379053,73.32253575021784,1356.11,3.06702,1354.167553041145,72.55735931355925,1361.75,2.77802,1360.149676518371,65.99939368638681,4071.728360297421,211.8792887501639,4077.2373824750016,4077.25,4.0,16,0.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,1457.45,4.65996,1452.6322598781203,118.40616563922887,1442.87,4.69338,1438.0318367169436,118.06046539165052,1445.61,4.36117,1441.4242602557854,109.92894999071834,4332.08835685085,346.39558102159776,4345.915258045649,4345.929999999999,4.0,17,900.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,1428.29,4.16001,1424.5269577896404,103.61115109191772,1398.49,3.74207,1395.5083714577104,91.27247828041855,1408.48,3.71544,1405.519645393941,91.2712266362773,4225.554974641292,286.1548560086136,4235.233104013648,4235.26,4.0,18,1800.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,1403.72,3.58048,1400.980026294742,87.66301570893026,1386.7,3.32827,1384.3610430404308,80.50709603513741,1384.06,2.85306,1382.3444170300577,68.89119178697884,4167.68548636523,237.0613035310465,4174.422160597946,4174.48,4.0,19,2700.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,1424.43,3.73385,1421.406389249632,92.76153028235396,1422.92,4.12412,1419.2354852972453,102.33261294959988,1415.21,3.53394,1412.5189220018572,87.23324530654463,4253.160796548735,282.32738853849844,4262.521028173121,4262.56,5.0,20,0.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,1466.71,4.42119,1462.3455266554186,113.06540041448086,1446.14,4.34019,1441.9928964296237,109.44124563666512,1464.6,4.28695,1460.5023204793445,109.48119415885834,4364.840743564387,331.9878402100043,4377.447960024997,4377.450000000001,5.0,21,900.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,1508.69,4.50163,1504.03584411594,118.41324129695776,1508.01,4.97061,1502.338787232224,130.66112075751423,1483.85,4.13014,1479.9964923733964,106.87003818864687,4486.371123721561,355.94440024311893,4500.469117306228,4500.549999999999,5.0,22,1800.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,1629.46,5.24494,1622.6374583683191,148.9549270752797,1613.8,5.41528,1606.597339161442,152.30045895982724,1629.0,5.34157,1621.9259342034757,151.64848815000815,4851.160731733236,452.9038741851151,4872.256393537026,4872.26,5.0,23,2700.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,1720.08,6.84501,1707.819591070651,205.00597736474384,1663.91,6.27297,1653.9475275256978,181.80776741281363,1701.58,6.61183,1690.2628136618184,195.92375341451688,5052.029932258168,582.7374981920743,5085.527448380514,5085.57,6.0,24,0.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,1765.2,6.87184,1752.519275291257,211.2042370138632,1746.89,7.04058,1733.717729998256,214.12030447786887,1737.37,6.36085,1726.674495725553,192.48299330306256,5212.911501015066,617.8075347947946,5249.393533301192,5249.46,6.0,25,900.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2010.44,9.5142,1982.7857270859656,332.30972610529835,1978.68,9.16895,1953.3979380509656,315.2951601566946,1976.36,8.56743,1954.3062438641111,294.424786310102,5890.489909001042,942.029672572095,5965.34083452483,5965.48,6.0,26,1800.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2041.91,9.5752,2013.4623736220483,339.6552930667598,1958.09,8.73658,1935.3705053057963,297.4179807819052,2022.62,8.88089,1998.371641625171,312.2538171877473,5947.204520553016,949.3270910364122,6022.496453719328,6022.62,6.0,27,2700.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2092.27,9.79222,2061.7877216565603,355.8442689242721,2025.93,9.0112,2000.9254500693253,317.3164164755213,2075.62,9.21709,2048.8206994484376,332.46372119618354,6111.533871174324,1005.624406595977,6193.71671176948,6193.82,7.0,28,0.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2244.31,10.6114,2205.929447260301,413.2827722151776,2180.16,10.143,2146.086914835521,383.9382496857462,2291.07,10.946,2249.3876028220534,435.0369606946704,6601.403964917876,1232.2579825955945,6715.429550200346,6715.539999999999,7.0,29,900.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2165.59,7.07568,2149.097544121562,266.7579313735065,2127.81,6.73032,2113.1467723456985,249.3714390722323,2175.81,7.04722,2159.372574928071,266.94426150136974,6421.616891395332,783.0736319471085,6469.186023983595,6469.209999999999,7.0,30,1800.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2288.96,8.72153,2262.492704785674,347.08016709631204,2247.64,8.31857,2223.992467513156,325.1816016393659,2310.77,8.73425,2283.9726709525867,350.8943305921425,6770.457843251416,1023.1560993278204,6847.331437197731,6847.370000000001,7.0,31,2700.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2461.64,9.92965,2424.765180867598,424.4823992253677,2396.47,9.49595,2363.631808094892,395.364561717502,2451.95,9.85713,2415.7535580154045,419.7541535660045,7204.150546977894,1239.6011145088742,7310.020248030339,7310.059999999999,8.0,32,0.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2472.67,10.3252,2432.628327409005,443.1888419029365,2403.78,9.9003,2367.9839320642427,413.29213141017897,2410.38,9.66036,2376.200335070419,404.4795569756629,7176.812594543667,1260.9605302887785,7286.745533922997,7286.830000000001,8.0,33,900.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2471.37,10.4726,2430.201779748587,449.2092904279705,2500.72,10.6635,2457.5347541608608,462.7347517655403,2452.75,10.0985,2414.751434651153,430.0675195247825,7302.487968560601,1342.0115617182933,7424.777812349532,7424.84,8.0,34,1800.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2561.18,10.6573,2517.001931466433,473.64994393987104,2655.55,11.3909,2603.24245040108,524.4754969774873,2573.86,10.5964,2529.967721452933,473.3060616622785,7650.212103320446,1471.4315025796368,7790.433613899448,7790.59,8.0,35,2700.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2571.81,10.8309,2525.9959100801275,483.27149549551046,2577.3,10.9289,2530.55604601765,488.6321601813777,2551.7,10.4646,2509.2583738001904,463.4601423139034,7565.810329897968,1435.3637979907917,7700.763285582368,7700.81,9.0,36,0.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2622.11,11.0196,2573.763150912302,501.20264874198335,2620.91,10.9593,2573.111092949224,498.2655230312984,2641.2,10.9261,2593.321573028339,500.62027412583,7740.195816889865,1500.0884458991118,7884.218200260529,7884.22,9.0,37,900.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2646.88,10.9847,2598.384132504033,504.3546711900896,2622.36,10.7972,2575.934805163615,491.255380781412,2636.09,10.761,2589.733222712588,492.1913482363103,7764.052160380235,1487.801400207812,7905.318396849385,7905.33,9.0,38,1800.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2788.55,11.9489,2728.129484627132,577.3392569435231,2776.79,11.7615,2718.490125601773,566.0160254848417,2722.5,11.2702,2670.000505416853,532.0747607937736,8116.620115645757,1675.4300432221385,8287.737202121982,8287.84,9.0,39,2700.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2910.38,12.3766,2842.742466992084,623.8004574860148,2830.46,11.7774,2770.873085134751,577.7249844656429,2833.79,11.7125,2774.7863718509952,575.2619878716031,8388.40192397783,1776.787429823261,8574.51225487333,8574.630000000001,10.0,40,0.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2991.84,12.5837,2919.972358318452,651.8190026810981,2931.26,12.1523,2865.5748254056257,617.0624827369758,2960.82,12.3977,2891.776335160234,635.6765685529447,8677.32351888431,1904.5580539710184,8883.877803770642,8883.92,10.0,41,900.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,3124.94,12.996,3044.897058594477,702.7459755578124,3080.78,12.784,3004.4111123506955,681.7032172314127,3108.42,12.8786,3030.2261724562973,692.8233830933103,9079.53434340147,2077.2725758825354,9314.129333841163,9314.14,10.0,42,1800.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,3058.14,12.262,2988.373571562338,649.4949240661966,3056.81,12.3755,2985.7819967201867,655.1284180690177,3090.25,12.445,3017.6393981951683,665.9560983730852,8991.794966477693,1970.5794405083,9205.192015950975,9205.2,10.0,43,2700.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,3067.36,12.2337,2997.704637840554,649.9725177799723,3093.35,12.5842,3019.038083148152,673.9608853643748,3106.9,12.5563,3032.591831063873,675.436448649808,9049.33455205258,1999.3698517941552,9267.57442048544,9267.61,11.0,44,0.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,3150.19,12.5822,3074.536565114845,686.2375287550316,3146.41,12.7001,3069.4304371218686,691.731653005594,3199.85,12.9238,3118.792598456099,715.6624555720776,9262.759600692812,2093.631637332703,9496.420844353272,9496.45,11.0,45,900.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,3350.01,13.6588,3255.2689479071573,791.0695777815196,3311.35,13.5801,3218.773302032898,777.5199371207374,3295.1,13.3798,3205.662820687455,762.5023869222622,9679.705070627511,2331.091901824519,9956.43910788811,9956.46,11.0,46,1800.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,3616.27,14.8626,3495.283049889921,927.5802466914714,3490.84,14.3024,3382.642755682009,862.3757261379922,3427.77,13.8369,3328.297679908778,819.7815116321219,10206.223485480708,2609.737484461585,10534.596697234396,10534.88,11.0,47,2700.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,3609.11,12.8786,3518.321070278066,804.4201877982696,3433.68,12.7341,3349.223586409638,756.8749636745563,3419.91,12.5788,3337.823303354067,744.7952763589091,10205.36796004177,2306.090427831735,10462.67596082304,10462.7,12.0,48,0.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,3623.89,12.7058,3535.1492112812225,797.0563255365023,3413.58,12.4755,3332.980148870028,737.4088036078249,3503.27,12.8148,3416.01087966625,777.0266165980522,10284.1402398175,2311.4917457423794,10540.708446915163,10540.74,12.0,49,900.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,3951.24,13.4881,3842.258418237487,921.6006646499126,3929.48,12.8979,3830.33676792123,877.1164772769606,3807.69,13.1285,3708.168810697225,864.8625367492389,11380.763996855942,2663.579678676112,11688.303805804706,11688.41,12.0,50,1800.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,3613.11,12.4018,3528.799999395725,775.9732188450379,3863.42,12.3941,3773.3806224535488,829.2242003777204,3660.86,12.5892,3572.845104660741,797.9184154421922,10875.025726510015,2403.1158346649504,11137.376273928798,11137.39,12.0,51,2700.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,3601.27,12.5604,3515.081880499397,783.1634480010046,3782.65,12.508,3692.8717411124926,819.230935812844,3590.8,12.4596,3506.230838584617,774.7192695152331,10714.184460196506,2377.113653329081,10974.717215853892,10974.72,13.0,52,0.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,3443.66,13.224,3352.345039686738,787.7670534413852,3668.3,14.1135,3557.570852897993,894.4912054406386,3426.64,13.1238,3337.1421082075026,778.0387131938785,10247.058000792234,2460.296972075902,10538.275896103973,10538.6,13.0,53,900.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,3372.42,12.8513,3287.9428995884064,750.0987571288094,3621.25,13.9073,3515.096193977142,870.3736608993918,3349.91,12.7732,3267.009363669636,740.6394708594204,10070.048457235183,2361.1118888876217,10343.14871221096,10343.58,13.0,54,1800.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,3361.64,13.0139,3275.297832415161,756.9990743564672,3563.72,13.8323,3460.370888479654,852.0173428766166,3280.95,12.5871,3202.0951608159103,714.9961423527618,9937.763881710724,2324.0125595858453,10205.889738075117,10206.31,13.0,55,2700.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,3351.58,12.8145,3268.103052240992,743.3646052463839,3560.43,13.6719,3459.5457765863266,841.5490506225457,3301.08,12.5936,3221.6597212707493,719.7484329553479,9949.308550098069,2304.662088824278,10212.747327174917,10213.09,14.0,56,0.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,3348.42,11.5293,3280.857668736064,669.2454362158645,3612.94,11.9717,3534.3591867421283,749.4268361164558,3317.09,11.4508,3251.065117960119,658.5299286159717,10066.281973438312,2077.202200948292,10278.365714080888,10278.45,14.0,57,900.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,3146.78,12.1172,3076.6705783765,660.547137267596,3324.89,13.0749,3238.692774317504,752.1719389099759,3202.04,12.3724,3127.6745593743294,686.0845518174822,9443.037912068332,2098.803627995054,9673.465856539997,9673.71,14.0,58,1800.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,3045.96,12.4219,2974.654470330198,655.2122585426581,3057.73,12.5258,2984.951275752677,663.1580763908896,3070.59,12.3597,2999.423164696837,657.25461366202,8959.028910779713,1975.624948595568,9174.27342963463,9174.28,14.0,59,2700.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2942.82,11.8472,2880.1337955822223,604.167917010779,2923.38,11.6675,2862.976188497846,591.2004469673092,2959.95,11.6813,2898.6463082781693,599.2942365861194,8641.756292358237,1794.6626005642074,8826.14104047613,8826.150000000001,15.0,60,0.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2917.08,11.8899,2854.4949797679533,601.0109290849462,2926.57,11.8717,2863.972762522121,602.0564595047628,2952.39,11.9094,2888.840224131175,609.2691289912381,8607.30796642125,1812.3365175809472,8796.039681684942,8796.039999999999,15.0,61,900.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2840.48,11.8248,2780.20155656639,582.0703868655601,2907.37,12.052,2843.2872135989355,607.0569478103362,2918.91,11.9936,2855.1925840913905,606.5565891567978,8478.681354256716,1795.683923832694,8666.747848029945,8666.76,15.0,62,1800.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2931.57,12.3778,2863.426848597413,628.4022180351449,2966.52,12.4062,2897.248898326551,637.3301589800898,3000.62,12.4383,2930.1910014497025,646.2979803644653,8690.866748373666,1912.0303573797,8898.709171870301,8898.71,15.0,63,2700.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2950.32,14.308,2858.804715454597,729.1252987618522,3022.98,14.5508,2926.018721023828,759.4883307978334,2992.1,14.2714,2899.760513867352,737.5983813809183,8684.583950345777,2226.212010940604,8965.378871428673,8965.4,16.0,64,0.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2902.79,13.2878,2825.076027869305,667.184547826302,2925.44,13.2679,2847.353001618865,671.4015771295436,2907.39,13.0843,2831.9084482606754,658.1877792619782,8504.337477748846,1996.773904217824,8735.608848844418,8735.619999999999,16.0,65,900.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2544.71,13.0173,2479.3162923302043,573.1838332385263,2609.94,13.1499,2541.5026829450994,593.7599819648196,2593.92,12.9898,2527.5418360550166,583.0550860696067,7548.360811330321,1749.9989012729525,7748.564195545126,7748.57,16.0,66,1800.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
NC_GSO_urban__NC,NC_GSO_urban,NC,2547.98,12.1932,2490.500037476635,538.1557801686041,2584.74,12.1193,2527.132792262723,542.6607760566552,2598.79,12.1223,2540.8410823091563,545.7435831505803,7558.473912048514,1626.5601393758398,7731.508634550201,7731.509999999999,16.0,67,2700.0,uhs0_1247_circuit_1_fire_baseline,uhs0_1247,circuit_1,fire_baseline,data,,,,,,summer,NC
