hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
0, 900.00000, 7415.54, -4.1458E-005, 7415.54, -120, 7415.54, 120, 689.714, -11.6083, 677.357, -131.791, 695.225, 108.188
0, 1800.00000, 7415.54, -4.18131E-005, 7415.54, -120, 7415.54, 120, 684.199, -10.9756, 669.362, -130.915, 701.052, 108.821
0, 2700.00000, 7415.54, -4.09142E-005, 7415.54, -120, 7415.54, 120, 669.354, -10.9673, 665.447, -131.186, 690.415, 108.734
1, 0.00000, 7415.54, -3.96176E-005, 7415.54, -120, 7415.54, 120, 652.367, -11.217, 652.536, -131.601, 682.88, 108.253
1, 900.00000, 7415.54, -3.81444E-005, 7415.54, -120, 7415.54, 120, 628.013, -11.2105, 615.334, -131.392, 643.097, 108.527
1, 1800.00000, 7415.54, -3.70429E-005, 7415.54, -120, 7415.54, 120, 618.353, -11.7338, 606.115, -132.06, 646.65, 107.989
1, 2700.00000, 7415.54, -3.49962E-005, 7415.54, -120, 7415.54, 120, 581.02, -11.5274, 571.65, -131.496, 618.265, 108.35
2, 0.00000, 7415.54, -3.42237E-005, 7415.54, -120, 7415.54, 120, 568.756, -11.5644, 556.898, -131.58, 601.239, 108.15
2, 900.00000, 7415.54, -3.32427E-005, 7415.54, -120, 7415.54, 120, 554.51, -11.7039, 544.348, -131.602, 581.726, 108.221
2, 1800.00000, 7415.54, -3.28913E-005, 7415.54, -120, 7415.54, 120, 550.37, -11.8213, 539.248, -131.673, 570.279, 108.168
2, 2700.00000, 7415.54, -3.21512E-005, 7415.54, -120, 7415.54, 120, 536.277, -11.7013, 525.97, -131.633, 559.649, 108.305
3, 0.00000, 7415.54, -3.18313E-005, 7415.54, -120, 7415.54, 120, 530.838, -11.6938, 520.518, -131.576, 551.334, 108.348
3, 900.00000, 7415.54, -3.15205E-005, 7415.54, -120, 7415.54, 120, 524.879, -11.6379, 514.32, -131.566, 548.646, 108.434
3, 1800.00000, 7415.54, -3.12456E-005, 7415.54, -120, 7415.54, 120, 519.611, -11.5876, 510.751, -131.44, 542.736, 108.504
3, 2700.00000, 7415.54, -3.10279E-005, 7415.54, -120, 7415.54, 120, 517.521, -11.6991, 510.025, -131.441, 541.681, 108.432
