hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2, S3 (kVA), Ang3, S4 (kVA), Ang4
0, 900.00000, 6.42412, 0.069626, 6.40886, 0.00302572, 6.42093, -0.071744, 0, 0
0, 1800.00000, 6.42449, 0.0467085, 6.4123, 0.0316136, 6.41694, -0.0783989, 0, 0
0, 2700.00000, 6.42538, 0.0692411, 6.40914, 0.0129179, 6.41922, -0.0821831, 0, 0
1, 0.00000, 6.42822, 0.101969, 6.40534, 0.0101336, 6.4202, -0.112101, 0, 0
1, 900.00000, 6.42635, 0.0547321, 6.41076, 0.0374676, 6.41669, -0.0918034, 0, 0
1, 1800.00000, 6.4291, 0.0541091, 6.41003, 0.0612623, 6.41462, -0.115394, 0, 0
1, 2700.00000, 6.43027, 0.055937, 6.41065, 0.0688854, 6.41288, -0.124591, 0, 0
2, 0.00000, 6.42756, 0.0397029, 6.41248, 0.0564415, 6.41374, -0.0959978, 0, 0
2, 900.00000, 6.42566, 0.0364118, 6.41307, 0.043507, 6.41503, -0.0797949, 0, 0
2, 1800.00000, 6.42407, 0.0347288, 6.41335, 0.0312283, 6.41633, -0.0658428, 0, 0
2, 2700.00000, 6.42564, 0.046989, 6.412, 0.0342543, 6.41611, -0.0811554, 0, 0
3, 0.00000, 6.42601, 0.044829, 6.41217, 0.0394016, 6.41558, -0.0841666, 0, 0
3, 900.00000, 6.42649, 0.0552445, 6.4112, 0.0361275, 6.41606, -0.0913746, 0, 0
3, 1800.00000, 6.42666, 0.0598459, 6.41078, 0.0331208, 6.41631, -0.0929496, 0, 0
3, 2700.00000, 6.42636, 0.0583143, 6.41109, 0.0325039, 6.4163, -0.0908787, 0, 0
4, 0.00000, 6.42771, 0.0610749, 6.41046, 0.0384471, 6.41557, -0.0996322, 0, 0
4, 900.00000, 6.42683, 0.060138, 6.41077, 0.033934, 6.41616, -0.0940424, 0, 0
4, 1800.00000, 6.42613, 0.0537119, 6.41171, 0.0348548, 6.4159, -0.0886887, 0, 0
4, 2700.00000, 6.42679, 0.0591298, 6.4109, 0.0350686, 6.41601, -0.0944626, 0, 0
5, 0.00000, 6.42698, 0.0592563, 6.41094, 0.0357932, 6.41596, -0.0942547, 0, 0
5, 900.00000, 6.42686, 0.0524318, 6.4117, 0.0402085, 6.41518, -0.0927775, 0, 0
5, 1800.00000, 6.42572, 0.0470937, 6.41264, 0.0372974, 6.41537, -0.084534, 0, 0
5, 2700.00000, 6.42613, 0.0514342, 6.41197, 0.0365939, 6.41559, -0.0883466, 0, 0
6, 0.00000, 6.42583, 0.0504426, 6.41214, 0.0353977, 6.41575, -0.085972, 0, 0
6, 900.00000, 6.42634, 0.0611339, 6.4107, 0.0299527, 6.41664, -0.0914498, 0, 0
