hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2, S3 (kVA), Ang3, S4 (kVA), Ang4
0, 900.00000, 0.3125, 0.0709158, 0.311747, 0.00150707, 0.312343, -0.0710789, 0, 0
0, 1800.00000, 0.312518, 0.0478436, 0.311917, 0.0306335, 0.312145, -0.0785796, 0, 0
0, 2700.00000, 0.312562, 0.070602, 0.311761, 0.0113593, 0.312258, -0.0819836, 0, 0
1, 0.00000, 0.312702, 0.103857, 0.311574, 0.00795098, 0.312306, -0.111768, 0, 0
1, 900.00000, 0.31261, 0.0562479, 0.311841, 0.0362435, 0.312133, -0.0919427, 0, 0
1, 1800.00000, 0.312745, 0.0560618, 0.311805, 0.0599275, 0.312031, -0.116003, 0, 0
1, 2700.00000, 0.312803, 0.0581056, 0.311836, 0.0677289, 0.311945, -0.125481, 0, 0
2, 0.00000, 0.312669, 0.0414135, 0.311926, 0.0555416, 0.311988, -0.0967273, 0, 0
2, 900.00000, 0.312576, 0.0377839, 0.311955, 0.0427012, 0.312051, -0.0803017, 0, 0
2, 1800.00000, 0.312497, 0.0358141, 0.311969, 0.0304714, 0.312115, -0.0661071, 0, 0
2, 2700.00000, 0.312575, 0.0483199, 0.311902, 0.033303, 0.312104, -0.0814865, 0, 0
3, 0.00000, 0.312593, 0.0462119, 0.311911, 0.0384731, 0.312078, -0.0845776, 0, 0
3, 900.00000, 0.312616, 0.0567025, 0.311863, 0.0350354, 0.312102, -0.0917231, 0, 0
3, 1800.00000, 0.312625, 0.0613102, 0.311842, 0.0319729, 0.312114, -0.0932501, 0, 0
3, 2700.00000, 0.31261, 0.0597142, 0.311857, 0.0314042, 0.312113, -0.091177, 0, 0
4, 0.00000, 0.312677, 0.0626639, 0.311826, 0.037271, 0.312078, -0.100075, 0, 0
4, 900.00000, 0.312634, 0.061618, 0.311841, 0.0328082, 0.312107, -0.0943497, 0, 0
4, 1800.00000, 0.312599, 0.0550255, 0.311888, 0.0338729, 0.312094, -0.0890456, 0, 0
4, 2700.00000, 0.312631, 0.0604191, 0.311848, 0.0338856, 0.312098, -0.094941, 0, 0
5, 0.00000, 0.312642, 0.0609426, 0.311851, 0.0349464, 0.312098, -0.0943663, 0, 0
5, 900.00000, 0.312635, 0.0538312, 0.311887, 0.039252, 0.312058, -0.0932512, 0, 0
5, 1800.00000, 0.312578, 0.0483213, 0.311934, 0.036481, 0.312068, -0.0849661, 0, 0
5, 2700.00000, 0.312598, 0.0527284, 0.311901, 0.0356455, 0.312079, -0.0887885, 0, 0
6, 0.00000, 0.312583, 0.0517143, 0.31191, 0.0344867, 0.312087, -0.0863589, 0, 0
6, 900.00000, 0.312608, 0.0624868, 0.311839, 0.0287704, 0.31213, -0.0917427, 0, 0
6, 1800.00000, 0.31262, 0.0578244, 0.31186, 0.0340675, 0.312099, -0.0920607, 0, 0
6, 2700.00000, 0.312696, 0.0575038, 0.311851, 0.0442452, 0.312037, -0.101412, 0, 0
7, 0.00000, 0.312632, 0.0566521, 0.311861, 0.034545, 0.31209, -0.0909145, 0, 0
7, 900.00000, 0.312655, 0.054164, 0.311868, 0.0404966, 0.312057, -0.094908, 0, 0
7, 1800.00000, 0.312562, 0.0537313, 0.31188, 0.0241945, 0.312143, -0.0774307, 0, 0
7, 2700.00000, 0.312512, 0.0595461, 0.311844, 0.0130818, 0.312223, -0.0729562, 0, 0
8, 0.00000, 0.312499, 0.0537279, 0.311881, 0.0153674, 0.312202, -0.0688571, 0, 0
8, 900.00000, 0.312507, 0.0456427, 0.311923, 0.0231017, 0.312152, -0.0686678, 0, 0
8, 1800.00000, 0.312478, 0.0620349, 0.311824, 0.00385483, 0.312275, -0.0664503, 0, 0
