hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2, S3 (kVA), Ang3, S4 (kVA), Ang4
0, 900.00000, 0.0701499, -0.00482108, 0.0701538, 0.00889816, 0.0701468, -0.0037515, 0, 0
0, 1800.00000, 0.0701651, -0.00969839, 0.0701626, 0.0299196, 0.0701223, -0.0202432, 0, 0
0, 2700.00000, 0.0701662, -0.00314375, 0.0701532, 0.0205598, 0.0701306, -0.0174089, 0, 0
1, 0.00000, 0.0701662, -0.0117888, 0.0701638, 0.0288741, 0.07012, -0.0170647, 0, 0
1, 900.00000, 0.0701771, -0.00167033, 0.0701506, 0.0317487, 0.0701226, -0.0298698, 0, 0
1, 1800.00000, 0.0701821, -0.00793404, 0.070156, 0.0419402, 0.070112, -0.0339886, 0, 0
1, 2700.00000, 0.0701742, -0.00553171, 0.0701607, 0.0328164, 0.0701153, -0.0271297, 0, 0
2, 0.00000, 0.0701624, -0.0142226, 0.0701712, 0.0299417, 0.0701165, -0.0156479, 0, 0
2, 900.00000, 0.0701599, -0.00939953, 0.0701647, 0.023178, 0.0701255, -0.0137068, 0, 0
2, 1800.00000, 0.0701561, -0.00648201, 0.0701596, 0.0162103, 0.0701344, -0.00968081, 0, 0
2, 2700.00000, 0.0701608, -0.00589996, 0.0701595, 0.0195877, 0.0701297, -0.0136306, 0, 0
3, 0.00000, 0.0701611, -0.00683078, 0.070161, 0.0206507, 0.0701279, -0.0137793, 0, 0
3, 900.00000, 0.0701657, 0.00179718, 0.0701526, 0.0181371, 0.0701317, -0.0199108, 0, 0
3, 1800.00000, 0.0701655, 0.00370391, 0.0701511, 0.0161554, 0.0701335, -0.019832, 0, 0
3, 2700.00000, 0.0701633, 0.00339506, 0.0701525, 0.0152206, 0.0701342, -0.0186189, 0, 0
4, 0.00000, 0.0701663, 0.0081803, 0.0701457, 0.0126403, 0.070138, -0.0208311, 0, 0
4, 900.00000, 0.070165, 0.0046575, 0.0701506, 0.0150227, 0.0701345, -0.0196473, 0, 0
4, 1800.00000, 0.0701668, 0.00179222, 0.0701544, 0.0186784, 0.0701287, -0.0205028, 0, 0
4, 2700.00000, 0.0701682, 0.00260517, 0.070153, 0.0189177, 0.0701288, -0.0214782, 0, 0
5, 0.00000, 0.0701686, 0.00207027, 0.0701537, 0.0193563, 0.0701281, -0.0211139, 0, 0
5, 900.00000, 0.0701652, -0.00333837, 0.0701613, 0.0213462, 0.0701235, -0.0180419, 0, 0
5, 1800.00000, 0.0701645, -0.00154445, 0.0701595, 0.0201469, 0.0701259, -0.0186454, 0, 0
5, 2700.00000, 0.070164, -0.000438552, 0.0701583, 0.0192247, 0.0701276, -0.0188737, 0, 0
6, 0.00000, 0.0701614, -0.00141876, 0.0701596, 0.0185549, 0.0701289, -0.0171688, 0, 0
6, 900.00000, 0.0701648, 0.00379785, 0.0701523, 0.0159698, 0.0701328, -0.0198665, 0, 0
6, 1800.00000, 0.0701663, 0.00209427, 0.0701538, 0.0181683, 0.0701299, -0.0202984, 0, 0
6, 2700.00000, 0.0701698, 0.00205458, 0.0701533, 0.0197652, 0.0701271, -0.0217337, 0, 0
7, 0.00000, 0.0701639, -0.000471121, 0.0701568, 0.0174689, 0.0701294, -0.0169352, 0, 0
7, 900.00000, 0.0701673, 0.000504834, 0.0701542, 0.019123, 0.0701285, -0.019669, 0, 0
7, 1800.00000, 0.0701624, 0.00144375, 0.0701531, 0.0137995, 0.0701347, -0.0151183, 0, 0
7, 2700.00000, 0.0701577, 0.00353661, 0.0701501, 0.00842834, 0.0701421, -0.0120473, 0, 0
8, 0.00000, 0.0701561, 0.00218318, 0.070152, 0.00850464, 0.070142, -0.0106333, 0, 0
8, 900.00000, 0.0701502, -0.00784748, 0.0701649, 0.012882, 0.0701349, -0.00502564, 0, 0
8, 1800.00000, 0.070154, 0.00778482, 0.0701436, 0.00161065, 0.0701523, -0.00954813, 0, 0
8, 2700.00000, 0.0701559, 0.00744626, 0.0701443, 0.00331006, 0.0701499, -0.0107011, 0, 0
9, 0.00000, 0.0701649, 0.0156515, 0.0701337, 0.00218414, 0.0701512, -0.0179668, 0, 0
9, 900.00000, 0.0701526, 0.0106336, 0.0701415, -0.00200986, 0.0701559, -0.00861578, 0, 0
9, 1800.00000, 0.0701515, 0.0155275, 0.0701348, -0.00949549, 0.0701635, -0.00608738, 0, 0
9, 2700.00000, 0.0701565, 0.00461258, 0.0701485, 0.0054729, 0.0701451, -0.0100391, 0, 0
10, 0.00000, 0.0701515, 0.000113891, 0.0701548, 0.00720994, 0.0701436, -0.00743045, 0, 0
10, 900.00000, 0.0701461, -0.00410682, 0.0701618, 0.00745397, 0.070142, -0.00347244, 0, 0
10, 1800.00000, 0.0701319, 0.0180768, 0.0701297, -0.0221216, 0.0701883, 0.00401429, 0, 0
10, 2700.00000, 0.0701241, 0.0126095, 0.070136, -0.0222817, 0.0701897, 0.00953112, 0, 0
11, 0.00000, 0.0701245, 0.0114321, 0.0701375, -0.0218957, 0.0701879, 0.0103963, 0, 0
11, 900.00000, 0.0701229, 0.00567347, 0.0701455, -0.0189963, 0.0701817, 0.0132889, 0, 0
11, 1800.00000, 0.07013, 0.00172233, 0.0701522, -0.0108846, 0.0701678, 0.00915564, 0, 0
11, 2700.00000, 0.0701529, -0.00321347, 0.0701595, 0.0130794, 0.0701376, -0.00985772, 0, 0
12, 0.00000, 0.0701546, -0.00446024, 0.0701603, 0.0155997, 0.0701351, -0.0112082, 0, 0
12, 900.00000, 0.070158, 0.00605703, 0.0701469, 0.00992748, 0.070145, -0.0160179, 0, 0
12, 1800.00000, 0.0701623, 0.00492309, 0.0701489, 0.0132016, 0.0701388, -0.0181601, 0, 0
12, 2700.00000, 0.0701587, 0.00247456, 0.0701526, 0.0120272, 0.0701387, -0.0145399, 0, 0
13, 0.00000, 0.0701701, 0.0101459, 0.0701421, 0.0139401, 0.0701377, -0.0241387, 0, 0
13, 900.00000, 0.0701597, 0.00940574, 0.0701451, 0.00631734, 0.0701451, -0.015816, 0, 0
13, 1800.00000, 0.0701539, 0.0118644, 0.0701405, -0.000746593, 0.0701555, -0.0111965, 0, 0
13, 2700.00000, 0.0701641, 0.0203208, 0.0701284, 0.000605934, 0.0701574, -0.0210299, 0, 0
14, 0.00000, 0.0701621, 0.0203488, 0.0701292, -0.00214774, 0.0701585, -0.0183221, 0, 0
14, 900.00000, 0.0701559, 0.0114426, 0.0701388, 0.000412013, 0.0701554, -0.0118134, 0, 0
14, 1800.00000, 0.070156, 0.0111332, 0.0701394, 6.22143E-005, 0.0701546, -0.0112191, 0, 0
14, 2700.00000, 0.0701483, 0.00233401, 0.0701531, 0.00236855, 0.0701485, -0.00479769, 0, 0
15, 0.00000, 0.0701557, 0.00727986, 0.0701436, 0.00204886, 0.0701507, -0.00934446, 0, 0
15, 900.00000, 0.070154, 0.0126605, 0.0701374, -0.00408121, 0.0701586, -0.00853204, 0, 0
15, 1800.00000, 0.070151, 0.00928759, 0.0701423, -0.00395845, 0.0701566, -0.00537046, 0, 0
15, 2700.00000, 0.0701465, 0.00444264, 0.0701474, -0.00220063, 0.070156, -0.00236557, 0, 0
16, 0.00000, 0.0701506, 0.0109833, 0.070138, -0.00535758, 0.0701613, -0.00566828, 0, 0
16, 900.00000, 0.0701565, 0.01075, 0.0701378, -0.000303874, 0.0701555, -0.010564, 0, 0
16, 1800.00000, 0.0701558, 0.00700116, 0.0701426, 0.00190853, 0.0701515, -0.00894117, 0, 0
16, 2700.00000, 0.0701521, 0.00427213, 0.0701453, 0.000685191, 0.0701525, -0.00504873, 0, 0
17, 0.00000, 0.0701507, 0.00573162, 0.0701467, -0.00185387, 0.0701524, -0.00396802, 0, 0
17, 900.00000, 0.0701541, 0.0161297, 0.070137, -0.00235053, 0.0701588, -0.0138255, 0, 0
17, 1800.00000, 0.0701384, 0.000704757, 0.0701519, -0.000656219, 0.0701594, -0.000298073, 0, 0
17, 2700.00000, 0.0701402, 0.0208613, 0.0701293, -0.0207886, 0.0701803, -0.000159631, 0, 0
18, 0.00000, 0.070154, 0.0344775, 0.070112, -0.0279374, 0.070184, -0.00655604, 0, 0
18, 900.00000, 0.0701696, 0.0335845, 0.0701111, -0.0117135, 0.0701693, -0.0218609, 0, 0
18, 1800.00000, 0.070163, 0.0176136, 0.0701301, -0.00206086, 0.070157, -0.0155456, 0, 0
18, 2700.00000, 0.0701676, 0.00971317, 0.070134, 0.00361421, 0.0701483, -0.0133773, 0, 0
19, 0.00000, 0.0701426, 0.000352535, 0.0701463, -0.00538911, 0.0701612, 0.00508847, 0, 0
19, 900.00000, 0.0701102, -0.0223494, 0.0701765, -0.0103809, 0.0701634, 0.0327567, 0, 0
19, 1800.00000, 0.0701104, -0.0196259, 0.070173, -0.0141099, 0.0701667, 0.0338517, 0, 0
19, 2700.00000, 0.0701105, -0.0160805, 0.070171, -0.0160741, 0.0701687, 0.0322195, 0, 0
20, 0.00000, 0.0701056, -0.0369752, 0.0701896, -0.0014131, 0.0701548, 0.0383668, 0, 0
20, 900.00000, 0.0701098, -0.0485287, 0.0702027, 0.0113167, 0.0701376, 0.03722, 0, 0
20, 1800.00000, 0.0701147, -0.0211756, 0.0701704, -0.0102995, 0.070165, 0.0314574, 0, 0
20, 2700.00000, 0.0701334, 0.0204711, 0.0701179, -0.0362966, 0.0701986, 0.0157214, 0, 0
21, 0.00000, 0.0701414, 0.000593044, 0.0701459, -0.00493147, 0.0701636, 0.0049691, 0, 0
21, 900.00000, 0.0701414, -0.0222389, 0.070173, 0.0163217, 0.0701357, 0.00595668, 0, 0
21, 1800.00000, 0.070154, -0.0160859, 0.070166, 0.0217126, 0.07013, -0.00564114, 0, 0
21, 2700.00000, 0.0701654, 0.00880641, 0.0701435, 0.0113334, 0.0701413, -0.0200885, 0, 0
22, 0.00000, 0.0701587, 0.00209178, 0.0701509, 0.0139291, 0.0701405, -0.0158893, 0, 0
22, 900.00000, 0.0701377, 0.00586372, 0.0701471, -0.0136744, 0.0701652, 0.00782956, 0, 0
22, 1800.00000, 0.0701441, -0.0123126, 0.0701656, 0.0111513, 0.0701401, 0.00105835, 0, 0
22, 2700.00000, 0.0701384, 0.0022293, 0.07015, -0.0050633, 0.0701616, 0.00280221, 0, 0
23, 0.00000, 0.070135, 0.0167533, 0.0701397, -0.0241107, 0.0701753, 0.00736635, 0, 0
23, 900.00000, 0.0701423, 0.0302308, 0.0701105, -0.0341646, 0.070197, 0.00376145, 0, 0
23, 1800.00000, 0.0701418, 0.0236664, 0.070125, -0.0248489, 0.0701837, 0.00155093, 0, 0
23, 2700.00000, 0.0701401, 0.00134087, 0.0701508, -0.00267706, 0.0701591, 0.00131942, 0, 0
24, 0.00000, 0.0701353, 0.0127564, 0.070138, -0.0169536, 0.0701767, 0.00418599, 0, 0
