hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2, S3 (kVA), Ang3
0, 900.00000, 5114.6, 11.6082, 5022.97, 11.7905, 5155.47, 11.8124
0, 1800.00000, 5073.7, 10.9755, 4963.68, 10.9152, 5198.67, 11.1793
0, 2700.00000, 4963.62, 10.9673, 4934.65, 11.1863, 5119.8, 11.2661
1, 0.00000, 4837.65, 11.217, 4838.9, 11.6005, 5063.92, 11.7466
1, 900.00000, 4657.05, 11.2104, 4563.03, 11.3915, 4768.91, 11.4731
1, 1800.00000, 4585.42, 11.7337, 4494.67, 12.0597, 4795.26, 12.0114
1, 2700.00000, 4308.58, 11.5274, 4239.09, 11.4962, 4584.77, 11.6499
2, 0.00000, 4217.63, 11.5643, 4129.7, 11.5801, 4458.51, 11.8503
2, 900.00000, 4111.99, 11.7039, 4036.63, 11.6015, 4313.81, 11.779
2, 1800.00000, 4081.29, 11.8213, 3998.81, 11.6728, 4228.92, 11.8321
2, 2700.00000, 3976.78, 11.7013, 3900.35, 11.6331, 4150.1, 11.6945
3, 0.00000, 3936.45, 11.6938, 3859.92, 11.5759, 4088.44, 11.6522
3, 900.00000, 3892.26, 11.6379, 3813.96, 11.5661, 4068.51, 11.5655
3, 1800.00000, 3853.19, 11.5875, 3787.49, 11.4395, 4024.68, 11.4955
3, 2700.00000, 3837.7, 11.6991, 3782.11, 11.441, 4016.86, 11.568
4, 0.00000, 3829.7, 11.6569, 3789.58, 11.4993, 4002.82, 11.5075
4, 900.00000, 3787.01, 11.4952, 3739.31, 11.2974, 3968.95, 11.3708
4, 1800.00000, 3812.48, 11.5499, 3772.69, 11.3667, 4005.53, 11.4732
4, 2700.00000, 3802.15, 11.6391, 3759.4, 11.4689, 3991.53, 11.527
5, 0.00000, 3785.25, 11.3186, 3744.39, 11.3178, 3978.23, 11.3641
5, 900.00000, 3799.7, 11.2618, 3762.39, 11.258, 4012.51, 11.446
5, 1800.00000, 3833.58, 11.6898, 3771.28, 11.4644, 4038.58, 11.7746
5, 2700.00000, 3857.28, 11.6542, 3794.95, 11.449, 4065.6, 11.7484
6, 0.00000, 3893.13, 11.7316, 3811.47, 11.3986, 4074.8, 11.6791
6, 900.00000, 3880.56, 11.7524, 3848.97, 11.5644, 4080.68, 11.678
6, 1800.00000, 3896.9, 11.9454, 3852.59, 11.8046, 4085.4, 11.8953
6, 2700.00000, 3864.37, 11.9873, 3827.78, 11.9268, 4038.24, 11.9426
7, 0.00000, 3832.72, 12.0864, 3812.53, 12.1732, 4018.74, 12.1497
7, 900.00000, 3833.34, 12.2788, 3778.06, 12.2701, 3994.35, 12.2288
7, 1800.00000, 3801.58, 11.961, 3766.71, 12.025, 3943.39, 11.8951
7, 2700.00000, 3850.88, 12.3402, 3822.77, 12.415, 3993.76, 12.2507
8, 0.00000, 3833.96, 12.4734, 3803.46, 12.5225, 3970.15, 12.3214
8, 900.00000, 3879.07, 12.5794, 3808.4, 12.4542, 4005.09, 12.4053
8, 1800.00000, 4033.35, 13.3173, 3961.55, 13.1793, 4115.38, 12.949
8, 2700.00000, 4063.86, 13.5336, 3975.2, 13.2805, 4132.41, 13.0826
9, 0.00000, 4107.24, 13.6588, 4103.03, 13.6981, 4246.92, 13.4719
9, 900.00000, 4090.68, 13.5689, 4056.16, 13.5081, 4168.24, 13.1397
9, 1800.00000, 4072.56, 13.2257, 4082.53, 13.4049, 4191.81, 13.2119
9, 2700.00000, 4009.37, 12.6916, 3909.11, 12.6644, 4109.78, 12.7056
10, 0.00000, 4058.3, 13.045, 3959.28, 12.9982, 4165.26, 13.0441
10, 900.00000, 4144.57, 13.584, 4001.39, 13.2072, 4237.94, 13.423
10, 1800.00000, 4528.42, 14.7118, 4261.76, 14.0026, 4448.7, 13.9274
