bldg_id,upgrade,in.sqft,in.representative_income,in.area_median_income,in.battery,in.bedrooms,in.building_america_climate_zone,in.city,in.county,in.electric_vehicle,in.geometry_building_type_acs,in.geometry_stories,in.heating_fuel,in.heating_setpoint,in.heating_setpoint_has_offset,in.heating_setpoint_offset_magnitude,in.heating_setpoint_offset_period,in.hvac_cooling_efficiency,in.hvac_cooling_partial_space_conditioning,in.hvac_cooling_type,in.hvac_heating_efficiency,in.hvac_heating_type,in.hvac_heating_type_and_fuel,in.hvac_secondary_heating_efficiency,in.hvac_secondary_heating_fuel,in.hvac_secondary_heating_partial_space_conditioning,in.income,in.occupants,in.plug_load_diversity,in.plug_loads,in.vacancy_status,in.water_heater_efficiency,in.water_heater_fuel,out.params.size_cooling_system_primary_k_btu_h,out.params.size_heat_pump_backup_primary_k_btu_h,out.params.size_heating_system_primary_k_btu_h,out.params.size_heating_system_secondary_k_btu_h,out.params.size_water_heater_gal,out.electricity.heating.energy_consumption.kwh,out.electricity.heating_fans_pumps.energy_consumption.kwh,out.electricity.heating_hp_bkup.energy_consumption.kwh,out.electricity.heating_hp_bkup_fa.energy_consumption.kwh,out.electricity.hot_water.energy_consumption.kwh,out.electricity.total.energy_consumption.kwh,out.fuel_oil.heating.energy_consumption.kwh,out.fuel_oil.heating_hp_bkup.energy_consumption.kwh,out.fuel_oil.hot_water.energy_consumption.kwh,out.fuel_oil.total.energy_consumption.kwh,out.natural_gas.heating.energy_consumption.kwh,out.natural_gas.heating_hp_bkup.energy_consumption.kwh,out.natural_gas.hot_water.energy_consumption.kwh,out.natural_gas.total.energy_consumption.kwh,out.propane.heating.energy_consumption.kwh,out.propane.heating_hp_bkup.energy_consumption.kwh,out.propane.hot_water.energy_consumption.kwh,out.propane.total.energy_consumption.kwh,out.site_energy.total.energy_consumption.kwh,out.load.cooling.energy_delivered.kbtu,out.load.heating.energy_delivered.kbtu,out.load.hot_water.energy_delivered.kbtu,out.electricity.summer.peak.kw,out.electricity.winter.peak.kw,out.load.cooling.peak.kbtu_hr,out.load.heating.peak.kbtu_hr,Folder_File,State,income_group
48,0,1228,55104.0,80-100%,,3,Marine,"WA, Tacoma",G5300530,,Single-Family Detached,1,Electricity,65F,Yes,12F,Day +1h,"Room AC, EER 10.7",20% Conditioned,Room AC,"Electric Baseboard, 100% Efficiency",Non-Ducted Heating,Electricity Baseboard,,,,50000-59999,2,100%,94%,Occupied,Electric Standard,Electricity,3.17,0.0,31.28,0,50,8819.973856833027,0.0,0.0,0.0,2743.7313589523446,17829.27162499731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17829.27162499731,4996.0,30093.0,8130.000000000001,8.1113,15.0574,6.951,27.582,Metadata_WA_Residential_WA_baseline_metadata_and_annual_results.csv,WA,Mid
788,0,1228,47457.0,80-100%,,3,Marine,In another census Place,G5300730,,Single-Family Detached,2,Natural Gas,72F,No,0F,,,,,"Fuel Wall/Floor Furnace, 68% AFUE",Non-Ducted Heating,Natural Gas Fuel Wall/Floor Furnace,,,,45000-49999,1,100%,94%,Occupied,Natural Gas Standard,Natural Gas,0.0,0.0,48.2,0,40,0.0,0.0,0.0,0.0,0.0,4477.832881161384,0.0,0.0,0.0,0.0,48941.40336341025,0.0,2776.8483898818054,52398.17663609161,0.0,0.0,0.0,0.0,56876.00951725299,0.0,113549.0,3698.0,5.8579,6.5032,0.0,53.776,Metadata_WA_Residential_WA_baseline_metadata_and_annual_results.csv,WA,Mid
841,0,2179,89642.0,100-120%,,3,Marine,"WA, Vancouver",G5300110,,Single-Family Detached,1,Electricity,72F,No,0F,,,,,"Electric Baseboard, 100% Efficiency",Non-Ducted Heating,Electricity Baseboard,,,,80000-99999,4,100%,94%,Occupied,Natural Gas Standard,Natural Gas,0.0,0.0,28.95,0,40,12410.09446644275,0.0,0.0,0.0,0.0,21048.07118869883,0.0,0.0,0.0,0.0,0.0,0.0,6562.740474366572,6562.740474366572,0.0,0.0,0.0,0.0,27610.8116630654,0.0,42340.0,13853.0,6.4765,12.3655,0.0,23.601,Metadata_WA_Residential_WA_baseline_metadata_and_annual_results.csv,WA,Mid
1282,0,1138,64915.0,80-100%,,3,Marine,In another census Place,G5300530,,10 to 19 Unit,2,Electricity,75F,No,0F,,"Room AC, EER 12.0",40% Conditioned,Room AC,"Electric Wall Furnace, 100% AFUE",Non-Ducted Heating,Electricity Electric Wall Furnace,,,,60000-69999,5,200%,91%,Occupied,Electric Standard,Electricity,3.2,0.0,8.6,0,50,2893.7837468805224,0.0,0.0,0.0,7797.155821931972,17163.12108249585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1247.60354572315,0.0,0.0,0.0,0.0,18410.724628219,5820.0,9867.0,25521.0,9.6525,11.4581,5.464,9.632,Metadata_WA_Residential_WA_baseline_metadata_and_annual_results.csv,WA,Mid
1570,0,881,74877.0,100-120%,,2,Marine,Not in a census Place,G5300570,,Single-Family Detached,1,Natural Gas,60F,No,0F,,,,,"Fuel Furnace, 80% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,,,70000-79999,2,50%,94%,Occupied,Natural Gas Standard,Natural Gas,0.0,0.0,58.67,0,30,0.0,306.55233940014443,0.0,0.0,0.0,3190.371669894811,0.0,0.0,0.0,0.0,12335.947485689176,0.0,3285.033625560439,16996.363643567856,0.0,0.0,0.0,0.0,20186.73531346267,0.0,34717.0,4420.0,1.252,1.417,0.0,24.127,Metadata_WA_Residential_WA_baseline_metadata_and_annual_results.csv,WA,Mid
1915,0,1228,55104.0,80-100%,,2,Cold,"WA, Spokane",G5300630,,Single-Family Detached,1,Electricity,68F,Yes,3F,Night +5h,"Room AC, EER 10.7",40% Conditioned,Room AC,"Electric Furnace, 100% AFUE",Ducted Heating,Electricity Electric Furnace,,,,50000-59999,2,100%,94%,Occupied,Electric Standard,Electricity,6.56,0.0,45.73,0,30,18624.959580514897,465.98300157383335,0.0,0.0,2739.9214350401057,28556.55200651116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28556.55200651116,5671.0,65102.00000000001,8234.0,12.7007,21.8838,9.574,41.092,Metadata_WA_Residential_WA_baseline_metadata_and_annual_results.csv,WA,Mid
2145,0,322,74751.0,80-100%,,1,Marine,"WA, Seattle",G5300330,,2 Unit,2,Electricity,60F,Yes,12F,Night +5h,"AC, SEER 13",100% Conditioned,Central AC,"Electric Furnace, 100% AFUE",Ducted Heating,Electricity Electric Furnace,,,,70000-79999,1,100%,101%,Occupied,Electric Premium,Electricity,8.84,0.0,20.47,0,30,1420.808548194933,33.11703092946111,0.0,0.0,1283.9443584245057,6595.564434225861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6595.564434225861,5344.0,4933.0,3640.0,5.7138,9.7672,9.359,16.169,Metadata_WA_Residential_WA_baseline_metadata_and_annual_results.csv,WA,Mid
2298,0,623,74986.0,80-100%,,2,Marine,"WA, Seattle",G5300330,,50 or more Unit,4,Electricity,62F,Yes,3F,Night +5h,Shared Cooling,100% Conditioned,Central AC,"Electric Baseboard, 100% Efficiency",Non-Ducted Heating,Electricity Baseboard,,,,70000-79999,5,100%,91%,Occupied,Electric Premium,Electricity,6.5,0.0,2.35,0,30,0.0,0.0,0.0,0.0,4015.952874569961,9625.333157666297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9625.333157666297,15396.0,0.0,13029.0,6.5382,6.769,5.288,0.0,Metadata_WA_Residential_WA_baseline_metadata_and_annual_results.csv,WA,Mid
2614,0,2678,108692.0,100-120%,,4,Marine,"WA, Auburn",G5300330,,Single-Family Detached,1,Natural Gas,72F,Yes,3F,Night -1h,"Room AC, EER 10.7",<10% Conditioned,Room AC,"Fuel Furnace, 92.5% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,,,100000-119999,2,200%,94%,Occupied,Natural Gas Premium,Natural Gas,1.87,0.0,59.43,0,40,0.0,472.13749404745,0.0,0.0,0.0,8297.428138715955,0.0,0.0,0.0,0.0,21911.4585614262,0.0,6097.050543862911,28984.72884003277,0.0,0.0,0.0,0.0,37282.15697874873,1688.0,70652.0,14248.0,10.5056,10.7954,2.337,62.27,Metadata_WA_Residential_WA_baseline_metadata_and_annual_results.csv,WA,Mid
2959,0,322,64407.0,80-100%,,1,Marine,"WA, Kent",G5300330,,10 to 19 Unit,2,Electricity,70F,No,0F,,,,,"Electric Baseboard, 100% Efficiency",Non-Ducted Heating,Electricity Baseboard,,,,60000-69999,1,200%,91%,Occupied,Electric Standard,Electricity,0.0,0.0,3.7,0,30,328.2395985928889,0.0,0.0,0.0,2444.505796306505,6552.482986910544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6552.482986910544,0.0,1120.0,7457.0,7.9333,8.270299999999999,0.0,3.704,Metadata_WA_Residential_WA_baseline_metadata_and_annual_results.csv,WA,Mid
