bldg_id,Occurrence_Count,Unique_Source_Files
333602,2,"['com_12774.parquet', 'com_14360.parquet']"
333840,5,"['com_12845.parquet', 'com_12774.parquet', 'com_14868.parquet', 'com_15142.parquet', 'com_14481.parquet']"
334629,4,"['com_14691.parquet', 'com_14071.parquet', 'com_12774.parquet', 'com_13248.parquet']"
333529,2,"['com_12775.parquet', 'com_14010.parquet']"
333560,6,"['com_14039.parquet', 'com_14090.parquet', 'com_13456.parquet', 'com_14010.parquet', 'com_12775.parquet', 'com_14975.parquet']"
333580,4,"['com_13382.parquet', 'com_12775.parquet', 'com_14795.parquet', 'com_14383.parquet']"
334296,8,"['com_14039.parquet', 'com_13649.parquet', 'com_14749.parquet', 'com_14090.parquet', 'com_13456.parquet', 'com_14010.parquet', 'com_12775.parquet', 'com_14975.parquet']"
335230,8,"['com_14124.parquet', 'com_12805.parquet', 'com_13360.parquet', 'com_13649.parquet', 'com_14166.parquet', 'com_14749.parquet', 'com_13545.parquet', 'com_12775.parquet']"
335344,7,"['com_13576.parquet', 'com_14383.parquet', 'com_14393.parquet', 'com_13382.parquet', 'com_15073.parquet', 'com_13719.parquet', 'com_12775.parquet']"
335419,3,"['com_13382.parquet', 'com_15266.parquet', 'com_12775.parquet']"
336047,3,"['com_13382.parquet', 'com_12775.parquet', 'com_14795.parquet']"
336372,12,"['com_13576.parquet', 'com_14291.parquet', 'com_14795.parquet', 'com_15139.parquet', 'com_14383.parquet', 'com_14393.parquet', 'com_13382.parquet', 'com_14862.parquet', 'com_15073.parquet', 'com_15118.parquet', 'com_13719.parquet', 'com_12775.parquet']"
336800,6,"['com_13811.parquet', 'com_14795.parquet', 'com_13382.parquet', 'com_13513.parquet', 'com_14010.parquet', 'com_12775.parquet']"
336974,7,"['com_13811.parquet', 'com_14795.parquet', 'com_14507.parquet', 'com_13382.parquet', 'com_14090.parquet', 'com_13513.parquet', 'com_12775.parquet']"
337341,10,"['com_14039.parquet', 'com_12805.parquet', 'com_13360.parquet', 'com_13649.parquet', 'com_14166.parquet', 'com_14749.parquet', 'com_13456.parquet', 'com_13545.parquet', 'com_12775.parquet', 'com_14975.parquet']"
337662,11,"['com_14677.parquet', 'com_13576.parquet', 'com_14795.parquet', 'com_15139.parquet', 'com_14383.parquet', 'com_14393.parquet', 'com_13382.parquet', 'com_14862.parquet', 'com_15118.parquet', 'com_13719.parquet', 'com_12775.parquet']"
337980,11,"['com_15266.parquet', 'com_13576.parquet', 'com_14795.parquet', 'com_14626.parquet', 'com_14383.parquet', 'com_14393.parquet', 'com_13382.parquet', 'com_13513.parquet', 'com_15073.parquet', 'com_13719.parquet', 'com_12775.parquet']"
336068,9,"['com_15076.parquet', 'com_15075.parquet', 'com_13182.parquet', 'com_15133.parquet', 'com_13939.parquet', 'com_12871.parquet', 'com_13011.parquet', 'com_12779.parquet', 'com_15263.parquet']"
335070,1,['com_12783.parquet']
335402,1,['com_12783.parquet']
335845,4,"['com_14101.parquet', 'com_14918.parquet', 'com_13663.parquet', 'com_12783.parquet']"
338605,2,"['com_13663.parquet', 'com_12783.parquet']"
339522,3,"['com_14101.parquet', 'com_13663.parquet', 'com_12783.parquet']"
339827,3,"['com_14012.parquet', 'com_13663.parquet', 'com_12783.parquet']"
334965,1,['com_12785.parquet']
335124,7,"['com_14463.parquet', 'com_13270.parquet', 'com_13894.parquet', 'com_15026.parquet', 'com_12786.parquet', 'com_13401.parquet', 'com_14859.parquet']"
335510,15,"['com_13009.parquet', 'com_14463.parquet', 'com_13270.parquet', 'com_13894.parquet', 'com_13680.parquet', 'com_15026.parquet', 'com_14660.parquet', 'com_15082.parquet', 'com_12786.parquet', 'com_13188.parquet', 'com_14781.parquet', 'com_13401.parquet', 'com_14594.parquet', 'com_14859.parquet', 'com_13193.parquet']"
334400,3,"['com_14553.parquet', 'com_12789.parquet', 'com_13144.parquet']"
334809,3,"['com_14520.parquet', 'com_12789.parquet', 'com_13304.parquet']"
336391,2,"['com_14520.parquet', 'com_12789.parquet']"
336711,1,['com_12789.parquet']
337831,1,['com_12789.parquet']
338205,2,"['com_14002.parquet', 'com_12789.parquet']"
339226,1,['com_12789.parquet']
339316,3,"['com_13076.parquet', 'com_12789.parquet', 'com_14553.parquet']"
339725,3,"['com_14520.parquet', 'com_12789.parquet', 'com_13304.parquet']"
336488,2,"['com_12790.parquet', 'com_14617.parquet']"
335847,3,"['com_12790.parquet', 'com_13074.parquet', 'com_14007.parquet']"
336574,2,"['com_12790.parquet', 'com_13074.parquet']"
337480,1,['com_12790.parquet']
337531,3,"['com_12790.parquet', 'com_13949.parquet', 'com_14617.parquet']"
340125,3,"['com_12790.parquet', 'com_12942.parquet', 'com_14617.parquet']"
340292,1,['com_12790.parquet']
333976,24,"['com_14610.parquet', 'com_12894.parquet', 'com_13391.parquet', 'com_12792.parquet', 'com_13712.parquet', 'com_13126.parquet', 'com_14323.parquet', 'com_14766.parquet', 'com_13085.parquet', 'com_13747.parquet', 'com_15233.parquet', 'com_13123.parquet', 'com_14719.parquet', 'com_14450.parquet', 'com_13223.parquet', 'com_13495.parquet', 'com_14004.parquet', 'com_13221.parquet', 'com_13734.parquet', 'com_14041.parquet', 'com_13618.parquet', 'com_14583.parquet', 'com_15030.parquet', 'com_13316.parquet']"
338976,22,"['com_14610.parquet', 'com_12894.parquet', 'com_13391.parquet', 'com_12792.parquet', 'com_13712.parquet', 'com_14766.parquet', 'com_14323.parquet', 'com_13085.parquet', 'com_13747.parquet', 'com_15233.parquet', 'com_13123.parquet', 'com_14719.parquet', 'com_14450.parquet', 'com_13223.parquet', 'com_13495.parquet', 'com_14004.parquet', 'com_13221.parquet', 'com_14041.parquet', 'com_13618.parquet', 'com_14583.parquet', 'com_15030.parquet', 'com_13316.parquet']"
339486,17,"['com_13618.parquet', 'com_15233.parquet', 'com_12894.parquet', 'com_14583.parquet', 'com_13747.parquet', 'com_13123.parquet', 'com_14766.parquet', 'com_14323.parquet', 'com_14719.parquet', 'com_14450.parquet', 'com_13495.parquet', 'com_13221.parquet', 'com_13085.parquet', 'com_14004.parquet', 'com_12792.parquet', 'com_13316.parquet', 'com_14041.parquet']"
334988,9,"['com_14872.parquet', 'com_13393.parquet', 'com_15212.parquet', 'com_13291.parquet', 'com_14162.parquet', 'com_13636.parquet', 'com_13828.parquet', 'com_12794.parquet', 'com_14337.parquet']"
335264,4,"['com_12794.parquet', 'com_14337.parquet', 'com_13058.parquet', 'com_13520.parquet']"
339222,4,"['com_13445.parquet', 'com_12794.parquet', 'com_14337.parquet', 'com_13058.parquet']"
333637,3,"['com_14014.parquet', 'com_12795.parquet', 'com_14221.parquet']"
335646,9,"['com_13568.parquet', 'com_13255.parquet', 'com_13400.parquet', 'com_13534.parquet', 'com_14950.parquet', 'com_14278.parquet', 'com_14221.parquet', 'com_13860.parquet', 'com_12795.parquet']"
337305,1,['com_12797.parquet']
338207,2,"['com_13404.parquet', 'com_12797.parquet']"
336617,7,"['com_13597.parquet', 'com_13379.parquet', 'com_14590.parquet', 'com_13360.parquet', 'com_14166.parquet', 'com_14460.parquet', 'com_12801.parquet']"
337277,1,['com_12801.parquet']
337294,2,"['com_14013.parquet', 'com_12801.parquet']"
337320,6,"['com_13597.parquet', 'com_13154.parquet', 'com_13738.parquet', 'com_12801.parquet', 'com_14356.parquet', 'com_12992.parquet']"
