bldg_id,upgrade,in.sqft,in.representative_income,in.area_median_income,in.battery,in.bedrooms,in.building_america_climate_zone,in.city,in.county,in.electric_vehicle,in.geometry_building_type_acs,in.geometry_stories,in.heating_fuel,in.heating_setpoint,in.heating_setpoint_has_offset,in.heating_setpoint_offset_magnitude,in.heating_setpoint_offset_period,in.hvac_cooling_efficiency,in.hvac_cooling_partial_space_conditioning,in.hvac_cooling_type,in.hvac_heating_efficiency,in.hvac_heating_type,in.hvac_heating_type_and_fuel,in.hvac_secondary_heating_efficiency,in.hvac_secondary_heating_fuel,in.hvac_secondary_heating_partial_space_conditioning,in.income,in.occupants,in.plug_load_diversity,in.plug_loads,in.vacancy_status,in.water_heater_efficiency,in.water_heater_fuel,out.params.size_cooling_system_primary_k_btu_h,out.params.size_heat_pump_backup_primary_k_btu_h,out.params.size_heating_system_primary_k_btu_h,out.params.size_heating_system_secondary_k_btu_h,out.params.size_water_heater_gal,out.electricity.heating.energy_consumption.kwh,out.electricity.heating_fans_pumps.energy_consumption.kwh,out.electricity.heating_hp_bkup.energy_consumption.kwh,out.electricity.heating_hp_bkup_fa.energy_consumption.kwh,out.electricity.hot_water.energy_consumption.kwh,out.electricity.total.energy_consumption.kwh,out.fuel_oil.heating.energy_consumption.kwh,out.fuel_oil.heating_hp_bkup.energy_consumption.kwh,out.fuel_oil.hot_water.energy_consumption.kwh,out.fuel_oil.total.energy_consumption.kwh,out.natural_gas.heating.energy_consumption.kwh,out.natural_gas.heating_hp_bkup.energy_consumption.kwh,out.natural_gas.hot_water.energy_consumption.kwh,out.natural_gas.total.energy_consumption.kwh,out.propane.heating.energy_consumption.kwh,out.propane.heating_hp_bkup.energy_consumption.kwh,out.propane.hot_water.energy_consumption.kwh,out.propane.total.energy_consumption.kwh,out.site_energy.total.energy_consumption.kwh,out.load.cooling.energy_delivered.kbtu,out.load.heating.energy_delivered.kbtu,out.load.hot_water.energy_delivered.kbtu,out.electricity.summer.peak.kw,out.electricity.winter.peak.kw,out.load.cooling.peak.kbtu_hr,out.load.heating.peak.kbtu_hr,Folder_File,State,income_group
311,0,273,89096.0,120-150%,,1,Cold,"WA, Spokane",G5300630,,Single-Family Attached,2,Electricity,75F,Yes,6F,Night -3h,,,,"Electric Furnace, 100% AFUE",Ducted Heating,Electricity Electric Furnace,,,,80000-99999,2,50%,96%,Occupied,Electric Tankless,Electricity,0.0,0.0,13.59,0,0,6594.978292085517,165.29208357713333,0.0,0.0,1273.97994203865,11083.654802843274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11083.654802843274,0.0,23015.0,3958.0,9.6454,13.3844,0.0,16.261,Metadata_WA_Residential_WA_baseline_metadata_and_annual_results.csv,WA,High
501,0,1228,149501.0,150%+,,4,Cold,"WA, Spokane",G5300630,,Single-Family Detached,2,Other Fuel,75F,No,0F,,,,,"Fuel Wall/Floor Furnace, 60% AFUE",Non-Ducted Heating,Other Fuel Fuel Wall/Floor Furnace,,,,140000-159999,2,100%,94%,Occupied,Electric Standard,Electricity,0.0,0.0,41.24,0,50,0.0,0.0,0.0,0.0,2687.461713479278,6920.873322117027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,813.5652907980889,0.0,0.0,0.0,0.0,7734.438612915115,0.0,81534.0,8237.0,9.3535,9.7379,0.0,35.536,Metadata_WA_Residential_WA_baseline_metadata_and_annual_results.csv,WA,High
533,0,1698,251101.0,150%+,,3,Marine,"WA, Sammamish",G5300330,,Single-Family Detached,2,Natural Gas,72F,Yes,3F,Night -3h,"AC, SEER 13",100% Conditioned,Central AC,"Fuel Furnace, 92.5% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,,,200000+,9,200%,94%,Occupied,Natural Gas Standard,Natural Gas,25.13,0.0,58.31,0,40,0.0,488.54947397709446,0.0,0.0,0.0,19196.7412384209,0.0,0.0,0.0,0.0,22681.94240490897,0.0,22454.51925445532,47236.02280607809,0.0,0.0,0.0,0.0,66432.76404449898,30259.0,73073.0,55203.0,9.3801,8.367899999999999,25.478,50.116,Metadata_WA_Residential_WA_baseline_metadata_and_annual_results.csv,WA,High
558,0,1698,108692.0,150%+,,3,Cold,In another census Place,G5300170,,Single-Family Detached,2,Electricity,70F,No,0F,,Non-Ducted Heat Pump,100% Conditioned,Non-Ducted Heat Pump,"MSHP, SEER 14.5, 8.2 HSPF",Non-Ducted Heat Pump,Electricity MSHP,,,,100000-119999,2,100%,94%,Occupied,Propane Standard,Propane,48.08,60.3,48.08,0,40,9729.08031650726,234.74992720795,480.3434840122722,5.861421403444445,0.0,18457.02985730621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4466.696180494839,4466.696180494839,22923.726037801047,44711.0,90574.0,7910.0,10.613,13.9819,44.045,49.077,Metadata_WA_Residential_WA_baseline_metadata_and_annual_results.csv,WA,High
626,0,2678,108692.0,150%+,,4,Marine,In another census Place,G5300530,,Single-Family Detached,2,Electricity,72F,Yes,3F,Day and Night -5h,Ducted Heat Pump,100% Conditioned,Ducted Heat Pump,"ASHP, SEER 13, 7.7 HSPF",Ducted Heat Pump,Electricity ASHP,,,,100000-119999,2,100%,94%,Occupied,Electric Premium,Electricity,31.8,37.47,31.8,0,50,8089.933821034022,445.1749555916055,1846.347742085,36.63388377152778,2426.335389955828,18150.18444683589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18150.18444683589,2089.0,72743.0,7526.0,7.007,13.5155,11.52,48.118,Metadata_WA_Residential_WA_baseline_metadata_and_annual_results.csv,WA,High
680,0,1228,149501.0,150%+,,3,Marine,In another census Place,G5300330,,Single-Family Detached,1,Electricity,72F,No,0F,,,,,"Electric Furnace, 100% AFUE",Ducted Heating,Electricity Electric Furnace,,,,140000-159999,2,100%,94%,Occupied,Electric Standard,Electricity,0.0,0.0,37.46,0,50,14640.07223938319,341.13472568046666,0.0,0.0,2355.1191199039777,21037.22755910245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473.8959204684833,0.0,0.0,0.0,0.0,21511.12347957094,0.0,51114.0,7049.0,6.4175,11.4891,0.0,31.427,Metadata_WA_Residential_WA_baseline_metadata_and_annual_results.csv,WA,High
811,0,2179,280058.0,150%+,,3,Marine,"WA, Auburn",G5300330,,Single-Family Detached,1,Natural Gas,68F,Yes,12F,Day and Night,,,,"Fuel Furnace, 92.5% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,,,200000+,2,100%,94%,Occupied,Natural Gas Standard,Natural Gas,0.0,0.0,23.69,0,40,0.0,116.0561437882,0.0,0.0,0.0,4657.192376106784,0.0,0.0,0.0,0.0,5392.800762239061,0.0,4123.216886252994,9516.017648492056,0.0,0.0,0.0,0.0,14173.21002459884,0.0,17195.0,7045.0,8.512799999999999,8.876100000000001,0.0,25.825,Metadata_WA_Residential_WA_baseline_metadata_and_annual_results.csv,WA,High
857,0,1698,280058.0,150%+,,2,Marine,Not in a census Place,G5300330,,Single-Family Detached,1,Natural Gas,72F,No,0F,,"AC, SEER 13",80% Conditioned,Central AC,"Fuel Furnace, 76% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,,,200000+,2,100%,94%,Occupied,Natural Gas Standard,Natural Gas,30.54,0.0,53.89,0,30,0.0,358.7189898908,0.0,0.0,0.0,6349.091664211022,0.0,0.0,0.0,0.0,25469.634424387143,0.0,4452.921840196745,32306.98249150509,0.0,0.0,0.0,0.0,38656.07415571611,11257.0,67205.0,7567.0,8.081,5.8166,26.564,39.93,Metadata_WA_Residential_WA_baseline_metadata_and_annual_results.csv,WA,High
1144,0,1698,89096.0,120-150%,,4,Marine,In another census Place,G5300530,,Single-Family Detached,1,Natural Gas,68F,Yes,3F,Night -1h,"AC, SEER 13",100% Conditioned,Central AC,"Fuel Wall/Floor Furnace, 68% AFUE",Non-Ducted Heating,Natural Gas Fuel Wall/Floor Furnace,,,,80000-99999,2,100%,94%,Occupied,Electric Standard,Electricity,12.37,0.0,18.8,0,50,0.0,0.0,0.0,0.0,2530.961762007311,8013.735342789245,0.0,0.0,0.0,0.0,11340.385060314138,0.0,0.0,11340.385060314138,0.0,0.0,0.0,0.0,19354.120403103385,9345.0,26236.0,7530.0,6.578399999999999,6.1267,11.203,18.904,Metadata_WA_Residential_WA_baseline_metadata_and_annual_results.csv,WA,High
1242,0,3310,268295.0,150%+,,4,Marine,"WA, Seattle",G5300330,,Single-Family Detached,2,Electricity,70F,Yes,3F,Day and Night -1h,,,,"Electric Wall Furnace, 100% AFUE",Non-Ducted Heating,Electricity Electric Wall Furnace,,,,200000+,6,100%,94%,Occupied,Electric Standard,Electricity,0.0,0.0,25.25,0,50,7189.326422394783,0.0,0.0,0.0,6213.6928297914565,21851.96513418123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21851.96513418123,0.0,24381.0,20175.0,8.9658,14.7138,0.0,25.233,Metadata_WA_Residential_WA_baseline_metadata_and_annual_results.csv,WA,High
1315,0,1228,107345.0,120-150%,,3,Marine,In another census Place,G5300330,,Single-Family Detached,1,Electricity,68F,Yes,6F,Night,Ducted Heat Pump,100% Conditioned,Ducted Heat Pump,"ASHP, SEER 13, 7.7 HSPF",Ducted Heat Pump,Electricity ASHP,,,,100000-119999,1,200%,94%,Occupied,Electric Premium,Electricity,13.18,34.97,13.18,0,50,3329.287357156444,164.9990125069611,2271.5938649048944,23.152614543605555,2271.3007938347223,16690.69051737823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16690.69051737823,20416.0,40127.0,6992.0,10.6918,20.7695,13.219,43.143,Metadata_WA_Residential_WA_baseline_metadata_and_annual_results.csv,WA,High
1638,0,2179,149501.0,150%+,,4,Marine,In another census Place,G5300350,,Single-Family Detached,1,Electricity,68F,Yes,3F,Night -1h,"Room AC, EER 10.7",20% Conditioned,Room AC,"Electric Furnace, 100% AFUE",Ducted Heating,Electricity Electric Furnace,,,,140000-159999,4,100%,94%,Occupied,Natural Gas Tankless,Natural Gas,2.1,0.0,40.05,0,0,10773.292539530888,254.09261783931663,0.0,0.0,0.0,19778.78038378293,0.0,0.0,0.0,0.0,0.0,0.0,5809.840895094134,5809.840895094134,0.0,0.0,0.0,0.0,25588.621278877068,1251.0,37524.0,14949.0,11.4042,21.6772,3.337,41.714,Metadata_WA_Residential_WA_baseline_metadata_and_annual_results.csv,WA,High
1717,0,1698,74877.0,120-150%,,3,Marine,In another census Place,G5300570,,Single-Family Detached,2,Other Fuel,67F,No,0F,,"Room AC, EER 10.7",20% Conditioned,Room AC,"Fuel Wall/Floor Furnace, 60% AFUE",Non-Ducted Heating,Other Fuel Fuel Wall/Floor Furnace,,,,70000-79999,2,100%,94%,Occupied,Electric Standard,Electricity,2.53,0.0,55.15,0,50,0.0,0.0,0.0,0.0,2729.370876513906,7681.392749213945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7681.392749213945,1335.0,95280.0,8189.0,9.4605,8.815100000000001,3.162,43.32,Metadata_WA_Residential_WA_baseline_metadata_and_annual_results.csv,WA,High
1827,0,2678,87842.0,150%+,,4,Cold,Not in a census Place,G5300050,,Single-Family Detached,1,Natural Gas,70F,Yes,3F,Night +5h,"AC, SEER 13",80% Conditioned,Central AC,"Fuel Furnace, 92.5% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,,,80000-99999,1,50%,94%,Occupied,Natural Gas Premium,Natural Gas,22.22,0.0,41.06,0,40,0.0,212.1834548046889,0.0,0.0,0.0,6638.645881541178,0.0,0.0,0.0,0.0,14491.485206805874,0.0,1585.22141856155,16620.646531607068,0.0,0.0,0.0,0.0,23259.292413148247,11265.0,46377.0,1789.0,18.2407,17.2665,21.701,47.71,Metadata_WA_Residential_WA_baseline_metadata_and_annual_results.csv,WA,High
1878,0,1228,89096.0,120-150%,,4,Marine,In another census Place,G5300110,,Single-Family Detached,1,Electricity,68F,No,0F,,"AC, SEER 13",100% Conditioned,Central AC,"Electric Furnace, 100% AFUE",Ducted Heating,Electricity Electric Furnace,,,,80000-99999,2,100%,94%,Occupied,Electric Standard,Electricity,17.69,0.0,30.64,0,50,9965.881741206418,132.76119478801667,0.0,0.0,2383.547013710683,17294.416921933007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17294.416921933007,7026.0,34456.0,6896.0,6.4575,11.5808,16.251,26.035,Metadata_WA_Residential_WA_baseline_metadata_and_annual_results.csv,WA,High
2186,0,1228,64407.0,120-150%,,2,Cold,"WA, Spokane",G5300630,,Single-Family Detached,1,Natural Gas,67F,Yes,6F,Night -1h,"AC, SEER 13",100% Conditioned,Central AC,"Fuel Furnace, 92.5% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,,,60000-69999,1,200%,94%,Occupied,Natural Gas Standard,Natural Gas,12.65,0.0,43.84,0,30,0.0,391.2498786799167,0.0,0.0,0.0,7285.1606623411,0.0,0.0,0.0,0.0,16906.09775395481,0.0,4408.081966460394,22129.7965087045,0.0,0.0,0.0,0.0,29414.9571710456,22440.0,54532.0,7565.0,8.9307,8.5886,13.488,44.939,Metadata_WA_Residential_WA_baseline_metadata_and_annual_results.csv,WA,High
2198,0,2179,270137.0,150%+,,3,Cold,"WA, Richland",G5300050,,Single-Family Detached,1,Electricity,67F,Yes,6F,Night +3h,"Room AC, EER 12.0",20% Conditioned,Room AC,"Electric Baseboard, 100% Efficiency",Non-Ducted Heating,Electricity Baseboard,,,,200000+,4,200%,94%,Occupied,Electric Standard,Electricity,6.01,0.0,61.46,0,50,11527.364403084017,0.0,0.0,0.0,8031.319606999577,30489.94185643731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30489.94185643731,8839.0,39328.0,26219.0,15.5899,25.3731,8.127,42.671,Metadata_WA_Residential_WA_baseline_metadata_and_annual_results.csv,WA,High
2233,0,1698,89096.0,120-150%,,3,Marine,"WA, Tacoma",G5300530,,Single-Family Detached,1,Natural Gas,70F,No,0F,,,,,"Fuel Furnace, 92.5% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,,,80000-99999,2,100%,94%,Occupied,Natural Gas Standard,Natural Gas,0.0,0.0,63.41,0,40,0.0,742.0559496760667,0.0,0.0,0.0,5162.446901083694,0.0,0.0,0.0,0.0,34179.41355883542,0.0,4510.656841020672,39503.63569065418,0.0,0.0,0.0,0.0,44666.08259173787,0.0,110403.0,8167.999999999999,6.2506,6.3155,0.0,57.335,Metadata_WA_Residential_WA_baseline_metadata_and_annual_results.csv,WA,High
2543,0,1228,74877.0,120-150%,,3,Cold,"WA, Spokane",G5300630,,Single-Family Detached,1,Electricity,70F,Yes,3F,Night +3h,Ducted Heat Pump,100% Conditioned,Ducted Heat Pump,"ASHP, SEER 13, 7.7 HSPF",Ducted Heat Pump,Electricity ASHP,,,,70000-79999,2,100%,94%,Occupied,Electric Premium,Electricity,42.28,74.34,42.28,0,50,11685.036638836673,840.5278292539333,2597.4888949364054,72.38855433253889,2603.350316339849,24462.34915620521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24462.34915620521,20478.0,103684.0,8236.0,8.9922,13.8182,35.972,47.987,Metadata_WA_Residential_WA_baseline_metadata_and_annual_results.csv,WA,High
2573,0,2179,108692.0,150%+,,3,Marine,"WA, Longview",G5300150,,Single-Family Detached,2,Electricity,68F,Yes,3F,Night -2h,"AC, SEER 13",100% Conditioned,Central AC,"Electric Furnace, 100% AFUE",Ducted Heating,Electricity Electric Furnace,,,,100000-119999,2,100%,94%,Occupied,Electric Standard,Electricity,16.4,0.0,35.65,0,50,11374.381304454117,238.85292219036108,0.0,0.0,2458.573207674772,19298.14382870049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19298.14382870049,4454.0,39520.0,7188.0,9.5211,21.2257,15.532,35.32,Metadata_WA_Residential_WA_baseline_metadata_and_annual_results.csv,WA,High
2638,0,2678,270137.0,150%+,,3,Marine,"WA, Renton",G5300330,,Single-Family Detached,2,Natural Gas,60F,No,0F,,"AC, SEER 13",80% Conditioned,Central AC,"Fuel Boiler, 80% AFUE",Non-Ducted Heating,Natural Gas Fuel Boiler,,,,200000+,4,100%,94%,Occupied,Natural Gas Standard,Natural Gas,12.41,0.0,36.45,0,40,0.0,38.39231019256111,0.0,0.0,0.0,7230.942514359238,0.0,0.0,0.0,0.0,6900.0652761348,0.0,6877.791874801711,13777.857150936512,0.0,0.0,0.0,0.0,21008.79966529575,5053.0,17330.0,14061.0,7.0844,6.5512,13.286,19.826,Metadata_WA_Residential_WA_baseline_metadata_and_annual_results.csv,WA,High
