bldg_id,upgrade,in.sqft,in.representative_income,in.area_median_income,in.battery,in.bedrooms,in.building_america_climate_zone,in.city,in.county,in.electric_vehicle,in.geometry_building_type_acs,in.geometry_stories,in.heating_fuel,in.heating_setpoint,in.heating_setpoint_has_offset,in.heating_setpoint_offset_magnitude,in.heating_setpoint_offset_period,in.hvac_cooling_efficiency,in.hvac_cooling_partial_space_conditioning,in.hvac_cooling_type,in.hvac_heating_efficiency,in.hvac_heating_type,in.hvac_heating_type_and_fuel,in.hvac_secondary_heating_efficiency,in.hvac_secondary_heating_fuel,in.hvac_secondary_heating_partial_space_conditioning,in.income,in.occupants,in.plug_load_diversity,in.plug_loads,in.vacancy_status,in.water_heater_efficiency,in.water_heater_fuel,out.params.size_cooling_system_primary_k_btu_h,out.params.size_heat_pump_backup_primary_k_btu_h,out.params.size_heating_system_primary_k_btu_h,out.params.size_heating_system_secondary_k_btu_h,out.params.size_water_heater_gal,out.electricity.heating.energy_consumption.kwh,out.electricity.heating_fans_pumps.energy_consumption.kwh,out.electricity.heating_hp_bkup.energy_consumption.kwh,out.electricity.heating_hp_bkup_fa.energy_consumption.kwh,out.electricity.hot_water.energy_consumption.kwh,out.electricity.total.energy_consumption.kwh,out.fuel_oil.heating.energy_consumption.kwh,out.fuel_oil.heating_hp_bkup.energy_consumption.kwh,out.fuel_oil.hot_water.energy_consumption.kwh,out.fuel_oil.total.energy_consumption.kwh,out.natural_gas.heating.energy_consumption.kwh,out.natural_gas.heating_hp_bkup.energy_consumption.kwh,out.natural_gas.hot_water.energy_consumption.kwh,out.natural_gas.total.energy_consumption.kwh,out.propane.heating.energy_consumption.kwh,out.propane.heating_hp_bkup.energy_consumption.kwh,out.propane.hot_water.energy_consumption.kwh,out.propane.total.energy_consumption.kwh,out.site_energy.total.energy_consumption.kwh,out.load.cooling.energy_delivered.kbtu,out.load.heating.energy_delivered.kbtu,out.load.hot_water.energy_delivered.kbtu,out.electricity.summer.peak.kw,out.electricity.winter.peak.kw,out.load.cooling.peak.kbtu_hr,out.load.heating.peak.kbtu_hr,Folder_File,State,income_group,Chosen_Parquet
481130,0,1228,47457.0,80-100%,,3,Marine,"WA, Lakewood",G5300530,,Mobile Home,1,Electricity,68F,Yes,6F,Night +5h,,,,"Electric Furnace, 100% AFUE",Ducted Heating,Electricity Electric Furnace,,,,45000-49999,1,100%,102%,Occupied,Electric Standard,Electricity,0.0,0.0,27.59,0,50,12595.022311721425,295.4156387336,0.0,0.0,1518.108143492111,18358.85104879852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18358.85104879852,0.0,43856.0,4077.0,9.8226,15.9355,0.0,27.418,Metadata_WA_Residential_WA_baseline_metadata_and_annual_results.csv,WA,Mid,res_156.parquet
534153,0,1228,55558.0,80-100%,,3,Marine,In another census Place,G5300690,,Mobile Home,1,Electricity,65F,Yes,6F,Night -2h,"AC, SEER 13",100% Conditioned,Central AC,"Electric Furnace, 100% AFUE",Ducted Heating,Electricity Electric Furnace,,,,50000-59999,4,100%,102%,Occupied,Electric Standard,Electricity,9.0,0.0,38.53,0,50,6885.118651556017,160.30987538420555,0.0,0.0,4612.645573440605,20853.76506917465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20853.76506917465,892.0,23916.0,14588.0,12.1113,16.7267,8.846,30.709,Metadata_WA_Residential_WA_baseline_metadata_and_annual_results.csv,WA,Mid,res_794.parquet
389356,0,1228,89311.0,80-100%,,3,Marine,In another census Place,G5300110,,Mobile Home,1,Other Fuel,68F,No,0F,,"Room AC, EER 10.7",20% Conditioned,Room AC,"Fuel Wall/Floor Furnace, 60% AFUE",Non-Ducted Heating,Other Fuel Fuel Wall/Floor Furnace,,,,80000-99999,6,100%,102%,Occupied,Propane Standard,Propane,2.66,0.0,22.51,0,40,0.0,0.0,0.0,0.0,0.0,9543.273258018073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9106.890434531631,10455.310428394028,19998.5836864121,5029.0,15901.0,19889.0,8.9765,9.9832,4.869,15.964,Metadata_WA_Residential_WA_baseline_metadata_and_annual_results.csv,WA,Mid,res_618.parquet
538533,0,881,73741.0,100-120%,,2,Cold,In another census Place,G5300030,,Mobile Home,1,Electricity,60F,Yes,3F,Night +1h,"AC, SEER 13",100% Conditioned,Central AC,"Electric Baseboard, 100% Efficiency",Non-Ducted Heating,Electricity Baseboard,,,,70000-79999,4,50%,102%,Occupied,Electric Standard,Electricity,16.59,0.0,32.19,0,30,6699.604664136999,0.0,0.0,0.0,2593.092828883822,13545.45179228994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,864.8527280782278,0.0,0.0,0.0,0.0,14410.304520368169,5813.0,22859.0,7697.0,7.7124,11.1282,15.666,22.074,Metadata_WA_Residential_WA_baseline_metadata_and_annual_results.csv,WA,Mid,res_58.parquet
441687,0,1698,47457.0,100-120%,,2,Marine,In another census Place,G5300150,,Mobile Home,1,Electricity,72F,Yes,6F,Night +5h,"AC, SEER 13",100% Conditioned,Central AC,"Electric Furnace, 100% AFUE",Ducted Heating,Electricity Electric Furnace,,,,45000-49999,1,100%,102%,Occupied,Electric Standard,Electricity,11.04,0.0,21.01,0,30,7994.68572322805,128.95127087577777,0.0,0.0,1448.3572287911222,14471.26330296399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14471.26330296399,9401.0,27654.0,3852.0,28.7358,29.3476,11.25,23.839,Metadata_WA_Residential_WA_baseline_metadata_and_annual_results.csv,WA,Mid,res_999.parquet
519694,0,623,42184.0,80-100%,,1,Cold,"WA, Spokane",G5300630,,3 or 4 Unit,3,Electricity,72F,Yes,3F,Day -2h,Ducted Heat Pump,100% Conditioned,Ducted Heat Pump,"ASHP, SEER 15, 8.5 HSPF",Ducted Heat Pump,Electricity ASHP,,,,40000-44999,1,200%,101%,Occupied,Electric Standard,Electricity,26.14,29.32,26.14,0,30,4177.435034234855,331.46338036478335,112.24621987596112,1.7584264210333334,2599.833463497784,12065.73595899039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,833.7871946399723,0.0,0.0,0.0,0.0,12899.523153630362,11324.0,35568.0,7797.0,13.3613,22.3207,26.999,49.155,Metadata_WA_Residential_WA_baseline_metadata_and_annual_results.csv,WA,Mid,res_1089.parquet
159690,0,1138,109096.0,100-120%,,2,Marine,In another census Place,G5300330,,3 or 4 Unit,2,Electricity,68F,No,0F,,"AC, SEER 13",100% Conditioned,Central AC,"Electric Baseboard, 100% Efficiency",Non-Ducted Heating,Electricity Baseboard,,,,100000-119999,3,100%,101%,Occupied,Electric Standard,Electricity,12.03,0.0,26.02,0,30,6874.861164099988,0.0,0.0,0.0,2747.2482117944114,14210.723121580882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14210.723121580882,6811.0,23456.0,8288.0,9.2504,12.3396,10.845,18.589,Metadata_WA_Residential_WA_baseline_metadata_and_annual_results.csv,WA,Mid,res_1234.parquet
63126,0,1138,109096.0,80-100%,,2,Marine,"WA, Everett",G5300610,,3 or 4 Unit,1,Natural Gas,70F,No,0F,,"AC, SEER 13",100% Conditioned,Central AC,"Fuel Furnace, 92.5% AFUE",Ducted Heating,Natural Gas Fuel Furnace,,,,100000-119999,5,100%,101%,Occupied,Natural Gas Premium,Natural Gas,6.21,0.0,19.86,0,30,0.0,131.29583943715556,0.0,0.0,0.0,6918.52875355565,0.0,0.0,0.0,0.0,5982.752826495745,0.0,5900.985997917695,11884.03189548361,0.0,0.0,0.0,0.0,18802.56064903926,4964.0,19329.0,13776.0,8.4182,8.4196,5.889,14.618,Metadata_WA_Residential_WA_baseline_metadata_and_annual_results.csv,WA,Mid,res_363.parquet
435755,0,854,109096.0,100-120%,,2,Marine,"WA, Redmond",G5300330,,3 or 4 Unit,1,Electricity,75F,No,0F,,"AC, SEER 15",100% Conditioned,Central AC,"Electric Furnace, 100% AFUE",Ducted Heating,Electricity Electric Furnace,,,,100000-119999,3,100%,101%,Occupied,Electric Standard,Electricity,6.98,0.0,16.99,0,30,4994.224106804839,116.34921485837222,0.0,0.0,2926.314635669639,12610.555078440551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2343.396277097089,0.0,0.0,0.0,0.0,14953.95135553764,9218.0,17434.0,8965.0,10.5842,15.3607,6.828,18.395,Metadata_WA_Residential_WA_baseline_metadata_and_annual_results.csv,WA,Mid,res_451.parquet
419362,0,322,87842.0,100-120%,,1,Marine,"WA, Auburn",G5300330,,3 or 4 Unit,1,Electricity,68F,No,0F,,,,,Shared Heating,Ducted Heating,Electricity Shared Heating,,,,80000-99999,1,50%,101%,Occupied,Electric Standard,Electricity,0.0,0.0,5.22,0,30,1218.2964387059278,82.35297071839445,0.0,0.0,999.9584914276222,4576.597831809422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4576.597831809422,0.0,4198.0,2399.0,10.2366,11.4344,0.0,11.379,Metadata_WA_Residential_WA_baseline_metadata_and_annual_results.csv,WA,Mid,res_514.parquet
