bldg_id,Occurrence_Count,Unique_Source_Files
481224,6,"['res_101.parquet', 'res_618.parquet', 'res_807.parquet', 'res_1174.parquet', 'res_88.parquet', 'res_958.parquet']"
481825,7,"['res_101.parquet', 'res_618.parquet', 'res_904.parquet', 'res_966.parquet', 'res_584.parquet', 'res_1174.parquet', 'res_88.parquet']"
498810,6,"['res_101.parquet', 'res_475.parquet', 'res_618.parquet', 'res_807.parquet', 'res_88.parquet', 'res_958.parquet']"
501536,6,"['res_101.parquet', 'res_475.parquet', 'res_618.parquet', 'res_807.parquet', 'res_88.parquet', 'res_958.parquet']"
513345,8,"['res_101.parquet', 'res_618.parquet', 'res_1091.parquet', 'res_98.parquet', 'res_966.parquet', 'res_584.parquet', 'res_88.parquet', 'res_75.parquet']"
518497,6,"['res_101.parquet', 'res_618.parquet', 'res_1091.parquet', 'res_88.parquet', 'res_75.parquet', 'res_958.parquet']"
522078,7,"['res_101.parquet', 'res_618.parquet', 'res_904.parquet', 'res_966.parquet', 'res_584.parquet', 'res_1174.parquet', 'res_88.parquet']"
526981,7,"['res_101.parquet', 'res_618.parquet', 'res_98.parquet', 'res_966.parquet', 'res_584.parquet', 'res_1174.parquet', 'res_88.parquet']"
527750,8,"['res_101.parquet', 'res_618.parquet', 'res_98.parquet', 'res_966.parquet', 'res_584.parquet', 'res_1174.parquet', 'res_88.parquet', 'res_958.parquet']"
532471,7,"['res_101.parquet', 'res_618.parquet', 'res_904.parquet', 'res_966.parquet', 'res_584.parquet', 'res_1174.parquet', 'res_88.parquet']"
533308,5,"['res_101.parquet', 'res_618.parquet', 'res_88.parquet', 'res_75.parquet', 'res_958.parquet']"
540693,5,"['res_101.parquet', 'res_618.parquet', 'res_807.parquet', 'res_88.parquet', 'res_958.parquet']"
543347,4,"['res_101.parquet', 'res_618.parquet', 'res_88.parquet', 'res_75.parquet']"
274968,4,"['res_707.parquet', 'res_30.parquet', 'res_1013.parquet', 'res_298.parquet']"
16235,2,"['res_1015.parquet', 'res_199.parquet']"
42984,5,"['res_1015.parquet', 'res_967.parquet', 'res_1103.parquet', 'res_199.parquet', 'res_977.parquet']"
71880,6,"['res_582.parquet', 'res_1015.parquet', 'res_1115.parquet', 'res_1153.parquet', 'res_2.parquet', 'res_199.parquet']"
75186,3,"['res_1015.parquet', 'res_30.parquet', 'res_199.parquet']"
77953,3,"['res_1015.parquet', 'res_199.parquet', 'res_1153.parquet']"
91348,5,"['res_1015.parquet', 'res_967.parquet', 'res_298.parquet', 'res_740.parquet', 'res_1103.parquet']"
105539,4,"['res_1015.parquet', 'res_199.parquet', 'res_2.parquet', 'res_1153.parquet']"
120739,5,"['res_1015.parquet', 'res_967.parquet', 'res_740.parquet', 'res_1103.parquet', 'res_977.parquet']"
135578,4,"['res_1015.parquet', 'res_199.parquet', 'res_2.parquet', 'res_1153.parquet']"
172916,4,"['res_1015.parquet', 'res_967.parquet', 'res_1103.parquet', 'res_199.parquet']"
187222,4,"['res_1015.parquet', 'res_199.parquet', 'res_2.parquet', 'res_1153.parquet']"
200241,4,"['res_1015.parquet', 'res_199.parquet', 'res_2.parquet', 'res_1153.parquet']"
208131,2,"['res_1015.parquet', 'res_199.parquet']"
240642,5,"['res_1015.parquet', 'res_1153.parquet', 'res_2.parquet', 'res_199.parquet', 'res_30.parquet']"
259822,5,"['res_1015.parquet', 'res_298.parquet', 'res_1020.parquet', 'res_1103.parquet', 'res_30.parquet']"
291300,2,"['res_1015.parquet', 'res_1103.parquet']"
293001,5,"['res_1015.parquet', 'res_967.parquet', 'res_740.parquet', 'res_1103.parquet', 'res_977.parquet']"
304916,6,"['res_1015.parquet', 'res_967.parquet', 'res_298.parquet', 'res_740.parquet', 'res_1103.parquet', 'res_977.parquet']"
331973,3,"['res_1015.parquet', 'res_199.parquet', 'res_1153.parquet']"
381973,4,"['res_1015.parquet', 'res_199.parquet', 'res_2.parquet', 'res_1153.parquet']"
397265,4,"['res_1015.parquet', 'res_199.parquet', 'res_2.parquet', 'res_1153.parquet']"
416094,5,"['res_1015.parquet', 'res_1153.parquet', 'res_2.parquet', 'res_199.parquet', 'res_30.parquet']"
456904,4,"['res_1015.parquet', 'res_199.parquet', 'res_2.parquet', 'res_1153.parquet']"
467554,2,"['res_1015.parquet', 'res_199.parquet']"
491979,4,"['res_1015.parquet', 'res_199.parquet', 'res_2.parquet', 'res_1153.parquet']"
519366,7,"['res_582.parquet', 'res_1015.parquet', 'res_1115.parquet', 'res_1153.parquet', 'res_2.parquet', 'res_199.parquet', 'res_548.parquet']"
525611,4,"['res_1015.parquet', 'res_740.parquet', 'res_1103.parquet', 'res_967.parquet']"
232,6,"['res_298.parquet', 'res_1019.parquet', 'res_1020.parquet', 'res_763.parquet', 'res_907.parquet', 'res_356.parquet']"
695,6,"['res_298.parquet', 'res_1019.parquet', 'res_763.parquet', 'res_564.parquet', 'res_871.parquet', 'res_1268.parquet']"
1197,3,"['res_763.parquet', 'res_943.parquet', 'res_1019.parquet']"
2671,6,"['res_943.parquet', 'res_1019.parquet', 'res_763.parquet', 'res_450.parquet', 'res_577.parquet', 'res_414.parquet']"
4786,5,"['res_298.parquet', 'res_1019.parquet', 'res_1034.parquet', 'res_667.parquet', 'res_1120.parquet']"
5306,5,"['res_943.parquet', 'res_1019.parquet', 'res_763.parquet', 'res_1120.parquet', 'res_748.parquet']"
