Source_File,State,Matched_Buildings,Tolerance
res_11.parquet,MI,"[1118, 17586, 46650, 49849, 82803, 109435, 240521, 331828, 332998, 333798, 412603, 434834, 452771, 506559]",20
res_1102.parquet,MI,[277511],50
res_1103.parquet,MI,"[2907, 3386, 3764, 3894, 4446, 4640, 6747, 7661, 11276, 14175, 15309, 16588, 17548, 17637, 18347, 19705, 21573, 22305, 22585, 23845, 25211, 25345, 25756, 26747, 28724, 31437, 31585, 34775, 35679, 38091, 38409, 39049, 40703, 42984, 44468, 47149, 48912, 49431, 50885, 57556, 58586, 59631, 61074, 61640, 64328, 66722, 68298, 71089, 71502, 72715, 73325, 74146, 74330, 74675, 76057, 77410, 77674, 77795, 77945, 78127, 80088, 81056, 81374, 84089, 85081, 86405, 87394, 90625, 90727, 91348, 95193, 95492, 95782, 96025, 96294, 96531, 97184, 98103, 100038, 100282, 101196, 102992, 104063, 104513, 105236, 106125, 109236, 111525, 112169, 113347, 115704, 116616, 119062, 120412, 120739, 125657, 130257, 131071, 132623, 133318, 134306, 139933, 140279, 140711, 142046, 142411, 142491, 142595, 143999, 145104, 148031, 148652, 152369, 153106, 154858, 157488, 159712, 160054, 160350, 162707, 163521, 164363, 167404, 169489, 169785, 169943, 170162, 172916, 173382, 173486, 177767, 180267, 182084, 183038, 186787, 188481, 189061, 189088, 190497, 191683, 193050, 193524, 194805, 199645, 200264, 200783, 202489, 203782, 203992, 204524, 204853, 207213, 207537, 210277, 210572, 213431, 214005, 218225, 219580, 219919, 225421, 225504, 226004, 226154, 226290, 226425, 228797, 229671, 234837, 236684, 238045, 238726, 240070, 241571, 245870, 246103, 252236, 255651, 256678, 256713, 257170, 258185, 259822, 259927, 262328, 262937, 262973, 264215, 265187, 271131, 272106, 272142, 273291, 273734, 273737, 275199, 276133, 276247, 277988, 278448, 279270, 279653, 279955, 281165, 281816, 281826, 283280, 283568, 283940, 285425, 285458, 285753, 287250, 287626, 289707, 290006, 291300, 291867, 293001, 294291, 294383, 295658, 296525, 299675, 300889, 301203, 303323, 303378, 303685, 304916, 313028, 314919, 317226, 318718, 318724, 318854, 319685, 320602, 324955, 326459, 328604, 328798, 329340, 332639, 333288, 333299, 335666, 337521, 338268, 338300, 339907, 341403, 343511, 344794, 344992, 352581, 354250, 355486, 356148, 356589, 357689, 360066, 360182, 364776, 365362, 367023, 367776, 369465, 369825, 372425, 372657, 373264, 376769, 377227, 380643, 381065, 381968, 383928, 385791, 391700, 392351, 392488, 394532, 395173, 395249, 396633, 397708, 399673, 400586, 400849, 401691, 402069, 402486, 402675, 404392, 405133, 408830, 416058, 416563, 416629, 423505, 423797, 425357, 425945, 426047, 427180, 427291, 427587, 428854, 429539, 430965, 432110, 433709, 438274, 442814, 443116, 443708, 443854, 445718, 447070, 451636, 451927, 454148, 457273, 458420, 459604, 459832, 460212, 462773, 464661, 466133, 466386, 467038, 467749, 470442, 470870, 472119, 472696, 472710, 472973, 476781, 476971, 477518, 477798, 480114, 485564, 486566, 486629, 487184, 489442, 490601, 495770, 496380, 498012, 501708, 503727, 509440, 510092, 512021, 525399, 525611, 529847, 531617, 532575, 533853, 534430, 534930, 535917, 536435, 536977, 536984, 538248, 539522, 539831, 540613, 540836, 542132, 542307, 543272, 545186]",15
res_1104.parquet,MI,"[256638, 269142, 299185, 345199, 411901, 486722]",10
res_1105.parquet,MI,"[3768, 112338, 226331, 371071, 403054, 485286]",15
res_1106.parquet,MI,"[2313, 6432, 8945, 20221, 42945, 45070, 54070, 67725, 68877, 82639, 89069, 92621, 94145, 105675, 113255, 129196, 129199, 132527, 139991, 159627, 161993, 163081, 163589, 175925, 176781, 181799, 209691, 211600, 237415, 237534, 249357, 259251, 289613, 294541, 302063, 307854, 317912, 318446, 348643, 359679, 372712, 377911, 379329, 407194, 408391, 409851, 420240, 437284, 441427, 456818, 485105, 489243, 491042, 499133, 499516, 502642, 506516, 512566, 516996, 518756, 521418, 522093, 529142, 534408, 541827, 542202, 548572, 548880]",5
res_1108.parquet,MI,"[4446, 7661, 8508, 8806, 10552, 11809, 17071, 22305, 28724, 29950, 31585, 34775, 42327, 45672, 46751, 52129, 56695, 57556, 58182, 59631, 61074, 64328, 65190, 68434, 68579, 71502, 74146, 77795, 77945, 80088, 81056, 81211, 81353, 81374, 82988, 84089, 84894, 85081, 93760, 95492, 95782, 97619, 100282, 101108, 102870, 102992, 112961, 113347, 113729, 115704, 116219, 117764, 119488, 120412, 122731, 131071, 131782, 137803, 141479, 142411, 144269, 150438, 153160, 158506, 160054, 163905, 169785, 169943, 170162, 173382, 176485, 180222, 182084, 187548, 189088, 189998, 194805, 196051, 197116, 200135, 200264, 201891, 203992, 204606, 207387, 207844, 210277, 211618, 217582, 228797, 229671, 233679, 238045, 248403, 251401, 252094, 252236, 257170, 257407, 257588, 262328, 262377, 262973, 271131, 273737, 277090, 279270, 280682, 281165, 285458, 287250, 288064, 288925, 290054, 290817, 292061, 295658, 300211, 303378, 304533, 318718, 318854, 321560, 323121, 323756, 323802, 324955, 326459, 328604, 333299, 337521, 338704, 344062, 345608, 352149, 354250, 356148, 356589, 360182, 369837, 373264, 376769, 387449, 392351, 392488, 393882, 395173, 397708, 398729, 404386, 409040, 423505, 425357, 426047, 431187, 443116, 447106, 454148, 457965, 458420, 466386, 467038, 472105, 472696, 476924, 476971, 477518, 482738, 485025, 485719, 485972, 486299, 489442, 500175, 504871, 507422, 510092, 526798, 533334, 537440, 539522, 539983, 540836, 542132, 544308]",10
res_1109.parquet,MI,"[113407, 163582, 169868, 203467, 226821, 291129, 342439, 358355, 394754, 434158, 450253, 480333, 499765, 531930, 547960]",20
res_1110.parquet,MI,"[50449, 122878, 258446, 290396, 368438, 384180, 401230, 444610, 456704, 507055]",20
res_1112.parquet,MI,"[1177, 17724, 25887, 33380, 44425, 48396, 52120, 61384, 65476, 65899, 72541, 76132, 82749, 92806, 102278, 103679, 110279, 113673, 125528, 126970, 133427, 145848, 146184, 161125, 161797, 186454, 189100, 189461, 194414, 199098, 211573, 212814, 246429, 254093, 258478, 263590, 266529, 270072, 271251, 282645, 290565, 293659, 295990, 299184, 299589, 303564, 307892, 311010, 321862, 328703, 330420, 334825, 345472, 346171, 347927, 348642, 351438, 352424, 354440, 362899, 363488, 374549, 381875, 393357, 397690, 411887, 418963, 419344, 426294, 446057, 449907, 450895, 452581, 453694, 455315, 457449, 461662, 474759, 480089, 488617, 501757, 504327, 548284]",5
