Source_File,State,Matched_Buildings,Tolerance
com_12774.parquet,MI,"[161632, 162954, 169748]",20.0
com_12775.parquet,MI,"[159334, 169634]",10.0
com_12779.parquet,MI,"[161138, 165340, 166672, 168708]",10.0
com_12783.parquet,MI,"[158880, 159293, 161184, 164274, 165200, 169154, 169233]",10.0
com_12785.parquet,MI,"[159158, 166117, 168846]",25.0
com_12786.parquet,MI,[168043],10.0
com_12789.parquet,MI,[167455],30.0
com_12790.parquet,MI,"[157985, 159270, 159395, 164239, 169782]",10.0
com_12792.parquet,MI,"[158184, 158829, 158941, 160698, 164758, 169642]",15.0
com_12794.parquet,MI,"[165260, 168388]",20.0
com_12795.parquet,MI,[158635],20.0
com_12797.parquet,MI,[158759],20.0
com_12801.parquet,MI,"[158538, 159286, 160226, 160842, 161893, 162254, 162279, 162297, 162432, 162452, 162685, 162713, 162890, 163214, 163722, 164016, 164847, 165478, 165726, 166911, 167047, 167341, 167440, 167909, 168176, 168259, 168478, 168479, 168531, 168647, 168735, 169256, 169317, 169771, 170067]",15.0
com_12805.parquet,MI,"[157687, 157879, 158258, 158277, 158580, 158680, 159353, 159381, 160227, 160261, 160340, 160429, 160583, 160806, 161130, 161427, 161687, 162588, 162627, 162676, 162763, 162909, 163077, 163577, 163663, 164064, 164484, 164708, 165419, 165432, 165621, 166166, 166419, 166455, 166797, 166927, 167022, 167280, 167778, 167837, 168296, 168314, 168715, 169664, 169933]",15.0
com_12806.parquet,MI,"[163584, 167300, 167729]",10.0
com_12809.parquet,MI,[161724],20.0
com_12812.parquet,MI,"[158405, 162423, 162518, 163108, 163794, 165608, 166347, 166697, 166701, 166991, 168026, 168119, 168487, 168956]",10.0
com_12813.parquet,MI,[162457],20.0
com_12814.parquet,MI,"[167008, 169293]",25.0
com_12815.parquet,MI,"[160948, 162353, 162723, 164675, 165282, 166262, 168277, 169882]",20.0
com_12816.parquet,MI,"[168605, 166212, 167346, 167759]",20.0
com_12817.parquet,MI,"[158087, 159677, 160042, 161737, 162701, 163039, 165166, 166119, 168333, 168649, 169125]",15.0
com_12819.parquet,MI,"[159175, 160044, 161881, 163801]",10.0
com_12821.parquet,MI,"[161625, 163928, 166666, 168546, 169625]",15.0
com_12824.parquet,MI,[159485],10.0
com_12826.parquet,MI,"[160370, 160423, 161193, 165944, 166507, 166894, 169263]",20.0
com_12831.parquet,MI,"[158219, 158728, 158862, 160031, 162691, 163677, 164869, 167245, 169423, 169823, 169828]",10.0
com_12832.parquet,MI,[163537],10.0
com_12841.parquet,MI,[160467],25.0
com_12842.parquet,MI,[168675],15.0
com_12843.parquet,MI,[164698],5.0
com_12845.parquet,MI,[169748],15.0
com_12846.parquet,MI,"[158635, 166182]",35.0
com_12847.parquet,MI,"[157694, 158655, 158783, 159508, 160421, 161648, 168555, 168829, 169806]",10.0
com_12848.parquet,MI,"[157982, 158979, 162206, 162335, 165554, 167916, 168546, 169749]",10.0
com_12852.parquet,MI,"[159677, 161365]",10.0
com_12854.parquet,MI,[167455],30.0
com_12855.parquet,MI,"[158965, 159842, 161563, 168793]",25.0
com_12857.parquet,MI,[165583],5.0
com_12863.parquet,MI,"[165801, 157740, 158150, 160174, 161178, 163372, 164456, 165162, 167154, 167175, 169446]",10.0
com_12866.parquet,MI,"[158073, 159112, 159878, 160001, 161490, 161728, 162620, 163166, 163373, 164859, 169295]",10.0
