Season,scenario (heating_assignment__FULL_combined.csv),Feeder,Mix,% of Total Count of scenario (heating_assignment__FULL_combined.csv)
winter,baseline,circuit_61,10,5.095850522%
summer,baseline,circuit_61,10,5.095850522%
winter,baseline,circuit_60,10,5.095850522%
summer,baseline,circuit_60,10,5.095850522%
winter,baseline,circuit_59,10,5.095850522%
summer,baseline,circuit_59,10,5.095850522%
winter,baseline,circuit_58,10,5.095850522%
summer,baseline,circuit_58,10,5.095850522%
winter,baseline,circuit_57,10,5.095850522%
summer,baseline,circuit_57,10,5.095850522%
winter,baseline,circuit_56,10,5.095850522%
summer,baseline,circuit_56,10,5.095850522%
winter,baseline,circuit_55,10,5.095850522%
summer,baseline,circuit_55,10,5.095850522%
winter,baseline,circuit_54,10,5.095850522%
summer,baseline,circuit_54,10,5.095850522%
winter,baseline,circuit_53,10,5.095850522%
summer,baseline,circuit_53,10,5.095850522%
winter,baseline,circuit_52,10,5.095850522%
summer,baseline,circuit_52,10,5.095850522%
winter,baseline,circuit_51,10,5.095850522%
summer,baseline,circuit_51,10,5.095850522%
winter,baseline,circuit_50,10,5.095850522%
summer,baseline,circuit_50,10,5.095850522%
winter,baseline,circuit_49,10,5.095850522%
summer,baseline,circuit_49,10,5.095850522%
winter,baseline,circuit_48,10,5.095850522%
summer,baseline,circuit_48,10,5.095850522%
winter,baseline,circuit_47,10,5.095850522%
summer,baseline,circuit_47,10,5.095850522%
winter,baseline,circuit_46,10,5.095850522%
summer,baseline,circuit_46,10,5.095850522%
winter,baseline,circuit_45,10,5.095850522%
summer,baseline,circuit_45,10,5.095850522%
winter,baseline,circuit_44,10,5.095850522%
summer,baseline,circuit_44,10,5.095850522%
winter,baseline,circuit_43,10,5.095850522%
summer,baseline,circuit_43,10,5.095850522%
winter,baseline,circuit_42,10,5.095850522%
summer,baseline,circuit_42,10,5.095850522%
winter,baseline,circuit_41,10,5.095850522%
summer,baseline,circuit_41,10,5.095850522%
winter,baseline,circuit_40,10,5.095850522%
summer,baseline,circuit_40,10,5.095850522%
winter,baseline,circuit_39,10,5.095850522%
summer,baseline,circuit_39,10,5.095850522%
winter,baseline,circuit_38,10,5.095850522%
summer,baseline,circuit_38,10,5.095850522%
winter,baseline,circuit_37,10,5.095850522%
summer,baseline,circuit_37,10,5.095850522%
winter,baseline,circuit_35,10,5.095850522%
summer,baseline,circuit_35,10,5.095850522%
winter,baseline,circuit_34,10,5.095850522%
summer,baseline,circuit_34,10,5.095850522%
winter,baseline,circuit_33,10,5.095850522%
summer,baseline,circuit_33,10,5.095850522%
winter,baseline,circuit_32,10,5.095850522%
summer,baseline,circuit_32,10,5.095850522%
winter,baseline,circuit_31,10,5.095850522%
summer,baseline,circuit_31,10,5.095850522%
winter,baseline,circuit_30,10,5.095850522%
summer,baseline,circuit_30,10,5.095850522%
winter,baseline,circuit_29,10,5.095850522%
summer,baseline,circuit_29,10,5.095850522%
winter,baseline,circuit_28,10,5.095850522%
summer,baseline,circuit_28,10,5.095850522%
winter,baseline,circuit_27,10,5.095850522%
summer,baseline,circuit_27,10,5.095850522%
winter,baseline,circuit_26,10,5.095850522%
summer,baseline,circuit_26,10,5.095850522%
winter,baseline,circuit_25,10,5.095850522%
summer,baseline,circuit_25,10,5.095850522%
winter,baseline,circuit_24,10,5.095850522%
summer,baseline,circuit_24,10,5.095850522%
winter,baseline,circuit_23,10,5.095850522%
summer,baseline,circuit_23,10,5.095850522%
winter,baseline,circuit_22,10,5.095850522%
summer,baseline,circuit_22,10,5.095850522%
winter,baseline,circuit_21,10,5.095850522%
summer,baseline,circuit_21,10,5.095850522%
winter,baseline,circuit_20,10,5.095850522%
summer,baseline,circuit_20,10,5.095850522%
winter,baseline,circuit_19,10,5.095850522%
summer,baseline,circuit_19,10,5.095850522%
winter,baseline,circuit_18,10,5.095850522%
summer,baseline,circuit_18,10,5.095850522%
winter,baseline,circuit_17,10,5.095850522%
summer,baseline,circuit_17,10,5.095850522%
winter,baseline,circuit_16,10,5.095850522%
summer,baseline,circuit_16,10,5.095850522%
winter,baseline,circuit_15,10,5.095850522%
summer,baseline,circuit_15,10,5.095850522%
winter,baseline,circuit_14,10,5.095850522%
summer,baseline,circuit_14,10,5.095850522%
winter,baseline,circuit_11,10,5.095850522%
summer,baseline,circuit_11,10,5.095850522%
winter,baseline,circuit_10,10,5.095850522%
summer,baseline,circuit_10,10,5.095850522%
winter,baseline,circuit_9,10,5.095850522%
summer,baseline,circuit_9,10,5.095850522%
winter,baseline,circuit_8,10,5.095850522%
summer,baseline,circuit_8,10,5.095850522%
winter,baseline,circuit_7,10,5.095850522%
summer,baseline,circuit_7,10,5.095850522%
winter,baseline,circuit_6,10,5.095850522%
summer,baseline,circuit_6,10,5.095850522%
winter,baseline,circuit_5,10,5.095850522%
summer,baseline,circuit_5,10,5.095850522%
winter,baseline,circuit_4,10,5.095850522%
summer,baseline,circuit_4,10,5.095850522%
winter,baseline,circuit_3,10,5.095850522%
summer,baseline,circuit_3,10,5.095850522%
winter,baseline,circuit_2,10,5.095850522%
summer,baseline,circuit_2,10,5.095850522%
winter,baseline,circuit_1,10,5.095850522%
summer,baseline,circuit_1,10,5.095850522%
winter,baseline,circuit_61,9,20.326781526%
summer,baseline,circuit_61,9,20.326781526%
winter,baseline,circuit_60,9,20.326781526%
summer,baseline,circuit_60,9,20.326781526%
winter,baseline,circuit_59,9,20.326781526%
summer,baseline,circuit_59,9,20.326781526%
winter,baseline,circuit_58,9,20.326781526%
summer,baseline,circuit_58,9,20.326781526%
winter,baseline,circuit_57,9,20.326781526%
summer,baseline,circuit_57,9,20.326781526%
winter,baseline,circuit_56,9,20.326781526%
summer,baseline,circuit_56,9,20.326781526%
winter,baseline,circuit_55,9,20.326781526%
summer,baseline,circuit_55,9,20.326781526%
winter,baseline,circuit_54,9,20.326781526%
summer,baseline,circuit_54,9,20.326781526%
winter,baseline,circuit_53,9,20.326781526%
summer,baseline,circuit_53,9,20.326781526%
winter,baseline,circuit_52,9,20.326781526%
summer,baseline,circuit_52,9,20.326781526%
winter,baseline,circuit_51,9,20.326781526%
summer,baseline,circuit_51,9,20.326781526%
winter,baseline,circuit_50,9,20.326781526%
summer,baseline,circuit_50,9,20.326781526%
winter,baseline,circuit_49,9,20.326781526%
summer,baseline,circuit_49,9,20.326781526%
winter,baseline,circuit_48,9,20.326781526%
summer,baseline,circuit_48,9,20.326781526%
winter,baseline,circuit_47,9,20.326781526%
summer,baseline,circuit_47,9,20.326781526%
winter,baseline,circuit_46,9,20.326781526%
summer,baseline,circuit_46,9,20.326781526%
winter,baseline,circuit_45,9,20.326781526%
summer,baseline,circuit_45,9,20.326781526%
winter,baseline,circuit_44,9,20.326781526%
summer,baseline,circuit_44,9,20.326781526%
winter,baseline,circuit_43,9,20.326781526%
summer,baseline,circuit_43,9,20.326781526%
winter,baseline,circuit_42,9,20.326781526%
summer,baseline,circuit_42,9,20.326781526%
winter,baseline,circuit_41,9,20.326781526%
summer,baseline,circuit_41,9,20.326781526%
winter,baseline,circuit_40,9,20.326781526%
summer,baseline,circuit_40,9,20.326781526%
winter,baseline,circuit_39,9,20.326781526%
summer,baseline,circuit_39,9,20.326781526%
winter,baseline,circuit_38,9,20.326781526%
summer,baseline,circuit_38,9,20.326781526%
winter,baseline,circuit_37,9,20.326781526%
summer,baseline,circuit_37,9,20.326781526%
winter,baseline,circuit_35,9,20.326781526%
summer,baseline,circuit_35,9,20.326781526%
winter,baseline,circuit_34,9,20.326781526%
summer,baseline,circuit_34,9,20.326781526%
winter,baseline,circuit_33,9,20.326781526%
summer,baseline,circuit_33,9,20.326781526%
winter,baseline,circuit_32,9,20.326781526%
summer,baseline,circuit_32,9,20.326781526%
winter,baseline,circuit_31,9,20.326781526%
summer,baseline,circuit_31,9,20.326781526%
winter,baseline,circuit_30,9,20.326781526%
summer,baseline,circuit_30,9,20.326781526%
winter,baseline,circuit_29,9,20.326781526%
summer,baseline,circuit_29,9,20.326781526%
winter,baseline,circuit_28,9,20.326781526%
summer,baseline,circuit_28,9,20.326781526%
winter,baseline,circuit_27,9,20.326781526%
summer,baseline,circuit_27,9,20.326781526%
winter,baseline,circuit_26,9,20.326781526%
summer,baseline,circuit_26,9,20.326781526%
winter,baseline,circuit_25,9,20.326781526%
summer,baseline,circuit_25,9,20.326781526%
winter,baseline,circuit_24,9,20.326781526%
summer,baseline,circuit_24,9,20.326781526%
winter,baseline,circuit_23,9,20.326781526%
summer,baseline,circuit_23,9,20.326781526%
winter,baseline,circuit_22,9,20.326781526%
summer,baseline,circuit_22,9,20.326781526%
winter,baseline,circuit_21,9,20.326781526%
summer,baseline,circuit_21,9,20.326781526%
winter,baseline,circuit_20,9,20.326781526%
summer,baseline,circuit_20,9,20.326781526%
winter,baseline,circuit_19,9,20.326781526%
summer,baseline,circuit_19,9,20.326781526%
winter,baseline,circuit_18,9,20.326781526%
summer,baseline,circuit_18,9,20.326781526%
winter,baseline,circuit_17,9,20.326781526%
summer,baseline,circuit_17,9,20.326781526%
winter,baseline,circuit_16,9,20.326781526%
summer,baseline,circuit_16,9,20.326781526%
winter,baseline,circuit_15,9,20.326781526%
summer,baseline,circuit_15,9,20.326781526%
winter,baseline,circuit_14,9,20.326781526%
summer,baseline,circuit_14,9,20.326781526%
winter,baseline,circuit_11,9,20.326781526%
summer,baseline,circuit_11,9,20.326781526%
winter,baseline,circuit_10,9,20.326781526%
summer,baseline,circuit_10,9,20.326781526%
winter,baseline,circuit_9,9,20.326781526%
summer,baseline,circuit_9,9,20.326781526%
winter,baseline,circuit_8,9,20.326781526%
summer,baseline,circuit_8,9,20.326781526%
winter,baseline,circuit_7,9,20.326781526%
summer,baseline,circuit_7,9,20.326781526%
winter,baseline,circuit_6,9,20.326781526%
summer,baseline,circuit_6,9,20.326781526%
winter,baseline,circuit_5,9,20.326781526%
summer,baseline,circuit_5,9,20.326781526%
winter,baseline,circuit_4,9,20.326781526%
summer,baseline,circuit_4,9,20.326781526%
winter,baseline,circuit_3,9,20.326781526%
summer,baseline,circuit_3,9,20.326781526%
winter,baseline,circuit_2,9,20.326781526%
summer,baseline,circuit_2,9,20.326781526%
winter,baseline,circuit_1,9,20.326781526%
summer,baseline,circuit_1,9,20.326781526%
winter,baseline,circuit_61,8,15.016581736%
summer,baseline,circuit_61,8,15.016581736%
winter,baseline,circuit_60,8,15.016581736%
summer,baseline,circuit_60,8,15.016581736%
winter,baseline,circuit_59,8,15.016581736%
summer,baseline,circuit_59,8,15.016581736%
winter,baseline,circuit_58,8,15.016581736%
summer,baseline,circuit_58,8,15.016581736%
winter,baseline,circuit_57,8,15.016581736%
summer,baseline,circuit_57,8,15.016581736%
winter,baseline,circuit_56,8,15.016581736%
summer,baseline,circuit_56,8,15.016581736%
winter,baseline,circuit_55,8,15.016581736%
summer,baseline,circuit_55,8,15.016581736%
winter,baseline,circuit_54,8,15.016581736%
summer,baseline,circuit_54,8,15.016581736%
winter,baseline,circuit_53,8,15.016581736%
summer,baseline,circuit_53,8,15.016581736%
winter,baseline,circuit_52,8,15.016581736%
summer,baseline,circuit_52,8,15.016581736%
winter,baseline,circuit_51,8,15.016581736%
summer,baseline,circuit_51,8,15.016581736%
winter,baseline,circuit_50,8,15.016581736%
summer,baseline,circuit_50,8,15.016581736%
winter,baseline,circuit_49,8,15.016581736%
summer,baseline,circuit_49,8,15.016581736%
winter,baseline,circuit_48,8,15.016581736%
summer,baseline,circuit_48,8,15.016581736%
winter,baseline,circuit_47,8,15.016581736%
summer,baseline,circuit_47,8,15.016581736%
winter,baseline,circuit_46,8,15.016581736%
summer,baseline,circuit_46,8,15.016581736%
winter,baseline,circuit_45,8,15.016581736%
summer,baseline,circuit_45,8,15.016581736%
winter,baseline,circuit_44,8,15.016581736%
summer,baseline,circuit_44,8,15.016581736%
winter,baseline,circuit_43,8,15.016581736%
summer,baseline,circuit_43,8,15.016581736%
winter,baseline,circuit_42,8,15.016581736%
summer,baseline,circuit_42,8,15.016581736%
winter,baseline,circuit_41,8,15.016581736%
summer,baseline,circuit_41,8,15.016581736%
winter,baseline,circuit_40,8,15.016581736%
summer,baseline,circuit_40,8,15.016581736%
winter,baseline,circuit_39,8,15.016581736%
summer,baseline,circuit_39,8,15.016581736%
winter,baseline,circuit_38,8,15.016581736%
summer,baseline,circuit_38,8,15.016581736%
winter,baseline,circuit_37,8,15.016581736%
summer,baseline,circuit_37,8,15.016581736%
winter,baseline,circuit_35,8,15.016581736%
summer,baseline,circuit_35,8,15.016581736%
winter,baseline,circuit_34,8,15.016581736%
summer,baseline,circuit_34,8,15.016581736%
winter,baseline,circuit_33,8,15.016581736%
summer,baseline,circuit_33,8,15.016581736%
winter,baseline,circuit_32,8,15.016581736%
summer,baseline,circuit_32,8,15.016581736%
winter,baseline,circuit_31,8,15.016581736%
summer,baseline,circuit_31,8,15.016581736%
winter,baseline,circuit_30,8,15.016581736%
summer,baseline,circuit_30,8,15.016581736%
winter,baseline,circuit_29,8,15.016581736%
summer,baseline,circuit_29,8,15.016581736%
winter,baseline,circuit_28,8,15.016581736%
summer,baseline,circuit_28,8,15.016581736%
winter,baseline,circuit_27,8,15.016581736%
summer,baseline,circuit_27,8,15.016581736%
winter,baseline,circuit_26,8,15.016581736%
summer,baseline,circuit_26,8,15.016581736%
winter,baseline,circuit_25,8,15.016581736%
summer,baseline,circuit_25,8,15.016581736%
winter,baseline,circuit_24,8,15.016581736%
summer,baseline,circuit_24,8,15.016581736%
winter,baseline,circuit_23,8,15.016581736%
summer,baseline,circuit_23,8,15.016581736%
winter,baseline,circuit_22,8,15.016581736%
summer,baseline,circuit_22,8,15.016581736%
winter,baseline,circuit_21,8,15.016581736%
summer,baseline,circuit_21,8,15.016581736%
winter,baseline,circuit_20,8,15.016581736%
summer,baseline,circuit_20,8,15.016581736%
winter,baseline,circuit_19,8,15.016581736%
summer,baseline,circuit_19,8,15.016581736%
winter,baseline,circuit_18,8,15.016581736%
summer,baseline,circuit_18,8,15.016581736%
winter,baseline,circuit_17,8,15.016581736%
summer,baseline,circuit_17,8,15.016581736%
winter,baseline,circuit_16,8,15.016581736%
summer,baseline,circuit_16,8,15.016581736%
winter,baseline,circuit_15,8,15.016581736%
summer,baseline,circuit_15,8,15.016581736%
winter,baseline,circuit_14,8,15.016581736%
summer,baseline,circuit_14,8,15.016581736%
winter,baseline,circuit_11,8,15.016581736%
summer,baseline,circuit_11,8,15.016581736%
winter,baseline,circuit_10,8,15.016581736%
summer,baseline,circuit_10,8,15.016581736%
winter,baseline,circuit_9,8,15.016581736%
summer,baseline,circuit_9,8,15.016581736%
winter,baseline,circuit_8,8,15.016581736%
summer,baseline,circuit_8,8,15.016581736%
winter,baseline,circuit_7,8,15.016581736%
summer,baseline,circuit_7,8,15.016581736%
winter,baseline,circuit_6,8,15.016581736%
summer,baseline,circuit_6,8,15.016581736%
winter,baseline,circuit_5,8,15.016581736%
summer,baseline,circuit_5,8,15.016581736%
winter,baseline,circuit_4,8,15.016581736%
summer,baseline,circuit_4,8,15.016581736%
winter,baseline,circuit_3,8,15.016581736%
summer,baseline,circuit_3,8,15.016581736%
winter,baseline,circuit_2,8,15.016581736%
summer,baseline,circuit_2,8,15.016581736%
winter,baseline,circuit_1,8,15.016581736%
summer,baseline,circuit_1,8,15.016581736%
winter,baseline,circuit_61,7,10.163390763%
summer,baseline,circuit_61,7,10.163390763%
winter,baseline,circuit_60,7,10.163390763%
summer,baseline,circuit_60,7,10.163390763%
winter,baseline,circuit_59,7,10.163390763%
summer,baseline,circuit_59,7,10.163390763%
winter,baseline,circuit_58,7,10.163390763%
summer,baseline,circuit_58,7,10.163390763%
winter,baseline,circuit_57,7,10.163390763%
summer,baseline,circuit_57,7,10.163390763%
winter,baseline,circuit_56,7,10.163390763%
summer,baseline,circuit_56,7,10.163390763%
winter,baseline,circuit_55,7,10.163390763%
summer,baseline,circuit_55,7,10.163390763%
winter,baseline,circuit_54,7,10.163390763%
summer,baseline,circuit_54,7,10.163390763%
winter,baseline,circuit_53,7,10.163390763%
summer,baseline,circuit_53,7,10.163390763%
winter,baseline,circuit_52,7,10.163390763%
summer,baseline,circuit_52,7,10.163390763%
winter,baseline,circuit_51,7,10.163390763%
summer,baseline,circuit_51,7,10.163390763%
winter,baseline,circuit_50,7,10.163390763%
summer,baseline,circuit_50,7,10.163390763%
winter,baseline,circuit_49,7,10.163390763%
summer,baseline,circuit_49,7,10.163390763%
winter,baseline,circuit_48,7,10.163390763%
summer,baseline,circuit_48,7,10.163390763%
winter,baseline,circuit_47,7,10.163390763%
summer,baseline,circuit_47,7,10.163390763%
winter,baseline,circuit_46,7,10.163390763%
summer,baseline,circuit_46,7,10.163390763%
winter,baseline,circuit_45,7,10.163390763%
summer,baseline,circuit_45,7,10.163390763%
winter,baseline,circuit_44,7,10.163390763%
summer,baseline,circuit_44,7,10.163390763%
winter,baseline,circuit_43,7,10.163390763%
summer,baseline,circuit_43,7,10.163390763%
winter,baseline,circuit_42,7,10.163390763%
summer,baseline,circuit_42,7,10.163390763%
winter,baseline,circuit_41,7,10.163390763%
summer,baseline,circuit_41,7,10.163390763%
winter,baseline,circuit_40,7,10.163390763%
summer,baseline,circuit_40,7,10.163390763%
winter,baseline,circuit_39,7,10.163390763%
summer,baseline,circuit_39,7,10.163390763%
winter,baseline,circuit_38,7,10.163390763%
summer,baseline,circuit_38,7,10.163390763%
winter,baseline,circuit_37,7,10.163390763%
summer,baseline,circuit_37,7,10.163390763%
winter,baseline,circuit_35,7,10.163390763%
summer,baseline,circuit_35,7,10.163390763%
winter,baseline,circuit_34,7,10.163390763%
summer,baseline,circuit_34,7,10.163390763%
winter,baseline,circuit_33,7,10.163390763%
summer,baseline,circuit_33,7,10.163390763%
winter,baseline,circuit_32,7,10.163390763%
summer,baseline,circuit_32,7,10.163390763%
winter,baseline,circuit_31,7,10.163390763%
summer,baseline,circuit_31,7,10.163390763%
winter,baseline,circuit_30,7,10.163390763%
summer,baseline,circuit_30,7,10.163390763%
winter,baseline,circuit_29,7,10.163390763%
summer,baseline,circuit_29,7,10.163390763%
winter,baseline,circuit_28,7,10.163390763%
summer,baseline,circuit_28,7,10.163390763%
winter,baseline,circuit_27,7,10.163390763%
summer,baseline,circuit_27,7,10.163390763%
winter,baseline,circuit_26,7,10.163390763%
summer,baseline,circuit_26,7,10.163390763%
winter,baseline,circuit_25,7,10.163390763%
summer,baseline,circuit_25,7,10.163390763%
winter,baseline,circuit_24,7,10.163390763%
summer,baseline,circuit_24,7,10.163390763%
winter,baseline,circuit_23,7,10.163390763%
summer,baseline,circuit_23,7,10.163390763%
winter,baseline,circuit_22,7,10.163390763%
summer,baseline,circuit_22,7,10.163390763%
winter,baseline,circuit_21,7,10.163390763%
summer,baseline,circuit_21,7,10.163390763%
winter,baseline,circuit_20,7,10.163390763%
summer,baseline,circuit_20,7,10.163390763%
winter,baseline,circuit_19,7,10.163390763%
summer,baseline,circuit_19,7,10.163390763%
winter,baseline,circuit_18,7,10.163390763%
summer,baseline,circuit_18,7,10.163390763%
winter,baseline,circuit_17,7,10.163390763%
summer,baseline,circuit_17,7,10.163390763%
winter,baseline,circuit_16,7,10.163390763%
summer,baseline,circuit_16,7,10.163390763%
winter,baseline,circuit_15,7,10.163390763%
summer,baseline,circuit_15,7,10.163390763%
winter,baseline,circuit_14,7,10.163390763%
summer,baseline,circuit_14,7,10.163390763%
winter,baseline,circuit_11,7,10.163390763%
summer,baseline,circuit_11,7,10.163390763%
winter,baseline,circuit_10,7,10.163390763%
summer,baseline,circuit_10,7,10.163390763%
winter,baseline,circuit_9,7,10.163390763%
summer,baseline,circuit_9,7,10.163390763%
winter,baseline,circuit_8,7,10.163390763%
summer,baseline,circuit_8,7,10.163390763%
winter,baseline,circuit_7,7,10.163390763%
summer,baseline,circuit_7,7,10.163390763%
winter,baseline,circuit_6,7,10.163390763%
summer,baseline,circuit_6,7,10.163390763%
winter,baseline,circuit_5,7,10.163390763%
summer,baseline,circuit_5,7,10.163390763%
winter,baseline,circuit_4,7,10.163390763%
summer,baseline,circuit_4,7,10.163390763%
winter,baseline,circuit_3,7,10.163390763%
summer,baseline,circuit_3,7,10.163390763%
winter,baseline,circuit_2,7,10.163390763%
summer,baseline,circuit_2,7,10.163390763%
winter,baseline,circuit_1,7,10.163390763%
summer,baseline,circuit_1,7,10.163390763%
winter,baseline,circuit_61,6,74.007118013%
summer,baseline,circuit_61,6,74.007118013%
winter,baseline,circuit_60,6,74.007118013%
summer,baseline,circuit_60,6,74.007118013%
winter,baseline,circuit_59,6,74.007118013%
summer,baseline,circuit_59,6,74.007118013%
winter,baseline,circuit_58,6,74.007118013%
summer,baseline,circuit_58,6,74.007118013%
winter,baseline,circuit_57,6,74.007118013%
summer,baseline,circuit_57,6,74.007118013%
winter,baseline,circuit_56,6,74.007118013%
summer,baseline,circuit_56,6,74.007118013%
winter,baseline,circuit_55,6,74.007118013%
summer,baseline,circuit_55,6,74.007118013%
winter,baseline,circuit_54,6,74.007118013%
summer,baseline,circuit_54,6,74.007118013%
winter,baseline,circuit_53,6,74.007118013%
summer,baseline,circuit_53,6,74.007118013%
winter,baseline,circuit_52,6,74.007118013%
summer,baseline,circuit_52,6,74.007118013%
winter,baseline,circuit_51,6,74.007118013%
summer,baseline,circuit_51,6,74.007118013%
winter,baseline,circuit_50,6,74.007118013%
summer,baseline,circuit_50,6,74.007118013%
winter,baseline,circuit_49,6,74.007118013%
summer,baseline,circuit_49,6,74.007118013%
winter,baseline,circuit_48,6,74.007118013%
summer,baseline,circuit_48,6,74.007118013%
winter,baseline,circuit_47,6,74.007118013%
summer,baseline,circuit_47,6,74.007118013%
winter,baseline,circuit_46,6,74.007118013%
summer,baseline,circuit_46,6,74.007118013%
winter,baseline,circuit_45,6,74.007118013%
summer,baseline,circuit_45,6,74.007118013%
winter,baseline,circuit_44,6,74.007118013%
summer,baseline,circuit_44,6,74.007118013%
winter,baseline,circuit_43,6,74.007118013%
summer,baseline,circuit_43,6,74.007118013%
winter,baseline,circuit_42,6,74.007118013%
summer,baseline,circuit_42,6,74.007118013%
winter,baseline,circuit_41,6,74.007118013%
summer,baseline,circuit_41,6,74.007118013%
winter,baseline,circuit_40,6,74.007118013%
summer,baseline,circuit_40,6,74.007118013%
winter,baseline,circuit_39,6,74.007118013%
summer,baseline,circuit_39,6,74.007118013%
winter,baseline,circuit_38,6,74.007118013%
summer,baseline,circuit_38,6,74.007118013%
winter,baseline,circuit_37,6,74.007118013%
summer,baseline,circuit_37,6,74.007118013%
winter,baseline,circuit_35,6,74.007118013%
summer,baseline,circuit_35,6,74.007118013%
winter,baseline,circuit_34,6,74.007118013%
summer,baseline,circuit_34,6,74.007118013%
winter,baseline,circuit_33,6,74.007118013%
summer,baseline,circuit_33,6,74.007118013%
winter,baseline,circuit_32,6,74.007118013%
summer,baseline,circuit_32,6,74.007118013%
winter,baseline,circuit_31,6,74.007118013%
summer,baseline,circuit_31,6,74.007118013%
winter,baseline,circuit_30,6,74.007118013%
summer,baseline,circuit_30,6,74.007118013%
winter,baseline,circuit_29,6,74.007118013%
summer,baseline,circuit_29,6,74.007118013%
winter,baseline,circuit_28,6,74.007118013%
summer,baseline,circuit_28,6,74.007118013%
winter,baseline,circuit_27,6,74.007118013%
summer,baseline,circuit_27,6,74.007118013%
winter,baseline,circuit_26,6,74.007118013%
summer,baseline,circuit_26,6,74.007118013%
winter,baseline,circuit_25,6,74.007118013%
summer,baseline,circuit_25,6,74.007118013%
winter,baseline,circuit_24,6,74.007118013%
summer,baseline,circuit_24,6,74.007118013%
winter,baseline,circuit_23,6,74.007118013%
summer,baseline,circuit_23,6,74.007118013%
winter,baseline,circuit_22,6,74.007118013%
summer,baseline,circuit_22,6,74.007118013%
winter,baseline,circuit_21,6,74.007118013%
summer,baseline,circuit_21,6,74.007118013%
winter,baseline,circuit_20,6,74.007118013%
summer,baseline,circuit_20,6,74.007118013%
winter,baseline,circuit_19,6,74.007118013%
summer,baseline,circuit_19,6,74.007118013%
winter,baseline,circuit_18,6,74.007118013%
summer,baseline,circuit_18,6,74.007118013%
winter,baseline,circuit_17,6,74.007118013%
summer,baseline,circuit_17,6,74.007118013%
winter,baseline,circuit_16,6,74.007118013%
summer,baseline,circuit_16,6,74.007118013%
winter,baseline,circuit_15,6,74.007118013%
summer,baseline,circuit_15,6,74.007118013%
winter,baseline,circuit_14,6,74.007118013%
summer,baseline,circuit_14,6,74.007118013%
winter,baseline,circuit_11,6,74.007118013%
summer,baseline,circuit_11,6,74.007118013%
winter,baseline,circuit_10,6,74.007118013%
summer,baseline,circuit_10,6,74.007118013%
winter,baseline,circuit_9,6,74.007118013%
summer,baseline,circuit_9,6,74.007118013%
winter,baseline,circuit_8,6,74.007118013%
summer,baseline,circuit_8,6,74.007118013%
winter,baseline,circuit_7,6,74.007118013%
summer,baseline,circuit_7,6,74.007118013%
winter,baseline,circuit_6,6,74.007118013%
summer,baseline,circuit_6,6,74.007118013%
winter,baseline,circuit_5,6,74.007118013%
summer,baseline,circuit_5,6,74.007118013%
winter,baseline,circuit_4,6,74.007118013%
summer,baseline,circuit_4,6,74.007118013%
winter,baseline,circuit_3,6,74.007118013%
summer,baseline,circuit_3,6,74.007118013%
winter,baseline,circuit_2,6,74.007118013%
summer,baseline,circuit_2,6,74.007118013%
winter,baseline,circuit_1,6,74.007118013%
summer,baseline,circuit_1,6,74.007118013%
winter,baseline,circuit_61,5,25.430720699%
summer,baseline,circuit_61,5,25.430720699%
winter,baseline,circuit_60,5,25.430720699%
summer,baseline,circuit_60,5,25.430720699%
winter,baseline,circuit_59,5,25.430720699%
summer,baseline,circuit_59,5,25.430720699%
winter,baseline,circuit_58,5,25.430720699%
summer,baseline,circuit_58,5,25.430720699%
winter,baseline,circuit_57,5,25.430720699%
summer,baseline,circuit_57,5,25.430720699%
winter,baseline,circuit_56,5,25.430720699%
summer,baseline,circuit_56,5,25.430720699%
winter,baseline,circuit_55,5,25.430720699%
summer,baseline,circuit_55,5,25.430720699%
winter,baseline,circuit_54,5,25.430720699%
summer,baseline,circuit_54,5,25.430720699%
winter,baseline,circuit_53,5,25.430720699%
summer,baseline,circuit_53,5,25.430720699%
winter,baseline,circuit_52,5,25.430720699%
summer,baseline,circuit_52,5,25.430720699%
winter,baseline,circuit_51,5,25.430720699%
summer,baseline,circuit_51,5,25.430720699%
winter,baseline,circuit_50,5,25.430720699%
summer,baseline,circuit_50,5,25.430720699%
winter,baseline,circuit_49,5,25.430720699%
summer,baseline,circuit_49,5,25.430720699%
winter,baseline,circuit_48,5,25.430720699%
summer,baseline,circuit_48,5,25.430720699%
winter,baseline,circuit_47,5,25.430720699%
summer,baseline,circuit_47,5,25.430720699%
winter,baseline,circuit_46,5,25.430720699%
summer,baseline,circuit_46,5,25.430720699%
winter,baseline,circuit_45,5,25.430720699%
summer,baseline,circuit_45,5,25.430720699%
winter,baseline,circuit_44,5,25.430720699%
summer,baseline,circuit_44,5,25.430720699%
winter,baseline,circuit_43,5,25.430720699%
summer,baseline,circuit_43,5,25.430720699%
winter,baseline,circuit_42,5,25.430720699%
summer,baseline,circuit_42,5,25.430720699%
winter,baseline,circuit_41,5,25.430720699%
summer,baseline,circuit_41,5,25.430720699%
winter,baseline,circuit_40,5,25.430720699%
summer,baseline,circuit_40,5,25.430720699%
winter,baseline,circuit_39,5,25.430720699%
summer,baseline,circuit_39,5,25.430720699%
winter,baseline,circuit_38,5,25.430720699%
summer,baseline,circuit_38,5,25.430720699%
winter,baseline,circuit_37,5,25.430720699%
summer,baseline,circuit_37,5,25.430720699%
winter,baseline,circuit_35,5,25.430720699%
summer,baseline,circuit_35,5,25.430720699%
winter,baseline,circuit_34,5,25.430720699%
