Season,Feeder,Mix,Difference in Max. P 3ph (kW)
winter,circuit_54,4,4476.366421761
winter,circuit_53,4,777.148815797
winter,circuit_52,4,4569.366777759
winter,circuit_51,4,2664.054752045
winter,circuit_50,4,-258.020265462
winter,circuit_49,4,566.372710151
winter,circuit_48,4,3319.593964914
winter,circuit_47,4,1756.258921425
winter,circuit_46,4,2012.513485595
winter,circuit_45,4,451.205142524
winter,circuit_44,4,1479.786542243
winter,circuit_43,4,453.681909151
winter,circuit_42,4,127.733737369
winter,circuit_41,4,319.876659984
winter,circuit_40,4,374.114672165
winter,circuit_39,4,1749.837221124
winter,circuit_38,4,921.553292832
winter,circuit_37,4,1600.707982107
winter,circuit_35,4,110.359280822
winter,circuit_34,4,1747.748153773
winter,circuit_33,4,2111.593241049
winter,circuit_32,4,1029.392179341
winter,circuit_31,4,326.244110147
winter,circuit_30,4,1963.822026306
winter,circuit_29,4,-25.613629781
winter,circuit_28,4,1165.809733672
winter,circuit_27,4,652.782795952
winter,circuit_26,4,1271.028293486
winter,circuit_25,4,745.508903163
winter,circuit_24,4,1520.898452536
winter,circuit_23,4,286.796387919
winter,circuit_22,4,1453.011134901
winter,circuit_21,4,4962.215706937
winter,circuit_20,4,53.756813062
winter,circuit_19,4,263.913665199
winter,circuit_18,4,796.686969707
winter,circuit_17,4,191.841761629
winter,circuit_16,4,933.889104146
winter,circuit_15,4,174.814498524
winter,circuit_14,4,318.536496858
winter,circuit_11,4,-18.199159903
winter,circuit_10,4,686.186054351
winter,circuit_9,4,1769.567827872
winter,circuit_8,4,980.773100250
winter,circuit_7,4,277.108156663
winter,circuit_6,4,751.617171801
winter,circuit_5,4,1439.730214000
winter,circuit_4,4,637.513341053
winter,circuit_3,4,271.500461415
winter,circuit_2,4,1253.835282032
winter,circuit_1,4,2224.584817093
winter,circuit_61,3,323.218536447
winter,circuit_60,3,-482.663601527
winter,circuit_59,3,1088.224656288
winter,circuit_58,3,756.516893663
winter,circuit_57,3,34.044040166
winter,circuit_56,3,2172.301412891
winter,circuit_55,3,521.865384763
winter,circuit_54,3,2496.640951698
winter,circuit_53,3,561.330136523
winter,circuit_52,3,2456.488055534
winter,circuit_51,3,2959.021506205
winter,circuit_50,3,822.959726920
winter,circuit_49,3,691.198984713
winter,circuit_48,3,4058.444473374
winter,circuit_47,3,10.854311576
winter,circuit_46,3,3934.810573471
winter,circuit_45,3,145.569082215
winter,circuit_44,3,929.004218964
winter,circuit_43,3,890.065124105
winter,circuit_42,3,729.322780502
winter,circuit_41,3,613.095777278
winter,circuit_40,3,708.774194225
winter,circuit_39,3,131.937140296
winter,circuit_38,3,2683.028975850
winter,circuit_37,3,594.445003330
winter,circuit_35,3,176.447775556
winter,circuit_34,3,1031.060864274
winter,circuit_33,3,837.551788442
winter,circuit_32,3,1463.680032864
winter,circuit_31,3,581.817235808
winter,circuit_30,3,1235.674159675
winter,circuit_29,3,22.266951769
winter,circuit_28,3,1181.411364139
winter,circuit_27,3,3205.944972959
winter,circuit_26,3,989.559345719
winter,circuit_25,3,2824.609034320
winter,circuit_24,3,770.299375590
winter,circuit_23,3,984.634130797
winter,circuit_22,3,1957.519200447
winter,circuit_21,3,12001.364994966
winter,circuit_20,3,426.232004418
winter,circuit_19,3,642.159317544
winter,circuit_18,3,780.695541003
winter,circuit_17,3,315.442687307
winter,circuit_16,3,-539.300561419
winter,circuit_15,3,11.765474648
winter,circuit_14,3,691.937295755
winter,circuit_11,3,-327.432427442
winter,circuit_10,3,934.265435136
winter,circuit_9,3,2222.710578166
winter,circuit_8,3,2346.971400498
winter,circuit_7,3,667.761651599
winter,circuit_6,3,3269.956444972
winter,circuit_5,3,1428.556226572
winter,circuit_4,3,-279.479448073
winter,circuit_3,3,204.685173100
winter,circuit_2,3,833.957863429
winter,circuit_1,3,2295.316542551
winter,circuit_61,2,564.308780309
winter,circuit_60,2,1923.982369546
winter,circuit_59,2,1745.528912885
winter,circuit_58,2,652.542947534
winter,circuit_57,2,39.647107227
winter,circuit_56,2,2844.274423510
winter,circuit_55,2,981.186483422
winter,circuit_54,2,4752.760564694
winter,circuit_53,2,674.702546210
winter,circuit_52,2,9898.379192256
winter,circuit_51,2,1536.112677425
winter,circuit_50,2,1197.645244712
winter,circuit_49,2,692.974049911
winter,circuit_48,2,3692.027813008
winter,circuit_47,2,1468.645308139
winter,circuit_46,2,2532.518178259
winter,circuit_45,2,489.246204209
winter,circuit_44,2,1033.871222317
winter,circuit_43,2,659.723286391
winter,circuit_42,2,1192.709986744
winter,circuit_41,2,431.364434262
winter,circuit_40,2,416.563120319
winter,circuit_39,2,2795.318669169
winter,circuit_38,2,2821.966536691
winter,circuit_37,2,2034.404475094
winter,circuit_35,2,347.936546340
winter,circuit_34,2,2882.750976192
winter,circuit_33,2,2336.589366970
winter,circuit_32,2,2489.710292248
winter,circuit_31,2,613.545058700
winter,circuit_30,2,1603.345906282
winter,circuit_29,2,-112.283695986
winter,circuit_28,2,1735.861834337
winter,circuit_27,2,3381.876558721
winter,circuit_26,2,6060.435279118
winter,circuit_25,2,979.655365817
winter,circuit_24,2,1256.988137443
winter,circuit_23,2,357.278384393
winter,circuit_22,2,2603.891682970
winter,circuit_21,2,5498.363131193
winter,circuit_20,2,2022.068924199
winter,circuit_19,2,350.209236440
winter,circuit_18,2,577.775377468
winter,circuit_17,2,669.215422370
winter,circuit_16,2,475.814585154
winter,circuit_15,2,89.950981994
winter,circuit_14,2,475.459069578
winter,circuit_11,2,-164.595852263
winter,circuit_10,2,1001.474694397
winter,circuit_9,2,1791.267427975
winter,circuit_8,2,2554.875718972
winter,circuit_7,2,3084.468153617
winter,circuit_6,2,1449.821508148
winter,circuit_5,2,926.610751826
winter,circuit_4,2,1252.121559367
winter,circuit_3,2,333.897610778
winter,circuit_2,2,1834.901384069
winter,circuit_1,2,1155.390011203
winter,circuit_61,1,227.289333692
winter,circuit_60,1,947.133822285
winter,circuit_59,1,2392.035711873
winter,circuit_58,1,556.853461919
winter,circuit_57,1,35.723019875
winter,circuit_56,1,671.876354926
winter,circuit_55,1,581.453675583
winter,circuit_54,1,1329.920084367
winter,circuit_53,1,583.234874779
winter,circuit_52,1,2115.739637637
winter,circuit_51,1,1356.343069956
winter,circuit_50,1,646.807004147
winter,circuit_49,1,443.489386955
winter,circuit_48,1,2248.901407192
winter,circuit_47,1,234.351377356
winter,circuit_46,1,1487.291626898
winter,circuit_45,1,52.398807523
winter,circuit_44,1,506.372267617
winter,circuit_43,1,395.150769775
winter,circuit_42,1,1338.610854334
winter,circuit_41,1,319.154211113
winter,circuit_40,1,663.578995397
winter,circuit_39,1,1686.347554523
winter,circuit_38,1,853.861830344
winter,circuit_37,1,917.595633649
winter,circuit_35,1,44.421102772
winter,circuit_34,1,1053.319456103
winter,circuit_33,1,468.088156291
winter,circuit_32,1,1672.857695088
winter,circuit_31,1,318.081063446
winter,circuit_30,1,560.341473969
winter,circuit_29,1,129.546578261
winter,circuit_28,1,402.022696318
winter,circuit_27,1,564.955388372
winter,circuit_26,1,2295.758128394
winter,circuit_25,1,1065.364965266
winter,circuit_24,1,742.803583883
winter,circuit_23,1,267.849890815
winter,circuit_22,1,2118.717548425
winter,circuit_21,1,1943.509275066
winter,circuit_20,1,1434.753113161
winter,circuit_19,1,277.046767342
winter,circuit_18,1,523.801983790
winter,circuit_17,1,1043.038194238
winter,circuit_16,1,746.067016146
winter,circuit_15,1,88.318731823
winter,circuit_14,1,313.825269392
winter,circuit_11,1,112.887055201
winter,circuit_10,1,198.809013295
winter,circuit_9,1,271.891984534
winter,circuit_8,1,887.579447979
winter,circuit_7,1,486.118302447
winter,circuit_6,1,1380.841476713
winter,circuit_5,1,2275.619484949
winter,circuit_4,1,550.149787688
winter,circuit_3,1,140.306332045
winter,circuit_2,1,1492.552598291
winter,circuit_1,1,1442.851892861
winter,circuit_61,0,0
winter,circuit_60,0,0
winter,circuit_59,0,0
winter,circuit_58,0,0
winter,circuit_57,0,0
winter,circuit_56,0,0
winter,circuit_55,0,0
winter,circuit_54,0,0
winter,circuit_53,0,0
winter,circuit_52,0,0
winter,circuit_51,0,0
winter,circuit_50,0,0
winter,circuit_49,0,0
winter,circuit_48,0,0
winter,circuit_47,0,0
winter,circuit_46,0,0
winter,circuit_45,0,0
winter,circuit_44,0,0
winter,circuit_43,0,0
winter,circuit_42,0,0
winter,circuit_41,0,0
winter,circuit_40,0,0
winter,circuit_39,0,0
winter,circuit_38,0,0
winter,circuit_37,0,0
winter,circuit_35,0,0
winter,circuit_34,0,0
winter,circuit_33,0,0
winter,circuit_32,0,0
winter,circuit_31,0,0
winter,circuit_30,0,0
winter,circuit_29,0,0
winter,circuit_28,0,0
winter,circuit_27,0,0
winter,circuit_26,0,0
winter,circuit_25,0,0
winter,circuit_24,0,0
winter,circuit_23,0,0
winter,circuit_22,0,0
winter,circuit_21,0,0
winter,circuit_20,0,0
winter,circuit_19,0,0
winter,circuit_18,0,0
winter,circuit_17,0,0
winter,circuit_16,0,0
winter,circuit_15,0,0
winter,circuit_14,0,0
winter,circuit_11,0,0
winter,circuit_10,0,0
winter,circuit_9,0,0
winter,circuit_8,0,0
winter,circuit_7,0,0
winter,circuit_6,0,0
winter,circuit_5,0,0
winter,circuit_4,0,0
winter,circuit_3,0,0
winter,circuit_2,0,0
winter,circuit_1,0,0
