 S1 (kVA), Ang1,P1 (kW),Q1 (kVAr), S2 (kVA), Ang2,P2 (kW),Q2 (kVAr), S3 (kVA), Ang3,P3 (kW),Q3 (kVAr),P_3ph (kW),Q_3ph (kVAr),S_3ph (kVA),S_sum_3ph (kVA),hour,timestep, t(sec),circuit_folder,substation,feeder,scenario,row_type,n_loads,n_evs,n_storage,n_pv,substation_xfmr_kva
9986.55,24.0362,9120.599226178952,4067.6591127974175,10197.1,24.395,9286.699929356206,4211.656779949604,9022.94,22.6301,8328.247630153244,3471.84931332667,26735.546785688402,11751.165206073692,29204.098096503007,29206.590000000004,3.0,15,2700.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
10079.8,24.2116,9193.151613019683,4133.803510090141,10313.1,24.5563,9380.314608629189,4285.992236709935,9116.44,22.7221,8408.905525111026,3521.3330065981063,26982.371746759898,11941.128753398181,29506.5914836936,29509.340000000004,4.0,16,0.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
10211.1,24.3577,9302.193620277545,4211.384221472525,10394.4,24.7608,9438.782959027798,4353.496021861792,9145.47,22.8312,8428.940681013384,3548.6026146720933,27169.91726031873,12113.48285800641,29747.95574293771,29750.97,4.0,17,900.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
10584.7,24.772,9610.720812688449,4435.078302641013,10795.4,25.1512,9771.881316847943,4588.136515998415,9349.9,23.1478,8597.175671548506,3675.4864280166375,27979.777801084896,12698.701246656066,30726.61678658924,30730.0,4.0,18,1800.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
10804.1,24.9416,9796.488882066304,4556.02704047631,10997.4,25.3541,9938.115316322946,4709.21126298951,9524.79,23.3128,8747.167025396191,3769.4420772737144,28481.771223785443,13034.680380739534,31322.742291697396,31326.29,4.0,19,2700.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
10927.3,25.2046,9886.943082429229,4653.411842380254,11124.0,25.6269,10029.727287061174,4811.231292214137,9632.2,23.5627,8829.097656740063,3850.4949562033134,28745.768026230464,13315.138090797704,31679.83714912161,31683.5,5.0,20,0.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
11176.6,25.4036,10095.915996095573,4794.670766567976,11415.2,25.8819,10270.206603020602,4982.935617813264,9838.64,23.838,8999.323579705866,3976.3063460138487,29365.446178822043,13753.91273039509,32426.833713401902,32430.440000000002,5.0,21,900.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
11078.3,24.2154,10103.519317538623,4543.9661409526225,11325.8,24.194,10330.976138166272,4641.62446484408,9806.04,22.5575,9055.82910492663,3761.699044841808,29490.324560631525,12947.28965063851,32207.32140350883,32210.14,5.0,22,1800.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
11086.9,23.9609,10131.462130384576,4502.535586820299,11416.9,24.4992,10389.002938705991,4734.36622469769,9909.97,22.2946,9169.154921460437,3759.535001454012,29689.619990551008,12996.436812972002,32409.580451108894,32413.769999999997,5.0,23,2700.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
11099.4,23.3983,10186.656478890656,4407.801055069865,11434.3,24.2223,10427.629963367513,4691.241822490079,9797.47,21.5156,9114.760204040645,3593.2665951383183,29729.046646298815,12692.309472698262,32325.082122843196,32331.17,6.0,24,0.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
