hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2, S3 (kVA), Ang3
14, 900.00000, 2035.76, 22.0996, 2094.78, 22.129, 2143.56, 22.0857
14, 1800.00000, 1987.97, 20.1782, 2021.37, 20.2251, 2094.45, 20.1691
14, 2700.00000, 2023.92, 22.1954, 2060.7, 22.3455, 2123.94, 22.1439
15, 0.00000, 2045.12, 22.1227, 2079.33, 22.3465, 2120.84, 22.0389
15, 900.00000, 2031.12, 20.6553, 2065.33, 20.897, 2130.4, 20.7313
15, 1800.00000, 2073.48, 22.3148, 2132.96, 22.5229, 2207.68, 22.2126
15, 2700.00000, 2101.48, 22.3031, 2159.44, 22.543, 2229.76, 22.3111
16, 0.00000, 2087.44, 20.7473, 2148.92, 20.8963, 2213.03, 20.7604
16, 900.00000, 1975.54, 22.3011, 2020.78, 22.3778, 2066.47, 22.1112
16, 1800.00000, 1581.91, 21.7788, 1623.3, 21.8768, 1686.65, 21.4746
16, 2700.00000, 1481.83, 20.2335, 1519.52, 20.2822, 1593.43, 20.1578
17, 0.00000, 1466, 21.4306, 1490.09, 21.3236, 1573.6, 20.9283
17, 900.00000, 1431.69, 21.0778, 1497.15, 21.079, 1559.41, 20.6173
17, 1800.00000, 1441, 19.2967, 1466.14, 19.7203, 1534.41, 19.3122
17, 2700.00000, 1431.36, 20.0993, 1462.09, 20.5619, 1534.82, 20.3451
18, 0.00000, 1455.08, 20.1151, 1478.81, 20.8251, 1559.97, 20.4247
18, 900.00000, 1411.03, 18.8034, 1471.38, 19.429, 1526.44, 18.8583
18, 1800.00000, 1464.35, 19.9577, 1525.83, 20.4268, 1589.97, 20.125
18, 2700.00000, 1437.15, 19.6689, 1482.94, 20.2711, 1519.83, 20.1797
19, 0.00000, 1364.63, 18.2531, 1433.93, 18.7105, 1457.69, 18.8537
19, 900.00000, 1252.41, 19.0278, 1323.32, 19.1753, 1371.12, 18.9514
19, 1800.00000, 1252.1, 18.7964, 1300.66, 19.0096, 1357.62, 18.7513
19, 2700.00000, 1253.12, 17.4732, 1303.84, 18.073, 1346.14, 17.7672
20, 0.00000, 1278.94, 18.2807, 1317.77, 19.0312, 1372.24, 18.4949
20, 900.00000, 1300.66, 18.2924, 1314.1, 19.2269, 1376.19, 18.7035
20, 1800.00000, 1242.03, 16.4332, 1289.11, 16.8673, 1325.22, 17.1384
20, 2700.00000, 1243.06, 16.2722, 1287.75, 16.6914, 1290.27, 16.9541
21, 0.00000, 1269.72, 17.1681, 1335.74, 17.6727, 1292.79, 18.1454
21, 900.00000, 1252.83, 15.8908, 1305.9, 16.5408, 1279.84, 16.7137
21, 1800.00000, 1251.08, 15.9585, 1326.04, 16.9286, 1265.99, 17.0752
21, 2700.00000, 1211.07, 17.6573, 1327.27, 18.121, 1257.19, 18.4402
22, 0.00000, 1196.42, 17.9257, 1275.54, 18.0936, 1264.43, 18.4248
22, 900.00000, 1215.3, 16.2058, 1287.42, 16.6955, 1229.43, 16.852
22, 1800.00000, 1199.5, 16.0412, 1243.09, 16.6738, 1216.52, 16.9483
22, 2700.00000, 1179.53, 16.0876, 1241.53, 15.9238, 1244.05, 16.4393
23, 0.00000, 1207.46, 15.8418, 1248.21, 16.3898, 1212.1, 16.7642
23, 900.00000, 1172.19, 18.2816, 1234.36, 18.2423, 1242.29, 17.9674
23, 1800.00000, 1120.15, 18.298, 1212.49, 17.8879, 1214.04, 18.1113
23, 2700.00000, 1145.29, 15.8858, 1159.94, 16.5652, 1211.83, 16.3737
24, 0.00000, 1139.59, 15.4408, 1142.89, 16.1747, 1242.4, 15.5415
