hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2, S3 (kVA), Ang3
0, 900.00000, 978.527, 18.1051, 993.503, 18.5105, 1106.18, 17.5585
0, 1800.00000, 1104.67, 15.3953, 1090.52, 16.129, 1152.13, 15.9016
0, 2700.00000, 1054.01, 15.2441, 1049.76, 15.6439, 1120.52, 15.9636
1, 0.00000, 999.058, 15.9896, 1029.49, 16.0696, 1080.14, 16.5173
1, 900.00000, 1005.36, 16.0654, 1008.17, 16.6917, 1038.17, 16.8358
1, 1800.00000, 978.629, 18.6162, 940.18, 19.7992, 997.008, 19.2155
1, 2700.00000, 964.329, 18.9522, 926.719, 19.987, 992.929, 19.2297
2, 0.00000, 873.779, 17.1368, 861.435, 17.7649, 915.621, 17.9939
2, 900.00000, 837.114, 16.5082, 848.034, 16.7502, 915.666, 17.1715
2, 1800.00000, 806.357, 16.7875, 832.077, 16.9364, 875.971, 16.8778
2, 2700.00000, 774.969, 16.1343, 802.037, 15.9311, 838.9, 16.6165
3, 0.00000, 768.454, 16.1849, 792.542, 16.1617, 832.801, 16.64
3, 900.00000, 761.25, 17.1342, 784.077, 17.2185, 816.211, 17.3223
3, 1800.00000, 752.384, 17.4117, 773.693, 17.3906, 805.053, 17.4382
3, 2700.00000, 760.052, 20.198, 774.969, 20.2842, 816.127, 20.2
4, 0.00000, 753.471, 20.0527, 765.582, 20.1193, 806.387, 20.0984
4, 900.00000, 735.415, 17.2014, 750.717, 17.4231, 787.791, 17.4351
4, 1800.00000, 731.128, 16.7069, 743.056, 16.8525, 781.878, 16.9021
4, 2700.00000, 726.409, 15.8532, 736.059, 15.6105, 780.211, 15.7932
5, 0.00000, 713.76, 15.2774, 725.419, 15.285, 765.862, 15.5112
5, 900.00000, 715.012, 14.7783, 725.858, 14.7785, 766.836, 15.0711
5, 1800.00000, 730.322, 15.021, 743.995, 15.0077, 782.074, 15.2422
5, 2700.00000, 716.971, 15.7096, 731.756, 15.7983, 767.24, 15.9861
6, 0.00000, 710.348, 15.4254, 725.404, 15.493, 763.602, 15.8507
6, 900.00000, 707.796, 15.5422, 723.791, 15.6278, 759.935, 15.9073
6, 1800.00000, 715.784, 18.4242, 739.398, 18.1612, 772.922, 18.2843
6, 2700.00000, 711.961, 18.3784, 724.093, 18.1184, 766.363, 18.3114
7, 0.00000, 698.993, 15.66, 705.815, 15.4034, 750.822, 15.7184
7, 900.00000, 696.32, 17.5413, 713.176, 17.271, 752.831, 17.278
7, 1800.00000, 951.813, 17.5016, 954.469, 17.4054, 993.841, 17.3503
7, 2700.00000, 981.471, 15.2774, 1001.87, 15.22, 1038.83, 15.2986
8, 0.00000, 973.211, 16.4434, 980.003, 16.4, 1014.06, 16.4865
8, 900.00000, 983.626, 16.9116, 986.783, 16.7992, 1031.11, 16.9022
8, 1800.00000, 926.125, 14.703, 943.493, 14.716, 984.199, 15.1063
8, 2700.00000, 796.929, 17.4821, 809.32, 17.3558, 843.97, 17.5948
9, 0.00000, 830.056, 17.483, 877.038, 17.7767, 894.856, 17.5474
9, 900.00000, 873.619, 16.0188, 921.222, 16.341, 938.442, 16.2629
9, 1800.00000, 1018.57, 18.2374, 1035.75, 18.1863, 1078.48, 18.2494
9, 2700.00000, 1083.83, 18.2771, 1139.42, 18.4472, 1140.65, 18.01
10, 0.00000, 1183.97, 16.6812, 1242.88, 16.8946, 1251.96, 16.6368
10, 900.00000, 1260.89, 18.9193, 1312.03, 19.0441, 1354.48, 19.0292
10, 1800.00000, 1255.26, 18.9915, 1254.39, 18.9512, 1320.23, 18.9465
10, 2700.00000, 1323.52, 17.1692, 1334.68, 17.2651, 1384.78, 17.223
11, 0.00000, 1399.4, 19.0749, 1418.78, 19.1559, 1474.09, 19.1564
11, 900.00000, 1484.02, 19.3816, 1507.52, 19.5226, 1559.6, 19.4051
11, 1800.00000, 1550.66, 17.1128, 1562.66, 17.112, 1620.01, 17.2028
11, 2700.00000, 1669.38, 19.5491, 1675.84, 19.502, 1738.97, 19.5508
12, 0.00000, 1814.28, 19.8258, 1815.31, 19.7667, 1884.52, 19.8346
12, 900.00000, 1845.05, 17.7044, 1856.3, 17.7766, 1931.35, 17.8854
12, 1800.00000, 1955.91, 19.9334, 1937.45, 19.9113, 2018.29, 20.0257
12, 2700.00000, 1967.37, 20.0288, 1973.12, 20.0382, 2046.57, 20.1229
13, 0.00000, 1998.76, 20.2304, 2001.69, 20.2237, 2096.76, 20.2638
13, 900.00000, 2012.91, 20.2479, 2042.66, 20.1664, 2102.77, 20.1495
13, 1800.00000, 2081.57, 20.7765, 2058.48, 20.6213, 2143.96, 20.6192
13, 2700.00000, 2086.33, 18.7336, 2074.11, 18.5142, 2148.6, 18.807
14, 0.00000, 2130.85, 22.1194, 2166.42, 22.1959, 2205, 22.0754
