hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2, S3 (kVA), Ang3, S4 (kVA), Ang4
0, 900.00000, 0.016668, -0.0263103, 0.0166754, 0.0394725, 0.0166567, -0.0132245, 0, 0
0, 1800.00000, 0.0166653, -0.0374261, 0.016677, 0.0390328, 0.0166577, -0.00163122, 0, 0
0, 2700.00000, 0.0166655, -0.0359751, 0.0166769, 0.0355778, 0.0166576, 0.000380454, 0, 0
1, 0.00000, 0.0166658, -0.0223141, 0.016673, 0.0203465, 0.0166612, 0.0019805, 0, 0
1, 900.00000, 0.0166672, -0.0213523, 0.0166728, 0.0268792, 0.0166599, -0.00553209, 0, 0
1, 1800.00000, 0.0166641, -0.0351477, 0.0166753, 0.0283249, 0.0166606, 0.00679892, 0, 0
1, 2700.00000, 0.0166673, -0.0210897, 0.0166724, 0.0246292, 0.0166603, -0.00353686, 0, 0
2, 0.00000, 0.0166673, -0.0173226, 0.0166716, 0.0185619, 0.0166612, -0.00122667, 0, 0
2, 900.00000, 0.0166699, -0.00611443, 0.0166696, 0.016993, 0.0166605, -0.0108744, 0, 0
2, 1800.00000, 0.0166696, -0.000569054, 0.0166678, 0.010724, 0.0166627, -0.0098297, 0, 0
2, 2700.00000, 0.0166692, -0.000116466, 0.0166679, 0.00838804, 0.0166629, -0.00796229, 0, 0
3, 0.00000, 0.0166686, -0.000683337, 0.0166679, 0.00738637, 0.0166635, -0.00670413, 0, 0
3, 900.00000, 0.0166683, -0.000421232, 0.0166675, 0.00655351, 0.0166642, -0.00613099, 0, 0
3, 1800.00000, 0.0166685, 0.00103762, 0.0166671, 0.00577725, 0.0166644, -0.00679999, 0, 0
3, 2700.00000, 0.0166684, 0.000289398, 0.0166672, 0.00611477, 0.0166643, -0.00645323, 0, 0
4, 0.00000, 0.016668, -0.000888722, 0.0166676, 0.0062755, 0.0166644, -0.00530327, 0, 0
4, 900.00000, 0.0166681, -0.000749711, 0.0166675, 0.0062276, 0.0166644, -0.00537679, 0, 0
4, 1800.00000, 0.0166676, -0.0020708, 0.016668, 0.00634333, 0.0166645, -0.00427292, 0, 0
4, 2700.00000, 0.0166675, -4.72642E-005, 0.0166677, 0.00462226, 0.0166648, -0.00455593, 0, 0
5, 0.00000, 0.0166681, -0.000178544, 0.0166674, 0.00554663, 0.0166645, -0.00536663, 0, 0
5, 900.00000, 0.0166681, -0.000194579, 0.0166674, 0.00568898, 0.0166645, -0.00546295, 0, 0
5, 1800.00000, 0.0166686, 0.000710753, 0.016667, 0.00553082, 0.0166644, -0.00639895, 0, 0
5, 2700.00000, 0.0166686, 0.00021286, 0.0166669, 0.00565079, 0.0166644, -0.00578759, 0, 0
6, 0.00000, 0.0166688, -9.38805E-005, 0.0166671, 0.00616333, 0.0166641, -0.00601034, 0, 0
6, 900.00000, 0.0166688, -5.34454E-005, 0.016667, 0.00611427, 0.0166642, -0.00603391, 0, 0
6, 1800.00000, 0.0166684, 0.00281685, 0.0166665, 0.00296695, 0.0166651, -0.00588553, 0, 0
6, 2700.00000, 0.0166681, 0.000233309, 0.0166672, 0.0051899, 0.0166646, -0.00542359, 0, 0
7, 0.00000, 0.016668, -1.33889E-005, 0.0166673, 0.00506911, 0.0166648, -0.0049716, 0, 0
7, 900.00000, 0.0166682, 0.00260683, 0.0166666, 0.00311035, 0.0166652, -0.00574415, 0, 0
7, 1800.00000, 0.016667, -0.00258851, 0.016668, 0.00568693, 0.016665, -0.00311461, 0, 0
7, 2700.00000, 0.016668, 0.001788, 0.0166668, 0.0035995, 0.0166652, -0.00538752, 0, 0
8, 0.00000, 0.016667, -0.00227691, 0.0166678, 0.00492886, 0.0166651, -0.00260699, 0, 0
8, 900.00000, 0.0166672, -0.00485058, 0.0166692, 0.00900097, 0.0166636, -0.00415794, 0, 0
8, 1800.00000, 0.0166682, -0.00140202, 0.0166677, 0.00694663, 0.0166641, -0.00554026, 0, 0
8, 2700.00000, 0.0166671, -0.00341992, 0.0166682, 0.00626285, 0.0166646, -0.0025864, 0, 0
9, 0.00000, 0.0166692, 0.00227522, 0.0166664, 0.00566144, 0.0166644, -0.0079432, 0, 0
9, 900.00000, 0.0166692, 0.00323425, 0.0166662, 0.00480462, 0.0166646, -0.00804593, 0, 0
9, 1800.00000, 0.0166692, -0.000686884, 0.0166679, 0.0101471, 0.0166629, -0.00947857, 0, 0
