hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2, S3 (kVA), Ang3, S4 (kVA), Ang4
0, 900.00000, 0.0166667, -0.036267, 0.0166783, 0.0465448, 0.016655, -0.0103523, 0, 0
0, 1800.00000, 0.0166641, -0.0479455, 0.01668, 0.0462655, 0.0166559, 0.00164088, 0, 0
0, 2700.00000, 0.0166644, -0.0451345, 0.0166793, 0.0409484, 0.0166563, 0.00416094, 0, 0
1, 0.00000, 0.0166646, -0.0305327, 0.0166752, 0.0243605, 0.0166602, 0.00618175, 0, 0
1, 900.00000, 0.0166664, -0.0279971, 0.0166749, 0.0313977, 0.0166587, -0.00341001, 0, 0
1, 1800.00000, 0.016663, -0.0443752, 0.0166778, 0.0349925, 0.0166592, 0.00934387, 0, 0
1, 2700.00000, 0.0166664, -0.0302613, 0.0166748, 0.0314896, 0.0166588, -0.00123091, 0, 0
2, 0.00000, 0.0166665, -0.0249298, 0.0166737, 0.0237551, 0.0166599, 0.00118517, 0, 0
2, 900.00000, 0.0166697, -0.0105819, 0.0166711, 0.0213249, 0.0166592, -0.0107389, 0, 0
2, 1800.00000, 0.0166694, -0.00419053, 0.016669, 0.0141669, 0.0166617, -0.00960743, 0, 0
2, 2700.00000, 0.0166692, -0.002438, 0.0166689, 0.0113608, 0.016662, -0.00856377, 0, 0
3, 0.00000, 0.0166685, -0.00230692, 0.0166685, 0.00905307, 0.016663, -0.00674702, 0, 0
3, 900.00000, 0.0166681, -0.0025445, 0.0166683, 0.00841674, 0.0166637, -0.00587159, 0, 0
3, 1800.00000, 0.0166684, -0.00120257, 0.0166679, 0.00806396, 0.0166637, -0.00684516, 0, 0
3, 2700.00000, 0.0166683, -0.00199365, 0.0166681, 0.00840892, 0.0166636, -0.00646605, 0, 0
4, 0.00000, 0.0166678, -0.00299584, 0.0166684, 0.00807351, 0.0166639, -0.00498676, 0, 0
4, 900.00000, 0.0166679, -0.00280388, 0.0166682, 0.00798558, 0.0166639, -0.0050779, 0, 0
4, 1800.00000, 0.0166672, -0.00434776, 0.0166687, 0.00807612, 0.016664, -0.00372932, 0, 0
4, 2700.00000, 0.0166671, -0.00231216, 0.0166685, 0.00628468, 0.0166643, -0.00394747, 0, 0
5, 0.00000, 0.0166679, -0.00208684, 0.0166681, 0.00716759, 0.0166641, -0.00507936, 0, 0
5, 900.00000, 0.016668, -0.00204583, 0.016668, 0.00729887, 0.016664, -0.00521901, 0, 0
5, 1800.00000, 0.0166684, -0.00133538, 0.0166677, 0.0072329, 0.0166639, -0.00607273, 0, 0
5, 2700.00000, 0.0166685, -0.00179424, 0.0166676, 0.00728375, 0.016664, -0.00540458, 0, 0
6, 0.00000, 0.0166687, -0.00208685, 0.0166676, 0.00789982, 0.0166637, -0.00574819, 0, 0
6, 900.00000, 0.0166687, -0.00197437, 0.0166676, 0.00782099, 0.0166637, -0.00581653, 0, 0
6, 1800.00000, 0.0166681, 0.000922609, 0.0166671, 0.00446277, 0.0166647, -0.00549022, 0, 0
6, 2700.00000, 0.0166679, -0.0015603, 0.0166678, 0.00668961, 0.0166642, -0.00512986, 0, 0
7, 0.00000, 0.0166678, -0.00176595, 0.0166678, 0.00647313, 0.0166644, -0.00462253, 0, 0
7, 900.00000, 0.016668, 0.000916711, 0.0166671, 0.00447009, 0.0166649, -0.00541154, 0, 0
7, 1800.00000, 0.0166666, -0.00493534, 0.0166688, 0.00713403, 0.0166646, -0.00221605, 0, 0
7, 2700.00000, 0.0166678, -3.20999E-005, 0.0166674, 0.00502091, 0.0166648, -0.0049887, 0, 0
8, 0.00000, 0.0166667, -0.00426453, 0.0166685, 0.00633479, 0.0166648, -0.00202943, 0, 0
8, 900.00000, 0.0166671, -0.00530227, 0.0166692, 0.00933254, 0.0166636, -0.0040367, 0, 0
8, 1800.00000, 0.0166682, -0.00301765, 0.0166683, 0.00878349, 0.0166636, -0.0057627, 0, 0
8, 2700.00000, 0.0166671, -0.00505231, 0.0166688, 0.00803255, 0.0166641, -0.00271826, 0, 0
