hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2, S3 (kVA), Ang3, S4 (kVA), Ang4
0, 900.00000, 0.0166675, -0.0343126, 0.0166785, 0.0494309, 0.016654, -0.0151524, 0, 0
0, 1800.00000, 0.0166647, -0.0468617, 0.0166802, 0.0489171, 0.0166551, -0.00209504, 0, 0
0, 2700.00000, 0.0166651, -0.0435012, 0.0166794, 0.0427353, 0.0166556, 0.000746462, 0, 0
1, 0.00000, 0.016665, -0.0292066, 0.0166752, 0.0249332, 0.0166598, 0.0042879, 0, 0
1, 900.00000, 0.0166669, -0.0268986, 0.016675, 0.0328398, 0.0166582, -0.00595176, 0, 0
1, 1800.00000, 0.0166636, -0.0431099, 0.0166778, 0.0369411, 0.0166586, 0.00613929, 0, 0
1, 2700.00000, 0.0166672, -0.0288153, 0.0166748, 0.0335061, 0.016658, -0.00469266, 0, 0
2, 0.00000, 0.0166669, -0.0243336, 0.0166738, 0.0251766, 0.0166593, -0.000823395, 0, 0
2, 900.00000, 0.0166701, -0.010401, 0.0166714, 0.0229886, 0.0166585, -0.0125843, 0, 0
2, 1800.00000, 0.0166698, -0.00338994, 0.0166691, 0.0152162, 0.0166612, -0.0112212, 0, 0
2, 2700.00000, 0.0166696, -0.00217734, 0.016669, 0.0125609, 0.0166615, -0.00984972, 0, 0
3, 0.00000, 0.0166687, -0.00211703, 0.0166686, 0.00972642, 0.0166627, -0.00760919, 0, 0
3, 900.00000, 0.0166682, -0.00234679, 0.0166684, 0.00884029, 0.0166635, -0.0064905, 0, 0
3, 1800.00000, 0.0166684, -0.00100941, 0.016668, 0.00832491, 0.0166636, -0.00730879, 0, 0
3, 2700.00000, 0.0166683, -0.00187876, 0.0166682, 0.00869478, 0.0166635, -0.0069392, 0, 0
4, 0.00000, 0.0166679, -0.00286861, 0.0166685, 0.00855705, 0.0166637, -0.00554178, 0, 0
4, 900.00000, 0.016668, -0.00264802, 0.0166684, 0.00849544, 0.0166637, -0.00561447, 0, 0
4, 1800.00000, 0.0166673, -0.0044623, 0.0166689, 0.0085774, 0.0166638, -0.00411605, 0, 0
4, 2700.00000, 0.0166671, -0.00239056, 0.0166687, 0.00678849, 0.0166642, -0.00426169, 0, 0
5, 0.00000, 0.016668, -0.00192098, 0.0166682, 0.00760517, 0.0166638, -0.0056825, 0, 0
5, 900.00000, 0.0166681, -0.00186156, 0.0166681, 0.00775081, 0.0166638, -0.00584297, 0, 0
5, 1800.00000, 0.0166686, -0.000969042, 0.0166677, 0.00764539, 0.0166637, -0.00690444, 0, 0
5, 2700.00000, 0.0166687, -0.0014511, 0.0166676, 0.00786699, 0.0166637, -0.00617158, 0, 0
6, 0.00000, 0.016669, -0.00175801, 0.0166677, 0.00846797, 0.0166634, -0.0065703, 0, 0
6, 900.00000, 0.016669, -0.00166864, 0.0166676, 0.00837924, 0.0166635, -0.00666497, 0, 0
6, 1800.00000, 0.0166683, 0.00114065, 0.0166672, 0.00484369, 0.0166644, -0.00621114, 0, 0
6, 2700.00000, 0.0166681, -0.00129791, 0.0166679, 0.00715607, 0.016664, -0.0058582, 0, 0
7, 0.00000, 0.0166679, -0.00147876, 0.0166679, 0.00689295, 0.0166643, -0.00524971, 0, 0
7, 900.00000, 0.0166681, 0.00116497, 0.0166671, 0.0048113, 0.0166647, -0.00605497, 0, 0
7, 1800.00000, 0.0166665, -0.00517993, 0.016669, 0.00757339, 0.0166645, -0.00242616, 0, 0
7, 2700.00000, 0.0166679, 0.000144484, 0.0166675, 0.00540031, 0.0166646, -0.00554456, 0, 0
8, 0.00000, 0.0166667, -0.00432851, 0.0166687, 0.00682037, 0.0166646, -0.00245588, 0, 0
8, 900.00000, 0.0166672, -0.00519294, 0.0166694, 0.00993994, 0.0166634, -0.00475795, 0, 0
8, 1800.00000, 0.0166683, -0.00289612, 0.0166684, 0.00944087, 0.0166633, -0.00654224, 0, 0
8, 2700.00000, 0.0166672, -0.00491157, 0.0166689, 0.0087801, 0.0166639, -0.00347603, 0, 0
9, 0.00000, 0.0166694, 0.00155166, 0.0166667, 0.00745538, 0.0166638, -0.00901799, 0, 0
9, 900.00000, 0.0166695, 0.00398153, 0.016666, 0.00483268, 0.0166645, -0.00882615, 0, 0
9, 1800.00000, 0.0166703, -0.000970488, 0.0166684, 0.0144193, 0.0166613, -0.0134878, 0, 0
9, 2700.00000, 0.01667, 0.00672636, 0.0166652, 0.00505482, 0.0166648, -0.0118129, 0, 0
