 S1 (kVA), Ang1,P1 (kW),Q1 (kVAr), S2 (kVA), Ang2,P2 (kW),Q2 (kVAr), S3 (kVA), Ang3,P3 (kW),Q3 (kVAr),P_3ph (kW),Q_3ph (kVAr),S_3ph (kVA),S_sum_3ph (kVA),hour,timestep, t(sec),circuit_folder,substation,feeder,scenario,row_type,n_loads,n_evs,n_storage,n_pv,substation_xfmr_kva
3467.2,13.1209,3376.682593258312,787.0771908690529,3525.48,12.9799,3435.400179085275,791.8553150297473,3489.1,12.419,3407.458603891287,750.3630273189368,10219.541376234874,2329.295533217737,10481.633633248432,10481.78,0.0,1,900.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
3161.01,12.3331,3088.0612951273874,675.1752791950879,3204.22,12.0939,3133.1040938938927,671.3304292413152,3237.76,11.6838,3170.6739632440303,655.6801326915387,9391.83935226531,2002.1858411279418,9602.884699983255,9602.99,0.0,2,1800.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
3037.49,11.8658,2972.584593504004,624.5689189854345,3134.94,11.8488,3068.1433952133902,643.6962870861156,3110.6,11.4052,3049.175702754316,615.1096599247358,9089.903691471709,1883.3748659962857,9282.96558251174,9283.03,0.0,3,2700.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
2889.32,11.5561,2830.7506747756543,578.809709366713,2992.25,11.6864,2930.2234031796474,606.0947697829821,3013.74,11.2631,2955.697325570674,588.6273075676702,8716.671403525976,1773.5317867173653,8895.267019912577,8895.31,1.0,4,0.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
2829.72,11.5263,2772.65328351631,565.4281986302276,2835.56,11.6875,2776.770415737398,574.4097595667747,2923.09,11.1551,2867.8642547974196,565.5172536317885,8417.287954051128,1705.3552118287907,8588.304425200928,8588.369999999999,1.0,5,900.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
2668.25,11.8743,2611.1531307729642,549.0331412169475,2626.42,11.7671,2571.2248690133893,535.6161772828364,2707.7,11.3547,2654.702574733052,533.0980488669078,7837.080574519405,1617.7473673666918,8002.3083217363765,8002.37,1.0,6,1800.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
2722.27,12.3682,2659.089677197854,583.0917951058933,2577.95,11.9999,2521.616542779819,535.9815422933445,2652.93,11.7253,2597.571762591749,539.1275573424099,7778.277982569423,1658.200894741648,7953.064728860583,7953.15,1.0,7,2700.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
2486.24,11.1229,2439.5375687160163,479.63088768671577,2428.74,10.7887,2385.8100468591474,454.629968112476,2487.99,10.4849,2446.4477837310055,452.755432410977,7271.795399306169,1387.0162882101688,7402.892847605636,7402.969999999999,2.0,8,0.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
2394.19,10.3157,2355.4903276958753,428.7319351659957,2302.9,10.3145,2265.6845751526407,412.3370173964476,2376.02,9.81226,2341.2622843768054,404.9221606120158,6962.437187225321,1245.991113174459,7073.049232132332,7073.110000000001,2.0,9,900.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
2248.27,10.3177,2211.9149228697074,402.6789873910696,2191.86,9.86835,2159.429565851396,375.65171332878384,2280.54,9.59041,2248.6670282005894,379.94642764938516,6620.011516921693,1158.2771283692387,6720.57723638968,6720.67,2.0,10,1800.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
2140.03,9.54384,2110.4099009941697,354.8217167617852,2122.85,9.43069,2094.158697057337,347.8382871955244,2163.15,8.75884,2137.9234053268888,329.3955607707528,6342.492003378395,1032.0555647280623,6425.911880939937,6426.030000000001,2.0,11,2700.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
2028.12,8.84263,2004.0143361493178,311.7647749634468,2016.77,8.89419,1992.5194477240252,311.81321867673483,2046.05,8.20581,2025.102054628549,292.0312840077747,6021.635838501892,915.6092776479563,6090.848752090746,6090.94,3.0,12,0.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
1969.59,8.84815,1946.1508289564817,302.9549785892272,1990.08,8.78843,1966.7149770567892,304.05691148288815,1999.35,8.0896,1979.4549019837496,281.351583454766,5892.320707997021,888.3634735268814,5958.912064042165,5959.02,3.0,13,900.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
1927.85,8.75107,1905.4072607790326,293.30665364178753,1934.79,8.4787,1913.6441846399605,285.26878324426013,1970.48,8.18269,1950.4190875436348,280.45822032070134,5769.470532962629,859.033657206749,5833.072008379297,5833.12,3.0,14,1800.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
1873.55,9.74486,1846.5170106099004,317.1191133127688,1894.23,9.72568,1867.0058480877774,319.9944626177755,1945.17,9.18883,1920.2084419493133,310.62174483862304,5633.731300646991,947.7353207691674,5712.891615121284,5712.95,3.0,15,2700.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
1857.98,9.35282,1833.280603376792,301.9468656608729,1870.87,9.56923,1844.8376970732486,311.01194246760434,1885.72,8.71396,1863.9531398434676,285.6897108187104,5542.071440293508,898.6485189471877,5614.456786717922,5614.57,4.0,16,0.0,uhs0_1247_circuit_1_0,uhs0,circuit_1,0,data,,,,,
