hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2, S3 (kVA), Ang3, S4 (kVA), Ang4
0, 900.00000, 0.078129, 0.0415754, 0.078159, -0.102343, 0.0783122, 0.060664, 0, 0
0, 1800.00000, 0.0781562, 0.037244, 0.0781607, -0.0721904, 0.0782832, 0.0348946, 0, 0
0, 2700.00000, 0.0781234, 0.0139506, 0.0781986, -0.0779329, 0.0782782, 0.0639363, 0, 0
1, 0.00000, 0.0781339, 0.0347421, 0.0781779, -0.0902218, 0.0782883, 0.0554215, 0, 0
1, 900.00000, 0.0781364, 0.0288519, 0.0781842, -0.0827654, 0.0782795, 0.0538687, 0, 0
1, 1800.00000, 0.078105, 0.0253134, 0.0781912, -0.100589, 0.0783039, 0.0752008, 0, 0
1, 2700.00000, 0.0781309, 0.0168964, 0.0781965, -0.0765544, 0.0782727, 0.0596184, 0, 0
2, 0.00000, 0.0781282, 0.000679456, 0.0782165, -0.063931, 0.0782554, 0.0632115, 0, 0
2, 900.00000, 0.0781368, -0.00935006, 0.0782246, -0.0491999, 0.0782387, 0.0585299, 0, 0
2, 1800.00000, 0.0781711, 0.00109463, 0.0782049, -0.0385493, 0.078224, 0.0374471, 0, 0
2, 2700.00000, 0.0781456, -0.0270685, 0.0782396, -0.0306533, 0.0782148, 0.0577034, 0, 0
3, 0.00000, 0.0781393, -0.0112351, 0.0782206, -0.0495908, 0.0782402, 0.0607884, 0, 0
3, 900.00000, 0.0781526, 0.0106461, 0.0781905, -0.0602102, 0.0782571, 0.0496182, 0, 0
3, 1800.00000, 0.0780187, -0.086539, 0.0783485, -0.0580834, 0.0782332, 0.144505, 0, 0
3, 2700.00000, 0.0780508, -0.0710942, 0.0783219, -0.0531653, 0.0782273, 0.124008, 0, 0
4, 0.00000, 0.0780501, -0.0685001, 0.0783202, -0.0547832, 0.0782299, 0.123199, 0, 0
4, 900.00000, 0.0780504, -0.0800851, 0.0783298, -0.0431797, 0.0782199, 0.123034, 0, 0
4, 1800.00000, 0.0780263, -0.0989749, 0.0783556, -0.0414096, 0.0782185, 0.140199, 0, 0
4, 2700.00000, 0.0780525, -0.0967245, 0.0783505, -0.0246451, 0.0781973, 0.121231, 0, 0
5, 0.00000, 0.0780391, -0.108302, 0.0783683, -0.0217133, 0.078193, 0.129846, 0, 0
5, 900.00000, 0.0780113, -0.127039, 0.0783964, -0.0232096, 0.0781927, 0.150003, 0, 0
5, 1800.00000, 0.0780072, -0.123619, 0.0783945, -0.0268885, 0.0781987, 0.150249, 0, 0
5, 2700.00000, 0.0780464, -0.107776, 0.0783616, -0.0167346, 0.0781898, 0.123151, 0, 0
6, 0.00000, 0.0780114, -0.129184, 0.0783975, -0.0225605, 0.0781916, 0.15151, 0, 0
