hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2, S3 (kVA), Ang3
0, 900.00000, 10827.4, 23.7495, 8993.76, 22.0968, 9121.15, 22.6095
0, 1800.00000, 11103.3, 24.4664, 9193.62, 22.861, 9357.92, 23.3788
0, 2700.00000, 11027.3, 24.5451, 9043.46, 22.9703, 9341.15, 23.3094
1, 0.00000, 11043.1, 24.569, 9072.68, 22.8173, 9307.92, 23.3698
1, 900.00000, 11147.9, 24.8166, 9028.85, 23.2767, 9441.28, 23.5486
1, 1800.00000, 10869.5, 25.0906, 8813.66, 23.5333, 9242.2, 23.7448
1, 2700.00000, 10874.7, 25.1064, 8798.71, 23.6618, 9250.61, 23.7903
2, 0.00000, 10885.7, 25.5192, 8855.66, 24.1279, 9303.19, 24.1607
2, 900.00000, 10814.8, 25.4068, 8830.65, 23.8094, 9239.01, 24.0148
2, 1800.00000, 10796.9, 25.487, 8867.88, 23.9758, 9256.69, 24.1241
2, 2700.00000, 10895.6, 25.896, 8920.16, 24.5132, 9313.69, 24.5923
3, 0.00000, 10951.7, 25.961, 8889.56, 24.7069, 9313.38, 24.7724
3, 900.00000, 11002.2, 26.0332, 8900.22, 24.7411, 9325.5, 24.8989
3, 1800.00000, 11352.1, 26.3139, 9267.82, 25.1137, 9667.19, 25.1578
3, 2700.00000, 11430.8, 26.4285, 9285.98, 25.1427, 9690.46, 25.2327
4, 0.00000, 11537.5, 26.471, 9377.06, 25.1379, 9766.43, 25.249
4, 900.00000, 11696, 26.5836, 9487.67, 25.177, 9876.3, 25.3072
4, 1800.00000, 11814.4, 26.7233, 9540.52, 25.2998, 9978.53, 25.3703
4, 2700.00000, 11935.9, 26.778, 9620.23, 25.5013, 10072.2, 25.4686
5, 0.00000, 11852, 26.7232, 9547.66, 25.4929, 9976.63, 25.4004
5, 900.00000, 11853.5, 26.51, 9561.54, 25.2481, 9999.47, 25.1824
5, 1800.00000, 12184, 26.4779, 9826.15, 25.1292, 10234.8, 25.0958
5, 2700.00000, 12342.7, 26.5784, 9924.98, 25.183, 10310.9, 25.1086
6, 0.00000, 12478.5, 26.2086, 10030.7, 24.6547, 10416, 24.6928
6, 900.00000, 13513, 25.9378, 11022.9, 24.5182, 11392.7, 24.3331
6, 1800.00000, 13193.2, 25.0921, 9224.57, 21.929, 11201.6, 23.2679
6, 2700.00000, 13714.6, 25.3939, 9774.64, 22.5915, 11710.6, 23.5418
7, 0.00000, 13656, 25.6043, 9780.83, 23.201, 11707.4, 23.7619
7, 900.00000, 13529.1, 24.2979, 9672.83, 22.0056, 11618.8, 22.6739
7, 1800.00000, 12647.6, 22.9992, 10525.4, 20.3031, 12819.7, 21.814
7, 2700.00000, 12852.1, 24.3987, 10638.1, 21.7601, 12966.2, 23.0257
8, 0.00000, 12969.5, 24.7851, 10710.1, 22.4451, 12956, 23.5303
8, 900.00000, 13104.5, 23.6062, 10978.7, 21.667, 13130.1, 22.4918
8, 1800.00000, 13183.7, 24.2867, 10975.6, 22.3761, 13230.6, 23.2043
8, 2700.00000, 12606.9, 24.1644, 10572.5, 22.3978, 12827.6, 23.1257
9, 0.00000, 12378.9, 24.2659, 10382.1, 22.5538, 12458.5, 23.2177
9, 900.00000, 12539.6, 24.4201, 10531, 23.0559, 12534.2, 23.4512
9, 1800.00000, 12569.4, 24.6789, 10401.9, 23.0282, 12513.1, 23.6185
9, 2700.00000, 12487.8, 24.0355, 10205.9, 21.4662, 12339.2, 22.7169
10, 0.00000, 12245.7, 23.5962, 9950.31, 20.7544, 12083.7, 22.2029
10, 900.00000, 11968.5, 23.4065, 9733.2, 20.7293, 11825.9, 22.1128
10, 1800.00000, 11937.8, 23.6904, 9748.84, 20.9727, 11766.3, 22.33
10, 2700.00000, 11675.4, 23.1154, 9496.46, 20.5289, 11436.6, 21.9035
11, 0.00000, 11471.2, 23.5277, 9351.44, 21.6224, 11277, 22.5705
11, 900.00000, 11189.2, 23.3945, 9180.52, 21.5524, 11016, 22.5389
11, 1800.00000, 11072.8, 23.3791, 9055.33, 21.3975, 10983.7, 22.5344
11, 2700.00000, 10881.5, 23.449, 8942.79, 21.2841, 10821.6, 22.5753
12, 0.00000, 11003.2, 23.6976, 9055.4, 21.4292, 10986.7, 22.7353
12, 900.00000, 10699.6, 23.3228, 8795.98, 20.9733, 10633.3, 22.3346
12, 1800.00000, 10551.7, 23.326, 8713.03, 21.0626, 10598.4, 22.5249
12, 2700.00000, 10379, 23.3329, 8616.27, 21.174, 10373.7, 22.586
13, 0.00000, 10212.8, 22.9657, 8486.68, 20.6514, 10233, 22.1486
13, 900.00000, 10067.7, 22.5667, 8377.59, 20.0055, 10107.1, 21.787
13, 1800.00000, 9846.25, 22.423, 8149.47, 19.771, 9903.55, 21.5852
13, 2700.00000, 9636.92, 22.2474, 7952.27, 19.6906, 9652.98, 21.4401
14, 0.00000, 9390.93, 21.9849, 7760.06, 19.3471, 9396.78, 21.1187
14, 900.00000, 9362.07, 22.1427, 7703.17, 19.3874, 9378.62, 21.2621
14, 1800.00000, 9309.7, 22.5147, 7740.39, 20.2356, 9390.96, 21.727
14, 2700.00000, 9331.02, 22.4439, 7728.75, 20.2181, 9312.5, 21.6396
15, 0.00000, 9343.92, 22.4977, 7684.96, 20.277, 9308.58, 21.6702
15, 900.00000, 9467.62, 22.7464, 7867.64, 20.8107, 9435.12, 21.9442
15, 1800.00000, 9520.64, 22.5482, 7933.66, 20.8325, 9471.51, 21.8801
15, 2700.00000, 9686.8, 22.7047, 8099.63, 20.8978, 9668.94, 21.9838
16, 0.00000, 9854.85, 23.1062, 8236.09, 21.206, 9810.92, 22.4318
16, 900.00000, 9864.69, 22.8734, 8250.59, 20.9944, 9812.6, 22.3116
16, 1800.00000, 10059.5, 21.0248, 8371.6, 19.5485, 10041.9, 20.321
16, 2700.00000, 10262.4, 20.6999, 8452.49, 18.976, 10283.8, 20.1585
17, 0.00000, 10701.3, 22.5642, 8664.05, 20.4442, 10689.1, 21.5572
17, 900.00000, 10978.6, 22.015, 8924.49, 20.0388, 10933, 21.1522
17, 1800.00000, 11120, 20.7826, 9118.85, 18.9685, 11057.5, 20.0001
17, 2700.00000, 11175.6, 20.6619, 9254.33, 18.8574, 11227.5, 19.8155
18, 0.00000, 11170.8, 20.6708, 9202.34, 18.9329, 11236.9, 19.9503
18, 900.00000, 11406.2, 20.8417, 9405.07, 19.0851, 11468.5, 19.9156
18, 1800.00000, 11330.4, 19.8728, 9401.98, 18.285, 11314, 18.7419
18, 2700.00000, 11609.8, 20.2948, 9570, 18.7111, 11603.4, 19.1577
19, 0.00000, 11654.7, 20.1703, 9710.29, 18.4813, 11698.4, 19.0693
19, 900.00000, 11569.1, 19.8572, 9607.85, 18.3164, 11662.2, 18.9449
19, 1800.00000, 10922.3, 19.6344, 8953.65, 18.2317, 10980.5, 18.5589
19, 2700.00000, 11116.5, 19.7255, 9158.28, 18.14, 11184.6, 18.4458
20, 0.00000, 11177.2, 19.6067, 9273.34, 18.1583, 11175.8, 18.4842
20, 900.00000, 11236.1, 19.699, 9207.77, 18.1427, 11198.9, 18.5494
20, 1800.00000, 11406.3, 20.2462, 9281.64, 18.4629, 11492, 19.0745
20, 2700.00000, 11216.9, 20.5289, 9259.27, 18.4951, 11434.2, 19.3165
21, 0.00000, 11179.9, 20.6367, 9297.93, 18.6241, 11464.1, 19.3839
21, 900.00000, 11411.1, 20.7599, 9391.15, 18.6613, 11632.1, 19.489
21, 1800.00000, 10939.2, 20.9573, 8983.66, 18.6846, 11113.8, 19.4705
21, 2700.00000, 10731.6, 20.8305, 8856.49, 18.7109, 11028.6, 19.3518
22, 0.00000, 10786.8, 21.3419, 8899.03, 19.0704, 11081.6, 19.8593
22, 900.00000, 10708.4, 21.5694, 8851.86, 19.2475, 11013.9, 19.9526
22, 1800.00000, 9213.44, 21.0293, 7835.27, 19.1013, 9613.52, 19.5958
22, 2700.00000, 9478.94, 21.0702, 7935.73, 19.1246, 9654.85, 19.7926
23, 0.00000, 9465.13, 21.432, 8056.41, 19.3131, 9581.7, 19.9986
23, 900.00000, 9555.8, 22.3952, 8093.96, 20.1217, 9627.76, 21.1096
23, 1800.00000, 9632.59, 22.8623, 8155.49, 20.4908, 9868.88, 21.6885
23, 2700.00000, 9663.22, 23.264, 8184.34, 20.9539, 9834.58, 22.1412
